ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,ap employees,ap assembly session today,alliance,polavaram,visakha,roja,nellore ,srikakulam,yuvashakti,tadepalli,suprem court,perni nani ,Dadisetti Raja,ap development,tadipatri,nandigama
uZIDz4PD_p8,2023-01-19,0.9817424416542052,1730.0,TV9,201.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50pgkKFn0xc,2023-01-19,0.9943819642066956,2660.0,Sakshi,595.0,4.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhd96ehdHrc,2023-01-19,-0.998252809047699,1543.0,ABN,209.0,4.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hlga2M-Ok9E,2023-01-19,0.9934374690055848,45576.0,TV5,71.0,100.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2L2EDexawhw,2023-01-20,-0.9948775768280028,1058.0,Sakshi,362.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1KkN7Gn7mBQ,2023-01-20,-0.9957221746444702,6585.0,Sakshi,486.0,8.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nSN_TkqE2hg,2023-01-20,0.9940349459648132,2596.0,Sakshi,122.0,5.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJGwqkt6noM,2023-01-20,0.9936071634292604,1455.0,Sakshi,565.0,4.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5aGiegTkr_s,2023-01-20,-0.9984643459320068,1886.0,ABN,306.0,4.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UkF_xKKphKY,2023-01-20,-0.9980329871177672,5042.0,Sakshi,92.0,7.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7pPHesymfRI,2023-01-20,0.7516891956329346,525.0,TV9,213.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AxRxoYr0EIg,2023-01-21,0.994542956352234,1193.0,Sakshi,500.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHtrPItGFmU,2023-01-22,0.9934050440788268,659.0,ABN,570.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VjNeAtj_VE8,2023-01-23,0.9934885501861572,18314.0,TV5,320.0,8.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMsLhtlsCgk,2023-01-24,-0.9850535988807678,1818.0,TV9,263.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bci-XbsQ2_g,2023-01-25,-0.9951373934745787,362.0,TV9,305.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QBNo31aCR-U,2023-01-25,0.9964535236358644,9454.0,TV5,445.0,15.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MkpA1P8AI94,2023-01-25,-0.9880645871162416,215.0,TV9,298.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jN74DZobn2E,2023-01-25,-0.992233157157898,429.0,TV9,298.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-vF45OAirBY,2023-01-26,0.9982742071151732,1382.0,TV5,105.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ErSeHvkyvzE,2023-01-26,-0.9706629514694214,1694.0,TV5,370.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yfq4FIdqBJ0,2023-01-26,0.99755197763443,86782.0,TV5,435.0,124.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tSC3acs8hbQ,2023-01-26,0.98239266872406,460.0,Sakshi,569.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIUaO3TELUQ,2023-01-27,0.9866496920585632,2234.0,TV9,316.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KH9gD52sGPw,2023-01-28,-0.9965178966522216,4605.0,TV5,390.0,4.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_lmvYSxJqE,2023-01-29,-0.9822527170181274,7009.0,ABN,193.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
E2pHHN3lWhA,2023-01-29,-0.9960598349571228,387340.0,TV5,490.0,587.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2m4Ncvqdll4,2023-01-30,0.9853347539901732,2339.0,TV5,415.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U-PuSr7KUYg,2023-01-30,0.9945318698883056,30717.0,TV5,400.0,41.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3s7RnUYqggI,2023-01-31,0.9920681715011596,225236.0,TV5,490.0,343.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
aMKpGEe8Fb8,2023-02-02,0.9883737564086914,5968.0,Sakshi,388.0,15.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
X7Onlat4rO0,2023-02-02,-0.9983701109886168,85451.0,TV5,530.0,123.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MjYtU3Yrc7c,2023-02-03,0.9976795315742492,2338.0,TV9,51.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
g57yuyDTlC0,2023-02-04,0.9982243180274964,13990.0,TV5,185.0,26.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i_wOaZbMOB8,2023-02-04,-0.9992963075637816,1093.0,TV5,285.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
sEJWeDa3qqo,2023-02-05,0.9947920441627502,507522.0,TV5,540.0,793.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A57SA4dSv2I,2023-02-05,-0.9937826991081238,3591.0,TV9,272.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
zIsmd6BBgFk,2023-02-05,-0.992300510406494,10988.0,TV9,222.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
gxZ7K4uX0pU,2023-02-06,0.9716191291809082,1113.0,TV5,285.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
leUzr8kEE2U,2023-02-07,0.998097002506256,87791.0,TV5,425.0,105.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEJU32CPJBI,2023-02-07,0.9930522441864014,848.0,ABN,193.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
jQ4yw7T-kQw,2023-02-07,-0.9960475564002992,10495.0,TV9,264.0,52.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fuAGB3FtDDA,2023-02-07,0.9885603785514832,715.0,TV5,464.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KEnz_ytcBq0,2023-02-08,-0.9917650818824768,9941.0,TV5,329.0,25.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L7KqsEtenaU,2023-02-09,0.9928615689277648,104804.0,TV5,545.0,193.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CzM3nnXoX2E,2023-02-09,-0.9992210865020752,81753.0,Sakshi,261.0,51.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4ZthpdwGRkw,2023-02-10,-0.9841132760047911,60836.0,Sakshi,333.0,32.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1
GpcIuuxBgWw,2023-02-10,-0.9994582533836364,9801.0,Sakshi,310.0,23.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-IXF4CD8T7o,2023-02-13,0.9984591007232666,4282.0,TV5,270.0,5.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1
BiIvZXHI6JE,2023-02-14,-0.994156002998352,75052.0,TV5,370.0,136.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eCuyHR8EXjU,2023-02-17,0.994731903076172,2407.0,ABN,484.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbto_l9xZ8k,2023-02-17,-0.999178946018219,4016.0,TV5,270.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HsEHjdxF6wc,2023-02-18,-0.9966142773628236,2424.0,TV5,269.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTfy_NHpbX4,2023-02-19,-0.9959136843681335,2229.0,TV9,98.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jE1BOygRcoo,2023-02-20,0.9949631690979004,232545.0,TV5,310.0,465.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c-evJEltya8,2023-02-20,0.9985876083374025,735.0,TV9,81.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-_6pSnDalLQ,2023-02-20,-0.9917793869972228,894.0,TV9,136.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_lQLLjNvOeI,2023-02-21,-0.9981452226638794,1585.0,ABN,254.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wr2EcZQ52I4,2023-02-27,-0.9974989295005798,1843.0,TV9,300.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3vBFZh_6tFs,2023-02-28,-0.9535992741584778,1802.0,TV5,80.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9IaxDriwMuk,2023-03-07,0.983955144882202,630.0,ABN,293.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
9uHFiKTKuXc,2023-03-11,0.9919169545173644,2829.0,Sakshi,325.0,4.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f1_Fow7niaI,2023-03-14,0.992989420890808,4700.0,Sakshi,152.0,9.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ckDeljTVpb8,2023-03-15,0.9906604886054992,37384.0,TV9,315.0,50.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JNXiMTqcZe0,2023-03-16,0.982959508895874,107567.0,TV9,160.0,10.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XFrTeya4lh4,2023-03-18,-0.9994091987609864,67631.0,TV5,337.0,115.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u_YrOOYLN5s,2023-03-18,-0.9839249849319458,1068.0,Sakshi,333.0,11.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWBf6i3KkFs,2023-03-19,-0.9937779903411864,3236.0,TV9,101.0,9.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
dyKPoLDraPQ,2023-03-19,-0.993285596370697,2474.0,TV9,98.0,7.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1suyBv_NC2g,2023-03-20,-0.99901020526886,171656.0,TV5,350.0,179.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcp3H_M-2g4,2023-03-23,-0.9984893798828124,21134.0,Sakshi,134.0,80.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
zsXfZBbj62s,2023-03-24,-0.9960404634475708,3057.0,TV9,207.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
L5evvSbasoQ,2023-03-24,-0.9921934008598328,10221.0,TV9,255.0,16.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MBARb8BSMrA,2023-03-24,-0.9977253079414368,5024.0,TV9,223.0,5.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
y0kSY48V51U,2023-03-24,-0.9835383296012878,2237.0,TV9,206.0,7.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jUDagebyEaI,2023-03-24,-0.9994412064552308,13423.0,TV9,323.0,22.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y3Um1REgZJE,2023-03-24,-0.9972726702690125,10183.0,TV9,297.0,8.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8YduR5vjfBE,2023-03-24,-0.9991944432258606,5184.0,TV9,200.0,3.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0
uUo1_4sAGNA,2023-03-27,0.991778552532196,3657.0,Sakshi,117.0,5.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0
2i0mZ49tifI,2023-03-28,0.9981849789619446,13269.0,Sakshi,348.0,41.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kok-wpsaqbE,2023-03-30,0.9695811867713928,809.0,TV9,183.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o5Z4OKe3IbM,2023-04-02,-0.9976263642311096,4792.0,TV5,225.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0
ja9X2g1AzCc,2023-04-04,0.9923535585403442,10380.0,Sakshi,196.0,18.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dyil3Qok04I,2023-04-04,0.9939577579498292,1006.0,Sakshi,91.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
F638lWGuDcA,2023-04-04,-0.9949593544006348,618.0,Sakshi,237.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
HYByDrF9f00,2023-04-08,-0.9985456466674804,480.0,TV9,272.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NXb02zQWEjk,2023-04-09,-0.9961439371109008,1999.0,Sakshi,303.0,4.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
qJkR0DqYlVA,2023-04-10,-0.99850732088089,976.0,TV5,345.0,1.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPdIeSiQD4Y,2023-04-10,-0.998318076133728,856.0,TV9,205.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FokPjnUNQCo,2023-04-10,-0.970304012298584,834.0,TV9,272.0,0.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
VD-NdX-a3ZQ,2023-04-17,-0.9984520673751832,1139.0,TV9,160.0,2.0,mummidivaram.png,Ponnada Venkata Satish Kumar,YSRCP,Mummidivaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
