ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy, Botsa , vidadala ,Kakani,vijayasai reddy,kotamreddy ,lakshmi parvathi,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,ys vijayamma,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,Corona,janasena alliance with tdp,gudivada ,Kodali Nani ,varahi ,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
z1BqhdSXioo,2023-01-05,-0.9953117370605468,2574.0,TV9,305.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7e1AX3KIpfM,2023-01-05,0.9939215183258056,627.0,TV9,386.0,0.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vP-ZaDfose4,2023-01-05,-0.9945057034492492,4842.0,Sakshi,278.0,1.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OWQta7ekahc,2023-01-05,-0.999118149280548,913.0,TV9,335.0,4.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8HHRNERaBvc,2023-01-05,-0.5250025987625122,11830.0,Sakshi,380.0,50.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5Bluj2SPt4Q,2023-01-05,-0.9953408241271972,696.0,TV9,150.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7Q45zNTtwcE,2023-01-06,-0.999250590801239,2255.0,TV9,194.0,5.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HW3CFfUg9SI,2023-01-06,-0.9915931224822998,57237.0,ABN,510.0,69.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0OrJXz8SevE,2023-01-06,-0.9980617165565492,4711.0,Sakshi,160.0,14.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LE9HbvXK-uE,2023-01-06,-0.9990466237068176,12984.0,Sakshi,299.0,27.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZdp3NmZDgg,2023-01-06,0.9953861832618712,81341.0,TV9,374.0,74.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KN05e-tO6Fs,2023-01-06,-0.997847318649292,1529.0,TV9,300.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XuKy0GdUOfU,2023-01-06,0.9864434003829956,18573.0,ABN,460.0,34.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8FMR4I75a6k,2023-01-06,-0.9826274514198304,16188.0,Sakshi,370.0,62.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFMlUUDQ3VQ,2023-01-07,-0.9924031496047974,990.0,Sakshi,379.0,8.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddt5Ag8JKSE,2023-01-07,0.9927089214324952,2722.0,Sakshi,95.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e6_SQ3nyZ8,2023-01-07,0.998607337474823,2068.0,TV9,594.0,3.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oSqpvwWacR4,2023-01-07,0.9986209869384766,1570.0,TV9,258.0,0.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qr8xjges3Ok,2023-01-07,-0.9976396560668944,4946.0,Sakshi,221.0,11.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OhGwfot1JwQ,2023-01-07,-0.9812961220741272,603.0,TV9,377.0,1.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ReMrFuknHKY,2023-01-07,-0.9972419738769532,349.0,Sakshi,273.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xb3MamuHirY,2023-01-07,-0.9902237057685852,2816.0,Sakshi,163.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xr2JSimBXKY,2023-01-07,0.9938672184944152,1370.0,Sakshi,72.0,3.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FqD87JvTLtM,2023-01-07,-0.9969769716262816,1326.0,Sakshi,232.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZWm2LBVo0R4,2023-01-07,-0.9971163272857666,6142.0,TV5,260.0,3.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qG3L6vb1BwY,2023-01-07,-0.9878788590431212,2005.0,TV9,180.0,1.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
xS0xbghmpSk,2023-01-07,-0.99591463804245,3466.0,Sakshi,555.0,9.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wvqgoe8oEh0,2023-01-07,-0.997976005077362,3052.0,TV9,199.0,0.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EbKk5KcqFLw,2023-01-08,-0.9807944893836976,6076.0,Sakshi,341.0,22.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0
Xgg3VcwBVuY,2023-01-08,0.9975722432136536,675.0,TV9,285.0,0.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPR9nG9yq3E,2023-01-08,-0.9994311928749084,545.0,ABN,245.0,0.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
9HEvB7J0D1w,2023-01-08,-0.9984049201011658,719.0,ABN,190.0,1.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArNxhGe0SDw,2023-01-08,0.992026150226593,8844.0,TV5,287.0,25.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcfySvmeJPA,2023-01-09,0.9915174841880798,30426.0,TV9,310.0,95.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
gQ5I8ZOSbLs,2023-01-09,0.9969151020050048,22681.0,TV5,111.0,46.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HHZEnhBR7-w,2023-01-09,-0.9994854927062988,70958.0,ABN,320.0,264.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dVIEGkqrzBU,2023-01-09,0.994776487350464,3137.0,Sakshi,199.0,43.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
dUMkxHOqDoM,2023-01-09,0.9941852688789368,4314.0,TV9,377.0,4.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BtdXV9ML_t8,2023-01-09,-0.9885927438735962,16869.0,Sakshi,342.0,68.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
FChm1P0tlqY,2023-01-10,-0.9796661734580994,3018.0,TV9,310.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R3Ra2-Ko760,2023-01-10,0.9950108528137208,120766.0,TV9,479.0,122.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4kVoGce-kF4,2023-01-10,-0.9932344555854796,6440.0,TV9,374.0,4.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xJCYrqyLayQ,2023-01-10,-0.996978521347046,9937.0,TV9,316.0,9.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dBqy-axDaDM,2023-01-10,-0.995411455631256,22442.0,TV9,253.0,32.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
zgJM7sMWww8,2023-01-10,-0.9966267347335817,449.0,ABN,552.0,0.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTqdMRMdyaM,2023-01-10,0.9984172582626344,45978.0,TV9,374.0,31.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k9dlA095vZM,2023-01-10,-0.9977622032165528,5225.0,TV5,322.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
j4SoU8nV6uo,2023-01-10,0.9757269024848938,4855.0,TV5,229.0,4.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P8rsG9AqXIc,2023-01-10,-0.995328426361084,2161.0,TV9,164.0,3.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PnftsCyJVaU,2023-01-11,0.9967315196990968,1337.0,ABN,546.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scHpjB9XTJ4,2023-01-11,-0.995768666267395,862.0,TV9,322.0,1.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LoSOnEIJDxU,2023-01-11,-0.9992353916168212,2387.0,Sakshi,128.0,13.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74qzZwWPrQY,2023-01-11,-0.9856727123260498,2689.0,ABN,302.0,3.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HnYtFExkVMc,2023-01-11,-0.994904398918152,1353.0,ABN,200.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xK-bEIYM_RE,2023-01-11,0.9951247572898864,1333.0,Sakshi,301.0,6.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPVan3AEHi8,2023-01-12,0.9876011610031128,5319.0,ABN,315.0,6.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dBnxMW3ZJCA,2023-01-12,0.9979588985443116,843.0,TV9,269.0,3.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hBa1wVaN9Ps,2023-01-12,0.998082995414734,854.0,Sakshi,212.0,0.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29vuFOIUEbY,2023-01-12,0.9469472765922546,828.0,TV9,229.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wB1nd-_MC7M,2023-01-12,-0.9948116540908812,756.0,Sakshi,166.0,3.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-HlIYFPcIK4,2023-01-12,0.9979767203330994,862.0,TV9,142.0,3.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
