ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy, Botsa , vidadala ,Kakani,vijayasai reddy,kotamreddy ,lakshmi parvathi,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,ys vijayamma,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,Corona,janasena alliance with tdp,gudivada ,Kodali Nani ,varahi ,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
bd-P-tjs_sI,2022-01-04,0.996086835861206,941274.0,Sakshi,129.0,0.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sD7Ui8L3Kig,2022-01-28,0.9948962330818176,3329.0,Sakshi,108.0,27.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFZH_XT2IEU,2022-01-28,-0.9983273148536682,3351.0,Sakshi,534.0,21.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lXD-7Pqpqns,2022-02-02,-0.9994902610778807,8137.0,Sakshi,225.0,60.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VUUpGJBzgTg,2022-02-02,-0.9956654906272888,10358.0,Sakshi,536.0,55.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4rGAusTR1Ew,2022-02-02,-0.9980323910713196,9067.0,Sakshi,547.0,108.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lBxcK47EUAE,2022-02-03,0.9958220720291138,5355.0,Sakshi,498.0,36.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iyltfFVSgVI,2022-02-03,0.9985398054122924,5458.0,Sakshi,208.0,46.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
mguNT8KKd3Y,2022-02-03,0.9803891777992249,7150.0,Sakshi,172.0,93.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UamNFa4UxaA,2022-02-07,0.9895917773246764,7748.0,Sakshi,534.0,34.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDwzsVr4Nug,2022-02-07,-0.9993498921394348,10874.0,Sakshi,264.0,18.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7Mu5LxjmVk,2022-02-14,0.9982594847679138,4278.0,Sakshi,511.0,9.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ZBTtMFcQ8g,2022-02-14,0.9955244064331056,3992.0,Sakshi,217.0,4.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P6qp1ZIkqYM,2022-02-15,0.9782343506813048,16831.0,Sakshi,572.0,167.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zN3Xu1St_KU,2022-02-16,0.997077465057373,12736.0,Sakshi,143.0,41.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MMCtgZ9KOAA,2022-02-25,0.9969817996025084,3781.0,Sakshi,110.0,9.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wm6oLDS-7hc,2022-02-26,0.9965476393699646,2399.0,Sakshi,380.0,3.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rEEV_JVEyrY,2022-02-26,0.9972202777862548,2688.0,Sakshi,173.0,13.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jjCPkgqi1t0,2022-02-27,0.9984610080718994,47979.0,Sakshi,192.0,35.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kkT3mjoV7Hs,2022-02-28,-0.9985552430152892,19664.0,Sakshi,163.0,69.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
alj4WCg99yo,2022-03-04,-0.6037957668304443,17257.0,Sakshi,114.0,54.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sCq9HUNXviA,2022-03-05,-0.9578039646148682,28362.0,Sakshi,533.0,108.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6s9RoYi3OFg,2022-03-07,-0.990336537361145,4216.0,Sakshi,486.0,9.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R3VleN7TmtE,2022-03-07,-0.9968274235725404,3796.0,Sakshi,115.0,3.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5s_qunlY9Jg,2022-03-11,-0.9987230896949768,4188.0,Sakshi,166.0,19.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
iQErOVMMT4M,2022-03-11,0.9987208247184752,9765.0,Sakshi,93.0,26.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E0a_qmYBTz0,2022-03-12,-0.9934779405593872,12866.0,Sakshi,285.0,16.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CQ6meSBHexw,2022-03-12,0.9988119602203368,1864.0,Sakshi,144.0,2.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-n84XSSeeJY,2022-03-12,0.998387336730957,2619.0,Sakshi,195.0,3.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6i6jR6tbLpY,2022-03-21,0.9960595369338988,9393.0,Sakshi,207.0,53.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
h5UKKvLjKCA,2022-03-24,-0.9984133243560792,47217.0,Sakshi,204.0,46.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MoTHz8p8ex8,2022-03-24,0.9887452721595764,237548.0,Sakshi,345.0,566.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MlNhwPoR9EY,2022-03-26,-0.9918808341026306,88403.0,Sakshi,333.0,97.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jFrYabx6CxY,2022-03-26,-0.9992363452911376,3196.0,Sakshi,307.0,8.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o2orXjEPTVE,2022-04-04,0.9986820816993712,6871.0,Sakshi,217.0,29.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
JHmHqWOIMSE,2022-04-09,0.9917497038841248,12646.0,Sakshi,247.0,12.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FuazgwAllZI,2022-04-11,0.991418719291687,42224.0,Sakshi,577.0,8.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZeEzREjJPRE,2022-04-15,-0.9912113547325134,784834.0,Sakshi,297.0,698.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ks99X7TUqGg,2022-04-19,0.998596489429474,41175.0,Sakshi,210.0,23.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E7yZCu_hIJ8,2022-04-19,0.9896586537361144,110186.0,Sakshi,196.0,19.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
px63DQsx_go,2022-04-22,-0.992579996585846,85870.0,Sakshi,231.0,85.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z0dQWkVcagk,2022-04-25,-0.997456967830658,7901.0,Sakshi,299.0,16.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7hz7OXpE0Hk,2022-04-26,-0.9622812867164612,35468.0,Sakshi,176.0,44.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExzTNjSqSBQ,2022-04-26,-0.9988844990730286,56694.0,Sakshi,212.0,121.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E8fermFWYB8,2022-04-27,-0.9969930648803712,53274.0,Sakshi,124.0,129.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
m1kyiYDaAsE,2022-04-27,-0.992275059223175,3643.0,Sakshi,228.0,17.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8KT3Cse-s-8,2022-04-27,-0.9906530380249025,9969.0,Sakshi,150.0,15.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_01S90b581Q,2022-04-28,-0.9951207041740416,3229.0,Sakshi,240.0,9.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VcKAmcySdsY,2022-04-28,-0.999058187007904,2942.0,Sakshi,253.0,11.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsv7s2Ivl7c,2022-04-28,-0.9926469326019288,18179.0,Sakshi,147.0,35.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_i_pyLfxSjI,2022-04-28,-0.9978339076042176,2763.0,Sakshi,227.0,4.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jkyuUv6Pvn8,2022-04-28,-0.9580563306808472,1170.0,Sakshi,103.0,7.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chMm5YMydv4,2022-04-28,-0.999467432498932,4071.0,Sakshi,88.0,8.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oQXtCfXgyCM,2022-04-29,-0.997288703918457,122920.0,Sakshi,288.0,425.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C_RAjB0imUc,2022-05-02,0.9980564713478088,37362.0,Sakshi,402.0,52.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MO4ZmjmNBMM,2022-05-02,0.998688280582428,6017.0,Sakshi,220.0,9.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gJvR01uHwl8,2022-05-08,0.9985268115997314,6581.0,Sakshi,264.0,28.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DHpYsMza30w,2022-05-09,0.9925011992454528,31734.0,Sakshi,397.0,106.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TxHILocuzPs,2022-05-09,0.9837579131126404,20743.0,Sakshi,396.0,97.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ry_cjFBvTjc,2022-05-09,0.9986454844474792,57403.0,Sakshi,356.0,71.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aepvG2LIWVE,2022-05-18,0.9933571219444276,3115.0,Sakshi,262.0,17.0,tadepalligudem.png,Kottu Satyanarayana,YSRCP,Tadepalligudem,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
