ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,YS Viveka Case,janasena party,ap employees,ap assembly session today,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy,kotamreddy ,roja,nellore ,yuvashakti,tadepalli,suprem court,ap development,tadipatri,nandigama
uovRzdhaQvo,2019-12-20,-0.9925580024719238,977.0,Sakshi,222.0,0.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
QaxYWJxZsYU,2019-12-21,0.9988129138946532,807.0,Sakshi,224.0,1.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UjPg4Q2egpg,2019-12-21,0.9986395239830016,3611.0,Sakshi,241.0,17.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
_0OhIWjQ3vw,2019-12-26,0.9962729215621948,2494.0,Sakshi,359.0,6.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFe3dD7oAss,2020-03-09,0.9965593218803406,3231.0,Sakshi,192.0,3.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NqefjAIoHac,2020-03-10,0.9944695234298706,7309.0,Sakshi,271.0,13.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5vFUAbskTsw,2021-11-11,0.9984261989593506,795.0,Sakshi,265.0,2.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T7NyY7KZ5ck,2021-11-13,0.9971550703048706,4128.0,Sakshi,204.0,9.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
V7vQd22faq4,2021-12-18,0.9933930039405824,6012.0,Sakshi,433.0,28.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbGAb82R0EY,2022-01-14,-0.9948262572288512,3235.0,Sakshi,127.0,5.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HgR38yGQdRE,2022-01-29,0.9947457313537598,13529.0,Sakshi,201.0,26.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BYCOtLhB2es,2022-03-16,0.9947742819786072,1476.0,Sakshi,80.0,1.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2N5xMISTofo,2022-03-23,-0.9980714917182922,2874.0,Sakshi,99.0,2.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K0gf5UR_n3Y,2022-03-26,0.9927476048469543,1734.0,Sakshi,173.0,2.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UD6GFS-Jjc4,2022-04-30,0.9983497858047484,35391.0,Sakshi,153.0,59.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7k4Kpwe2FAs,2022-05-09,-0.9988425374031068,15915.0,Sakshi,188.0,50.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
dxB7w8MYtZU,2022-06-03,-0.9806137084960938,4479.0,Sakshi,73.0,5.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cudcww-L_A4,2022-06-27,-0.9901081323623656,1701.0,Sakshi,259.0,0.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
SjUUQpuuBRk,2022-07-21,-0.9989851117134094,3111.0,Sakshi,342.0,5.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VHHdrRnFP5U,2022-07-26,-0.9880195260047911,3000.0,Sakshi,192.0,0.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
RBuZqIko8EY,2022-08-13,0.9985352754592896,1170.0,Sakshi,232.0,4.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
UXBZ5PMLbcE,2022-08-30,-0.9957064986228944,709.0,TV5,235.0,0.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
t0vHysUrLUc,2022-09-08,0.9921133518218994,1836.0,TV5,467.0,3.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PQ_ggkKps7Y,2022-09-08,0.9930843114852904,1298.0,TV5,450.0,1.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maIywX8pPFw,2022-09-16,-0.9830500483512878,849.0,Sakshi,170.0,2.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCXLX_as6Zw,2022-09-21,-0.6197969317436218,2046.0,TV5,305.0,9.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uevx-yNLtA8,2022-10-01,0.9630534648895264,14859.0,Sakshi,263.0,55.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_V1xOOg_sbw,2022-10-04,0.9900813698768616,1981.0,Sakshi,351.0,4.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ApIfJ7Umh7c,2022-10-07,-0.9992496371269226,1439.0,Sakshi,348.0,7.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
XcItC8B4aeE,2022-10-10,-0.9930436611175536,1167.0,Sakshi,238.0,3.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gZ9CMECe-VI,2022-10-11,-0.9982131719589232,2855.0,ABN,450.0,2.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-adufcMpqac,2022-10-12,-0.9963098168373108,38770.0,Sakshi,400.0,82.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1
OH4it2w4wWA,2022-10-12,-0.9988226294517516,2718.0,Sakshi,221.0,11.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ja8mx0Rjd8M,2022-10-13,-0.9922428727149964,2787.0,ABN,395.0,11.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uxpb0ARUlcI,2022-10-14,0.9945129156112672,39601.0,Sakshi,452.0,52.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
AKMtYBu_AY8,2022-10-16,0.9969022870063782,8452.0,TV5,415.0,20.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8jb3MpXqZe4,2022-10-16,-0.9979944229125975,20054.0,TV5,275.0,16.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZeacLQORINs,2022-10-18,0.998345136642456,11532.0,Sakshi,475.0,56.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tTa88e1a43A,2022-10-24,0.997646152973175,4066.0,TV5,485.0,1.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gKJiyfkxnfI,2022-10-26,-0.9949158430099488,5124.0,ABN,380.0,2.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
srhT1CaD5Zc,2022-10-28,0.9815966486930848,2275.0,TV5,410.0,1.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UO4ikmoyad8,2022-11-02,-0.9987149238586426,2520.0,TV5,335.0,0.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KQFiYRWNfCU,2022-11-03,0.9875999689102172,1266.0,Sakshi,479.0,1.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1PC_vqgwiGw,2022-11-05,-0.9974575638771056,1901.0,ABN,495.0,1.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFfzCeXn0Yg,2022-11-05,-0.990800440311432,1069.0,TV5,261.0,0.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD0PAXZQtoc,2022-11-06,0.9932019114494324,4087.0,Sakshi,252.0,7.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
vfI9gKrQdQU,2022-11-09,0.9984778761863708,1495.0,Sakshi,365.0,3.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BX6fyUNd2UQ,2022-11-12,-0.9965014457702636,2596.0,TV5,320.0,3.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
tJ-Qp5bPdb4,2022-11-12,-0.9934710264205932,3151.0,ABN,300.0,1.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0
peiUPyXZguQ,2022-11-13,-0.9801635146141052,6280.0,TV5,396.0,9.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M3WyfyNWHnE,2022-11-13,0.9986108541488647,2916.0,ABN,120.0,7.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20qHW9ZzIcA,2022-11-14,-0.9917318820953368,31423.0,TV5,327.0,17.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0
zZNak6aZIJk,2022-11-16,-0.9949236512184144,609.0,Sakshi,147.0,0.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sr4eCQEqRXw,2022-11-17,-0.998915433883667,45745.0,ABN,580.0,110.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5QstJCNWHI,2022-11-17,-0.990917146205902,5691.0,ABN,320.0,12.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
vCtV2q9zm4Y,2022-11-18,0.9861515164375304,72543.0,Sakshi,336.0,99.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ax4hw4jFej8,2022-11-18,-0.7927032113075256,3541.0,Sakshi,272.0,11.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
QJl9lbjSGUg,2022-11-18,-0.9973406195640564,1841.0,ABN,101.0,7.0,vijayawada_central.png,Malladi Vishnu,YSRCP,vijayawada_central,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
