ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,YS Viveka Case,Gadapa Gadapaku ,janasena party,ap employees,ap assembly session today,alliance,polavaram,visakha,roja,nellore ,yuvashakti,tadepalli,suprem court,perni nani ,ap development,tadipatri,Kodali Nani ,nandigama
nH-wqTXFFSo,2023-03-27,0.9956762194633484,1228.0,TV9,287.0,3.0,mandanapalli.png,Mohammed Nawaz Basha,YSRCP,Madanapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
jgVqg0lXop8,2023-03-28,-0.9879260063171388,5231.0,TV9,238.0,25.0,mandanapalli.png,Mohammed Nawaz Basha,YSRCP,Madanapalle,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
eXdoQwuFEms,2023-03-29,-0.9979485869407654,1300.0,TV9,272.0,11.0,mandanapalli.png,Mohammed Nawaz Basha,YSRCP,Madanapalle,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
drOOEv44jzc,2023-04-02,-0.9946709275245668,72906.0,Sakshi,139.0,123.0,mandanapalli.png,Mohammed Nawaz Basha,YSRCP,Madanapalle,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yynWvNf8694,2023-04-06,0.9958173632621764,656.0,TV5,153.0,1.0,mandanapalli.png,Mohammed Nawaz Basha,YSRCP,Madanapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pjiNdOf3-pU,2023-04-08,-0.9993509650230408,4205.0,TV5,121.0,21.0,mandanapalli.png,Mohammed Nawaz Basha,YSRCP,Madanapalle,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
be_omFeCrfQ,2023-04-10,0.9879006147384644,20891.0,Sakshi,219.0,42.0,mandanapalli.png,Mohammed Nawaz Basha,YSRCP,Madanapalle,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6bGBye_HacU,2023-04-12,-0.9974199533462524,1156.0,TV9,218.0,10.0,mandanapalli.png,Mohammed Nawaz Basha,YSRCP,Madanapalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oRM4H7eV2js,2023-04-13,-0.997567653656006,1265.0,TV5,215.0,1.0,mandanapalli.png,Mohammed Nawaz Basha,YSRCP,Madanapalle,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0
Qx2_fK2iIMg,2023-04-16,0.9942418336868286,11571.0,ABN,324.0,12.0,mandanapalli.png,Mohammed Nawaz Basha,YSRCP,Madanapalle,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
