ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,ap employees,Sajjala ,ap assembly session today,alliance,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,roja,nellore ,srikakulam,yuvashakti,tadepalli,suprem court,ap development,tadipatri,nandigama
5ZUM_aRIx_o,2023-02-07,-0.9627518653869628,8694.0,Sakshi,498.0,24.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IhuMw_0TKFU,2023-02-07,-0.9965674877166748,4852.0,TV9,246.0,6.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qU9ADjIY-BM,2023-02-07,-0.9937858581542968,5824.0,ABN,107.0,78.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rjBWyGN4CnA,2023-02-07,0.9975222945213318,4522.0,TV5,550.0,13.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1
7NWiLaomKEo,2023-02-07,-0.9240239262580872,1218.0,TV9,138.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KVLQTq8h4NY,2023-02-07,-0.9944064617156982,4107.0,TV9,155.0,17.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CR1Pg_H-axc,2023-02-07,-0.9960708618164062,4627.0,TV9,153.0,17.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JC3PkWnAjpY,2023-02-09,-0.9991387128829956,1198.0,TV9,263.0,14.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oilrj3sY8Uc,2023-02-09,-0.9975528120994568,7121.0,Sakshi,146.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
XPoBF7QhUwI,2023-02-09,-0.9976484179496764,2527.0,ABN,311.0,34.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a2qMOYmKta8,2023-02-09,0.9950659275054932,2890.0,TV9,296.0,9.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
JuxZzDYNFAU,2023-02-10,-0.9961370825767516,4307.0,Sakshi,204.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mJ1QJ9EbSaU,2023-02-10,-0.9984732270240784,2460.0,ABN,279.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI7fHWwKzS8,2023-02-10,-0.9960921406745912,42567.0,TV5,435.0,48.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
x-v8D8aTrWw,2023-02-13,-0.9894298911094666,3185.0,TV5,400.0,9.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1cxCO8ht2Ew,2023-02-13,-0.9971520900726318,2103.0,ABN,505.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1cOOsJOOCQ,2023-02-13,-0.9990711212158204,7339.0,TV5,207.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
VBlzfZiINzY,2023-02-14,0.9909037947654724,2122.0,Sakshi,495.0,12.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mp-2BhpmOu8,2023-02-14,0.992983341217041,1177.0,ABN,510.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vf8JEN2HgIY,2023-02-15,-0.9967682361602784,1787.0,TV9,146.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1iyio5cq-0o,2023-02-15,0.9810097217559814,5082.0,ABN,232.0,14.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
ZpuZKOzomyA,2023-02-15,0.9946643114089966,629.0,TV9,272.0,3.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uoM2rH9nV7s,2023-02-15,0.996712565422058,1112.0,TV9,141.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34Hzy6B_W-4,2023-02-15,0.9926041960716248,2572.0,TV9,248.0,5.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fjv_TH7inCE,2023-02-15,-0.9981939196586608,2891.0,TV9,282.0,15.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go6jXrXmxBE,2023-02-15,-0.9969685673713684,2374.0,TV9,320.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bdrUdMCaYF8,2023-02-16,-0.9896433353424072,1968.0,TV9,339.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ZWBk-zRUbA8,2023-02-16,-0.9950395226478576,27425.0,Sakshi,75.0,30.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KONI6-0aUII,2023-02-21,0.9973293542861938,1363.0,TV9,345.0,5.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
tuiHttyPDjY,2023-02-21,-0.9844890832901,745.0,TV9,282.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
IXarlKZEzkE,2023-02-21,0.9686545133590698,3526.0,TV9,191.0,3.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JYTfKFu-shY,2023-02-21,-0.9864293336868286,1045.0,TV9,284.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6C9Ab3GI7dU,2023-02-23,-0.9974613189697266,17544.0,ABN,315.0,57.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pUh_whsOHqs,2023-02-24,-0.9935603141784668,1846.0,Sakshi,255.0,6.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6YtS1boVf3U,2023-02-24,0.9987003803253174,1437.0,TV9,106.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y3pGa1DHLEQ,2023-02-25,0.9928421974182128,4163.0,ABN,265.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uqJ857JbQcQ,2023-02-26,-0.9976086616516112,1219.0,TV9,286.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sfgq4rWwfKQ,2023-03-01,-0.9950041174888612,3681.0,TV5,223.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ri_P6W80fq0,2023-03-02,-0.9992509484291076,527.0,TV9,321.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
UQzNkOkW73g,2023-03-04,-0.9941285848617554,1406.0,TV9,265.0,5.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
R39WY3DgLl8,2023-03-04,0.9929391145706176,558.0,TV5,151.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mJ1ybLuT-dg,2023-03-08,-0.9772183895111084,25024.0,TV5,235.0,31.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNk-oLHFBHU,2023-03-08,-0.9967103004455566,2755.0,TV5,210.0,5.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1
S5khZXbq3YA,2023-03-08,0.997651755809784,2803.0,Sakshi,169.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
whQoYUY3joU,2023-03-13,0.9914803504943848,1040.0,TV9,352.0,5.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BcEabxGZAZM,2023-03-15,0.985663652420044,16440.0,TV9,198.0,15.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
rbCLAXG-48U,2023-03-15,0.9538470506668092,1387.0,Sakshi,314.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0
dszQWIyY6XY,2023-03-15,-0.9811345338821412,13661.0,TV9,319.0,15.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yB5w8-a3Iug,2023-03-17,-0.9880367517471312,11204.0,ABN,260.0,12.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1TSrokE37wA,2023-03-18,0.9985983967781068,4100.0,TV9,290.0,15.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fC8koZxQ74g,2023-03-19,-0.9916201829910278,7274.0,TV5,120.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LryKzM02cY8,2023-03-19,0.9974753260612488,4995.0,Sakshi,182.0,17.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
1lrfVKNfNro,2023-03-19,0.9936400055885316,2380.0,Sakshi,329.0,11.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UJrbXsiWvKA,2023-03-19,0.9091737270355223,4451.0,ABN,260.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1KVxn_SIQXo,2023-03-20,-0.986742377281189,10022.0,TV9,135.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M-jzqdqegIc,2023-03-20,-0.997506320476532,2993.0,ABN,105.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASMzk4N2eO4,2023-03-22,0.9985966086387634,15136.0,Sakshi,301.0,16.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0
ty9dPKgAH5w,2023-03-22,0.997706651687622,13668.0,TV9,222.0,13.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ut_zI0JQY_Q,2023-03-24,-0.9978972673416138,1479.0,TV9,352.0,0.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBARb8BSMrA,2023-03-24,-0.9977253079414368,5024.0,TV9,223.0,5.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
ApuF1r7nwRQ,2023-03-24,-0.9979288578033448,16440.0,TV5,150.0,12.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
M6MA9RjDhmM,2023-03-24,0.99832683801651,21286.0,ABN,320.0,18.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1
Y3Um1REgZJE,2023-03-24,-0.9972726702690125,10183.0,TV9,297.0,8.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8Ci8uunhrYk,2023-03-24,-0.9903748631477356,3185.0,TV5,190.0,5.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
zsXfZBbj62s,2023-03-24,-0.9960404634475708,3057.0,TV9,207.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8YduR5vjfBE,2023-03-24,-0.9991944432258606,5184.0,TV9,200.0,3.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0
zRqX8m-Egto,2023-03-25,0.9938592314720154,14404.0,Sakshi,75.0,10.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
jgc11Mw5kBs,2023-03-27,-0.9993133544921876,39016.0,ABN,350.0,46.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54StzsCgpB8,2023-03-27,-0.9994237422943116,3264.0,TV9,178.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59ReZZvs6CE,2023-03-28,-0.9924778342247008,2364.0,ABN,275.0,5.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YOobwf_v5jw,2023-03-30,0.996204912662506,17651.0,ABN,315.0,23.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RgzwwTZ2tsg,2023-03-31,-0.988287627696991,4824.0,TV9,356.0,6.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
l3vJPhon7mg,2023-03-31,0.9953010082244872,6585.0,TV9,248.0,13.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
JZR0VBihCYc,2023-03-31,0.995534896850586,942.0,TV9,266.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
SId49PtVPA0,2023-04-05,-0.9944023489952089,1168.0,TV5,67.0,3.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NZpYBe6BX9s,2023-04-06,-0.9979068040847778,13303.0,ABN,270.0,54.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dOGM0SZTstM,2023-04-07,-0.9981403350830078,555.0,TV9,214.0,4.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0
69Kdt3o1GQQ,2023-04-08,-0.997241735458374,2258.0,TV5,94.0,6.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
60aaQHKAnLw,2023-04-08,0.9984853863716124,5411.0,Sakshi,352.0,14.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XNg7b90kBVI,2023-04-12,-0.9976601600646972,1682.0,TV9,194.0,7.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ji6w7jUuUuE,2023-04-12,-0.9958829879760742,11440.0,Sakshi,220.0,108.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
YCWf6cM9aPU,2023-04-12,-0.9959231615066528,2513.0,TV9,182.0,9.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
YxYuM6NGUWQ,2023-04-12,-0.9921715259552002,2573.0,TV9,167.0,5.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
lJOqNB3VdZ0,2023-04-13,-0.9988163709640504,641.0,TV9,194.0,1.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0
e7vB3cwyS5A,2023-04-14,-0.997498333454132,2546.0,TV5,90.0,5.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVhb4DQrbt4,2023-04-18,0.9951541423797609,10110.0,ABN,257.0,21.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
iRB2v21BFXM,2023-04-19,-0.9931461811065674,14508.0,TV9,144.0,18.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zsnuThvPDfM,2023-04-21,-0.9987860321998596,808.0,TV9,281.0,2.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ItqWol1xKPs,2023-04-21,-0.9959814548492432,1223.0,TV9,310.0,3.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mPIzL2A_GYc,2023-04-21,-0.99830961227417,956.0,TV9,231.0,3.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DiLFK6fKong,2023-04-22,0.9980964064598083,23665.0,Sakshi,42897.0,7.0,tanuku.png,Karumuri Venkata Nageswara Rao,YSRCP,Tanuku,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
