ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Gadapa Gadapaku ,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,ap assembly session today,Atchannaidu,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy
jcwJASRDQUo,2023-01-31,0.9961620569229126,1561.0,TV9,381.0,5.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eMLsfHhdf7I,2023-02-01,-0.991058886051178,6373.0,ABN,145.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
rjzVGPS_LZY,2023-02-01,-0.9994658827781676,2030.0,TV9,186.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6lrytX8-fQo,2023-02-01,-0.9932669401168824,10994.0,ABN,540.0,8.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coEhsbDho6g,2023-02-01,-0.9978589415550232,4937.0,TV9,264.0,17.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1Rms7zn2pzA,2023-02-01,0.9979962706565856,2090.0,TV9,199.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Z__K256SIGI,2023-02-02,-0.9883443117141724,16003.0,Sakshi,497.0,37.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
iLiLNUJI2Fw,2023-02-02,-0.9900741577148438,1224.0,TV9,326.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eowEaYhsC4o,2023-02-02,0.9930599927902222,2401.0,TV9,326.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aMKpGEe8Fb8,2023-02-02,0.9883737564086914,5968.0,Sakshi,388.0,15.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
F2KuCMe1kiY,2023-02-02,-0.9985789060592652,737.0,ABN,65.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7OjbLtKxmuM,2023-02-03,-0.9963093400001526,3169.0,TV9,356.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40jkQn81gqA,2023-02-04,-0.9928814172744752,196389.0,TV5,379.0,77.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H6-25VsSazw,2023-02-04,-0.9972500205039978,3171.0,TV5,490.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
C5S4jCRt9YU,2023-02-04,0.9897415637969972,21150.0,Sakshi,180.0,29.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
y4vZCLtF2tg,2023-02-06,0.9940998554229736,558.0,TV5,296.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7BKEPNUNwgc,2023-02-06,0.9941366910934448,26436.0,TV9,345.0,44.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vk6Ay1R4C0U,2023-02-06,-0.9970887303352356,2013.0,ABN,473.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dq24DHaxVm0,2023-02-07,0.9984448552131652,6116.0,TV5,250.0,7.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M61_QTL9oF4,2023-02-07,-0.9770010113716124,19952.0,TV9,560.0,41.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KVLQTq8h4NY,2023-02-07,-0.9944064617156982,4107.0,TV9,155.0,17.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QyBMrYx9h3g,2023-02-07,-0.9981337189674376,2136.0,ABN,130.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iWOK_Hqy9VU,2023-02-07,-0.9978427886962892,16669.0,ABN,164.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9sXe1ABa-YA,2023-02-07,0.9975159168243408,388.0,TV5,115.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dWgcjTvATSA,2023-02-07,-0.998296320438385,8823.0,TV9,229.0,11.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rzcYSblLB5w,2023-02-07,0.992989420890808,3045.0,TV5,182.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bMPZtNwfAP0,2023-02-08,0.9980123043060304,1298.0,TV5,166.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q8lARzewKZw,2023-02-08,-0.998254120349884,3887.0,Sakshi,500.0,5.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9V5uGr8Oiws,2023-02-08,0.9973760843276978,8340.0,Sakshi,271.0,17.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T-p-wyBvbWw,2023-02-09,-0.9906436800956726,2548.0,TV5,528.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WgfSrIZW9cI,2023-02-09,0.994190752506256,3054.0,TV9,188.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
c16MglhJQp0,2023-02-09,-0.9962100982666016,1687.0,TV5,295.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
zLHzshiXnyQ,2023-02-09,0.9944209456443788,5592.0,TV9,238.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4ZthpdwGRkw,2023-02-10,-0.9841132760047911,60836.0,Sakshi,333.0,32.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
D-VGPNiYXbA,2023-02-10,-0.9985176920890808,6514.0,TV9,207.0,12.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZFl7fvJiNA,2023-02-11,-0.9976102113723756,13024.0,Sakshi,238.0,22.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
mfQtlIphb3I,2023-02-11,-0.9994763731956482,5416.0,Sakshi,211.0,25.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
aZFxM5Ep7xo,2023-02-11,-0.9975131750106812,15765.0,TV9,181.0,30.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Spld1QmWNhI,2023-02-11,-0.9991849064826964,2917.0,Sakshi,215.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eaqzk9SuLJE,2023-02-11,-0.982842743396759,156654.0,Sakshi,249.0,307.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
pfzlOumbGZ8,2023-02-11,-0.9947810769081116,1416.0,ABN,274.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFsZgCj3MVc,2023-02-13,-0.99661523103714,9419.0,TV9,267.0,11.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xt2clHRvHq4,2023-02-14,0.9625846147537231,1797.0,TV9,202.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-cMz9n-xqU,2023-02-14,-0.9978894591331482,455.0,TV5,434.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5hQDq12Bxhg,2023-02-15,-0.9980918765068054,7639.0,TV5,276.0,7.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZiWXjMcz3Eo,2023-02-15,-0.6682813763618469,1531.0,TV9,265.0,5.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CfCrmZomFpw,2023-02-16,0.9964919686317444,685.0,TV9,318.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L4aMqm7b5Ug,2023-02-16,0.98426616191864,1132.0,TV9,282.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OWhdliOVrY4,2023-02-16,-0.9980714917182922,929.0,ABN,322.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PmacQGwOFjg,2023-02-17,-0.9991832375526428,2928.0,TV9,366.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r8moSvNwscE,2023-02-17,-0.975594699382782,1496.0,ABN,385.0,6.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WagSXwTc9J4,2023-02-17,0.9964779019355774,2275.0,TV5,69.0,7.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
B65mIpBUMHs,2023-02-17,-0.9981799125671388,1201.0,TV9,282.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tG7Q1QhSIlg,2023-02-17,0.9981330037117004,2410.0,TV9,410.0,18.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_yPJm3Ceaek,2023-02-17,0.997940957546234,3204.0,TV9,405.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3zZo8Bbmtg,2023-02-18,-0.995429754257202,1514.0,TV9,382.0,11.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HsEHjdxF6wc,2023-02-18,-0.9966142773628236,2424.0,TV5,269.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JO4IFj0NHYk,2023-02-18,-0.9961308240890504,5638.0,TV9,148.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en0re4BhHic,2023-02-19,-0.9990407824516296,12268.0,TV5,219.0,47.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O8v8BN6Zme4,2023-02-19,0.9985653758049012,6446.0,TV9,139.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cMqF8XJ4200,2023-02-19,-0.9883606433868408,1729.0,TV9,361.0,11.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hzc4ZrFOaK0,2023-02-19,0.9940833449363708,1228.0,TV9,288.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I8kLsNQKRi4,2023-02-19,0.996080219745636,141644.0,TV9,116.0,13.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
F775VxUj6Xs,2023-02-19,0.9987672567367554,33290.0,Sakshi,115.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
qEllkiZeiHA,2023-02-20,0.987649142742157,3962.0,TV9,339.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6BVoAQ7l-o4,2023-02-20,0.9963648915290833,7483.0,TV9,86.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbXvx7XNCAo,2023-02-20,0.997817039489746,5913.0,TV5,85.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7uZNzlxSEwE,2023-02-20,0.9867687821388244,3644.0,TV9,192.0,15.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
e6JKShV6EwY,2023-02-20,0.9971690773963928,9840.0,TV9,265.0,7.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tTBrS8B1W7Y,2023-02-20,-0.994392454624176,11905.0,TV9,260.0,42.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macSyu6XglY,2023-02-20,-0.9973686933517456,19674.0,TV9,188.0,27.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Gr_XtIgTjE,2023-02-21,0.9974979758262634,7913.0,Sakshi,482.0,7.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pIrLiTEF-_Q,2023-02-22,-0.9914000034332277,1295.0,TV9,278.0,5.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aTlsxybvRvk,2023-02-22,-0.9981182813644408,2675.0,ABN,297.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
jtnUZLprQhM,2023-02-23,-0.9984209537506104,891.0,TV9,200.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOnX-7VfV-Q,2023-02-24,0.998092234134674,1409.0,TV9,241.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmt0wJyH0ho,2023-02-27,0.9893754720687866,6989.0,Sakshi,314.0,6.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9B1q8-QZfx0,2023-02-27,-0.99598491191864,1312.0,TV9,323.0,3.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
s_IfXFuTklo,2023-02-28,-0.9994576573371888,2278.0,TV5,66.0,4.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URk5QgXDWno,2023-02-28,-0.999211311340332,385.0,TV9,330.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2DYxqrGjVlQ,2023-03-02,-0.9994460940361024,740.0,TV5,143.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CEd2bfxR8NQ,2023-03-02,-0.9962782263755798,460.0,TV5,88.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ntiPNWw4KJk,2023-03-03,-0.9987429976463318,1428.0,TV9,269.0,6.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u2_w_VAvKxc,2023-03-04,-0.9994425177574158,4675.0,TV9,218.0,8.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
CjqzZZ_K5Jk,2023-03-05,-0.9936730861663818,7444.0,TV9,269.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YgEHoZI9S9w,2023-03-06,-0.9892784953117372,441.0,TV9,263.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KS5QUzQDdYY,2023-03-06,-0.9816259145736694,1290.0,TV9,190.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J3RaqNaWg-c,2023-03-06,0.7140211462974548,542.0,TV9,277.0,7.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adBzP14yUkA,2023-03-07,0.646342396736145,4691.0,Sakshi,309.0,18.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
fpFg0026j08,2023-03-08,0.9925985336303712,507.0,TV5,47.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sXssis84zWI,2023-03-09,-0.9742918610572816,849.0,ABN,257.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Adfjhtzm1R4,2023-03-09,0.9959852695465088,9741.0,Sakshi,211.0,18.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CkZHnxtE5IY,2023-03-09,0.9979445338249208,2071.0,Sakshi,278.0,17.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Qp16vhZEVAk,2023-03-09,-0.998601734638214,3832.0,ABN,228.0,6.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
euZg8UUkg0M,2023-03-10,-0.9965119957923888,2519.0,TV9,205.0,6.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ozK7ckMPXP4,2023-03-11,0.9974853992462158,1887.0,Sakshi,276.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
qkXnPB82Joc,2023-03-11,-0.998881995677948,1063.0,TV5,96.0,1.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shdkrP1ltUk,2023-03-11,0.9971275925636292,965.0,TV9,276.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_dG0x12Aos,2023-03-11,-0.9915871620178224,608.0,TV9,269.0,0.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9OdNTZCbf8M,2023-03-11,0.9957306981086732,1361.0,Sakshi,157.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jYHXDr1imPM,2023-03-11,-0.9994910955429076,1323.0,TV9,261.0,2.0,peddapuram.png,Nimmakayala Chinarajappa,TDP,Peddapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
