ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,Sajjala ,ap assembly session today,high court,alliance,Peddireddy ,vangalapudi anitha,polavaram,visakha,byreddy siddharth reddy
P9h9-KNKyjo,2023-03-23,0.9902026653289796,73769.0,TV5,330.0,129.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
ZNVAKqo72AQ,2023-03-23,0.9974334836006165,1245.0,TV5,341.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
fYkX27wVrck,2023-03-26,0.9863333106040956,25961.0,TV5,151.0,44.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tnTHqOEGAOk,2023-03-27,-0.9992110729217528,905.0,TV9,224.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UHMCE1rAdJY,2023-03-27,-0.998205304145813,1958.0,TV9,304.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JRSsq5d-IrI,2023-03-27,-0.9950764775276184,1090.0,TV9,268.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ucKunoZJY2o,2023-03-29,0.997851014137268,11224.0,TV5,330.0,11.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PeRRdjRDpkU,2023-03-29,-0.9958537817001344,585.0,ABN,318.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
nfRRfQsEL0M,2023-03-29,-0.9959004521369934,2748.0,TV9,254.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LkUQocKJ5mg,2023-03-29,0.996285915374756,11785.0,TV5,270.0,8.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gMPuInZu_5Y,2023-04-03,-0.99783855676651,679.0,TV5,340.0,1.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hmS_ESGdeuA,2023-04-03,-0.9925711750984192,393.0,TV5,341.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPtomKQJQD8,2023-04-03,-0.9979045391082764,9214.0,Sakshi,266.0,19.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ai6IeDAz2ys,2023-04-05,-0.9979683756828308,1688.0,TV9,200.0,6.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-eIrFLiKXc0,2023-04-05,-0.9976112842559814,709.0,TV9,188.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jKu0nL0i38E,2023-04-07,-0.9982277750968932,905.0,TV5,149.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-zTb8WeCxKM,2023-04-08,-0.990139901638031,1025.0,ABN,132.0,13.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2c7Sl_h9Oo,2023-04-10,-0.9979709982872008,5562.0,TV9,314.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tr_dpBbhzsI,2023-04-10,-0.9991164803504944,1739.0,TV9,315.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fbo0g8vsPCQ,2023-04-10,-0.9963957667350768,12163.0,TV9,338.0,41.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FD2kHk4ZwUM,2023-04-10,0.9949747323989868,5987.0,Sakshi,181.0,7.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
maganpO7lfE,2023-04-11,0.9968560934066772,2342.0,TV9,297.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Cy3hyQZMePg,2023-04-12,0.9931321740150452,705.0,TV5,163.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
zq6cjOfyChg,2023-04-15,0.9918599724769592,290.0,TV5,277.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hP980DvbWfY,2023-04-15,0.9973288774490356,2018.0,TV9,217.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECWPnJsAbXU,2023-04-17,-0.994948148727417,6102.0,TV9,175.0,3.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wo7Lb3170xw,2023-04-18,0.9979275465011596,154498.0,TV5,330.0,161.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
a_nb4Y9OAYQ,2023-04-19,-0.9990623593330384,1326.0,TV9,128.0,0.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z8Gow3N5H2M,2023-04-20,0.9954569339752196,824.0,TV9,307.0,2.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jy75enYx_P4,2023-04-20,0.998514711856842,887.0,TV5,323.0,4.0,pileru.png,c ramachandra reddy,YSRCP,Pileru,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
