ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,Sajjala ,ap assembly session today,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy
l8x4q8CWKOk,2023-01-02,-0.9952334761619568,3046.0,TV9,201.0,9.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mk-YECJsYpE,2023-01-02,0.9926593899726868,547.0,TV9,45.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aYRL81dWY_o,2023-01-02,-0.9973145127296448,2057.0,TV9,88.0,8.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IX0Q9S7SusY,2023-01-02,-0.9948623776435852,1091.0,TV9,142.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O0bjZoRTeYU,2023-01-02,0.5342203378677368,3405.0,TV5,125.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nZHPiJWeNY0,2023-01-02,-0.998735249042511,2663.0,ABN,501.0,10.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k26hQEkFnis,2023-01-03,0.9861477613449096,2773.0,TV5,346.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gOSRaYARDB0,2023-01-03,-0.9984094500541688,2081.0,TV9,103.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h9qMCi8IxGo,2023-01-03,-0.9948673248291016,1317.0,TV9,141.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
abyw6ZgUmpk,2023-01-04,-0.9903007745742798,34282.0,TV5,365.0,52.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wvqgoe8oEh0,2023-01-07,-0.997976005077362,3052.0,TV9,199.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INNzkzgHbMQ,2023-01-11,0.9958350658416748,253.0,TV9,69.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QZ4A0P_ZTxw,2023-01-12,0.9978764057159424,3300.0,Sakshi,107.0,18.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lMjG3woXvtU,2023-01-13,-0.9370341300964355,159471.0,ABN,305.0,371.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V-jA13KJZKk,2023-01-13,-0.9741076827049256,13207.0,ABN,300.0,147.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tReDJVgjjfo,2023-01-14,0.9988309741020204,3077.0,TV9,430.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CjdR5vePOt4,2023-01-14,0.9945039749145508,122825.0,TV9,199.0,8.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DyXP1XMu81U,2023-01-15,0.99847811460495,614.0,TV5,136.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hgenu0kLfe8,2023-01-15,-0.997586727142334,10250.0,TV9,148.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp812mtrzCU,2023-01-15,0.99861478805542,6919.0,TV9,448.0,12.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Vlud1K6Icw,2023-01-16,-0.9911318421363832,2440.0,TV9,186.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
81KLsdyTZ7E,2023-01-16,-0.9993211030960084,903.0,TV9,264.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oyhwpaxGZ8Y,2023-01-17,0.9948135614395142,1178.0,TV9,264.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4bvsQ3T6Y3A,2023-01-18,-0.997731626033783,21997.0,ABN,350.0,45.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RlypWyKDoHI,2023-01-18,-0.9986317753791808,2267.0,TV9,355.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
xqXPBcYBNFM,2023-01-18,-0.9955893754959106,5653.0,ABN,193.0,8.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R7ak0bVUoRo,2023-01-18,-0.9974161386489868,1090.0,ABN,210.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O0DhpAorkO4,2023-01-18,-0.9920253753662108,2381.0,TV9,253.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
svktRy170oQ,2023-01-19,0.9963592886924744,966.0,TV9,77.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nWWr6x_AytA,2023-01-19,-0.996810257434845,754.0,TV9,275.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2zeL09n8XqA,2023-01-20,-0.9900040030479432,4936.0,TV9,190.0,14.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
itTfKaKdFBM,2023-01-20,-0.995662271976471,1240.0,TV9,221.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RHSxcSvhHG0,2023-01-20,-0.9918031096458436,1825.0,TV9,108.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BwlIdIcNKQ8,2023-01-20,-0.998830020427704,1694.0,TV5,198.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vUQOBu_mPLo,2023-01-20,0.9930436611175536,1995.0,TV9,244.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V9NTRVYKFho,2023-01-20,-0.9928810596466064,1476.0,TV9,274.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WduVooSg4S8,2023-01-20,-0.9685649275779724,492.0,TV9,393.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dq9H2wpGKME,2023-01-20,-0.9916691780090332,547.0,TV9,381.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coBCg3iBvaI,2023-01-20,0.9982500672340392,57567.0,TV9,204.0,52.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8jPBKd1WJEg,2023-01-21,-0.9898797273635864,3084.0,ABN,300.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AxRxoYr0EIg,2023-01-21,0.994542956352234,1193.0,Sakshi,500.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kFmkrT6hGyw,2023-01-21,0.99527907371521,751.0,TV9,61.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nndFjsxxnC4,2023-01-22,-0.996601700782776,467.0,TV9,264.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k39IS5nnSW8,2023-01-22,0.9901657700538636,370.0,TV5,116.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e7PyDcuyhAk,2023-01-22,-0.9935122132301332,865.0,ABN,539.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WkJFep42Enk,2023-01-24,0.9744186997413636,7154.0,Sakshi,338.0,25.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fhq8UNNhEyU,2023-01-24,-0.9978556036949158,1995.0,ABN,286.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ek0objwA284,2023-01-24,-0.9706628322601318,1641.0,Sakshi,203.0,22.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
qmuAyySH-Y8,2023-01-24,-0.9985159039497375,1162.0,ABN,96.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ieWrBRERW8A,2023-01-24,-0.9980263113975524,954.0,ABN,203.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zcMwte0OSYA,2023-01-25,-0.8888843655586243,940.0,TV9,98.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dH-HMlHz4gI,2023-01-25,-0.9991495609283448,1724.0,TV9,210.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
_xNvDxXspXo,2023-01-25,-0.9982555508613586,694.0,TV9,135.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSTKakYpdcI,2023-01-25,-0.9943302869796752,1579.0,TV9,96.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9Su2304kSkc,2023-01-26,0.9974833130836488,525.0,Sakshi,343.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
_UVee4UeBLU,2023-01-26,-0.9666489958763124,2277.0,ABN,246.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tSC3acs8hbQ,2023-01-26,0.98239266872406,460.0,Sakshi,569.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iCB_U7QMDTU,2023-01-26,0.9944376945495604,8532.0,Sakshi,502.0,21.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAmy8_wYS9s,2023-01-27,-0.9945630431175232,516.0,TV9,167.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mljyPwCjxG4,2023-01-28,0.996759831905365,1542.0,Sakshi,245.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
g11uQC32SMQ,2023-01-28,-0.9960883855819702,1529.0,TV9,356.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hLPc9ZHKg3Q,2023-01-30,0.997961401939392,159293.0,Sakshi,431.0,520.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2lYPfFIxBEE,2023-01-30,0.9982505440711976,5897.0,ABN,350.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWwfpkdEDEs,2023-01-30,-0.9961673617362976,3097.0,TV9,447.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eU-eGJs5Ltw,2023-01-31,0.9833173155784608,33707.0,TV9,52.0,41.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akLvT4WJVgw,2023-02-01,0.9959139227867126,7017.0,TV9,265.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uthX6zzTZgs,2023-02-01,0.9952104687690736,88754.0,TV9,177.0,74.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eskQU5rKyng,2023-02-01,-0.99257093667984,2831.0,TV9,220.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRZYcWtFVec,2023-02-01,0.9978196620941162,21580.0,Sakshi,201.0,39.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bndy3Z68tlg,2023-02-01,-0.9982503056526184,8720.0,TV9,265.0,8.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-opEMbQalI,2023-02-01,-0.997585654258728,18407.0,TV9,340.0,19.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2E2hqry-V0c,2023-02-02,0.9984399676322936,20591.0,TV5,437.0,16.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
J8Z5EtlbUvI,2023-02-02,0.99746572971344,86231.0,TV9,238.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J_CzK1Fmj2Y,2023-02-02,0.9971497654914856,37331.0,Sakshi,95.0,57.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1j42FwWKfM,2023-02-02,-0.9917076230049132,3469.0,TV5,75.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HCA9LQ0mc8c,2023-02-02,0.98814195394516,127024.0,Sakshi,330.0,252.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
ufGnD7ikVH4,2023-02-02,-0.9926213026046752,19615.0,TV9,213.0,20.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s-jT4u0O4S4,2023-02-02,-0.9949504137039183,3506.0,TV9,365.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cq61BAhlTZ4,2023-02-02,-0.98540860414505,5089.0,ABN,319.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eGdFmHHLl2M,2023-02-02,0.9975124597549438,833.0,TV9,140.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-dhhowBcR4,2023-02-02,-0.9916742444038392,2664.0,TV9,154.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q9wheyzbmTY,2023-02-02,0.9843324422836304,63326.0,TV9,207.0,94.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ehNCKbyxUqU,2023-02-03,-0.9990963935852052,5152.0,TV9,48.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HX2bpeT_D2M,2023-02-03,-0.9985867738723756,1403.0,TV9,228.0,12.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
IHs3QdqSzAc,2023-02-04,0.9959093332290648,3714.0,TV9,332.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5S4jCRt9YU,2023-02-04,0.9897415637969972,21150.0,Sakshi,180.0,29.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
shjvtFaC1cw,2023-02-04,0.9895808100700378,4108.0,TV9,320.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1H7Jl3CroZ4,2023-02-04,0.9869720339775084,3770.0,TV9,256.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hqn2fByQ5kU,2023-02-04,0.99613755941391,1007.0,TV9,315.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HnevHoeH5Pk,2023-02-04,-0.9945091605186462,2301.0,TV9,231.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xV0xyycnQJw,2023-02-05,-0.9928988218307496,124425.0,TV5,405.0,109.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
OnXkhw5t1Ao,2023-02-05,-0.996557116508484,13167.0,ABN,83.0,46.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
w6SCuIfvLhM,2023-02-05,0.9962180256843568,1749.0,TV9,271.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2uPQEnMgmuE,2023-02-05,0.9793196320533752,531.0,TV9,328.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNgQH2VcGV8,2023-02-06,-0.9852195978164672,157784.0,TV9,217.0,13.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ErLbdP1hTkY,2023-02-06,-0.997746765613556,1924.0,ABN,204.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tf5dwobm6aM,2023-02-06,0.9426531195640564,19272.0,TV9,255.0,24.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iWtVZj2w-Oo,2023-02-06,0.9735894203186036,58353.0,TV9,360.0,93.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZhdVmszMZDI,2023-02-06,0.9933899641036988,13562.0,TV9,229.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oAq1oSAs-us,2023-02-06,0.993192493915558,486.0,TV5,97.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_K0bJ2RDus,2023-02-06,0.9891614317893982,6509.0,TV5,255.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7BKEPNUNwgc,2023-02-06,0.9941366910934448,26436.0,TV9,345.0,44.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XR_IVFm9q7o,2023-02-06,-0.9986977577209472,3025.0,TV9,227.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Q9SJVCb1XM,2023-02-06,0.9884244203567504,10577.0,Sakshi,503.0,29.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a2zbxOQ6vtM,2023-02-07,0.9987284541130066,15294.0,Sakshi,243.0,15.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wN4lX1yunho,2023-02-07,-0.9979678988456726,7901.0,Sakshi,348.0,21.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
li8WoDBEeDY,2023-02-07,-0.9983482360839844,1243.0,ABN,337.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-Y22sSbcjKs,2023-02-07,0.9977349042892456,25594.0,Sakshi,167.0,93.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seB-QONGwBY,2023-02-07,-0.853187620639801,19201.0,TV9,124.0,15.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
