ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,Sajjala ,ap assembly session today,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy
0BFkUEjse1g,2023-03-18,-0.9871661067008972,30495.0,Sakshi,100.0,57.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
Jz8Wr5INJgA,2023-03-18,0.9983986020088196,6188.0,TV5,333.0,9.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TDWan9G9VLQ,2023-03-18,0.9953688979148864,1386.0,TV9,270.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GvIIC363C6Q,2023-03-20,-0.9981836676597596,17980.0,TV5,195.0,10.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Vni3C0HdZEQ,2023-03-21,-0.9971532821655272,10608.0,ABN,255.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rk1zX6as9Wg,2023-03-21,-0.9986051917076112,6634.0,ABN,310.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLIMwL8C6tc,2023-03-21,-0.996293842792511,3194.0,ABN,305.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
jv0PjNcN9Hg,2023-03-23,0.984101951122284,570.0,TV9,266.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vWWezsbxpSE,2023-03-23,-0.998488426208496,8253.0,TV9,357.0,21.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SsuLPX-95mE,2023-03-23,-0.991671621799469,61974.0,TV5,155.0,85.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
WEJck15fGNU,2023-03-23,-0.9980450868606568,537815.0,TV5,110.0,527.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D00iqCCtpUc,2023-03-23,0.9723727107048036,10283.0,TV9,247.0,19.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uWRR4nJjcRs,2023-03-24,-0.9850531220436096,195760.0,TV9,327.0,298.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-Cz6LLTnZHc,2023-03-24,-0.9985455274581908,6784.0,ABN,341.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
37097lx0syo,2023-03-24,0.9892577528953552,1285.0,TV9,280.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-SjrWAqmEAM,2023-03-26,-0.998066246509552,2910.0,TV9,337.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VwRPGgDv2hA,2023-03-26,-0.9962324500083924,7962.0,TV9,358.0,10.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kDK_1Kx5a-w,2023-03-26,-0.9980202913284302,25533.0,TV5,103.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ruYQl8MTWDI,2023-03-26,-0.997639775276184,2616.0,TV9,301.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRy7uAYExbA,2023-03-31,0.9956837892532348,2053.0,TV5,195.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6SqqI09sAXo,2023-03-31,0.99839848279953,205.0,TV9,286.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JZR0VBihCYc,2023-03-31,0.995534896850586,942.0,TV9,266.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
vZDzgHDRyIE,2023-04-01,0.99729186296463,585.0,TV5,181.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
hcItVdPLIhs,2023-04-01,0.9810309410095216,34184.0,Sakshi,234.0,40.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NGdOnu1kt_k,2023-04-02,0.9980772733688354,8293.0,Sakshi,147.0,23.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RH0OAJEfmfU,2023-04-03,0.9966220855712892,697.0,TV9,263.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rZyG1DKD5w4,2023-04-04,-0.9976835250854492,960.0,TV9,263.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WbPARQa5P3o,2023-04-04,-0.9947994947433472,2448.0,TV9,191.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xUIUNiCX044,2023-04-05,-0.9988849759101868,290.0,TV9,187.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5elPLbb120s,2023-04-07,-0.7248649597167969,1506.0,TV9,256.0,5.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3fP486p0Kw,2023-04-07,0.99616938829422,14267.0,Sakshi,142.0,16.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osb6evM9Fsw,2023-04-07,-0.9992548823356628,1310.0,TV9,72.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qsn1scLSXMw,2023-04-07,0.9978613257408142,10181.0,Sakshi,241.0,8.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zbfNZ_eADXQ,2023-04-08,-0.9903074502944946,2341.0,TV9,279.0,10.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_5TFSofGM-Q,2023-04-08,-0.9982317090034484,1281.0,TV9,342.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60aaQHKAnLw,2023-04-08,0.9984853863716124,5411.0,Sakshi,352.0,14.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jHGh45nAuM4,2023-04-08,-0.9978925585746764,683.0,TV5,263.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDWzd3hcd6Y,2023-04-09,-0.9787247776985168,298.0,TV5,253.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ho_7x5SeJQQ,2023-04-10,0.9979920387268066,6426.0,Sakshi,188.0,24.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
RSEmLYLcrpI,2023-04-10,0.996170699596405,1023.0,TV9,184.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bOnqM-ixQa0,2023-04-10,-0.9982001781463624,761.0,TV9,99.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bh998rcFqGE,2023-04-10,-0.9986283779144288,3388.0,ABN,355.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XHE7yhfJc9Y,2023-04-10,-0.9838808178901672,12859.0,TV9,169.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hM8I3ER6Y0k,2023-04-10,-0.9959062337875366,301.0,TV5,165.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
y9NTn04V7f4,2023-04-10,-0.9985637068748474,592.0,TV9,206.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uuLaOOt3AFg,2023-04-11,-0.9976900815963744,2848.0,TV9,181.0,15.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QLHIKp3liaM,2023-04-12,-0.9987964630126952,7264.0,TV9,256.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q4qZyrgwEfM,2023-04-13,-0.9983617663383484,121888.0,TV9,29.0,95.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Av070M2eGpo,2023-04-15,0.9906326532363892,1070.0,TV5,140.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00byqS_hBXU,2023-04-15,-0.9994398951530457,1798.0,ABN,236.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXtFm_MqiI,2023-04-15,-0.9981145858764648,839.0,Sakshi,293.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jorsNRmZUdw,2023-04-16,-0.9985942244529724,754.0,TV9,303.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5EaX4Z9A85c,2023-04-16,0.9925673007965088,457.0,TV9,140.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CtuUKNdWA8A,2023-04-20,-0.9990733861923218,1044.0,TV9,153.0,0.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
suGCrf-n8UU,2023-04-21,-0.9896475672721864,2388.0,Sakshi,198.0,9.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nTX2HoDpWDA,2023-04-21,0.998778760433197,2599.0,TV9,124.0,4.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-LOrqOIDSYM,2023-04-21,-0.9983444213867188,1493.0,TV9,207.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-ROXEVytIAQ,2023-04-21,-0.997433602809906,14141.0,Sakshi,312.0,31.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DiLFK6fKong,2023-04-22,0.9980964064598083,23665.0,Sakshi,42897.0,7.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wYLzN8817Ek,2023-04-22,-0.9948968291282654,1329.0,TV5,205.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uwqTVe0PYAA,2023-04-22,-0.9921168684959412,697.0,TV5,355.0,2.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPNBIDH42xs,2023-04-22,-0.9967032074928284,3740.0,ABN,219.0,6.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8AJQGnBjJU,2023-04-22,-0.987356662750244,623.0,TV5,160.0,3.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nsqmlFdnFog,2023-04-22,-0.9982815980911256,1104.0,TV5,155.0,1.0,nellore_l.png,Adala Prabhakar Reddy,YSRCP,Nellore,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
