ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Gadapa Gadapaku ,janasena party,tdp pattabhi,ap employees,Vidadala Rajini,ap assembly session today,Atchannaidu,high court,alliance,vangalapudi anitha,polavaram,visakha, vidadala ,roja,nellore ,srikakulam,yuvashakti,tadepalli,Pension,suprem court,ap development,tadipatri,varahi ,nellore mekapati,nandigama,High Court
NXhqGhOMk2E,2023-01-15,0.998536229133606,571.0,ABN,119.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gkdntc1XESs,2023-01-17,-0.993000864982605,676.0,ABN,159.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5H-GuZNq6cI,2023-01-19,0.997240662574768,4144.0,Sakshi,192.0,7.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
dgt0qrzOLRs,2023-01-20,0.9795572757720948,678.0,TV9,306.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unjfscSIVSQ,2023-01-20,0.9984153509140016,468.0,TV9,337.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrfXdDDw4hI,2023-01-20,-0.9979209303855896,372.0,TV9,306.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3k1BH54Ya4,2023-01-20,0.9969668984413148,6583.0,TV9,307.0,4.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7t6mTLTL3R4,2023-01-21,-0.9982166886329652,538.0,TV9,276.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
WlmTQPSy3RA,2023-01-21,-0.998766303062439,4087.0,ABN,328.0,2.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DQYHN0auKXI,2023-01-22,-0.9991494417190552,1389.0,TV5,241.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
nWw4HCpIpLA,2023-01-22,0.9981802701950072,2190.0,TV9,62.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mlIOWp8E0-8,2023-01-22,-0.9929344654083252,2925.0,Sakshi,329.0,3.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_FL4X18vqDU,2023-01-23,-0.9936291575431824,877.0,TV5,238.0,4.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aSws9Z79pUA,2023-01-23,-0.9986121654510498,11957.0,TV5,205.0,23.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
XupCdoGAedU,2023-01-23,-0.7648998498916626,4993.0,TV9,334.0,4.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PjWoCWHNddg,2023-01-23,0.9922298789024352,568.0,TV5,62.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DvE5Fg75OCk,2023-01-23,-0.985006868839264,2780.0,TV5,386.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W76R78GQimw,2023-01-23,0.9726164937019348,889.0,ABN,230.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
C3X59KZJw8Q,2023-01-23,0.9934095144271852,1732.0,TV5,124.0,2.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
S9sXnRRNoOo,2023-01-23,0.9980667233467102,2123.0,TV9,528.0,4.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ek0objwA284,2023-01-24,-0.9706628322601318,1641.0,Sakshi,203.0,22.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FulytsAVVK0,2023-01-26,0.9986500144004822,565.0,Sakshi,178.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53zu8tKl-T8,2023-01-27,-0.9994009733200072,1340.0,ABN,585.0,3.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6qJtpczL4Rg,2023-01-27,-0.9994070529937744,1534.0,ABN,465.0,4.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ki75bcixG_g,2023-01-28,-0.999163031578064,4197.0,TV5,170.0,16.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hGkII_Xvgn0,2023-01-28,0.9984309077262878,30522.0,Sakshi,495.0,93.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jcAke2BUcdg,2023-01-28,0.993006944656372,3269.0,TV5,270.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SoYUo2nHn7s,2023-01-29,-0.996989607810974,1153.0,ABN,295.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWOqP7dmtxc,2023-01-29,0.9973691701889038,69928.0,ABN,74.0,22.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
x2BnfyI9Ya0,2023-01-29,-0.997351050376892,1256.0,ABN,151.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MnJC0XlBSiY,2023-01-29,-0.9989711046218872,751.0,ABN,190.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
8IDCwpry7tU,2023-01-29,-0.9973129630088806,2794.0,ABN,288.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y_2FmuyWscA,2023-01-29,-0.998491644859314,1707.0,ABN,235.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
F0IGWif94Qw,2023-01-30,-0.9882871508598328,1371.0,TV9,350.0,3.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
l3I6sixbnKg,2023-01-30,0.998522937297821,111073.0,Sakshi,390.0,280.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qLpT7C-orXU,2023-01-30,-0.998316526412964,2960.0,ABN,306.0,9.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AsaI4HJx_8E,2023-01-31,-0.9790336489677428,6571.0,TV5,315.0,20.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kPV-Zi1pXPg,2023-02-03,0.9974297881126404,833.0,TV5,141.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0
C5S4jCRt9YU,2023-02-04,0.9897415637969972,21150.0,Sakshi,180.0,29.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
y8CPmZj4u4c,2023-02-04,-0.998298704624176,6586.0,TV5,453.0,15.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0
NnKlsgPH_mU,2023-02-04,0.9955136179924012,2164.0,Sakshi,273.0,2.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EsY1wZs4R_4,2023-02-06,0.997725546360016,15369.0,TV5,425.0,23.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLgSdpnRGJc,2023-02-06,0.9982831478118896,15322.0,Sakshi,161.0,89.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
oebP7B-hf_c,2023-02-06,-0.9920267462730408,4243.0,ABN,164.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_K0bJ2RDus,2023-02-06,0.9891614317893982,6509.0,TV5,255.0,7.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0
jnX6cqW-6Xs,2023-02-08,-0.9978087544441224,2872.0,TV5,214.0,4.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8aSJMyUjYyQ,2023-02-08,-0.9641899466514589,4627.0,TV5,283.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sgj-WVu0F90,2023-02-10,-0.9935218691825868,5147.0,TV5,551.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vUrFC7NBtmk,2023-02-10,0.9972277283668518,2249.0,TV5,131.0,2.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0
YNfJl0k7VAU,2023-02-10,-0.9938207268714904,1380.0,TV5,329.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0
MD2GcLmHfHM,2023-02-10,-0.9961420893669128,1770.0,TV9,194.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vm2GuiTSCrY,2023-02-11,-0.9958305954933168,2088.0,ABN,294.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
U5WdSw9Q1Q4,2023-02-11,-0.9744861721992492,653.0,TV5,245.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CDSv_4LdOmc,2023-02-11,-0.9980570673942566,52158.0,TV5,360.0,117.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5yie0akyaTU,2023-02-13,0.9961180686950684,3103.0,Sakshi,555.0,4.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WrcJ5Bli1RE,2023-02-16,0.9981448650360109,409.0,TV5,112.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0
6HVNdm49lz8,2023-02-16,0.997767686843872,634.0,TV5,358.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wOjoUJZd7Fg,2023-02-16,-0.9969180822372437,7205.0,TV5,217.0,6.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0
z4fIq0sBi8g,2023-02-18,-0.9923496246337892,12433.0,TV9,221.0,11.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GKnyf_6jBSg,2023-02-19,-0.9955084323883056,7636.0,Sakshi,537.0,12.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fcpr2AR7Bfw,2023-02-20,-0.9906244874000548,1787.0,ABN,452.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hmYR6Q1L8HE,2023-02-21,-0.9985681772232056,1359.0,ABN,154.0,6.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7ahLfkHLOg,2023-02-21,-0.994817078113556,3649.0,TV5,245.0,27.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gQaHpj-oHgI,2023-02-22,0.9935981035232544,3076.0,TV5,267.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
XidBbautqyI,2023-02-27,-0.990515112876892,5575.0,TV9,116.0,3.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
p5zIj8O7w5c,2023-02-27,-0.9885615706443788,37655.0,TV9,116.0,13.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cz-8FbBNFFA,2023-02-27,0.9865424633026124,1437.0,TV9,275.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3JRWP-tJTM0,2023-02-27,0.9811521768569946,2409.0,TV9,287.0,6.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gMODoKkHkCA,2023-02-28,-0.9978379607200624,567.0,TV5,212.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
e62AN1m8sZg,2023-02-28,0.9969933032989502,6231.0,TV5,166.0,16.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0sJkZG5tEI,2023-02-28,0.997783362865448,510.0,TV5,210.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0
W_kXc1vEB70,2023-03-03,0.9933652281761168,668.0,TV5,254.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vQQCz5OJBQ8,2023-03-04,-0.9819321632385254,106001.0,Sakshi,267.0,192.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
f9clyqSzemY,2023-03-04,0.992211937904358,1634.0,TV5,182.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pFznF8tQqyA,2023-03-05,-0.9923499226570128,16203.0,TV5,274.0,22.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9nWeJilIdDo,2023-03-05,0.9904120564460754,759.0,TV5,234.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
x1fhUPX2_A8,2023-03-06,0.9986109733581544,298.0,TV5,143.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UiIkd6-4NT8,2023-03-06,-0.9979488253593444,1204.0,TV5,179.0,2.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FYnh_QpHWk8,2023-03-06,-0.9976233839988708,2508.0,TV5,273.0,2.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yxs20evzxUw,2023-03-08,0.998480260372162,7220.0,Sakshi,193.0,48.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
hIuXXXMCwQs,2023-03-08,-0.9928733110427856,76162.0,Sakshi,221.0,249.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L_5Da58XxZc,2023-03-08,-0.9828224778175354,10008.0,Sakshi,176.0,14.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LrXjlRmhBy8,2023-03-08,0.9956865310668944,220002.0,TV5,345.0,406.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0
e8orFKe9j2M,2023-03-09,0.9980449676513672,266.0,ABN,88.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4BCJBq--FVE,2023-03-09,-0.9977388381958008,3606.0,TV9,328.0,9.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8bxtyizwLd8,2023-03-09,0.99832421541214,1237.0,TV5,135.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS1l514QFV0,2023-03-09,-0.9977238774299622,471.0,TV5,201.0,0.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0
yp0oLcXyv78,2023-03-10,0.9883776307106018,2397.0,TV9,122.0,1.0,kurupam.png,Pamula Pushpa Sreevani,YSRCP,Kurupam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
