ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Vidadala Rajini,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,gorantla ,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy
ZtX2KcB-ewE,2022-09-08,-0.9776322841644288,31287.0,Sakshi,481.0,83.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARDtM5z7vo,2022-09-08,-0.9848902821540833,55344.0,Sakshi,324.0,150.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CbTqaRMGXAE,2022-09-08,-0.9984198808670044,96352.0,Sakshi,356.0,181.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9wmK3jbYmI,2022-09-09,0.9821637868881226,22507.0,Sakshi,472.0,71.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aQ2i1l576Io,2022-09-10,0.9657335877418518,2400.0,Sakshi,406.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bfANwhN563I,2022-09-12,0.992780864238739,42955.0,Sakshi,516.0,160.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-QjAnr8gOk,2022-09-13,0.9823284149169922,4908.0,Sakshi,272.0,31.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
D_mLAAIKK2Q,2022-09-13,-0.9983052015304564,10853.0,TV5,581.0,20.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eV8jKEwj2vc,2022-09-15,-0.9963030815124512,4865.0,TV5,180.0,6.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EvLRp4y6e44,2022-09-15,-0.9987284541130066,4361.0,TV5,210.0,48.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EVXrg2yiLXQ,2022-09-15,-0.9897720217704772,1591.0,Sakshi,218.0,2.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vvpqQWxgyKU,2022-09-15,-0.9981585144996644,4777.0,TV5,420.0,48.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-hArqS3fAz4,2022-09-16,0.9978833794593812,3254.0,Sakshi,246.0,18.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zh6avlls0eE,2022-09-16,-0.9976010918617249,5624.0,Sakshi,459.0,19.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8_MD8HXPR1E,2022-09-17,-0.9977486729621888,733.0,TV5,270.0,2.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
46F3nC6g7nQ,2022-09-17,0.9933400750160216,8395.0,Sakshi,539.0,29.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2q-FkyJt48Y,2022-09-17,-0.9986613988876344,9574.0,Sakshi,174.0,9.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TrbOaSq_rUQ,2022-09-17,-0.9935125708580016,4091.0,Sakshi,170.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vHApOLG7WjQ,2022-09-17,0.9871161580085754,6977.0,Sakshi,155.0,8.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
C6yZ7miyxsI,2022-09-18,0.9982779026031494,25842.0,Sakshi,413.0,152.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ru-faTGJHdE,2022-09-18,0.9982821941375732,25109.0,Sakshi,505.0,233.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NvlPwNbw7tk,2022-09-19,-0.9986758828163148,2810.0,TV5,180.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
bhz1vH88Gfo,2022-09-19,0.9940534234046936,2818.0,Sakshi,221.0,6.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JVCpUr8nmD0,2022-09-19,0.9948363304138184,688.0,TV5,328.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
zbVWF4lXfAw,2022-09-19,-0.9978391528129578,1475.0,TV5,331.0,7.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
SXxN7C2UQIM,2022-09-20,0.9970428347587584,43420.0,Sakshi,596.0,75.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L43tr2NoXhY,2022-09-20,-0.9976510405540466,5748.0,TV5,155.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
88Ld34zZzlk,2022-09-21,-0.9994741082191468,3409.0,Sakshi,134.0,7.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5cJ3c5Z2v8,2022-09-21,-0.9976478219032288,60285.0,TV5,99.0,113.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
iwXLqqL7dA4,2022-09-21,-0.9877939224243164,9671.0,Sakshi,220.0,10.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
osBgEr3YB4E,2022-09-21,-0.99433171749115,6223.0,Sakshi,209.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
w0uYxVWFBDE,2022-09-21,0.99653959274292,5337.0,TV5,239.0,27.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
W0W3FX3bk5Y,2022-09-22,-0.9976361989974976,2614.0,Sakshi,297.0,15.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Nk_Wzr-higY,2022-09-22,-0.9913853406906128,293701.0,Sakshi,322.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dgXheC0QKII,2022-09-25,0.9984101057052612,2081.0,Sakshi,228.0,6.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
yteHKkZvCs0,2022-09-27,0.9984667897224426,1258.0,TV5,422.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ubKN44nzRro,2022-09-27,-0.9958125948905944,3167.0,TV5,89.0,4.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
c048AytAls8,2022-09-30,0.988658845424652,19678.0,Sakshi,529.0,88.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GeOWCOKHf6o,2022-09-30,0.995405912399292,1091.0,TV5,210.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4YkHxX3uqyw,2022-10-03,-0.998701810836792,3030.0,TV5,163.0,4.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
vwpmaaVA_YE,2022-10-03,-0.9864240288734436,3391.0,TV5,97.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
N-nNzPISThY,2022-10-05,0.9985781908035278,4037.0,Sakshi,523.0,11.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LJ3qzEEGNg0,2022-10-06,-0.9979301691055298,919.0,TV5,105.0,3.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AZvdtvTNY0I,2022-10-06,-0.9979037046432496,2286.0,TV5,220.0,10.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s-1GezB4DTY,2022-10-06,-0.9994716048240662,3922.0,TV5,85.0,7.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1n3Irkv1RxM,2022-10-06,-0.9977403879165648,8173.0,TV5,220.0,65.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WxH0WiBjTvg,2022-10-07,-0.9989194869995116,2326.0,TV5,85.0,6.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wkapL8vplWw,2022-10-07,0.9850399494171144,1041.0,TV5,125.0,4.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z3oi4YOtnFA,2022-10-07,-0.9994587302207948,387.0,TV5,105.0,3.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTPugemZwak,2022-10-07,0.9931427240371704,5206.0,TV5,121.0,14.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVK8RLuSkXE,2022-10-07,0.99315345287323,1118.0,TV5,85.0,2.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y2tqqOnIr7I,2022-10-08,0.988393783569336,3930.0,Sakshi,224.0,20.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dIZb99ZPhSA,2022-10-10,0.9776538014411926,2387.0,TV5,226.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
4cohRXY8yc4,2022-10-11,-0.9923511147499084,261.0,ABN,86.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN37cwC5FB4,2022-10-11,-0.9916149377822876,452.0,ABN,105.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uTyfwumAVIs,2022-10-11,-0.9904879927635192,469.0,ABN,265.0,2.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
C3IoboY5Lm0,2022-10-11,0.9934346675872804,587.0,ABN,204.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SnaTiRZhQrY,2022-10-11,-0.998477041721344,390.0,ABN,340.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
uGm3e_OFTeI,2022-10-11,-0.9950127005577089,11140.0,TV5,330.0,25.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mEFVmxlJKlA,2022-10-11,-0.998046875,355.0,ABN,275.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QY1ZadRtcy4,2022-10-11,0.9968153834342957,3163.0,TV5,213.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0iodkYlFYOM,2022-10-11,-0.9983152151107788,1322.0,ABN,264.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
_AgVi7eN98w,2022-10-11,-0.998250424861908,7572.0,TV5,233.0,8.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7kikXDfJOgk,2022-10-11,-0.998343586921692,2698.0,TV5,305.0,7.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
uNRmC4qh1dA,2022-10-12,0.9881581664085388,21966.0,TV5,545.0,26.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-adufcMpqac,2022-10-12,-0.9963098168373108,38770.0,Sakshi,400.0,82.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
v_Cb3U2gDs8,2022-10-12,-0.9924666285514832,897.0,Sakshi,593.0,3.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WY4_gT747bE,2022-10-12,0.9934924244880676,1131.0,ABN,427.0,7.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TjaYam4KNfY,2022-10-13,-0.9975441098213196,917.0,TV5,260.0,2.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
mBxLKzjhxHY,2022-10-13,-0.9994621872901917,2495.0,ABN,312.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
wuuJCFHOmTI,2022-10-13,-0.9984833598136902,2999.0,TV5,360.0,7.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_ImA0pQxnu8,2022-10-13,-0.9992570281028748,1432.0,ABN,175.0,5.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BMbPUP33w8k,2022-10-13,-0.9994749426841736,989.0,ABN,506.0,4.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bPgXybq6c0A,2022-10-13,-0.9992000460624696,2258.0,ABN,226.0,4.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UjvYIiHu-Ug,2022-10-13,-0.9928147792816162,3967.0,ABN,245.0,3.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Sr8ih1XEwQQ,2022-10-14,-0.9729015231132508,612.0,ABN,128.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kz4HAgNJ6XM,2022-10-14,-0.9933847784996032,1674.0,ABN,304.0,1.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TtkHtB89wXE,2022-10-14,-0.9960719347000122,2087.0,TV5,130.0,6.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
n0w20hMd3xs,2022-10-15,-0.9921486377716064,11217.0,TV5,445.0,23.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBeE9koItzk,2022-10-15,-0.9980711340904236,1616.0,TV5,330.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jW4eriz9_as,2022-10-17,-0.9884288907051086,519.0,ABN,245.0,0.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
_qz93tz295U,2022-10-17,-0.9964321851730348,34280.0,Sakshi,331.0,152.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ti19hZgMVY8,2022-10-17,0.9887077808380128,6074.0,Sakshi,242.0,41.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
_rA9Wy1RTrs,2022-10-17,-0.997073531150818,30601.0,Sakshi,498.0,160.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mzhOS3gXHvE,2022-10-17,-0.982958734035492,10896.0,Sakshi,253.0,52.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5d8YNLgSBcM,2022-10-17,-0.9991771578788756,52924.0,ABN,190.0,122.0,gandhar_nellore.png,k. narayana swamy,YSRCP,Gangadhara nellore_sc,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
