ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Kuppam,janasena party,Ramoji Rao,ap employees,ap assembly session today,Atchannaidu,high court,alliance,vizag steel plant,polavaram,visakha,byreddy siddharth reddy,Kakani,privatization,kotamreddy ,Preethi,roja,nellore ,Machilipatnam,srikakulam,yuvashakti,tadepalli,megastar chiranjeevi,Pension,suprem court,perni nani ,ap development,tadipatri,gudivada ,Kodali Nani ,varahi ,nellore mekapati,nandigama,High Court
yNjWE0j24uA,2022-08-18,-0.9949533343315125,59366.0,Sakshi,161.0,450.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
BdaielQ0UI8,2022-08-18,-0.9994029998779296,3503.0,Sakshi,321.0,16.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
G6OoZKU3Qy8,2022-08-23,-0.9973487854003906,38337.0,Sakshi,415.0,89.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gw8XDlJPujw,2022-09-02,0.9985161423683168,9390.0,Sakshi,363.0,23.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
O3JU3wa4j30,2022-09-08,0.9954209923744202,57185.0,Sakshi,560.0,161.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZtX2KcB-ewE,2022-09-08,-0.9776322841644288,31287.0,Sakshi,481.0,83.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IARDtM5z7vo,2022-09-08,-0.9848902821540833,55344.0,Sakshi,324.0,150.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
CbTqaRMGXAE,2022-09-08,-0.9984198808670044,96352.0,Sakshi,356.0,181.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
oc0myIukbOU,2022-09-09,0.9985748529434204,12988.0,TV5,150.0,2.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RvxNeYyZDrE,2022-09-10,-0.9988791346549988,518077.0,TV5,200.0,649.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
Ru-faTGJHdE,2022-09-18,0.9982821941375732,25109.0,Sakshi,505.0,233.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6ytHMuaHn2E,2022-09-18,-0.998073935508728,9418.0,Sakshi,350.0,127.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0MMzcZrHxf0,2022-09-18,-0.9988079071044922,1678.0,TV5,150.0,5.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0
C6yZ7miyxsI,2022-09-18,0.9982779026031494,25842.0,Sakshi,413.0,152.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rciFRzIYt6w,2022-09-18,-0.9982829093933104,4702.0,Sakshi,173.0,31.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
mBxLKzjhxHY,2022-10-13,-0.9994621872901917,2495.0,ABN,312.0,5.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BMbPUP33w8k,2022-10-13,-0.9994749426841736,989.0,ABN,506.0,4.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C40IGlK4je8,2022-10-13,-0.9983578324317932,1761.0,ABN,577.0,13.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBwJxo0LA-s,2022-10-17,0.9787196516990662,3645.0,TV5,235.0,6.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Ti19hZgMVY8,2022-10-17,0.9887077808380128,6074.0,Sakshi,242.0,41.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
JaKXoYp2v3g,2022-10-17,-0.99944406747818,1739.0,ABN,83.0,12.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
5X8gIP8j_l4,2022-10-17,-0.9963255524635316,5392.0,Sakshi,287.0,69.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
_rA9Wy1RTrs,2022-10-17,-0.997073531150818,30601.0,Sakshi,498.0,160.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_qz93tz295U,2022-10-17,-0.9964321851730348,34280.0,Sakshi,331.0,152.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
mzhOS3gXHvE,2022-10-17,-0.982958734035492,10896.0,Sakshi,253.0,52.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
MVoIdJ08iko,2022-10-18,0.96620774269104,36635.0,ABN,470.0,152.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LY1T57NPYOc,2022-10-18,-0.9979845285415648,69946.0,Sakshi,393.0,264.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2v5mQlexuL4,2022-10-18,-0.9964082837104796,1719.0,ABN,185.0,23.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
9tn9fa_lt3s,2022-10-18,-0.9994890689849854,1875.0,ABN,308.0,11.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
F7c0tPewljw,2022-10-18,-0.994295299053192,2304.0,ABN,235.0,38.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TQYbvrHU7jI,2022-10-18,-0.9975449442863464,3661.0,ABN,305.0,52.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
y3yLvdITQ-8,2022-10-18,0.9856500029563904,6213.0,ABN,450.0,10.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o2yx8AHlFJU,2022-10-18,-0.9984460473060608,63771.0,Sakshi,261.0,363.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6M-ohN049cs,2022-10-18,-0.9882060885429382,3222.0,Sakshi,299.0,24.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
9u75cm_I63A,2022-10-18,-0.9963881969451904,2446.0,ABN,210.0,30.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_h5aEQsSeFo,2022-10-18,-0.9983785152435304,75961.0,Sakshi,354.0,455.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
f8deaU5x_po,2022-10-18,-0.9972729086875916,46588.0,Sakshi,283.0,415.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9B-R-MeD2xY,2022-10-19,-0.9994365572929382,1219.0,ABN,118.0,1.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
v2CBzpdOyYw,2022-10-19,-0.991233766078949,7678.0,TV5,246.0,28.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
pjNWlzbWxhg,2022-10-19,0.9411437511444092,2612.0,ABN,68.0,4.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TpVtwZFGtpU,2022-10-19,-0.9977076053619384,7126.0,ABN,335.0,11.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
dKqp1vZbKqo,2022-10-20,-0.9984583854675292,25678.0,TV5,290.0,11.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pSkNN6l7RuY,2022-10-20,-0.9964717626571656,1615.0,ABN,577.0,2.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZwGkzwdVco,2022-10-20,-0.9959293007850648,1217.0,ABN,324.0,1.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZKEHYCTEpyU,2022-10-20,0.991637408733368,3084.0,ABN,311.0,21.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
xpljGHR8O5g,2022-10-27,-0.998440682888031,2699.0,ABN,375.0,0.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T6nl70DAoHE,2022-10-31,-0.9976263642311096,17426.0,Sakshi,223.0,78.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2hLYOq-pCdA,2022-10-31,0.9985296726226808,6527.0,Sakshi,533.0,32.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-L5KIogfUJg,2022-10-31,0.9900346398353576,113515.0,Sakshi,456.0,329.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hq3IafpFQKc,2022-10-31,-0.998956561088562,8910.0,Sakshi,241.0,42.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
SUbeFCKURws,2022-10-31,0.998058021068573,20021.0,Sakshi,594.0,70.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gPv_UwPQQgE,2022-11-01,-0.9977256655693054,20026.0,ABN,414.0,13.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cwSDtbH9ZJI,2022-11-01,-0.9978378415107728,15456.0,ABN,281.0,19.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m-Q_c2g3Koc,2022-11-01,0.9954065084457396,636.0,ABN,324.0,3.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
DUdgJOu-eXo,2022-11-02,0.9909560084342957,1212.0,Sakshi,211.0,6.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nkQPS5LTL-Q,2022-11-02,0.9900526404380798,24688.0,Sakshi,73.0,51.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
T6nKomUbtK0,2022-11-02,0.998626947402954,103217.0,Sakshi,357.0,218.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12PSkF-Hhcg,2022-11-08,0.9921733140945436,52002.0,Sakshi,522.0,81.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
D7wQW6abZO0,2022-11-09,-0.9955346584320068,528.0,ABN,301.0,0.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ArBo81joIQ,2022-11-09,-0.99080491065979,424.0,ABN,280.0,0.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FoNZ9vcSpXg,2022-11-09,-0.9980195760726928,640.0,ABN,406.0,0.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0lSJWwrVoQ,2022-11-10,0.9986903071403505,39037.0,ABN,515.0,54.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R-qunrpi5KY,2022-11-10,-0.9971619844436646,8361.0,ABN,405.0,17.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4934dlLshk,2022-11-10,-0.9954090714454652,7440.0,ABN,260.0,19.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
baJIIkaAloo,2022-11-16,0.9955136179924012,3574.0,ABN,376.0,8.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3yVTxphBUQY,2022-11-18,-0.997875452041626,2704.0,ABN,370.0,5.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGizgYef9gk,2022-11-18,-0.9985817670822144,20305.0,ABN,425.0,12.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372k-V2NiW4,2022-11-18,-0.994881272315979,4092.0,ABN,245.0,11.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
F3mULuBxBWk,2022-11-20,-0.9939182996749878,1324.0,TV9,63.0,5.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7hP6BmBnbSk,2022-11-21,-0.997794270515442,2268.0,ABN,250.0,1.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cPwTZLukRI0,2022-11-24,0.9707602262496948,2183.0,TV5,345.0,9.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mvyFZP3853o,2022-11-27,-0.9994148015975952,1908.0,TV9,232.0,9.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tKy56UDLSuQ,2022-11-27,-0.993617296218872,3282.0,TV9,220.0,3.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
7mFFEZcGacc,2022-11-27,-0.9994630217552184,2314.0,TV9,259.0,3.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
esU0YDh4zYk,2022-11-27,-0.9923368096351624,4573.0,TV9,379.0,16.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
_TUvELJmvmg,2022-11-27,0.99245423078537,25053.0,Sakshi,392.0,143.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bnpMW3CCCvo,2022-11-27,-0.995507001876831,7413.0,TV9,180.0,42.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
zKDrZkAeTLI,2022-11-27,-0.995537281036377,2611.0,TV9,194.0,10.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
ycik0OdV9qo,2022-11-27,-0.9979034662246704,22527.0,Sakshi,347.0,101.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1
shphVBHYWME,2022-11-27,-0.9987329840660096,4034.0,TV9,328.0,17.0,machillipatnam.png,perni Nani,YSRCP,Machillipatnam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
