ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,ap employees,ap assembly session today,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy,roja,nellore ,yuvashakti,tadepalli,suprem court,ap development,tadipatri,nandigama
2tYK25DIm98,2023-03-13,0.9987033605575562,651.0,TV9,264.0,1.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
YL56PpHIrsg,2023-03-13,0.9872581362724304,1294.0,TV9,329.0,4.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u84zucZD75Q,2023-03-15,-0.9862176775932312,992.0,TV9,266.0,0.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1
38q608ShvVI,2023-03-15,-0.9985016584396362,5161.0,ABN,171.0,4.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fJRdUpAKa7Q,2023-03-17,-0.995361864566803,18366.0,TV5,155.0,25.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0
beczuJiKEwo,2023-03-17,-0.9937863349914552,969.0,ABN,212.0,0.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRGrXGBrowY,2023-03-20,-0.9986811280250548,9875.0,ABN,125.0,13.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_gVSsiySsvg,2023-03-20,-0.9983671307563782,5378.0,TV5,355.0,6.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
QdPt9xFKXc4,2023-03-21,-0.9946617484092712,1741.0,TV5,115.0,3.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A5gALUcAvy0,2023-03-23,-0.9975242018699646,7374.0,ABN,305.0,6.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lBOY1WVGUno,2023-03-24,-0.997684121131897,1804.0,TV5,168.0,2.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ddBfDPB6QQI,2023-03-26,-0.9994725584983826,864.0,TV9,241.0,2.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
eGdAwQxnWLE,2023-03-31,-0.9969552755355836,461.0,ABN,163.0,1.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cjQsZ5VTxfw,2023-04-01,-0.9833885431289672,2904.0,Sakshi,221.0,8.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ywx_m4uq_4E,2023-04-02,-0.9988271594047546,876.0,TV9,296.0,15.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kowSEPmtG4E,2023-04-05,-0.999251425266266,2031.0,TV9,186.0,8.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZnistvtCisk,2023-04-05,-0.998798131942749,6100.0,ABN,59.0,0.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
dhA0kL-cynU,2023-04-05,0.9985254406929016,1232.0,Sakshi,181.0,3.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3FDxerYYMCM,2023-04-05,-0.9969320297241212,673.0,TV9,219.0,5.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0
tvBsze2aB7Y,2023-04-07,-0.9993525147438048,1492.0,TV9,247.0,4.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60aaQHKAnLw,2023-04-08,0.9984853863716124,5411.0,Sakshi,352.0,14.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jHGh45nAuM4,2023-04-08,-0.9978925585746764,683.0,TV5,263.0,3.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDWzd3hcd6Y,2023-04-09,-0.9787247776985168,298.0,TV5,253.0,0.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
wVvF6NZuE84,2023-04-10,-0.9978596568107604,979.0,TV5,335.0,1.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
FokPjnUNQCo,2023-04-10,-0.970304012298584,834.0,TV9,272.0,0.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
mMHh9umxCvQ,2023-04-14,0.9955958724021912,1257.0,TV9,148.0,4.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I_2h09SGA4E,2023-04-17,-0.9931825995445251,892.0,Sakshi,281.0,12.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDWXH9-PSjg,2023-04-18,-0.9984921216964722,8377.0,Sakshi,205.0,29.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
DiLFK6fKong,2023-04-22,0.9980964064598083,23665.0,Sakshi,42897.0,7.0,bhimili.png,Muttamsetti Srinivasa Rao,YSRCP,bheemili,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
