ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,gorantla ,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy, vidadala ,Kakani,vijayasai reddy,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,ram gopal varma,tadepalli,ys vijayamma,Pension,vangaveeti radha,suprem court,ap development,tadipatri,janasena alliance with tdp,gudivada ,Kodali Nani ,varahi ,election commission,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
s4Wa6eDT0j0,2022-09-25,-0.9956089854240416,1065.0,TV5,300.0,1.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
QkgBqnKZpyg,2022-09-26,0.9965456128120422,71616.0,TV5,380.0,70.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHR2KSc2-Jg,2022-09-26,-0.9986518025398254,123972.0,TV5,335.0,196.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
gyrpr1tg0SM,2022-09-28,0.9961131811141968,32836.0,Sakshi,255.0,36.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
QQWdkaKArSY,2022-09-28,0.9834938049316406,9688.0,Sakshi,307.0,35.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dOp5uoM_4Q0,2022-09-28,-0.9991219639778136,97605.0,Sakshi,277.0,274.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p09DOTU-CRA,2022-09-29,-0.9993351101875304,741.0,TV5,190.0,2.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
T04E1Jg9ABw,2022-09-29,-0.9979336261749268,1298.0,TV5,213.0,1.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VXxCGrblEtc,2022-09-29,-0.9987990856170654,57314.0,TV5,220.0,112.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
V62VRhDs6UA,2022-09-29,-0.996293842792511,6884.0,TV5,281.0,8.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D6l0FX4VCXQ,2022-10-01,-0.9946582913398744,5544.0,TV5,225.0,5.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yvKPi3oHTWk,2022-10-01,0.9958951473236084,164274.0,TV5,485.0,298.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5hg6yrOoJhM,2022-10-02,0.9965717792510986,20100.0,Sakshi,522.0,13.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SbEr98W8YmY,2022-10-02,-0.9990758895874025,2959.0,Sakshi,321.0,17.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
maIiHPZaa-Q,2022-10-02,0.9963808655738832,18384.0,Sakshi,289.0,50.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
RIVj8RrNIfQ,2022-10-03,0.9971489310264589,547.0,TV5,285.0,2.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k1uawtwi-v4,2022-10-03,0.9938602447509766,860.0,Sakshi,444.0,1.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9RYGXWmAF7A,2022-10-03,0.997601330280304,2098.0,TV5,473.0,2.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JJ2cTqB3nd0,2022-10-05,0.995717465877533,2152.0,TV5,510.0,2.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EO6w2LAEDfs,2022-10-10,-0.9986668825149536,147793.0,TV5,350.0,209.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
b9aiAcff30s,2022-10-11,0.9797385931015016,1742.0,ABN,445.0,11.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JfpcrcFQHtI,2022-10-11,-0.9928860068321228,6319.0,TV5,570.0,14.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yYk0LOKdXqo,2022-10-12,-0.9953792095184326,1386.0,Sakshi,229.0,3.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
mzZSKgsbNz4,2022-10-14,-0.9939034581184388,10725.0,ABN,435.0,11.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6vwbEvPqVEw,2022-10-14,-0.9948327541351318,12784.0,ABN,470.0,13.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uwEeLXB_sVQ,2022-10-14,-0.9841719269752502,4886.0,ABN,325.0,10.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6xvylfNUbrY,2022-10-16,0.9979079961776732,14143.0,Sakshi,561.0,144.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XlDlyZLnwyE,2022-10-16,-0.999502658843994,31790.0,TV5,202.0,43.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-uhJy4VcNEo,2022-10-16,-0.93123459815979,3905.0,Sakshi,503.0,25.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFh15nPsP6U,2022-10-16,0.9952697157859802,2766.0,Sakshi,484.0,64.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6Gt_xooTl3M,2022-10-17,-0.9988746047019958,6714.0,Sakshi,81.0,38.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_zfgnE6T8jk,2022-10-17,0.9940105080604552,3510.0,TV5,515.0,6.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yH3Ud5RQzbc,2022-10-17,-0.999190866947174,11938.0,TV5,225.0,31.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fMs7wjqVJCM,2022-10-17,-0.99700266122818,9024.0,TV5,365.0,43.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4lhSLvFlftA,2022-10-18,0.9775060415267944,43874.0,ABN,385.0,91.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y3yLvdITQ-8,2022-10-18,0.9856500029563904,6213.0,ABN,450.0,10.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVoIdJ08iko,2022-10-18,0.96620774269104,36635.0,ABN,470.0,152.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QYm9LAaS7QY,2022-10-19,-0.9942219853401184,23474.0,TV5,295.0,55.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
m8MalXKmTHk,2022-10-19,-0.9933559894561768,39488.0,ABN,542.0,38.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gwaLBgb7QFo,2022-10-19,-0.9963821172714232,42923.0,ABN,545.0,62.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TpVtwZFGtpU,2022-10-19,-0.9977076053619384,7126.0,ABN,335.0,11.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
CvgDQbopouM,2022-10-20,-0.996459424495697,20849.0,Sakshi,574.0,115.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-iFmNCo2VVg,2022-10-20,-0.9986445307731628,6180.0,ABN,194.0,4.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
H7q1DvNqRl8,2022-10-21,0.9980558156967164,38064.0,TV5,85.0,66.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RDRfMOmpBUM,2022-10-21,0.9971135854721068,9333.0,TV5,44.0,16.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
QBx35vjifbg,2022-10-21,-0.9914815425872804,77803.0,TV5,425.0,161.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kxRjiJt6fx0,2022-10-22,-0.9976046085357666,5406.0,TV5,250.0,10.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
iqPOFLoMWuE,2022-10-22,-0.9991033673286438,12408.0,TV5,315.0,26.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8lDaHBkcpFg,2022-10-22,0.9981129169464112,35383.0,TV5,213.0,72.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
EIqiOQi5hRs,2022-10-22,-0.9981637597084044,31066.0,TV5,113.0,113.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
T8rrdUc04JY,2022-10-22,-0.9977988600730896,71008.0,Sakshi,223.0,105.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
GgzhDs-T9Us,2022-10-23,0.989796221256256,793.0,TV5,321.0,3.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4dS5QcF6XOI,2022-10-25,0.9915502071380616,516.0,ABN,417.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z45bgQcAJBA,2022-10-25,0.9928610920906068,298.0,ABN,408.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
euhgNVgaIqo,2022-10-25,-0.9959755539894104,1353.0,ABN,384.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6beKKiZMUYs,2022-10-27,-0.95746111869812,824.0,ABN,400.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ruLx3qIXJ1k,2022-10-28,-0.997811496257782,2519.0,TV5,280.0,8.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DeRbXhANkFo,2022-10-28,0.995741605758667,47923.0,TV5,360.0,137.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
OlTwJgzVOTk,2022-10-28,-0.9983034133911132,196562.0,TV5,455.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpnzmFE-kSs,2022-10-28,-0.9990861415863036,873.0,TV5,312.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YoE6KPpIkiI,2022-10-29,0.99404776096344,1494.0,TV5,404.0,0.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iDp4aEzdhHk,2022-10-30,0.9965381622314452,11120.0,Sakshi,179.0,30.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Vj9V3JmuYW0,2022-10-30,-0.9988616704940796,5445.0,TV5,305.0,10.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sic1LFJ76gE,2022-10-30,-0.996094048023224,2726.0,TV5,365.0,3.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Gdjh5N_BKD0,2022-10-31,-0.9960721731185912,59724.0,ABN,575.0,46.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
plusvMbjeXs,2022-10-31,-0.9928269982337952,9544.0,ABN,530.0,25.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bWcgAINmwFc,2022-10-31,0.9987234473228456,1700.0,Sakshi,345.0,10.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1PWo7DapKc4,2022-10-31,0.9812801480293274,11409.0,ABN,390.0,13.0,nandyal_l.png,Pocha Brahmananda Reddy,YSRCP,Nandyal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
