ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,ap employees,ap assembly session today,high court,alliance,Peddireddy ,polavaram,visakha,Kakani,kotamreddy ,roja,nellore ,yuvashakti,tadepalli,ayyanna patrudu ,suprem court,tdp leaders arrest,ap development,tadipatri,gudivada ,varahi ,nandigama,High Court
yacfghdtgmM,2023-02-17,-0.9979200959205629,118687.0,ABN,425.0,156.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uPEDmRg1mtA,2023-02-18,0.9986281394958496,423.0,TV9,148.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zMBrsK6w63Y,2023-02-18,0.9986016154289246,750.0,TV9,327.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5CzoVqzAsYA,2023-02-18,-0.9975050091743468,3429.0,ABN,386.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w5QnNU9MIgM,2023-02-18,-0.9782198667526244,3915.0,ABN,79.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0kmKibmGN0,2023-02-19,0.963754951953888,4147.0,ABN,345.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
eV6vxPtpfFU,2023-02-19,-0.9836204051971436,2843.0,ABN,188.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cafGVxLKhoQ,2023-02-19,0.9894405007362366,2905.0,ABN,361.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bs2BaotDw1g,2023-02-19,0.9944924116134644,4874.0,ABN,390.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M63v7PL-ofw,2023-02-19,0.9968141913414,3285.0,ABN,180.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
h76ydn2S5A0,2023-02-20,0.9986928105354308,13121.0,Sakshi,314.0,17.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-_6pSnDalLQ,2023-02-20,-0.9917793869972228,894.0,TV9,136.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p0zfs8zG2y4,2023-02-21,-0.9991797804832458,20206.0,TV9,291.0,11.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
sL4YTTXECxI,2023-02-23,0.997483730316162,563.0,TV9,267.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MTbZb_KwzMQ,2023-02-23,-0.9973430037498474,1238.0,TV9,307.0,6.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
BL3dDfZjSIc,2023-02-23,-0.9966806769371032,9908.0,TV9,274.0,14.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
Hz4ipHIu2SQ,2023-02-25,-0.9327865242958068,85260.0,TV9,354.0,64.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7-1Soe6OAhI,2023-02-25,-0.984904170036316,79726.0,TV9,343.0,21.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SfnfVecvQ48,2023-02-25,0.989615559577942,98556.0,TV9,308.0,41.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nWMA0VlukMY,2023-02-25,-0.9949148893356324,15775.0,TV9,228.0,21.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8JAMXn5TaZo,2023-02-25,0.9927856922149658,11251.0,TV9,248.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y3pGa1DHLEQ,2023-02-25,0.9928421974182128,4163.0,ABN,265.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vp079rndX7o,2023-02-26,-0.9930013418197632,2721.0,TV9,229.0,7.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
-fBZw5eYEkM,2023-02-26,0.984990656375885,24566.0,TV9,288.0,29.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ovDLevNgV0,2023-02-26,-0.9830198884010316,82879.0,TV9,294.0,120.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1qjCXwbSHI,2023-02-26,-0.977428138256073,34259.0,TV9,281.0,40.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ZC7LiCQ4PQ,2023-02-28,-0.998390793800354,1874.0,TV9,339.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_T3AiqLwJkQ,2023-03-01,-0.9992318153381348,863.0,TV5,313.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ot-VWTIaG_I,2023-03-01,-0.9959002137184144,7364.0,TV9,279.0,6.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59JSB_vOw5I,2023-03-03,-0.9977216124534608,1165.0,TV9,287.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IoUzXkuFrAc,2023-03-03,-0.993053376674652,1741.0,TV9,270.0,5.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
09tIGX571UU,2023-03-04,0.996748685836792,3938.0,TV9,339.0,7.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_DhSXjwTag,2023-03-04,0.9949572682380676,4683.0,TV9,242.0,7.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
vZfqvQ6h5uI,2023-03-04,0.9985920786857604,6839.0,Sakshi,273.0,11.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PbnkUETcghY,2023-03-05,0.9988717436790466,1398.0,TV9,153.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
flKe1XlSWDo,2023-03-05,-0.9941806197166444,1526.0,TV9,270.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
oRVunDQGMaI,2023-03-06,-0.9991534948349,19735.0,ABN,200.0,25.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
N9SmzAiIkx0,2023-03-11,-0.9966670870780944,3680.0,ABN,148.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voAF1_2XP_c,2023-03-14,-0.9994695782661438,512.0,TV5,352.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-Qv-IQz3B3A,2023-03-16,0.9986501336097716,184970.0,TV9,155.0,62.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NzqxZSzlnjs,2023-03-17,0.9955201148986816,111845.0,TV9,213.0,21.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15qi3URHKzU,2023-03-18,-0.9935600757598876,1247.0,TV9,180.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jz8Wr5INJgA,2023-03-18,0.9983986020088196,6188.0,TV5,333.0,9.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D432EzLlVLo,2023-03-21,-0.9985156655311584,14414.0,ABN,225.0,36.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R0wN97BZFnE,2023-03-21,-0.989138662815094,1897.0,ABN,184.0,15.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
VZ9Hga63T10,2023-03-22,-0.9981278777122498,2113.0,TV9,306.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37097lx0syo,2023-03-24,0.9892577528953552,1285.0,TV9,280.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
_0eY8KzZYOk,2023-03-24,-0.9951261281967164,1259.0,ABN,144.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aIScUkTEjpk,2023-03-24,0.9952813982963562,4409.0,ABN,295.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
gsXWtiRZ38o,2023-03-24,0.9962910413742064,1878.0,TV9,226.0,5.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0
w2cJ_OfFyQA,2023-03-25,-0.9979866743087769,1701.0,ABN,300.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vbQ3ygsSA6Q,2023-03-26,-0.9788206815719604,2964.0,TV9,174.0,14.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S8sZ0twMzRs,2023-03-27,0.9799048900604248,6757.0,ABN,160.0,8.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RcBtRt-nrco,2023-03-27,-0.9951050281524658,1653.0,TV9,116.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
_E8ijRLO8aA,2023-03-28,-0.9851300716400146,758.0,TV9,276.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
PqZqrRw29cQ,2023-03-30,-0.9943258166313172,1212.0,TV9,355.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MpSyz9XmAsQ,2023-03-30,-0.9944958090782166,2591.0,TV9,305.0,4.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0
5TaM-WgIQu8,2023-03-31,-0.9975705742836,699.0,TV5,304.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QuFvz7QoNNU,2023-04-01,-0.9976534247398376,739.0,TV9,76.0,5.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flBVEio6jnI,2023-04-01,-0.999398708343506,2581.0,TV9,168.0,8.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZINAaq6USc,2023-04-02,0.992790937423706,10731.0,TV9,306.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SjZPtXtWhoA,2023-04-03,-0.9879425168037416,1242.0,TV9,166.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XiJ7Gdcw0wI,2023-04-03,0.9894312620162964,7882.0,Sakshi,203.0,5.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0
tKy2eAZPpHQ,2023-04-05,-0.9925912618637084,45843.0,Sakshi,304.0,33.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
qGaiQitatSs,2023-04-05,-0.9932356476783752,3037.0,TV9,308.0,15.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IePFHgUYbJc,2023-04-05,0.9981402158737184,499.0,TV9,297.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-VMvcplu2wc,2023-04-06,-0.9991505146026612,9614.0,ABN,210.0,15.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WZ0AjDsueoc,2023-04-06,-0.9944993257522584,13396.0,TV9,330.0,13.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mlH47jaPqLY,2023-04-09,0.9980243444442748,3813.0,TV9,74.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
I3QStg7LJKU,2023-04-10,-0.9901198148727416,3628.0,TV5,344.0,6.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
FokPjnUNQCo,2023-04-10,-0.970304012298584,834.0,TV9,272.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ELLC503PpHw,2023-04-11,-0.9990390539169312,563.0,ABN,107.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FdVOxZHmkC8,2023-04-12,0.9959271550178528,1673.0,TV9,75.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lJOqNB3VdZ0,2023-04-13,-0.9988163709640504,641.0,TV9,194.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0
N1LQjEIN9Sw,2023-04-14,0.9984000325202942,1866.0,TV9,218.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0zCsTVPG28U,2023-04-14,-0.9975372552871704,1430.0,TV9,189.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C0ISlFLb0Qc,2023-04-14,0.9969664216041564,1093.0,TV9,225.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jOpmrECTwbE,2023-04-14,0.99787700176239,2066.0,TV9,184.0,2.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LDUFyIEsbO8,2023-04-17,0.9930644631385804,3951.0,TV5,305.0,1.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
YQSu6BDrqkY,2023-04-17,0.987294852733612,2748.0,TV5,310.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XbxxnTdpAOA,2023-04-18,-0.9934167861938475,16396.0,TV5,346.0,15.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6_C_DG8U9Y,2023-04-18,0.9970757961273192,2409.0,TV9,219.0,0.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
EykQ3_2u7Ws,2023-04-20,-0.9895010590553284,4367.0,ABN,281.0,3.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
SvnzcKnMdzQ,2023-04-21,-0.9990691542625428,4767.0,TV5,235.0,9.0,puthalapattu.png,m babu,YSRCP,Puthalapattu,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
