ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,janasena party,Ramoji Rao,ap employees,ap assembly session today,jr ntr,gorantla ,alliance,polavaram,visakha,byreddy siddharth reddy,bonda uma ,Kakani,kotamreddy ,roja,nellore ,Machilipatnam,srikakulam,yuvashakti,tadepalli,vangaveeti radha,suprem court,perni nani ,ap development,tadipatri,janasena alliance with tdp,gudivada ,Kodali Nani ,varahi ,kodi kathi,nandigama
jfUiXbj__1A,2022-06-29,-0.9914011359214784,35350.0,Sakshi,294.0,42.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
xF7WeqG7MPQ,2022-06-29,-0.9908932447433472,69328.0,Sakshi,581.0,204.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
o2V2e4ABzWA,2022-06-29,0.7660527229309082,2641.0,Sakshi,419.0,5.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sSjdht3MwKU,2022-06-29,0.6537987589836121,71575.0,Sakshi,71.0,82.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
2LB68ySabHU,2022-06-29,0.8805532455444336,25225.0,Sakshi,264.0,74.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ghUe5ilDuCM,2022-06-29,0.997688889503479,217914.0,Sakshi,326.0,307.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
7nofk8AIFB0,2022-06-29,-0.9981928467750548,6435.0,Sakshi,356.0,9.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
S7jew4SaNL8,2022-06-29,0.9877127408981324,15347.0,Sakshi,396.0,26.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
mXSUoGXoB6M,2022-06-29,-0.9570642709732056,32881.0,Sakshi,117.0,97.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jjvfimZ1PV4,2022-06-30,-0.987716019153595,134144.0,Sakshi,418.0,94.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZmnISd0YpqY,2022-06-30,0.9983720183372498,86693.0,Sakshi,459.0,218.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sy8WhnTpjco,2022-06-30,-0.9831504225730896,164427.0,Sakshi,261.0,301.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
Ggb29DYr9GY,2022-07-02,0.9983208775520324,18516.0,Sakshi,374.0,52.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rwTRK8IThuA,2022-07-02,-0.9987717270851136,39360.0,Sakshi,411.0,109.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
p_P2h-SQEi0,2022-07-02,-0.9956746697425842,79695.0,Sakshi,444.0,216.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
PGbCQKufju4,2022-07-02,0.998387098312378,38462.0,Sakshi,549.0,141.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
eM62-0FaT1c,2022-07-02,-0.9981110095977784,18344.0,Sakshi,274.0,27.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18fvLc6TMV0,2022-07-09,0.9883124232292176,51294.0,Sakshi,495.0,62.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UBdTz7mFat8,2022-07-09,0.981603980064392,571593.0,Sakshi,537.0,626.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8Tef1VjREG8,2022-07-09,0.9987358450889589,39466.0,Sakshi,131.0,72.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZuRrV3lASnk,2022-07-09,-0.9979214072227478,2922.0,Sakshi,580.0,14.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
irwyRvnBPpQ,2022-07-18,0.9972779154777528,49096.0,Sakshi,326.0,105.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tnjrok5s9y8,2022-07-18,0.9845958352088928,237433.0,Sakshi,266.0,910.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
FAtvdLFCmbE,2022-07-18,-0.9994680285453796,242814.0,Sakshi,215.0,421.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
it2fVFjhgaE,2022-07-25,-0.9986838698387146,19073.0,Sakshi,156.0,33.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1
Rx42h1yymO0,2022-07-27,-0.9989996552467346,61090.0,Sakshi,326.0,118.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
nlPSWqEadoQ,2022-07-28,-0.9892157316207886,60073.0,Sakshi,162.0,140.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
rI6g4aT-CBg,2022-08-11,-0.999429166316986,425042.0,Sakshi,324.0,0.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
AIBhNnIU7zk,2022-08-11,0.991706609725952,43389.0,Sakshi,155.0,166.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1
tLfk-16WdDg,2022-08-13,-0.9926704168319702,95268.0,Sakshi,203.0,301.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rjf_yb43GHw,2022-08-13,-0.99914813041687,28581.0,Sakshi,268.0,95.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZaeKg-6Jb6A,2022-08-13,-0.9988574981689452,14236.0,Sakshi,131.0,27.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
w5KtohM2H9k,2022-08-13,0.9984196424484252,66455.0,Sakshi,512.0,114.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_-5edWgNmPE,2022-08-13,-0.9982280135154724,70549.0,Sakshi,286.0,233.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SI7Ou8vcxrU,2022-08-13,-0.9936131834983826,52323.0,Sakshi,209.0,155.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
V_je8QZy580,2022-08-13,-0.9991158843040466,292032.0,Sakshi,187.0,570.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
tgr5jxr6Syg,2022-08-18,-0.9806475043296814,171956.0,Sakshi,554.0,629.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7-Xoa5yOwYM,2022-08-18,-0.9981752634048462,85940.0,Sakshi,301.0,167.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0
TS0vb5A7t88,2022-08-18,-0.9965998530387878,10538.0,Sakshi,501.0,23.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Npv3XST_hic,2022-08-18,-0.9984546899795532,51302.0,Sakshi,296.0,136.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1
RxxS43NQQsw,2022-08-18,0.9891709685325624,97014.0,Sakshi,230.0,256.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
WELWHwXG43k,2022-08-18,-0.9982080459594728,25203.0,Sakshi,107.0,52.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
08FJ7HiMAPY,2022-08-22,0.9934822916984558,150005.0,Sakshi,243.0,274.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
OPagCxRsdJE,2022-08-22,0.994375705718994,84995.0,Sakshi,352.0,401.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
9XsdA2xxrZc,2022-08-25,0.997809112071991,4530.0,Sakshi,226.0,2.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
qEb4FZvEvRk,2022-08-25,0.992146909236908,13130.0,Sakshi,362.0,12.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z3fkesakCL8,2022-08-26,-0.99729722738266,30772.0,Sakshi,247.0,69.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ecQhoeIv9wc,2022-08-27,-0.998769462108612,46973.0,Sakshi,276.0,46.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8JRC1uxPf2A,2022-08-27,0.996397078037262,288593.0,Sakshi,259.0,244.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
fO5UoN54Z4M,2022-08-27,0.9862344264984132,452986.0,Sakshi,178.0,409.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KzokVpQgDB8,2022-08-27,0.9981195330619812,206199.0,Sakshi,562.0,233.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
X3yyPWmXylw,2022-08-29,0.5892056226730347,8128.0,Sakshi,329.0,10.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
GGZirp_mJMc,2022-08-29,0.9835714101791382,1236285.0,Sakshi,318.0,868.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
Jl50bCtL0mw,2022-08-29,-0.999441921710968,23986.0,Sakshi,181.0,36.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
fhepAYkY38A,2022-08-29,-0.9930033087730408,26759.0,Sakshi,386.0,17.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
T9Dy_JRldo8,2022-08-29,0.9905241131782532,10577.0,Sakshi,206.0,13.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
GSuMKVn-Id0,2022-09-08,-0.9952980875968932,193751.0,Sakshi,382.0,774.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
eI3K-ttZDYc,2022-09-09,-0.9991859793663024,2970.0,Sakshi,195.0,14.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IktX-vbLIsU,2022-09-09,-0.9976959824562072,5218.0,Sakshi,210.0,31.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
mEzG5C6zr0s,2022-09-09,0.9906342029571532,49586.0,Sakshi,480.0,279.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5CB_Js_hdLI,2022-09-09,0.9964577555656432,34592.0,Sakshi,163.0,116.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1
yPvrSnTpm18,2022-09-09,-0.999428689479828,98450.0,Sakshi,146.0,362.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0
C-7LDmm-_Is,2022-09-09,-0.9981970191001892,18626.0,Sakshi,129.0,34.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
FvPBCHpQgKU,2022-09-09,-0.9965198040008544,13830.0,Sakshi,377.0,54.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0
Q9wmK3jbYmI,2022-09-09,0.9821637868881226,22507.0,Sakshi,472.0,71.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
YV5nVTZUq7A,2022-09-09,-0.9984498023986816,3617.0,Sakshi,212.0,7.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
M4VUDo80PsE,2022-09-10,-0.7235462665557861,52923.0,Sakshi,55.0,64.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P5FmXmTrLYo,2022-09-10,-0.9962561130523682,39967.0,Sakshi,57.0,82.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oYSI_vAuDI0,2022-09-15,-0.9967768788337708,6893.0,Sakshi,184.0,7.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31iWICcgHI4,2022-09-15,-0.9967949986457824,75894.0,Sakshi,285.0,122.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
zH8JOIeVmew,2022-09-15,0.9926937818527222,10763.0,Sakshi,394.0,28.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fPIceOE-FbQ,2022-09-15,-0.9863231182098388,45282.0,TV5,276.0,148.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
MKKY_T96io8,2022-09-15,-0.9983861446380616,12949.0,Sakshi,220.0,11.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
_KIYH2SxsbA,2022-09-15,-0.9993560910224916,88061.0,Sakshi,262.0,107.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Q3hpoRw7HnM,2022-10-04,0.9924193024635316,112916.0,Sakshi,410.0,51.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EXAFJATes3w,2022-10-11,-0.9563539624214172,329067.0,Sakshi,486.0,600.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
agzs-IVAXkw,2022-10-11,-0.99835205078125,5760.0,Sakshi,76.0,19.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
kge_R-oTCDY,2022-10-11,0.9966237545013428,24015.0,Sakshi,357.0,86.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5kWUlr0K69w,2022-10-11,0.9969626069068908,24587.0,Sakshi,82.0,74.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1
Py4xAQhfN9Q,2022-10-11,-0.998464584350586,2803.0,Sakshi,290.0,9.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1
i08tW1G3PoY,2022-10-11,0.9951252341270448,91133.0,Sakshi,117.0,73.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-adufcMpqac,2022-10-12,-0.9963098168373108,38770.0,Sakshi,400.0,82.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
VQDX3gDN41o,2022-10-12,-0.9948556423187256,97369.0,Sakshi,293.0,362.0,gudivada.png,Kodali Nani,YSRCP,Gudivada,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
