ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,high court,gorantla ,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy
xqUu0Tw849s,2022-08-25,0.9983468055725098,7224.0,Sakshi,240.0,3.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p5hxIZgZzKA,2022-08-25,0.9970030188560486,85931.0,Sakshi,112.0,78.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
vlLECWLj4WY,2022-08-25,-0.987342357635498,3476.0,Sakshi,269.0,6.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JYoCGUBTM1k,2022-08-26,0.9981803894042968,4794.0,Sakshi,189.0,10.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-8eO86D9Ji4,2022-08-26,0.9986960291862488,66287.0,Sakshi,204.0,176.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GqlXp6Z_sno,2022-08-26,-0.9955915808677672,2803.0,TV5,288.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
a4W_gQhUz2E,2022-08-27,-0.991664171218872,11166.0,TV5,322.0,51.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rkgOCy7lVss,2022-08-29,0.9984800219535828,685.0,TV5,221.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
XmufSWbOfeY,2022-08-29,-0.9989738464355468,7644.0,TV5,252.0,26.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onqbpe0r8VI,2022-08-30,0.9959207773208618,118469.0,TV5,150.0,55.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2wsheFpvexw,2022-09-01,0.9984695315361024,16265.0,TV5,488.0,36.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hXsniZNwDEk,2022-09-01,-0.9886856079101562,3618.0,TV5,258.0,1.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hko4Cv9csv4,2022-09-02,0.9914849400520324,15175.0,TV5,80.0,20.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mOvWve5M4As,2022-09-02,0.9869092106819152,2856.0,Sakshi,302.0,20.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4kFwDirlxgg,2022-09-04,0.9970529079437256,2685.0,TV5,544.0,4.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mwo5YJj3ZqI,2022-09-04,-0.987721025943756,2283.0,TV5,308.0,6.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m3DyF214UEw,2022-09-05,0.9925744533538818,53889.0,Sakshi,529.0,42.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
w3UB2cigt5k,2022-09-05,0.997483730316162,39068.0,Sakshi,341.0,43.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
aqGm0OOeK6U,2022-09-06,-0.9984520673751832,902.0,TV5,309.0,2.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9tC9o2qa71k,2022-09-09,0.9986572265625,1078.0,TV5,273.0,3.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ksMLB2PwwSk,2022-09-10,0.9899139404296876,1544.0,TV5,341.0,4.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0ROSRi7Iy8,2022-09-10,0.982382595539093,1813.0,Sakshi,394.0,10.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
n8rt_pVxg9k,2022-09-12,-0.9977754950523376,7636.0,Sakshi,240.0,21.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
qZAO_c_XtEc,2022-09-13,0.9884890913963318,1869.0,Sakshi,498.0,10.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
daWBQEIineo,2022-09-13,-0.9902077317237854,5639.0,Sakshi,509.0,31.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gnlb-L7cMoo,2022-09-13,-0.9987359642982484,759.0,TV5,186.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3-QjAnr8gOk,2022-09-13,0.9823284149169922,4908.0,Sakshi,272.0,31.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
mCwuKMAxFq8,2022-09-13,-0.9984880685806274,1155.0,TV5,299.0,1.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
whmXw2aFB7k,2022-09-16,-0.9974453449249268,8434.0,TV5,323.0,8.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pn4amA1fD7Y,2022-09-17,-0.9725980758666992,7122.0,TV5,273.0,29.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BmOJsNObkac,2022-09-18,0.970881462097168,345458.0,TV5,290.0,625.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nk_Wzr-higY,2022-09-22,-0.9913853406906128,293701.0,Sakshi,322.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hAd9SljMq7c,2022-09-23,0.9940191507339478,26770.0,Sakshi,248.0,83.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
NWZPPb7d6JA,2022-09-23,-0.9972550272941588,755.0,TV5,243.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ymRwvb8jUW8,2022-09-26,0.9861916303634644,2474.0,TV5,271.0,4.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNRfgJhUQkg,2022-09-26,-0.999431312084198,1770.0,TV5,157.0,6.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cZIwLwZSUNc,2022-09-27,0.9977153539657592,1666.0,TV5,206.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7W_4ge80ReI,2022-09-27,-0.9979559183120728,584.0,TV5,198.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iUkxiuFrk4w,2022-09-27,-0.9994720816612244,650.0,TV5,171.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
O_NiBkx175U,2022-09-28,-0.9979678988456726,581.0,TV5,146.0,3.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
5N6Z5pjhERI,2022-09-28,-0.9956670999526978,11867.0,Sakshi,238.0,20.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7tU2oO3XBo8,2022-09-30,0.998830020427704,1668.0,TV5,240.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZkX0DRaq-AM,2022-09-30,-0.9147358536720276,1805.0,TV5,292.0,1.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dc02bpwzmGY,2022-10-01,0.9986428618431092,15331.0,Sakshi,164.0,19.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UczXnHRV1Bw,2022-10-01,0.9979664087295532,3297.0,Sakshi,417.0,1.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LvfYtQ1CHWk,2022-10-02,0.9985024929046632,992.0,TV5,27.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seXefOwNANA,2022-10-03,-0.9980291724205016,676.0,TV5,155.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voFIM01fYsk,2022-10-03,0.998547613620758,299.0,TV5,117.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0psfsrv03s,2022-10-04,0.9879587888717652,1829.0,TV5,436.0,2.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gejWsktV83c,2022-10-04,0.9988092184066772,888.0,TV5,306.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ezSqBsDh23o,2022-10-04,-0.9973111152648926,2884.0,TV5,224.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZSY3cUn42L0,2022-10-05,-0.9748944640159608,461.0,TV5,266.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5CuJhyTdps,2022-10-08,-0.9958781003952026,1888.0,Sakshi,155.0,3.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
zwYOiTpDO7Q,2022-10-08,0.9911991953849792,1793.0,TV5,487.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
epVf9N1YwY8,2022-10-10,-0.99826318025589,2433.0,TV5,329.0,1.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fhyt-ftnR8M,2022-10-10,0.9925280809402466,794.0,TV5,258.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XcItC8B4aeE,2022-10-10,-0.9930436611175536,1167.0,Sakshi,238.0,3.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xq4ZBnfRsH4,2022-10-11,-0.9932876229286194,34766.0,ABN,529.0,76.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hAj8FJhpk1M,2022-10-11,-0.9788402318954468,165.0,TV5,64.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQ9fSsBbdik,2022-10-11,-0.9983383417129515,1807.0,TV5,58.0,2.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
L9s-NhOa6zk,2022-10-11,-0.998219072818756,631.0,TV5,295.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLyRdH2C-S0,2022-10-12,-0.9989060163497924,624.0,ABN,78.0,4.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69gQsLnjpSs,2022-10-12,-0.9965018033981324,3823.0,ABN,316.0,22.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6v9yuJZkUkg,2022-10-12,-0.9881886839866638,631.0,TV5,170.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
izS0ZVMbeyY,2022-10-12,-0.9992424249649048,11349.0,ABN,287.0,15.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lsOWApDQjv4,2022-10-12,-0.9970507621765136,20002.0,TV5,230.0,13.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mBxLKzjhxHY,2022-10-13,-0.9994621872901917,2495.0,ABN,312.0,5.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
M3Pm07N2AQw,2022-10-14,0.99770325422287,2478.0,Sakshi,237.0,52.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
UGh4g63xa7U,2022-10-14,0.998016357421875,486.0,TV5,90.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
te-0nO0JHJg,2022-10-14,-0.992493212223053,1909.0,Sakshi,491.0,6.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUROtBoi9aY,2022-10-15,0.9968871474266052,88097.0,Sakshi,571.0,326.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
vZSY2eldURc,2022-10-15,-0.9969450831413268,6031.0,TV5,145.0,32.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
qjIQtv2ld_I,2022-10-15,-0.994905948638916,2502.0,ABN,162.0,1.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6TqmKePq1E,2022-10-15,-0.999046266078949,2053.0,ABN,596.0,6.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eBb7F2zxL_I,2022-10-16,-0.9977450966835022,347.0,TV5,425.0,1.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3mmMLk03McI,2022-10-16,-0.9980194568634032,1116.0,TV5,305.0,2.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrOT5yQSZQM,2022-10-16,-0.9982193112373352,3264.0,TV5,428.0,1.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A52rc3odtfQ,2022-10-17,0.99433833360672,2831.0,ABN,60.0,8.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e-xQq9FtbS0,2022-10-17,-0.9984277486801147,669.0,ABN,134.0,6.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
k-dH5tqNmuA,2022-10-17,0.997732400894165,19178.0,ABN,335.0,33.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQurJ4u3E4A,2022-10-18,-0.999350607395172,4866.0,ABN,265.0,8.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cokzTW4er6g,2022-10-18,-0.998007833957672,1746.0,Sakshi,138.0,36.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
EO_RYmSiXJM,2022-10-18,-0.99735826253891,3937.0,Sakshi,245.0,37.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Go2kezoCslU,2022-10-18,0.9933949112892152,16875.0,Sakshi,391.0,186.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZeacLQORINs,2022-10-18,0.998345136642456,11532.0,Sakshi,475.0,56.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rqHPLVyETh0,2022-10-18,0.9971187114715576,19094.0,ABN,430.0,52.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
huCTBpcIEyI,2022-10-18,0.9963562488555908,8602.0,ABN,380.0,8.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_efh-y2QSM0,2022-10-18,-0.9988124370574952,1235.0,Sakshi,324.0,10.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
klxnmaKy6uM,2022-10-18,-0.9923099279403688,3416.0,Sakshi,244.0,27.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HC03QgoEXHc,2022-10-18,0.9943572878837584,312969.0,Sakshi,458.0,0.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4HH0oWcwVyw,2022-10-18,0.9529616832733154,123014.0,ABN,545.0,261.0,nidadavole.png,G Srinivas Naidu,YSRCP,Nidadavole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
