ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,gorantla ,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy, Botsa , vidadala ,Kakani,vijayasai reddy,jogi ramesh ,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,Pension,vangaveeti radha,suprem court,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,janasena alliance with tdp,cpi narayana,gudivada ,Kodali Nani ,varahi ,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
YFIj7JKlzKQ,2022-12-26,-0.9873567819595336,2198.0,TV9,258.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
HW2_lPKzHsU,2022-12-26,0.9811970591545104,4347.0,TV9,347.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jRWAu8NaLXc,2022-12-26,-0.9970325231552124,2413.0,TV9,268.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GhbbnWSa7ko,2022-12-26,-0.9977699518203736,6590.0,ABN,520.0,3.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tWlQaoHghnQ,2022-12-26,-0.9906076192855836,2136.0,TV9,101.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MAeqjZMrjOk,2022-12-26,-0.9986180067062378,1197.0,TV9,444.0,4.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1SuhNU02aTM,2022-12-26,-0.9980600476264954,1597.0,ABN,320.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ED-e3Yvffpo,2022-12-26,0.997349977493286,1115.0,ABN,60.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sNoAoNmaIHs,2022-12-26,-0.985398769378662,1654.0,Sakshi,485.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jMx5-VcxfIw,2022-12-26,-0.9955449104309082,28036.0,TV9,357.0,12.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FaUhs2QAWkM,2022-12-26,-0.9982762336730956,1885.0,ABN,555.0,5.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ka1JIjoYz6M,2022-12-26,0.9986170530319214,47913.0,ABN,490.0,79.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZGrwH4Y6zow,2022-12-26,-0.9909331798553468,1649.0,TV9,446.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WZL4hnJbDF8,2022-12-26,-0.9907714128494264,4243.0,TV9,233.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S5WOmwuTIOU,2022-12-26,-0.9973294734954834,2056.0,TV9,272.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5qRZnrItyp4,2022-12-26,0.9983338713645936,1691.0,TV9,300.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ppMUA7K1RDQ,2022-12-26,0.990258812904358,5441.0,TV9,489.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fDW6yUpc4g,2022-12-26,-0.9849005937576294,4751.0,TV9,182.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
-Rkipl13dIo,2022-12-26,0.9985332489013672,2421.0,TV9,378.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
xbjsiHq9Yro,2022-12-26,0.9962223768234252,8625.0,Sakshi,190.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lAvPzPaDyiA,2022-12-26,0.9645329713821412,1453.0,TV9,168.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RJD9WoeuJB4,2022-12-27,-0.9991267323493958,812.0,TV9,290.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0vH1D3-Y4q0,2022-12-27,0.9982205033302308,1254.0,Sakshi,436.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
itG56zUhYmA,2022-12-27,-0.999204695224762,569.0,TV9,304.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gq8eESDI0BI,2022-12-27,-0.9979311227798462,12111.0,TV9,240.0,17.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
irb1g9F426w,2022-12-28,0.9943490624427797,46334.0,Sakshi,505.0,26.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCX2O33T0ZQ,2022-12-29,0.998798370361328,1448.0,TV9,269.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
_WAXeCmtUh8,2022-12-29,0.99063640832901,2296.0,TV9,292.0,11.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHoyCYrDIco,2022-12-29,0.998855471611023,5470.0,TV9,232.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
xFrwvwcW-9o,2022-12-29,-0.9944624304771424,1582.0,TV9,181.0,9.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LyX6Vtfv7iI,2022-12-29,0.9944316744804382,19381.0,TV5,280.0,19.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vgV250bVkl4,2022-12-29,0.9980781078338624,4447.0,Sakshi,211.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-FotgsKG2CQ,2022-12-29,-0.9972844123840332,35575.0,TV5,228.0,16.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
GbijYy938MQ,2022-12-29,0.9949713945388794,851.0,ABN,270.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38iCDrvQiog,2022-12-29,-0.9993274211883544,4686.0,ABN,195.0,10.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7aGm1Nb4MVo,2022-12-29,-0.9969691634178162,5749.0,ABN,265.0,11.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QQ2OzdHsGkE,2022-12-29,-0.9979864358901978,1519.0,ABN,250.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0
Qmux3QZkM-k,2022-12-30,0.993450403213501,2129.0,Sakshi,358.0,16.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JWkor82I4gw,2022-12-30,-0.996891438961029,1202.0,Sakshi,418.0,3.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KKOnLp988gw,2022-12-30,0.9978166818618774,326.0,TV9,346.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AKpH6_exltA,2022-12-30,0.9963831901550292,2742.0,ABN,245.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZFiHdfi8VFY,2022-12-30,0.99766206741333,3563.0,Sakshi,182.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BMf5Rf2dkbE,2022-12-30,-0.998630166053772,1148.0,Sakshi,278.0,4.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ioyrqpnqE4A,2022-12-30,0.9912890195846558,896.0,Sakshi,496.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vc6SRn_H7Cw,2022-12-30,0.9949541687965392,315.0,TV9,269.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MyeQGD0TlHM,2022-12-31,-0.9986308217048644,2699.0,TV5,172.0,3.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H4GndkwUM_U,2022-12-31,-0.99797385931015,1162.0,Sakshi,66.0,6.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VX3NS1qud00,2022-12-31,0.9957915544509888,4952.0,ABN,209.0,7.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2X_DmTL4eEI,2023-01-01,0.9972957968711852,4934.0,Sakshi,377.0,2.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XTc84mqQlaM,2023-01-02,0.9970911741256714,6172.0,TV9,241.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESC1CnvLJfk,2023-01-02,0.9891980290412904,9857.0,ABN,475.0,21.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mjmjH9b0zxc,2023-01-02,0.9955688118934632,16389.0,TV5,169.0,6.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3Snxh-fC758,2023-01-02,-0.9988179802894592,746.0,ABN,102.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cVITQf1uVDY,2023-01-02,-0.9992189407348632,71072.0,TV5,357.0,79.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZgSnJ-9w6pU,2023-01-03,-0.9704830646514891,11911.0,TV9,242.0,27.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91dmw9IJgFI,2023-01-03,-0.9994162321090698,1026.0,TV9,289.0,3.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-Zx-I5z0M0,2023-01-03,0.9978716373443604,323.0,TV9,71.0,0.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uc0emtfa9cI,2023-01-03,-0.996867835521698,1071.0,TV9,289.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ao1T6-P0cLg,2023-01-03,-0.992580771446228,23800.0,TV9,306.0,147.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dOIZce8z93w,2023-01-03,-0.9993902444839478,442.0,ABN,435.0,1.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7KfP5a4_gGs,2023-01-03,0.9986685514450072,4756.0,TV9,291.0,7.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Picf7QjMAAg,2023-01-03,-0.9973899722099304,6502.0,Sakshi,243.0,9.0,vizianagaram.png,Kolagatla Veerabhadra Swamy,YSRCP,Vizianagaram,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
