ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Vidadala Rajini,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,MLC Elections 2023,high court,gorantla ,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy
o-4Xmjv-9Dg,2021-02-19,0.9968698620796204,9752.0,Sakshi,561.0,9.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSosEix_bWU,2021-02-19,-0.9980396628379822,920.0,Sakshi,295.0,1.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
nAqsfJW-9sM,2021-02-20,0.9956177473068236,1811.0,Sakshi,216.0,2.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-q0Pci8GHTU,2021-02-20,-0.9895051121711732,1009.0,Sakshi,112.0,5.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
maLkrLQGLzY,2021-02-20,0.9985163807868958,457.0,Sakshi,171.0,0.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Su9byY0o4BU,2021-02-20,0.8991981744766235,2399.0,Sakshi,145.0,1.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
c39UFm7E9_k,2021-02-20,-0.9973739385604858,34405.0,Sakshi,227.0,9.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bZXpyl59I6c,2021-02-21,0.9978693723678588,2095.0,Sakshi,58.0,0.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EqOLTU11_6w,2021-07-19,0.9985547661781312,1552.0,Sakshi,212.0,1.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0xDX5RG99I,2021-07-26,0.9976254105567932,7482.0,Sakshi,499.0,21.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDPDKlp8hY0,2021-08-08,0.9958386421203612,3942.0,Sakshi,313.0,5.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
clHtaknM-Ew,2021-09-04,0.99722820520401,3212.0,Sakshi,160.0,21.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-jOdnciP_pk,2021-10-26,-0.9947772026062012,1589.0,Sakshi,547.0,0.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4AYY2VCJ7fE,2021-10-26,-0.9972700476646424,4540.0,Sakshi,196.0,13.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
4XiVG4uvavE,2021-10-27,-0.9975263476371764,99430.0,Sakshi,390.0,156.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmdGxH5TbBs,2021-11-02,0.9975157976150512,9363.0,Sakshi,83.0,11.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I88zdy-FEo0,2021-11-13,-0.9980689883232116,4769.0,Sakshi,248.0,28.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3vlpjeErsGU,2021-11-13,0.9973819851875304,5734.0,Sakshi,368.0,18.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nn0nBszzzBo,2021-11-17,0.9846044182777404,85136.0,Sakshi,169.0,139.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TFGdOae-7pU,2021-11-18,-0.9967098236083984,30434.0,Sakshi,256.0,46.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZMpAR5KOYdg,2021-11-18,0.9952934384346008,3563.0,Sakshi,150.0,8.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S7TsVyZ95u8,2021-11-18,0.9985180497169496,41789.0,Sakshi,488.0,103.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CQO-n4KpBMo,2021-11-20,-0.990426242351532,367808.0,Sakshi,368.0,0.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xpagMEQ2QrI,2021-11-24,0.9975171089172364,2952.0,Sakshi,351.0,23.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-d_TTW_4tQ4,2021-11-25,0.9962762594223022,815.0,Sakshi,354.0,1.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bLwGiKyzt6s,2021-11-25,0.9871093034744264,74067.0,Sakshi,444.0,198.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EoWfsXBxROQ,2021-11-26,0.9981520771980286,45791.0,Sakshi,585.0,52.0,amalapuram_l.png,Chinta Anuradha,YSRCP,Amalapuram_sc,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
