ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,ap employees,ap assembly session today,Atchannaidu,alliance,polavaram,visakha
QfjuhCunuw0,2023-02-17,-0.997934341430664,2597.0,TV9,279.0,3.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMpObMfh5Jo,2023-02-18,0.9771186709403992,6892.0,Sakshi,507.0,15.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
T4Ajw2q6Lbk,2023-02-18,-0.9983680844306946,1387.0,TV9,247.0,4.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QE4xJoGlD4U,2023-02-18,-0.990415096282959,890.0,TV9,62.0,2.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
TeNWKl1Iaws,2023-02-23,-0.9986525177955629,545.0,TV9,318.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
hdRpgGkdwGU,2023-02-23,-0.9959120750427246,4357.0,TV9,308.0,9.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ppimdLcrGi4,2023-02-23,-0.998806357383728,830.0,TV9,319.0,5.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
F2jSkKaS8E4,2023-02-23,-0.9926748871803284,1509.0,TV9,315.0,6.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s1kc94kHsOA,2023-02-23,-0.9905953407287598,1061.0,TV9,283.0,1.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
mcSRqbfIjwk,2023-02-23,-0.9935158491134644,2828.0,TV9,302.0,14.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TXkNnu4mWF0,2023-02-28,-0.9846718907356262,599.0,TV9,306.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59SeP6RZDsM,2023-03-01,0.9983288645744324,286.0,TV9,251.0,2.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X211khac2Tk,2023-03-01,0.9924821257591248,355.0,TV9,265.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E5afB_t83nk,2023-03-01,0.9964235424995422,11125.0,Sakshi,68.0,5.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pqfOmft53m8,2023-03-02,-0.9980103373527528,2310.0,TV9,333.0,9.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vdsphru4yN0,2023-03-03,-0.9791435599327089,12618.0,TV9,176.0,24.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adfjhtzm1R4,2023-03-09,0.9959852695465088,9741.0,Sakshi,211.0,18.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
9_dG0x12Aos,2023-03-11,-0.9915871620178224,608.0,TV9,269.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ozK7ckMPXP4,2023-03-11,0.9974853992462158,1887.0,Sakshi,276.0,2.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
shdkrP1ltUk,2023-03-11,0.9971275925636292,965.0,TV9,276.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xqZUbhNmSgA,2023-03-11,-0.997747242450714,521.0,ABN,165.0,2.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
yFvlDvvN_bM,2023-03-12,0.9988227486610411,1025.0,TV9,42.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Zml63JxYw,2023-03-13,-0.9952127933502196,1294.0,TV9,265.0,7.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lQdbM022_Co,2023-03-14,0.9950650334358216,2032.0,TV9,263.0,3.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
rm1JOTOg68I,2023-03-14,0.9982115030288696,1957.0,TV9,244.0,2.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6BbLhozkps0,2023-03-14,0.9975409507751464,870.0,ABN,275.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gEhEvSRbeBg,2023-03-14,0.994743585586548,1383.0,TV9,228.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-rBBf9S6Qok,2023-03-14,0.9541638493537904,89924.0,TV9,48.0,21.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HOqKW5Z-1r0,2023-03-14,0.9965993762016296,2081.0,TV5,260.0,3.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
bdFpRmvsfWc,2023-03-14,0.9981160163879396,4965.0,ABN,340.0,2.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ry6wXJSjyFM,2023-03-14,-0.9945401549339294,1611.0,ABN,200.0,3.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
f1_Fow7niaI,2023-03-14,0.992989420890808,4700.0,Sakshi,152.0,9.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Btrj56--gvI,2023-03-14,-0.9968940019607544,1686.0,TV9,226.0,1.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1
2FzMvjvudi4,2023-03-15,0.9986812472343444,1698.0,TV9,302.0,4.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
jTr5VISWbu0,2023-03-15,-0.9964781403541564,210998.0,Sakshi,348.0,460.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1
rspn171iD88,2023-03-15,0.997215747833252,807.0,TV9,109.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
LT41YCcwSnM,2023-03-15,0.9878650307655334,3751.0,TV9,93.0,15.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
WUUOr0kO-cM,2023-03-15,0.9982640147209167,2057.0,TV9,219.0,6.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
I_Adjt__dtM,2023-03-16,-0.9982262253761292,1665.0,ABN,118.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
XINjXwtgWms,2023-03-16,0.9955962300300598,977.0,TV9,344.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
i9PtvSzTPv4,2023-03-16,0.998459815979004,1981.0,TV9,158.0,3.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
QxSSOGqF1yM,2023-03-16,-0.9992712140083312,49428.0,Sakshi,84.0,91.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
t9g03F7HWmI,2023-03-16,0.9961264729499816,1460.0,TV9,310.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JX2YIuniRmQ,2023-03-16,0.994210720062256,548.0,TV9,106.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mn1N9suqbDU,2023-03-17,-0.9768287539482116,563.0,TV9,286.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8UkkYL-3HYM,2023-03-17,-0.9973514080047609,1215.0,TV9,165.0,5.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ABQl5CDiJfw,2023-03-19,-0.999473750591278,1553.0,TV9,265.0,1.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
eb7AhSnJyeU,2023-03-20,-0.9984631538391112,1728.0,TV9,216.0,5.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kvGvJWh8GkU,2023-03-20,-0.9991616010665894,9693.0,TV9,244.0,9.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bae2t2tb4W0,2023-03-20,-0.9825311303138732,660.0,TV9,139.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vtoCc48ZeUg,2023-03-20,-0.9974939823150636,5433.0,TV9,297.0,6.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1
4aD4X0BRjdg,2023-03-20,-0.9974459409713744,2639.0,TV9,328.0,13.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
t73MUHp6lds,2023-03-20,-0.9992120265960692,1893.0,TV9,248.0,11.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
Avxq183MjZE,2023-03-20,-0.9974542260169984,856.0,TV9,223.0,4.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CX4hA8Pkifk,2023-03-20,-0.9646697640419006,9503.0,TV9,298.0,32.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SeOHfaGiM_U,2023-03-20,-0.9956979751586914,1838.0,TV9,288.0,15.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
og0pOyMCTwE,2023-03-20,-0.9970520734786988,16779.0,ABN,135.0,22.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
492s_d97WmM,2023-03-20,-0.9959216117858888,55663.0,TV9,148.0,55.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
80UqsRQf7z8,2023-03-20,0.9922662377357484,68129.0,TV9,71.0,8.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
eRnOMmVYGEg,2023-03-20,-0.9982802867889404,4053.0,TV5,307.0,6.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
zBGdIGmXqVs,2023-03-21,-0.9979301691055298,2707.0,TV9,231.0,6.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
oLNkJBZKMsY,2023-03-22,-0.9925423860549928,3001.0,TV9,279.0,21.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1
BPiVtudl3WE,2023-03-23,-0.9937602877616882,2733.0,TV9,318.0,3.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
g-THqneEta0,2023-03-24,0.99874347448349,3799.0,TV9,318.0,9.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
y0kSY48V51U,2023-03-24,-0.9835383296012878,2237.0,TV9,206.0,7.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GX0TDUJHnNM,2023-03-24,0.9963661432266236,2182.0,TV9,251.0,7.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
19OAUMQLBBk,2023-03-25,-0.992460548877716,657.0,TV9,67.0,1.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
F4dN3qebCAk,2023-03-30,0.9902141690254213,14192.0,ABN,140.0,7.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
qkZVTlqeyUQ,2023-03-30,-0.9561854004859924,21592.0,ABN,340.0,19.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
NGdOnu1kt_k,2023-04-02,0.9980772733688354,8293.0,Sakshi,147.0,23.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
rOeWMRH16pA,2023-04-03,0.9918253421783448,10442.0,Sakshi,110.0,10.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
FokPjnUNQCo,2023-04-10,-0.970304012298584,834.0,TV9,272.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T2tmTXNl0ko,2023-04-10,0.9942581653594972,1955.0,TV9,69.0,6.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
FHkRUy02jww,2023-04-12,-0.9932657480239868,2696.0,TV9,328.0,5.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-HUMX6YoYI,2023-04-14,-0.9985598921775818,641.0,TV9,303.0,0.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
aB1SVSbrymY,2023-04-16,-0.9969160556793212,2479.0,Sakshi,225.0,26.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
rlIxPwFwwbo,2023-04-18,0.9900848865509032,3713.0,Sakshi,88.0,10.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
DiLFK6fKong,2023-04-22,0.9980964064598083,23665.0,Sakshi,42897.0,7.0,narsapuram.png,Mudunuri Prasada Raju,YSRCP,Narsapuram,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
