ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,ap employees,ap assembly session today,alliance,polavaram,visakha,roja,nellore ,yuvashakti,tadepalli,suprem court,ap development,tadipatri
DJk_e-9rKls,2023-02-27,-0.9897846579551696,787.0,TV9,290.0,1.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
j2yDdL7VYHc,2023-02-27,-0.9952360987663268,1250.0,TV9,320.0,3.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nggfz7R1UJk,2023-02-27,-0.9974109530448914,2211.0,TV5,161.0,3.0,durgesh.png,Kandula Durgesh,JSP,,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EgIRT8zo3N0,2023-02-27,-0.99429190158844,804.0,TV9,312.0,2.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oXYVglsH3s4,2023-02-28,-0.9980738162994384,2545.0,ABN,235.0,1.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
zynlUdztzoY,2023-02-28,-0.9894468784332277,1783.0,ABN,265.0,0.0,durgesh.png,Kandula Durgesh,JSP,,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
YhJj2h2R7uY,2023-02-28,-0.987357258796692,2503.0,ABN,190.0,5.0,durgesh.png,Kandula Durgesh,JSP,,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4SdNwvUtCok,2023-03-04,0.9946364760398864,1050384.0,TV9,331.0,239.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYjf6PmQ4C8,2023-03-05,-0.9993557333946228,2970.0,TV5,147.0,9.0,durgesh.png,Kandula Durgesh,JSP,,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0
QMcax9SurY8,2023-03-13,0.9987921118736268,1846.0,TV9,159.0,2.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
q0STtM6oLL0,2023-03-13,0.9984512329101562,2791.0,TV9,214.0,1.0,durgesh.png,Kandula Durgesh,JSP,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
fSJ6-K2vAWE,2023-03-13,0.9985792636871338,3290.0,TV9,210.0,2.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xFReGeXX7wg,2023-03-13,0.9987927675247192,1584.0,TV9,215.0,2.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-eRpWfW8P8c,2023-03-13,0.997684359550476,952.0,TV9,293.0,0.0,durgesh.png,Kandula Durgesh,JSP,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
fxX-7X8as00,2023-03-13,0.998525321483612,21969.0,ABN,202.0,22.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
N8WBXyyc9lY,2023-03-13,0.9976500868797302,7960.0,TV9,242.0,4.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b6TRtGzIa8k,2023-03-16,-0.9989840388298036,747.0,TV9,315.0,8.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PJ-BRIv8ZV8,2023-03-16,0.9918538331985474,759.0,TV5,78.0,2.0,durgesh.png,Kandula Durgesh,JSP,,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
xgORn7-JPm4,2023-03-22,-0.9975681900978088,11470.0,TV5,168.0,10.0,durgesh.png,Kandula Durgesh,JSP,,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1
gGtPGK6qOOE,2023-03-23,-0.998382806777954,9338.0,TV5,195.0,32.0,durgesh.png,Kandula Durgesh,JSP,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UiSe2xm7vE8,2023-03-24,0.9911841750144958,9035.0,TV9,267.0,19.0,durgesh.png,Kandula Durgesh,JSP,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
iY0a5I9rQe0,2023-03-24,-0.9914724230766296,2518.0,TV9,106.0,2.0,durgesh.png,Kandula Durgesh,JSP,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4bd8LSVMiuA,2023-03-24,-0.9954978227615356,32825.0,TV9,226.0,168.0,durgesh.png,Kandula Durgesh,JSP,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
jUDagebyEaI,2023-03-24,-0.9994412064552308,13423.0,TV9,323.0,22.0,durgesh.png,Kandula Durgesh,JSP,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51aASGUV-ns,2023-03-24,0.9974274039268494,13922.0,TV9,178.0,49.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VwRPGgDv2hA,2023-03-26,-0.9962324500083924,7962.0,TV9,358.0,10.0,durgesh.png,Kandula Durgesh,JSP,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ruYQl8MTWDI,2023-03-26,-0.997639775276184,2616.0,TV9,301.0,1.0,durgesh.png,Kandula Durgesh,JSP,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-SjrWAqmEAM,2023-03-26,-0.998066246509552,2910.0,TV9,337.0,2.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tsro2oAQDhc,2023-03-27,0.9985925555229188,1213.0,TV9,178.0,0.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0
pUeQ38hGP3g,2023-03-27,0.9975191354751588,18611.0,TV5,128.0,37.0,durgesh.png,Kandula Durgesh,JSP,,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-osIrZiICwA,2023-04-04,-0.9988276362419128,1450.0,TV9,259.0,1.0,durgesh.png,Kandula Durgesh,JSP,,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYByDrF9f00,2023-04-08,-0.9985456466674804,480.0,TV9,272.0,1.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YxYuM6NGUWQ,2023-04-12,-0.9921715259552002,2573.0,TV9,167.0,5.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
oaOuIJ8huRc,2023-04-14,0.9981032609939576,335.0,TV5,265.0,1.0,durgesh.png,Kandula Durgesh,JSP,,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1
jorsNRmZUdw,2023-04-16,-0.9985942244529724,754.0,TV9,303.0,0.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5EaX4Z9A85c,2023-04-16,0.9925673007965088,457.0,TV9,140.0,0.0,durgesh.png,Kandula Durgesh,JSP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9o3AukS_c5c,2023-04-16,-0.9988453388214112,542.0,TV9,160.0,0.0,durgesh.png,Kandula Durgesh,JSP,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i7_RXBl1dpI,2023-04-21,0.997261643409729,28038.0,Sakshi,122.0,41.0,durgesh.png,Kandula Durgesh,JSP,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FPNBIDH42xs,2023-04-22,-0.9967032074928284,3740.0,ABN,219.0,6.0,durgesh.png,Kandula Durgesh,JSP,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
