ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,janasena party,ap employees,ap assembly session today,alliance,polavaram,visakha,byreddy siddharth reddy
HRjTIfRtM5k,2023-03-19,0.9975448250770568,1189.0,ABN,274.0,3.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
zZ0Uhp4v_U4,2023-03-19,0.9953151941299438,749.0,TV9,279.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lVHzer2IaGM,2023-03-20,-0.998001992702484,3308.0,TV9,100.0,5.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KAq68-Kw-7g,2023-03-22,0.9977492690086364,732.0,TV9,281.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P5zlRYdJu0o,2023-03-23,0.9948452711105348,873.0,ABN,201.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D7PXYDf5hr0,2023-03-23,-0.9990056157112122,265.0,ABN,180.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
MGWcmzBEUVE,2023-03-23,-0.9991430044174194,1186.0,ABN,278.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FSIcEkLxWZU,2023-03-23,-0.9960338473320008,594.0,ABN,293.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u0F0GmSVHAQ,2023-03-23,-0.9983781576156616,402.0,ABN,203.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dnLd_iWoM5o,2023-03-23,-0.9912376403808594,3790.0,TV9,326.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ur1UDyWy_XY,2023-03-24,-0.9903053045272828,8995.0,ABN,245.0,14.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
yDt2rBARJYw,2023-03-24,0.9896739721298218,695.0,TV9,268.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
oaveWSdkdH4,2023-03-25,-0.991783618927002,335.0,ABN,281.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quuOaqgN2lk,2023-03-26,-0.9982849955558776,228252.0,Sakshi,211.0,396.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NIunzkts6CM,2023-03-26,-0.9983997941017152,715.0,TV9,324.0,3.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6mDibn6XsR0,2023-03-26,-0.9990109205245972,2354.0,TV9,136.0,8.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BdXr1ffTtb8,2023-03-26,-0.9990044236183168,2162.0,TV9,309.0,6.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ckCgiuFwFRQ,2023-03-26,-0.985397458076477,8739.0,TV9,277.0,20.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5z-JQnqAdzQ,2023-03-27,0.9986566305160522,1113.0,TV9,98.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
WqDXei7Rvmc,2023-03-27,-0.99388325214386,882.0,TV9,347.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6XIqI3Qi2jI,2023-03-27,0.998652160167694,502.0,TV9,93.0,4.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nEeJ4xi81-w,2023-03-29,-0.9993995428085328,1336.0,TV9,269.0,7.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
YYrdROu1D4M,2023-03-29,-0.998795747756958,901.0,TV9,342.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1W2RM9jDZ8I,2023-03-29,-0.993602693080902,1130.0,TV9,291.0,3.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
aS_NAi4q0lU,2023-03-29,-0.9986565113067628,965.0,TV9,301.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kLd2Pamamag,2023-03-29,-0.988290309906006,827.0,TV9,272.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC8wckzXh0U,2023-03-29,-0.999479353427887,906.0,TV9,307.0,5.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0
O9u4z3cLHTs,2023-03-30,-0.9978781938552856,8644.0,Sakshi,245.0,9.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
ycYDE2pK7ao,2023-04-04,-0.998522937297821,762.0,ABN,247.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
o4iKMzFctjI,2023-04-07,0.9960058331489564,905.0,TV9,215.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oOOCl5QONOY,2023-04-08,-0.99847811460495,685.0,TV5,294.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h1ju1SGctfY,2023-04-11,-0.9878427982330322,1973.0,TV9,207.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
G4XW1zQVoI4,2023-04-12,0.9985200762748718,1455.0,TV5,62.0,2.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0
GCVHami_XY8,2023-04-13,0.9831520318984984,2445.0,TV9,171.0,3.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3OtgWNDDLIU,2023-04-13,-0.9980915188789368,1140.0,TV9,134.0,1.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XJZe6d4-mJQ,2023-04-13,-0.994968831539154,643.0,TV5,246.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tpCNtsZU-Ks,2023-04-13,0.9885011911392212,2698.0,TV9,139.0,5.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qdhi6N2k0hs,2023-04-14,0.997869610786438,1575.0,TV9,206.0,5.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sa2KAbxUu-U,2023-04-16,0.9961254000663756,1960.0,TV9,313.0,5.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5Ks8jqf8yg,2023-04-18,0.9982740879058838,20231.0,Sakshi,276.0,9.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
z2eOOcsgFkY,2023-04-19,0.998524010181427,15931.0,Sakshi,201.0,3.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
psU4doMf9Ik,2023-04-20,-0.999051868915558,10216.0,TV5,129.0,6.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
yEjPRIvWnJE,2023-04-21,-0.993851900100708,784.0,TV9,203.0,0.0,rangaram.png,Jakkampudi Raja,YSRCP,Rajanagram,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
