ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,panchayat elections,Kuppam,janasena party,tdp pattabhi,ap employees,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy, vidadala ,Kakani,vijayasai reddy,jogi ramesh ,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,ayyanna patrudu ,ys vijayamma,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,ap development,balineni srinivasa reddy,tadipatri,gudivada ,Kodali Nani ,varahi ,nellore mekapati,maa nammakam nuvve jagan,nandigama,High Court
SnLmByQDf90,2022-10-29,-0.999093770980835,11149.0,ABN,365.0,14.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0NLQiNGyrhY,2022-10-31,0.9987286925315856,2281.0,Sakshi,276.0,15.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
wn44Av7kqGI,2022-10-31,0.9881640672683716,33575.0,Sakshi,496.0,207.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m4GHXzEvOkQ,2022-10-31,-0.9872475862503052,722.0,Sakshi,153.0,5.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pyP_MrToGz4,2022-11-01,0.9977879524230956,4981.0,TV5,175.0,15.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s50Btu5Ihis,2022-11-01,-0.9941465854644777,824.0,TV5,305.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVXw74GY_M8,2022-11-01,-0.998449683189392,16387.0,Sakshi,235.0,107.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8aBQp5YtDYk,2022-11-03,-0.998818337917328,1866.0,ABN,193.0,4.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ce0FXiQ9y3E,2022-11-04,-0.9979249238967896,18772.0,ABN,465.0,10.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JmT1IbpNPus,2022-11-04,-0.9994743466377258,14371.0,TV5,190.0,10.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
jO-QPpHea4M,2022-11-05,-0.9941667318344116,2744.0,Sakshi,408.0,12.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UEoCl5XgO2o,2022-11-06,-0.9976304769515992,1894.0,ABN,315.0,2.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eGOemFjh0II,2022-11-06,0.994940996170044,2328.0,Sakshi,419.0,9.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rKOKpwYedqk,2022-11-07,-0.9954633116722108,6788.0,TV5,260.0,5.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
XQJk7nJKQuw,2022-11-08,-0.9592586159706116,2895.0,TV5,360.0,2.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3UMeIRNanMg,2022-11-09,-0.9974783062934875,2985.0,TV5,320.0,4.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rl7AX2Oz9Fs,2022-11-10,0.9985735416412354,3203.0,Sakshi,260.0,5.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8zQVav5poc8,2022-11-10,-0.9825527667999268,6061.0,TV5,110.0,5.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
_SsDZh4r_1g,2022-11-10,-0.9916331768035888,7301.0,TV5,195.0,11.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zmN7f7xNRgE,2022-11-11,-0.9784048199653624,2725.0,Sakshi,160.0,3.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
BxBRa79vsXE,2022-11-11,-0.9876143932342528,524.0,ABN,381.0,3.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I6IPsw-2M_4,2022-11-11,0.9956888556480408,493.0,Sakshi,452.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tJ-Qp5bPdb4,2022-11-12,-0.9934710264205932,3151.0,ABN,300.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
a912r2_zcHY,2022-11-12,-0.9967789053916932,1629.0,ABN,410.0,3.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WTk4C5TdOaQ,2022-11-12,-0.9805593490600586,3645.0,ABN,277.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
yD-DdG_DjSA,2022-11-13,-0.9880472421646118,18747.0,Sakshi,348.0,26.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xo7F8qR7Fjk,2022-11-16,0.996969997882843,2641.0,Sakshi,291.0,16.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wta9RoAi9ow,2022-11-18,-0.9987209439277648,2716.0,TV9,208.0,4.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QExWjZW9CVM,2022-11-18,-0.9968222379684448,408.0,TV9,111.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i5oJP1tJle0,2022-11-18,-0.9971285462379456,22362.0,TV5,305.0,30.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9Yo2nsXd-eA,2022-11-18,-0.9973368048667908,11830.0,TV5,270.0,27.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
u63j3gJL9b8,2022-11-19,-0.9994901418685912,5278.0,TV9,279.0,20.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
qC5zjYI6WbQ,2022-11-19,-0.998683512210846,2574.0,TV9,278.0,4.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kDNCpU9q_Co,2022-11-20,0.9777687788009644,4386.0,TV5,251.0,13.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WHfxOU12PUw,2022-11-21,0.9979442954063416,2236.0,ABN,260.0,8.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Ocd5_wy7ses,2022-11-23,-0.9889982342720032,2937.0,TV9,534.0,16.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yo2rkHWd89Y,2022-11-23,-0.9994520545005798,3709.0,TV5,195.0,10.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
rQ6hpNGkMcA,2022-11-23,0.9937306642532348,8844.0,TV5,380.0,18.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cJICtt7P0hM,2022-11-23,-0.9989256262779236,7534.0,ABN,430.0,26.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMVo1HXtw1E,2022-11-24,-0.9982262253761292,3174.0,TV5,153.0,6.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPCkByQVjAc,2022-11-24,0.9985846281051636,6535.0,TV5,550.0,39.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OrUYEFJM4s0,2022-11-25,0.9916661381721495,144291.0,TV5,275.0,445.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jyBBffuiPsQ,2022-11-26,-0.9897547364234924,9900.0,TV5,215.0,41.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q4Wovefvxa0,2022-11-26,0.9921843409538268,2307.0,ABN,383.0,3.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u15Cbp3prfo,2022-11-26,-0.997592270374298,3336.0,ABN,588.0,2.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JcifUnfSKYY,2022-11-28,0.9942581653594972,984.0,Sakshi,228.0,4.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SsVLtX5M7S8,2022-11-28,-0.9994712471961976,86500.0,TV9,150.0,227.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
GAqc_T9ymg0,2022-11-28,-0.9994625449180604,2703.0,ABN,465.0,12.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4ox5dQ-Zc4,2022-11-28,0.9978604912757874,3286.0,TV9,248.0,4.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Xbwua0XPxrY,2022-11-28,-0.9994757771492004,36317.0,TV9,160.0,139.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fkcP5LMeUHE,2022-11-28,-0.9936483502388,104766.0,Sakshi,536.0,239.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
VTujjuc_F54,2022-11-28,-0.9600918889045716,1389.0,TV5,121.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fOsYVtW2AcM,2022-11-28,-0.9979390501976012,5677.0,TV5,135.0,22.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JL8avAc9lFE,2022-11-28,-0.9994513392448424,11736.0,TV5,200.0,47.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cu9O5Raeme8,2022-11-29,-0.9870525002479552,1194.0,TV9,191.0,1.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T79BWfNE-pA,2022-11-30,-0.9986660480499268,2840.0,ABN,270.0,19.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
bSFCapsYUR0,2022-11-30,0.9865793585777284,26617.0,Sakshi,301.0,34.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CbnjpdWgZTo,2022-11-30,0.9965950846672058,252157.0,Sakshi,270.0,337.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tcclei0Yn_g,2022-11-30,-0.9981414079666138,2683.0,ABN,250.0,10.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JXDfwTA1pSI,2022-11-30,-0.9974310994148254,5892.0,TV9,243.0,5.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
z0bLbVbB058,2022-12-01,-0.9991257786750792,3460.0,TV9,267.0,3.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpzThv6FcCg,2022-12-01,-0.9889421463012696,1479.0,TV9,300.0,4.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zdZxfaSFNCk,2022-12-01,-0.9974459409713744,959.0,TV9,227.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpn98Rk61K8,2022-12-01,0.9959979057312012,503.0,TV9,289.0,3.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yjDDMAhicks,2022-12-01,-0.9963819980621338,5420.0,TV9,270.0,2.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
lKLEeHzGaWM,2022-12-01,-0.9915934801101683,899.0,TV9,97.0,0.0,kaikuluru.png,Dulam Nageswara Rao,YSRCP,kaikaluru,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
