ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,AP ,yuvagalam,amaravati,Kuppam,janasena party,ap employees,Sajjala ,ap assembly session today,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy
Wz5rEwBwgQ0,2023-02-08,0.9768611788749696,2616.0,TV9,163.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DotcWG-pzJ0,2023-02-08,-0.995541512966156,1532.0,TV9,264.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rr5T8UObWlA,2023-02-08,0.995880365371704,10312.0,ABN,560.0,12.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7s0sKLTMfZI,2023-02-08,-0.9985382556915284,538.0,TV9,285.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vLsjSMbOC-E,2023-02-08,-0.9957786798477172,190982.0,TV9,332.0,256.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pvgxr_qlMTA,2023-02-08,-0.994916558265686,2981.0,TV9,316.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CebI9Crt2ic,2023-02-08,-0.9989579916000366,1133.0,TV5,205.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yBMFgKSGhJg,2023-02-08,-0.9892669916152954,1017.0,TV9,371.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tEHeTp25EZ0,2023-02-09,-0.994179368019104,1270.0,TV9,267.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TV0pXH0yTis,2023-02-10,-0.9994756579399108,335.0,ABN,190.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
EZBYShGO3is,2023-02-10,-0.9907344579696656,725.0,ABN,240.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
drTC2Pv1Jog,2023-02-10,-0.9991303086280824,2461.0,TV9,261.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HNgw_maH1Ac,2023-02-11,-0.9981406927108764,1802.0,ABN,521.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ptwa3xjuC_0,2023-02-12,-0.9987345337867736,1941.0,ABN,205.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EU3oqgNK_J8,2023-02-14,-0.9932809472084044,567.0,Sakshi,217.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
UI-G5uMvZ4E,2023-02-14,-0.986368715763092,4429.0,TV9,186.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fa8FaOuchQw,2023-02-15,-0.954496443271637,848.0,ABN,537.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wUuSfTWlZ1s,2023-02-16,-0.9983899593353271,3620.0,ABN,255.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
zmCfUZyisgM,2023-02-16,0.9987659454345704,136195.0,Sakshi,516.0,197.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
N3NbU-utF7U,2023-02-16,0.9975957274436952,4024.0,Sakshi,165.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5V1Ox5yEnDM,2023-02-17,-0.9991723299026488,1553.0,TV9,239.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sviI3dqebxs,2023-02-17,0.9960636496543884,4071.0,TV9,426.0,6.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5pdbmnyAbNg,2023-02-17,-0.9988056421279908,5126.0,TV9,349.0,14.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yacfghdtgmM,2023-02-17,-0.9979200959205629,118687.0,ABN,425.0,156.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bRmcGr7K-ps,2023-02-17,-0.998196303844452,1286.0,ABN,308.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2hApWFCrwrU,2023-02-17,-0.9969496130943298,888.0,ABN,331.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Ovjn2ve2_aw,2023-02-18,-0.9974495768547058,2995.0,ABN,219.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FLt1q4a3k5c,2023-02-18,0.9881194233894348,912.0,ABN,161.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TId8Mzc80k8,2023-02-18,-0.9964038133621216,1372.0,TV9,290.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KK4lE0veAr0,2023-02-18,-0.994178295135498,951.0,TV9,269.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NPcFor-Emz4,2023-02-18,-0.9981504082679749,4200.0,TV9,330.0,5.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wDwI2neMdU8,2023-02-18,0.9758007526397704,11325.0,ABN,239.0,11.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
fZAUSiLI9nA,2023-02-20,-0.9957616925239564,13517.0,TV9,514.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-_6pSnDalLQ,2023-02-20,-0.9917793869972228,894.0,TV9,136.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jr5lyn3xQi4,2023-02-20,-0.9979693293571472,3039.0,TV9,303.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GdIlI8xCmvY,2023-02-20,0.9910625219345092,77144.0,TV5,340.0,22.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1sPFBvfY1Cg,2023-02-21,0.9889872670173644,837.0,ABN,267.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WmuZiRgV4xQ,2023-02-21,-0.998848557472229,2164.0,ABN,180.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
RZvhnQmj4Kk,2023-02-21,-0.9993695616722108,2925.0,ABN,180.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4sqbhG-Ovvo,2023-02-21,0.9743993878364564,4289.0,ABN,289.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seUrcRbD9J8,2023-02-22,-0.9982770681381226,109135.0,ABN,171.0,110.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NraYy_XLpDU,2023-02-27,0.993937611579895,44015.0,TV5,310.0,12.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
HtBD7_H6uY4,2023-02-28,-0.9882138967514038,91869.0,TV9,184.0,96.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
SHoyBojPVp4,2023-03-06,0.9968403577804564,949.0,TV9,320.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S2bQLuqrMJg,2023-03-06,0.9857149720191956,775.0,TV9,320.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EJsyYFDUs3w,2023-03-15,-0.98156076669693,190412.0,TV5,55.0,88.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_sT8NM12s4,2023-03-15,0.9959067106246948,28496.0,TV5,69.0,20.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0v9U5QG7fps,2023-03-16,-0.9989342093467712,1178.0,TV9,272.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
275AI3aKYyM,2023-03-16,0.9871364831924438,8472.0,TV5,305.0,10.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FILt4s6x-YU,2023-03-16,-0.998230755329132,1380.0,TV5,210.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
KPQ0OWwicUM,2023-03-16,-0.9874950051307678,969.0,TV5,242.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
6OQiv7SNDvI,2023-03-16,0.9919622540473938,734.0,TV9,274.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CyKTRc_z_Ew,2023-03-16,-0.9980096220970154,2675.0,TV9,260.0,5.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pU8ihU6akuQ,2023-03-16,-0.9994099140167236,1387.0,TV9,264.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Np7zJGvmKcI,2023-03-16,-0.9993467926979064,1944.0,TV5,260.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dSlS2i0cR5U,2023-03-16,-0.999481737613678,1467.0,TV9,270.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uvX_qRPVtjc,2023-03-17,-0.9963493347167968,8653.0,TV5,255.0,9.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beczuJiKEwo,2023-03-17,-0.9937863349914552,969.0,ABN,212.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
umWN-J4zjp4,2023-03-17,0.9988093376159668,24692.0,Sakshi,81.0,91.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0
_Rw5ZD4_cpQ,2023-03-23,-0.990108847618103,43449.0,TV9,41.0,14.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
wCF8MAGzKT8,2023-03-23,-0.9986101388931274,134173.0,ABN,107.0,112.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eRPcijnKojA,2023-03-24,-0.9116970300674438,3439.0,TV9,181.0,8.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
iY0a5I9rQe0,2023-03-24,-0.9914724230766296,2518.0,TV9,106.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EbGtoBe4RoA,2023-03-24,-0.997584581375122,11175.0,TV9,177.0,11.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UiSe2xm7vE8,2023-03-24,0.9911841750144958,9035.0,TV9,267.0,19.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KoYAaj0cbs8,2023-03-24,-0.9834604859352112,3406.0,TV9,259.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
gsXWtiRZ38o,2023-03-24,0.9962910413742064,1878.0,TV9,226.0,5.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pUq1H8zsHJw,2023-03-24,-0.996908962726593,26145.0,TV9,356.0,67.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
37097lx0syo,2023-03-24,0.9892577528953552,1285.0,TV9,280.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gh88fsax3w4,2023-03-25,-0.9988719820976256,11060.0,TV5,286.0,6.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
7J8UCJgvZ2w,2023-03-25,-0.9989521503448486,13981.0,TV9,217.0,33.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
A_hp-yPtrEg,2023-03-25,0.9893274307250975,5136.0,TV9,332.0,14.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
K_OcLx3htLg,2023-03-25,0.9953083395957948,96272.0,ABN,245.0,155.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
VuKjNjXgZrQ,2023-03-25,-0.9950668811798096,6040.0,TV5,112.0,5.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5VvCCNv1z4,2023-03-25,-0.990310788154602,7130.0,TV9,167.0,12.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
M6Uwy8Slo2c,2023-03-26,-0.9987175464630128,4619.0,TV9,279.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f_L09zhplwQ,2023-03-26,-0.989689826965332,7063.0,TV9,158.0,6.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
K833hNCvVM4,2023-03-26,-0.9895302653312684,4555.0,TV9,194.0,7.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
sYev6tdlypA,2023-03-27,0.9977286458015442,4367.0,TV9,217.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dAVbLrYfXLE,2023-03-27,-0.9944221377372742,5563.0,TV9,309.0,4.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2f65kDRAuxA,2023-03-28,-0.999447762966156,4162.0,TV9,323.0,8.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zLQggjYEDjk,2023-03-31,0.9965039491653442,3481.0,TV9,337.0,28.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
xGauTbgwsV4,2023-04-02,-0.997904658317566,2145.0,TV9,277.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
kNRQPVMRf14,2023-04-04,0.9979597330093384,886.0,TV9,282.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-G72yrcX7qA,2023-04-06,-0.8146252632141113,2459.0,TV9,317.0,2.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
x3VB2ADbgzk,2023-04-08,0.9974798560142516,1940.0,TV5,339.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
aaB88DpV21A,2023-04-09,-0.9989198446273804,694.0,TV9,306.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRChEO1sitA,2023-04-09,-0.9894892573356628,4002.0,TV5,120.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ACdOTpAE_LQ,2023-04-09,-0.9991388320922852,2564.0,TV9,162.0,3.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPdIeSiQD4Y,2023-04-10,-0.998318076133728,856.0,TV9,205.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
X1b5XIdD_jQ,2023-04-14,0.9908889532089232,1726.0,ABN,71.0,1.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
_BW8o4NKxUM,2023-04-20,-0.9898994565010072,837.0,TV9,209.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N9JPtRWM7cg,2023-04-22,-0.9966379404067992,813.0,TV9,200.0,0.0,nellore_rural.png,Kotamreddy Sridhar Reddy,YSRCP,Nellore_Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
