ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Kuppam,janasena party,tdp pattabhi,ap employees,ap assembly session today,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy,jogi ramesh ,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,suprem court,Dadisetti Raja,ap development,Kethireddy Venkatarami Reddy,tadipatri,varahi ,maa nammakam nuvve jagan,nandigama
xvv9Jvupyt4,2022-12-05,0.9891154766082764,2196.0,ABN,370.0,2.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
_QA1iLVdHa0,2022-12-05,-0.9948089122772216,1381.0,ABN,295.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bRTFS-Y2f9A,2022-12-05,-0.9986748695373536,4864.0,ABN,595.0,4.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vYZAd6z7psk,2022-12-05,0.9967818260192872,1940.0,Sakshi,98.0,2.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
HhvarjHdx-c,2022-12-05,0.9865443110466005,815.0,Sakshi,429.0,8.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-TtXbH0R8T4,2022-12-08,0.9884113073349,1234.0,TV9,282.0,4.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iZinGIn60zc,2022-12-08,0.9968847632408142,1050.0,ABN,530.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GGGX58bXopc,2022-12-09,-0.9980508089065552,71465.0,TV9,243.0,51.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5OBGBfU1il0,2022-12-09,-0.9699024558067322,1762.0,TV9,272.0,3.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
SkEqG4e5vFY,2022-12-09,0.9988067150115968,2560.0,TV9,301.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
eCWMmmYnRKs,2022-12-09,-0.9936611652374268,80098.0,TV9,277.0,71.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4eLjXxGJhiQ,2022-12-09,-0.999283730983734,468.0,ABN,232.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
LExRdEi8nfg,2022-12-09,-0.988943338394165,14299.0,TV5,255.0,9.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tjrIM6bsTDo,2022-12-10,0.99737286567688,43712.0,TV5,580.0,126.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
sZuH-UtuPao,2022-12-11,-0.9981156587600708,2156.0,TV9,300.0,2.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
JCU4m9abgT4,2022-12-12,-0.9878745675086976,16322.0,TV9,198.0,13.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VnGYcYbguHw,2022-12-12,0.9950188398361206,3121.0,TV5,430.0,9.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7BZN4_nzpYw,2022-12-13,-0.9983910322189332,913.0,ABN,234.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
LGoQKJKfz_E,2022-12-13,0.9969682097434998,1467.0,TV5,269.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qwxJtJNxGbg,2022-12-14,0.9622267484664916,8510.0,TV9,238.0,15.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WOrSfElAy-A,2022-12-15,0.9333168268203736,3752.0,ABN,426.0,9.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OcEdAkWkHgQ,2022-12-15,0.9901815056800842,2774.0,Sakshi,435.0,2.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8lxNjvqgpA,2022-12-15,0.9969045519828796,5254.0,TV9,195.0,4.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KMfzHm9Zkiw,2022-12-15,0.9980668425559998,1376.0,Sakshi,323.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
lfzz-5V93MY,2022-12-17,-0.9899492263793944,1904.0,TV9,255.0,7.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
IJw7AryW9Gk,2022-12-18,-0.9923751950263976,67889.0,TV9,433.0,113.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYALyzOhZhM,2022-12-18,-0.9966624975204468,2378.0,TV9,139.0,1.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3psCluCplJg,2022-12-19,0.9782816767692566,411.0,ABN,215.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nEOwFNMYHGk,2022-12-19,0.9878616333007812,10720.0,TV5,75.0,1.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10jGZQhmVOQ,2022-12-19,-0.9450049996376038,420.0,TV5,180.0,1.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FbAu-a9BeRo,2022-12-19,-0.9974393844604492,500.0,TV5,95.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xjGskw2fxdY,2022-12-19,-0.9964529275894164,12660.0,TV9,406.0,13.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xEt6Q1a35cI,2022-12-20,-0.9914462566375732,2387.0,TV9,392.0,3.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4GhLzlVFyuI,2022-12-20,0.993675172328949,2735.0,TV9,263.0,6.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
i8d0ateWvgM,2022-12-20,-0.9979342222213744,7978.0,TV9,255.0,9.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XRpCXE3DWbI,2022-12-20,-0.9914391040802002,8551.0,TV9,206.0,27.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ptxoOxtGceo,2022-12-20,-0.998062551021576,5235.0,TV5,486.0,8.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q_Tebcc6vwk,2022-12-21,0.9958052635192872,1174.0,TV9,286.0,5.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Nd-EqRfkYVg,2022-12-22,-0.9801433682441713,2255.0,TV9,220.0,1.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
qX7JveJP6hQ,2022-12-22,-0.9978495836257936,45527.0,TV9,518.0,108.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l_-Dwz8gfPM,2022-12-23,-0.9981223940849304,1063.0,TV9,272.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE-s-4Z0Cuw,2022-12-23,-0.9963969588279724,22409.0,TV9,318.0,13.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSKv8KxUMuA,2022-12-24,-0.9945584535598756,609.0,TV9,105.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE7xZDRTSxQ,2022-12-27,-0.9992523789405824,451.0,TV9,64.0,1.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SX7U92EMwSY,2022-12-27,-0.982519268989563,2729.0,TV9,180.0,2.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
nV4CN-XhcP8,2022-12-28,0.9650355577468872,635.0,TV9,272.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCPEx8lJ1QY,2022-12-28,-0.9976270794868468,1582.0,TV9,316.0,2.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
RIgSLPUocNA,2022-12-28,-0.9993940591812134,536.0,TV9,295.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cY9TzoHQJAs,2022-12-28,-0.9902021884918212,399.0,TV5,422.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Ju_QEzhi6A0,2022-12-28,0.9937888979911804,1640.0,Sakshi,297.0,2.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
pPG_i5H8AP4,2022-12-28,-0.997975766658783,1271.0,TV9,127.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JjK6pM9bDeQ,2022-12-28,-0.986510694026947,553.0,TV9,277.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
twsfFkLjMz4,2022-12-28,-0.9972212314605712,532.0,TV9,270.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
G2Gk854-TRk,2022-12-29,-0.9958939552307128,1232.0,TV5,293.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
W2RdK8ry2EE,2022-12-29,-0.9936661124229432,2021.0,TV9,244.0,6.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
JBJd72qSrU0,2022-12-29,-0.9990220069885254,1168.0,TV9,213.0,1.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lrDKlcoGVqY,2022-12-29,-0.9973540306091307,983.0,Sakshi,330.0,3.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Nply1IqCv3k,2022-12-29,-0.9967325925827026,2444.0,ABN,587.0,2.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8_fB2mMtP4Y,2022-12-29,-0.9982796907424928,1706.0,Sakshi,269.0,2.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Gsu60WaA8dc,2022-12-30,-0.99078768491745,361.0,ABN,555.0,1.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aYRL81dWY_o,2023-01-02,-0.9973145127296448,2057.0,TV9,88.0,8.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CkCgJhb3d3E,2023-01-02,0.9919179081916808,7234.0,TV5,370.0,7.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jI3eqnSlJ6o,2023-01-02,0.9950660467147828,2963.0,Sakshi,368.0,23.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qFDM1100U28,2023-01-02,-0.9978433847427368,1471.0,Sakshi,188.0,4.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
e2tNUR0ZTCw,2023-01-02,-0.998521625995636,6585.0,TV9,270.0,5.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
jV1dyyUc0j8,2023-01-03,-0.9968401193618774,2146.0,ABN,270.0,1.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
PGLX2pg7xFo,2023-01-04,0.9851245880126952,6231.0,TV9,194.0,1.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cAagAyJAns,2023-01-04,-0.9959413409233092,3656.0,TV5,56.0,3.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SbmrzNMfULk,2023-01-04,0.9955833554267884,1127.0,Sakshi,334.0,7.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67jmNTqjRXg,2023-01-04,-0.9922050833702089,8406.0,Sakshi,568.0,20.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DacF37EX7Bk,2023-01-04,-0.9961284399032592,2273.0,TV9,132.0,4.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8pFl12tIyvw,2023-01-04,-0.9860256314277648,3139.0,TV5,275.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8wKSFJkDpCM,2023-01-04,0.9955655932426452,12133.0,TV9,339.0,17.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
h7SrTLm6HOc,2023-01-04,-0.9994471669197084,2379.0,TV9,193.0,2.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
OLqmEJXfCts,2023-01-04,-0.9993483424186708,1574.0,TV9,198.0,4.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51h6OAMXMLg,2023-01-05,-0.9858513474464417,3213.0,TV9,164.0,4.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lvcbxUz8KAk,2023-01-05,-0.987585425376892,26066.0,TV9,212.0,28.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
WlwYIkqJb_Y,2023-01-05,0.9957320094108582,700.0,TV5,263.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2rdREKO8aS4,2023-01-05,0.9980576634407043,910.0,TV9,219.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
bP0iG3z7bFI,2023-01-05,-0.997148096561432,2132.0,TV9,319.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WlHCbbKDRCE,2023-01-05,0.9952079653739928,1047.0,TV5,203.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oJoEObkJ6vM,2023-01-06,-0.9982181191444396,665.0,ABN,147.0,1.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3SVMcbSFz6Y,2023-01-08,0.9916219711303712,570.0,TV9,126.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zZqvCrFd9vU,2023-01-08,0.9953469634056092,3125.0,TV5,316.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1gGQm5kT4oY,2023-01-09,0.800142765045166,529.0,TV9,257.0,0.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Z-Hb_kHKxyM,2023-01-10,-0.9941840767860411,927.0,TV9,120.0,1.0,kondapi.png,Dola Sree Bala Veeranjaneya Swamy,TDP,kondapi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
