ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Gadapa Gadapaku ,panchayat elections,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Vidadala Rajini,Sajjala ,ap assembly session today,jr ntr,Atchannaidu,YSRCP Plenary,high court,gorantla ,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,gudivada amarnath,polavaram,visakha,byreddy siddharth reddy, Botsa , vidadala ,Kakani,vijayasai reddy,jogi ramesh ,privatization,kotamreddy ,undavalli arun kumar,lakshmi parvathi,Preethi,roja,vidya deevena,nellore ,Machilipatnam,srikakulam,yuvashakti,ram gopal varma,tadepalli,ayyanna patrudu ,Buggana Rajendranath,investors summit,ys vijayamma,Pension,vangaveeti radha,suprem court,perni nani ,tdp leaders arrest,Devineni Avinash,ap development,chintamaneni prabhakar,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,butchaiah chowdary,Corona,janasena alliance with tdp,gudivada ,bhuma akhila priya,Kodali Nani ,varahi ,election commission,nellore mekapati,kodi kathi,maa nammakam nuvve jagan,nandigama,High Court
6ZtkdymavXI,2023-02-08,0.9942626357078552,3852.0,TV5,250.0,13.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q8lARzewKZw,2023-02-08,-0.998254120349884,3887.0,Sakshi,500.0,5.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G9OiCE1NHhU,2023-02-08,0.9967040419578552,956.0,TV9,67.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
nZUExNigqbg,2023-02-08,-0.9979952573776244,495.0,TV5,75.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iXJjlSEJPBE,2023-02-08,-0.9984857439994812,362539.0,TV5,506.0,80.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EKz9kdP2UaI,2023-02-08,0.998681366443634,494.0,TV9,278.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z2zGyo4lPZo,2023-02-09,0.9973301887512208,5046.0,ABN,425.0,6.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKFIBaxDv0o,2023-02-09,-0.995678722858429,52745.0,TV5,210.0,70.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0YcQ4sRFNc0,2023-02-09,-0.999450385570526,7880.0,TV9,234.0,17.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S8efCMcG8lg,2023-02-09,-0.9981472492218018,920.0,TV9,269.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XPoBF7QhUwI,2023-02-09,-0.9976484179496764,2527.0,ABN,311.0,34.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YSTieXXD_Hc,2023-02-09,-0.9943928718566896,5468.0,TV9,286.0,2.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6YyONNHIiM4,2023-02-09,0.9968023300170898,344.0,TV9,263.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oilrj3sY8Uc,2023-02-09,-0.9975528120994568,7121.0,Sakshi,146.0,4.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4vCdNpCknmI,2023-02-09,0.9975692629814148,29111.0,TV9,507.0,63.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ey6jSWmoofk,2023-02-09,-0.973291516304016,5868.0,TV9,362.0,10.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zP1_MIEr25w,2023-02-09,0.9938696622848512,665.0,TV9,502.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3KkOgzdvgY0,2023-02-09,-0.9983956217765808,85962.0,TV5,430.0,157.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zLHzshiXnyQ,2023-02-09,0.9944209456443788,5592.0,TV9,238.0,1.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stuZ-iD5wIg,2023-02-09,-0.9916421175003052,1095.0,ABN,300.0,1.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Owr4oD5uKs8,2023-02-09,-0.936031460762024,108165.0,Sakshi,409.0,168.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drTC2Pv1Jog,2023-02-10,-0.9991303086280824,2461.0,TV9,261.0,1.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e8LiLoKa6oY,2023-02-10,0.9672962427139282,3297.0,TV9,415.0,6.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dBNEGKqEuoM,2023-02-10,-0.9907398223876952,6474.0,TV5,255.0,9.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ZthpdwGRkw,2023-02-10,-0.9841132760047911,60836.0,Sakshi,333.0,32.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0CxnZxtd07U,2023-02-10,0.9976686835289,379.0,TV9,59.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F6K1kP9oJRU,2023-02-10,-0.9993314743041992,2847.0,Sakshi,311.0,3.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JuxZzDYNFAU,2023-02-10,-0.9961370825767516,4307.0,Sakshi,204.0,4.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11a-LmLPouA,2023-02-10,-0.9973899722099304,20992.0,TV9,71.0,25.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V8bQH9tWZq8,2023-02-10,0.9961697459220886,757.0,TV9,60.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI7fHWwKzS8,2023-02-10,-0.9960921406745912,42567.0,TV5,435.0,48.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pfzlOumbGZ8,2023-02-11,-0.9947810769081116,1416.0,ABN,274.0,3.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ach97IMIruI,2023-02-11,0.9985652565956116,4769.0,ABN,368.0,12.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2qmJN8xfsNU,2023-02-11,-0.9972105622291564,75445.0,TV5,436.0,41.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o20S7Eg0FkI,2023-02-12,-0.997126042842865,721.0,TV9,302.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AM_kquCk9Cc,2023-02-12,0.9933487772941588,511.0,ABN,197.0,1.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0mXKeNbizoA,2023-02-12,-0.980113923549652,14497.0,TV9,394.0,19.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xureo6sSHbI,2023-02-12,0.9984244108200072,2056.0,Sakshi,576.0,21.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8w4woSZedNU,2023-02-12,0.9947170615196228,7410.0,TV9,247.0,5.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bixFpof0wRs,2023-02-12,0.9963672161102296,1505.0,TV9,253.0,1.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JFolJxpDDzU,2023-02-13,0.9882850646972656,2729.0,TV9,373.0,1.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qC0OgVtHtOs,2023-02-13,-0.9949990510940552,8442.0,Sakshi,398.0,10.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5fP0N0yhHfM,2023-02-13,0.9927116632461548,858.0,TV9,239.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8M6jAugnV8I,2023-02-13,0.990786612033844,1154.0,ABN,230.0,1.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t8tOHoBzeqo,2023-02-13,0.9976588487625122,2951.0,ABN,435.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JFDKWjNOW6E,2023-02-13,-0.9906228184700012,805.0,ABN,235.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bkPm_Cz9xCc,2023-02-13,-0.9979324340820312,2851.0,Sakshi,188.0,2.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
N1cOOsJOOCQ,2023-02-13,-0.9990711212158204,7339.0,TV5,207.0,4.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HkLEfVDGZC0,2023-02-13,-0.9994245767593384,1095.0,Sakshi,143.0,4.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6F_SzGfb2_Q,2023-02-13,0.9957488775253296,1462.0,TV9,253.0,0.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPlI1lrQxSw,2023-02-13,-0.9944420456886292,1661.0,ABN,315.0,1.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0
cqW4TuPTxxY,2023-02-13,-0.9402738213539124,4337.0,TV5,305.0,4.0,vizianagaram_.png,Bellana Chandra Sekhar,YSRCP,Vizianagaram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
