ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Kuppam,janasena party,tdp pattabhi,ap employees,ap assembly session today,jr ntr,alliance,Peddireddy ,polavaram,visakha,byreddy siddharth reddy
MzFj2zZDvK8,2019-12-26,-0.9849297404289246,391.0,Sakshi,267.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63BPTmkM9wQ,2020-03-06,-0.9982362985610962,1897.0,Sakshi,296.0,1.0,lokesh.png,N lokesh,TDP,,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sokk8iYR1v8,2020-03-08,0.9860737323760986,3919.0,Sakshi,370.0,3.0,lokesh.png,N lokesh,TDP,,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTjBbhzW-cY,2020-03-10,-0.9991832375526428,334390.0,Sakshi,408.0,91.0,lokesh.png,N lokesh,TDP,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yQUA6wDt9Q0,2020-03-17,-0.998460292816162,206274.0,Sakshi,256.0,208.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3z9WyisCbQ,2021-02-27,-0.9964722394943236,27855.0,Sakshi,80.0,58.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
RpCmDflJjWU,2021-03-09,-0.980830729007721,8965.0,Sakshi,430.0,11.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z7YfsxxuwRQ,2021-07-20,0.9955137372016908,58502.0,Sakshi,398.0,203.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8t385rLA_1g,2022-02-07,-0.6318177580833435,6579.0,Sakshi,165.0,7.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Woqs3P7rN3c,2022-03-31,0.9918895363807678,3700.0,Sakshi,406.0,6.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OWiDEWozi88,2022-04-05,0.9777544140815736,152345.0,Sakshi,383.0,280.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZmgP5FOcnRw,2022-04-18,0.9973451495170592,426210.0,Sakshi,74.0,108.0,lokesh.png,N lokesh,TDP,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
8JrnKHc2ld4,2022-04-30,0.997822642326355,83145.0,Sakshi,275.0,38.0,lokesh.png,N lokesh,TDP,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QR8q7yAMcXE,2022-05-26,0.9979434609413148,3593.0,Sakshi,325.0,4.0,lokesh.png,N lokesh,TDP,,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EboME7EFHn0,2022-06-11,-0.9983554482460022,206386.0,Sakshi,190.0,819.0,lokesh.png,N lokesh,TDP,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TgLDyezhJug,2022-08-21,0.994702398777008,14306.0,TV5,161.0,10.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0
73f4winnZDE,2022-08-21,-0.9983916878700256,2244.0,TV5,230.0,14.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rVWWyHsOLG0,2022-08-21,-0.991407573223114,999.0,TV5,70.0,0.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kf0CqYSL0EM,2022-08-21,-0.9965808987617492,92471.0,TV5,400.0,114.0,lokesh.png,N lokesh,TDP,,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
gjeLP91z2KE,2022-08-24,-0.99472576379776,11678.0,TV5,335.0,2.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0PQs_A-jEUc,2022-08-30,-0.9986396431922911,1808.0,TV5,146.0,2.0,lokesh.png,N lokesh,TDP,,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
S5O_n-mumvo,2022-08-30,-0.9970898032188416,3876.0,TV5,490.0,9.0,lokesh.png,N lokesh,TDP,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fuZujmwp6C0,2022-08-30,-0.9982403516769408,3301.0,TV5,105.0,18.0,lokesh.png,N lokesh,TDP,,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
q1CA8igXTjE,2022-08-30,-0.99774569272995,2064.0,TV5,303.0,2.0,lokesh.png,N lokesh,TDP,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vgYPeZgolWE,2022-08-30,0.9890446662902832,4008.0,TV5,185.0,8.0,lokesh.png,N lokesh,TDP,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mx49w0sMFLA,2022-08-30,0.9886128306388856,3351.0,TV5,70.0,3.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fab_4sHaY48,2022-08-30,-0.99905925989151,177437.0,TV5,95.0,307.0,lokesh.png,N lokesh,TDP,,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0
4bQ5EXF1S5Q,2022-08-30,-0.99335914850235,1157.0,TV5,90.0,3.0,lokesh.png,N lokesh,TDP,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onqbpe0r8VI,2022-08-30,0.9959207773208618,118469.0,TV5,150.0,55.0,lokesh.png,N lokesh,TDP,,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
MiKVdayWL6k,2022-08-30,0.9745872616767884,12900.0,TV5,95.0,34.0,lokesh.png,N lokesh,TDP,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tAKc_AKQbas,2022-08-30,-0.9949938654899596,1870.0,TV5,170.0,8.0,lokesh.png,N lokesh,TDP,,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1rTBmNCXHWY,2022-08-30,0.9604634642601012,673.0,TV5,100.0,3.0,lokesh.png,N lokesh,TDP,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vzk6X89v720,2022-08-31,-0.9983139038085938,1541.0,TV5,267.0,4.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6uhd_Uny00M,2022-08-31,0.9858806729316713,11844.0,TV5,100.0,20.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gfWX9SopY24,2022-08-31,-0.997458517551422,1995.0,TV5,70.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PrQmfoFchtI,2022-09-03,0.9867547154426576,1323.0,TV5,70.0,0.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z3LYT-xKwRQ,2022-09-07,0.9948506951332092,110793.0,TV5,135.0,241.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z4DUJymNKwY,2022-09-07,0.9963541030883788,3769.0,TV5,552.0,3.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fym-sA7GYUE,2022-09-07,-0.9993671774864196,13442.0,TV5,150.0,26.0,lokesh.png,N lokesh,TDP,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pYhp3c5haqM,2022-09-07,0.9836216568946838,2505.0,TV5,206.0,0.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DxJTC6mX7eM,2022-09-08,-0.96024751663208,4383.0,TV5,75.0,0.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l94cS1vyyT0,2022-09-08,0.9887351393699646,3614.0,TV5,60.0,4.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0bNq8TVhFFc,2022-09-08,-0.997832715511322,2670.0,TV5,292.0,3.0,lokesh.png,N lokesh,TDP,,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
QDHrI8dmm8c,2022-09-08,-0.9964030981063844,3677.0,TV5,352.0,8.0,lokesh.png,N lokesh,TDP,,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yF80SdpuIFc,2022-09-08,-0.9934224486351012,1747.0,TV5,229.0,4.0,lokesh.png,N lokesh,TDP,,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cNPIvBwFu6s,2022-09-08,0.994602382183075,3225.0,TV5,77.0,14.0,lokesh.png,N lokesh,TDP,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qoYhJjn2ym0,2022-09-08,0.9736103415489196,85484.0,TV5,120.0,101.0,lokesh.png,N lokesh,TDP,,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0
drYvIRqRzU4,2022-09-11,-0.9910456538200378,1991.0,TV5,158.0,1.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5L246rB6xRE,2022-09-12,-0.9893317222595216,16704.0,TV5,294.0,19.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-pKdkWGnEg,2022-09-18,0.9897350072860718,1491.0,TV5,452.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2IIBj0wGRFg,2022-09-19,-0.9968910813331604,2445.0,TV5,415.0,4.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2nma--RD_14,2022-09-19,-0.9987797141075134,1838.0,TV5,222.0,2.0,lokesh.png,N lokesh,TDP,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-d_4uNxuTNc,2022-09-19,-0.9985256791114808,2732.0,TV5,434.0,5.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JVCpUr8nmD0,2022-09-19,0.9948363304138184,688.0,TV5,328.0,1.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
Dop3OWETLTE,2022-09-21,0.989017128944397,8018.0,TV5,491.0,17.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCXLX_as6Zw,2022-09-21,-0.6197969317436218,2046.0,TV5,305.0,9.0,lokesh.png,N lokesh,TDP,,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pI3zf4dOKmQ,2022-09-21,-0.9892330169677734,4418.0,TV5,208.0,11.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tmLW0BA2v64,2022-09-21,-0.9994800686836244,102307.0,TV5,310.0,111.0,lokesh.png,N lokesh,TDP,,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
z90up9Qbxyc,2022-09-21,-0.9923933744430542,2664.0,TV5,120.0,4.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
dS2qE7TPUU4,2022-09-22,-0.9985439777374268,483.0,TV5,220.0,0.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mKVMFgjFIa0,2022-09-27,-0.9925156235694884,13818.0,TV5,120.0,38.0,lokesh.png,N lokesh,TDP,,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
gyrpr1tg0SM,2022-09-28,0.9961131811141968,32836.0,Sakshi,255.0,36.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2s7EEqHoeMU,2022-09-29,-0.9969160556793212,7122.0,TV5,85.0,0.0,lokesh.png,N lokesh,TDP,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
q-L7l2AjoC4,2022-10-01,-0.997941792011261,18523.0,TV5,119.0,45.0,lokesh.png,N lokesh,TDP,,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5xtsa8Dxl7k,2022-10-01,-0.999107539653778,2972.0,TV5,165.0,4.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDIHqkkYqwA,2022-10-01,-0.9991379976272584,4565.0,TV5,85.0,1.0,lokesh.png,N lokesh,TDP,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99cC7c7Kajs,2022-10-01,0.9976413249969482,3955.0,TV5,73.0,9.0,lokesh.png,N lokesh,TDP,,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C81sUZxw0Gc,2022-10-02,0.9987058639526368,3106.0,TV5,53.0,6.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,0.998273491859436,15494.0,TV5,316.0,42.0,lokesh.png,N lokesh,TDP,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9ryyFgk_ZLQ,2022-10-12,0.9953221678733826,3167.0,ABN,198.0,8.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BvfpC5VE7UY,2022-10-13,0.9922520518302916,1854.0,TV5,65.0,0.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51m9E7FEtac,2022-10-14,-0.9988709092140198,8557.0,TV5,190.0,13.0,lokesh.png,N lokesh,TDP,,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
rtnPUA0b89c,2022-10-14,0.9955586194992064,20710.0,TV5,270.0,37.0,lokesh.png,N lokesh,TDP,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
te-0nO0JHJg,2022-10-14,-0.992493212223053,1909.0,Sakshi,491.0,6.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Pb6Ca-BHYQ,2022-10-14,-0.9932886958122252,185570.0,TV5,425.0,254.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PpOCUUkjOIw,2022-10-14,-0.9655038118362428,13456.0,TV5,275.0,24.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5UJpUFUeYC8,2022-10-14,0.9977403879165648,2242.0,TV5,143.0,4.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
b1Bh0uM9-sg,2022-10-18,-0.9980790615081788,925.0,ABN,275.0,1.0,lokesh.png,N lokesh,TDP,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ercE9qPcZiI,2022-10-18,-0.9957085847854614,1595.0,ABN,205.0,18.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1Is0sv8Lkw,2022-10-18,0.9792489409446716,1691.0,TV5,155.0,3.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EQurJ4u3E4A,2022-10-18,-0.999350607395172,4866.0,ABN,265.0,8.0,lokesh.png,N lokesh,TDP,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1ntXL-npYxE,2022-10-18,-0.961611032485962,1219.0,ABN,339.0,2.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2CAaIt7dlEA,2022-10-18,-0.99510395526886,2386.0,ABN,230.0,11.0,lokesh.png,N lokesh,TDP,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pnmnRFeSjiE,2022-10-18,-0.997539758682251,573.0,ABN,389.0,1.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
xb2aD4RnYlg,2022-10-18,0.9868224859237672,6373.0,ABN,540.0,5.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NV457P4la9A,2022-10-18,-0.9985332489013672,5885.0,TV5,305.0,13.0,lokesh.png,N lokesh,TDP,,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I8NIdGmUfKU,2022-10-18,0.9981346130371094,38808.0,TV5,370.0,11.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ba3xi9QC7E8,2022-10-18,-0.9792525172233582,3033.0,ABN,225.0,2.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cQ71LBPAswc,2022-10-19,-0.999419927597046,33853.0,Sakshi,134.0,427.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2K49vYeO8sI,2022-10-20,-0.9979243278503418,24821.0,ABN,311.0,89.0,lokesh.png,N lokesh,TDP,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
qoCyHmTKk7k,2022-10-20,0.9829849600791932,7297.0,TV5,161.0,13.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
L62eWBEjHD8,2022-10-20,-0.9993256330490112,652.0,ABN,148.0,2.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sTmGEavqdtg,2022-10-20,0.9903737306594848,2976.0,ABN,340.0,7.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7INBRh847eA,2022-10-20,-0.998551905155182,1683.0,ABN,240.0,6.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-sPIlVRNC_A,2022-10-21,0.7839420437812805,17665.0,ABN,314.0,11.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3hPA6UzuoQ,2022-10-21,-0.9974440336227416,1098.0,TV5,217.0,1.0,lokesh.png,N lokesh,TDP,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUS9sqsWD-o,2022-10-28,0.998376727104187,5803.0,TV5,122.0,20.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
it99INC5dpk,2022-10-29,-0.9960612654685974,1075.0,TV5,208.0,0.0,lokesh.png,N lokesh,TDP,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-rSmikWuKQ0,2022-11-03,-0.9927281141281128,2320.0,TV5,68.0,2.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WYQ8ti0y8Vw,2022-11-04,-0.998336136341095,766.0,TV5,207.0,1.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O67sL4y6IrU,2022-11-04,-0.9955982565879822,4699.0,TV5,119.0,3.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
a4-qTiL4dZM,2022-11-05,0.9944067001342772,2038.0,TV5,97.0,1.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NUaBzDKZ2SI,2022-11-05,-0.9980450868606568,566.0,TV5,203.0,0.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tGBze5gkGbQ,2022-11-06,0.9384282231330872,3272.0,TV5,165.0,7.0,lokesh.png,N lokesh,TDP,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGPjfTl1b94,2022-11-09,-0.9768465161323548,1134.0,ABN,205.0,4.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C77F9qKwqGk,2022-11-09,-0.9976721405982972,1525.0,TV5,271.0,0.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KlOgbNo97A4,2022-11-09,-0.9973753690719604,1532.0,TV5,330.0,3.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUc6ISWMG2c,2022-11-09,-0.9970548152923584,8196.0,TV5,89.0,14.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XaP2s76plfU,2022-11-09,0.996342122554779,18558.0,TV5,80.0,53.0,lokesh.png,N lokesh,TDP,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Akq5SHHXeA,2022-11-09,0.9934778213500975,21564.0,Sakshi,506.0,23.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3UMeIRNanMg,2022-11-09,-0.9974783062934875,2985.0,TV5,320.0,4.0,lokesh.png,N lokesh,TDP,,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y4mcDuQilV4,2022-11-09,-0.9971396923065186,3767.0,TV5,170.0,8.0,lokesh.png,N lokesh,TDP,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3vL2i3SI5nw,2022-11-09,0.9975179433822632,1531.0,TV5,270.0,5.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
GQyuNWJuG9g,2022-11-09,-0.9973219037055968,545.0,TV5,70.0,0.0,lokesh.png,N lokesh,TDP,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WrhNAVfbr0Y,2022-11-09,0.9959154725074768,1206.0,ABN,205.0,5.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AZEh5q1QShk,2022-11-09,0.9177983403205872,2958.0,ABN,488.0,4.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xTt2pEu1QEo,2022-11-09,0.9961369633674622,125397.0,TV5,110.0,207.0,lokesh.png,N lokesh,TDP,,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
pwCOnJWBats,2022-11-09,-0.9993740916252136,593.0,ABN,185.0,2.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJIC1DE53Ms,2022-11-09,0.986668348312378,2572.0,TV5,100.0,4.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y15ZpFT-an0,2022-11-09,-0.9985854625701904,23753.0,TV5,145.0,27.0,lokesh.png,N lokesh,TDP,,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vp2Yb19V7aA,2022-11-09,-0.9990035891532898,5714.0,TV5,149.0,4.0,lokesh.png,N lokesh,TDP,,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
klv8YCaHbEo,2022-11-09,-0.99849271774292,7033.0,ABN,195.0,27.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
g6kM84_3Tqc,2022-11-09,0.9982208609580994,4613.0,TV5,249.0,31.0,lokesh.png,N lokesh,TDP,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smQIQn0vnUI,2022-11-10,-0.9994207620620728,1559509.0,ABN,57.0,749.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IgV1HpaI58w,2022-11-10,-0.9989503026008606,5476.0,ABN,47.0,2.0,lokesh.png,N lokesh,TDP,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NfJ8XLaeJBs,2022-11-10,-0.9962627291679382,3428.0,ABN,57.0,3.0,lokesh.png,N lokesh,TDP,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
