ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,ap employees,ap assembly session today,high court,alliance,polavaram,visakha,roja,yuvashakti,tadepalli,suprem court,ap development,tadipatri,High Court
rL7M39nQLWo,2023-03-23,-0.9918557405471802,3062.0,ABN,335.0,12.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2z8rBuk838Y,2023-03-24,0.9934577345848083,3641.0,TV9,337.0,6.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
ho2WQuy8fRc,2023-03-24,-0.9988588094711304,1186.0,ABN,235.0,1.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WYbMZX0aSOk,2023-03-27,-0.9987918734550476,5926.0,ABN,200.0,4.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
xD7VCKje4_c,2023-03-28,-0.9983516931533812,796.0,TV9,231.0,10.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t24sB3Gu7FM,2023-03-28,-0.9985431432724,13706.0,TV5,350.0,15.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ZAabKwROTDg,2023-03-28,-0.9991581439971924,591.0,ABN,155.0,1.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0
mdq4j1SEXy8,2023-03-28,0.9961774349212646,18041.0,TV5,310.0,9.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0
pVxEnPA2Yu8,2023-03-30,0.99300354719162,1987.0,TV9,269.0,3.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PqZqrRw29cQ,2023-03-30,-0.9943258166313172,1212.0,TV9,355.0,1.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MpSyz9XmAsQ,2023-03-30,-0.9944958090782166,2591.0,TV9,305.0,4.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0
COnoyR1YYjw,2023-04-02,0.9973481893539428,10148.0,TV9,281.0,22.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
TIfdoR33UBw,2023-04-02,0.9949787259101868,3540.0,TV9,126.0,21.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CcQbmQ8WGqE,2023-04-02,0.996183216571808,1815.0,TV9,306.0,7.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rYZmE-rWdEs,2023-04-03,-0.9913523197174072,3853.0,TV9,124.0,6.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1hmXppg8jPU,2023-04-05,-0.991465389728546,658.0,TV5,231.0,2.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
_WFula-Csqk,2023-04-07,-0.9991568326950072,4758.0,TV9,237.0,24.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0R5eNWYEM7M,2023-04-07,-0.9869799613952636,1408.0,TV9,213.0,1.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
h67tccTtuvc,2023-04-07,-0.99883371591568,4026.0,TV9,160.0,14.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GpsBwc-mr2U,2023-04-07,-0.9927085041999816,6515.0,TV9,276.0,10.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zxw3qXktr4I,2023-04-09,-0.9986365437507628,652.0,TV9,336.0,0.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYwyMFYi6MI,2023-04-09,0.9799285531044006,7315.0,TV9,162.0,7.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9ei2cMAI6aA,2023-04-10,0.995363712310791,4455.0,TV9,180.0,7.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
C2pRQ7mVwrc,2023-04-10,0.9918604493141174,2681.0,TV9,187.0,2.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fRhNbvN-NlI,2023-04-10,-0.9976909160614014,1308.0,TV9,93.0,3.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m__cW0Fv2a8,2023-04-12,-0.9918363690376282,2898.0,TV9,203.0,12.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7J7NRvrz_E,2023-04-15,-0.9990124702453612,935.0,ABN,127.0,1.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
ZPb9WLFdRtM,2023-04-15,-0.9954611659049988,2867.0,Sakshi,344.0,3.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hzOVPXyWObY,2023-04-15,0.9987554550170898,1924.0,TV9,190.0,8.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
1NnG9eJOuy4,2023-04-15,-0.9943801760673524,847.0,ABN,179.0,0.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LrcFJRm3ip0,2023-04-15,0.9904627203941344,1609.0,ABN,276.0,2.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iMSbbi6fZEg,2023-04-16,-0.9987030029296876,1065.0,TV9,90.0,3.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7Ce3FlM4uxQ,2023-04-16,-0.983001470565796,1359.0,TV9,74.0,2.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecGGN7e7cZ8,2023-04-20,-0.99931800365448,160059.0,ABN,280.0,122.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4HDrENlIkyI,2023-04-22,0.9886296987533568,26940.0,ABN,42897.0,2.0,Nellimarla.png,Appalanaidu Baddukonda,YSRCP,Nellimarla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
