ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,Gadapa Gadapaku ,janasena party,ap employees,ap assembly session today,alliance,ambati rambabu ,gudivada amarnath,polavaram,visakha, Botsa ,kotamreddy ,roja,nellore ,srikakulam,yuvashakti,tadepalli,suprem court,perni nani ,ap development,tadipatri,gudivada ,nandigama
Bgju829WntY,2023-01-02,-0.9979200959205629,1771.0,TV9,263.0,5.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CGEdb3RLEzY,2023-01-02,-0.9645203351974488,463154.0,Sakshi,484.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k3waurOvHDE,2023-01-03,-0.9994533658027648,1129.0,TV9,284.0,16.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vGHwLZ1wwts,2023-01-04,-0.9980376362800598,2246.0,TV9,150.0,6.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0
IGkiFLK-n0I,2023-01-04,0.9866141676902772,3902.0,TV9,560.0,5.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3DqmvtOuqNI,2023-01-04,-0.9964025020599364,6171.0,TV9,227.0,31.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Bluj2SPt4Q,2023-01-05,-0.9953408241271972,696.0,TV9,150.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8HHRNERaBvc,2023-01-05,-0.5250025987625122,11830.0,Sakshi,380.0,50.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
UIlMGkKZXWI,2023-01-07,0.9813371300697328,109342.0,TV9,158.0,51.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wvqgoe8oEh0,2023-01-07,-0.997976005077362,3052.0,TV9,199.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
QZtHa0XP1VU,2023-01-08,-0.9986847043037416,6732.0,Sakshi,267.0,8.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BtdXV9ML_t8,2023-01-09,-0.9885927438735962,16869.0,Sakshi,342.0,68.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0
MQdRdmdLV0c,2023-01-10,-0.9909355044364928,25082.0,TV9,395.0,22.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5LZ41rxGIk,2023-01-10,-0.9988536834716796,11070.0,TV9,188.0,6.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xu5gKZ5QQyw,2023-01-10,-0.9969358444213868,10773.0,TV9,161.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jlzFW6Q4i4M,2023-01-12,-0.9979315996170044,3584.0,TV5,115.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyqqd1KkWM4,2023-01-13,-0.9932175278663636,2613.0,TV9,172.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
VvwKMnPxB6Q,2023-01-13,0.9926526546478271,2816.0,TV9,287.0,9.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RQFMPrv6Kmw,2023-01-13,0.9942501783370972,4448.0,ABN,240.0,3.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
xw0O1foV39M,2023-01-13,0.9767341613769532,4342.0,TV9,257.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rfaCK4QdTI0,2023-01-13,-0.9994538426399232,1711.0,TV9,288.0,19.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMIfoH6dUE8,2023-01-13,-0.9923715591430664,4316.0,TV9,224.0,1.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ZqDyNxbOo1Y,2023-01-13,0.9983589053153992,455.0,ABN,264.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
G_XDyihtquw,2023-01-13,0.9963101744651794,2363.0,TV9,365.0,6.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jPZgkoaEei4,2023-01-13,-0.9973055124282836,12438.0,ABN,270.0,29.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lMjG3woXvtU,2023-01-13,-0.9370341300964355,159471.0,ABN,305.0,371.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b-hP7Ok0D5I,2023-01-15,-0.9957787990570068,29008.0,TV9,136.0,8.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YfXrRV5hS8A,2023-01-15,-0.9935104250907898,4826.0,TV9,149.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hgenu0kLfe8,2023-01-15,-0.997586727142334,10250.0,TV9,148.0,4.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dKKkJBBorL0,2023-01-15,-0.9983477592468262,3314.0,ABN,261.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24fcu6p30c4,2023-01-16,-0.9987375140190125,667.0,TV5,96.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fl3-Zw2gO2I,2023-01-16,0.9931839108467102,36452.0,TV9,441.0,13.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9yY5ecDT0J0,2023-01-17,-0.9987707734107972,40969.0,TV9,101.0,21.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5VgD7S3NmZ4,2023-01-17,-0.9958705306053162,2645.0,TV9,95.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zt86oiqxQn8,2023-01-17,-0.9846500754356384,1500.0,TV9,63.0,3.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1i4pi6hZe90,2023-01-17,0.995863437652588,2098.0,TV9,116.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emLG5JX3gsM,2023-01-17,0.9978278279304504,4208.0,TV9,440.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tc1cDLn81ko,2023-01-17,0.9888877272605896,18796.0,Sakshi,272.0,47.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QcOhA0i7GwI,2023-01-17,-0.9947543144226074,10703.0,TV9,257.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
qMZTL5pYrAo,2023-01-17,-0.9933367967605592,3786.0,TV9,293.0,1.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
hCHoNdeSX3M,2023-01-17,0.9972327351570128,5530.0,TV9,251.0,3.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6vxNfGTICCU,2023-01-17,0.997494339942932,4872.0,TV9,64.0,1.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HLYfqoHa-To,2023-01-17,-0.991659700870514,7660.0,TV9,227.0,5.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uv41nvipPAI,2023-01-17,-0.9920400381088256,7974.0,TV9,235.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5XA8Hd_OOxs,2023-01-17,0.99809330701828,2465.0,TV9,229.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGH5VhRsMoY,2023-01-18,0.996575653553009,20722.0,TV9,444.0,7.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s8WtAUquwq4,2023-01-18,-0.9973441958427428,2979.0,TV9,360.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Xqy2Z4XEoXw,2023-01-18,-0.9989074468612672,8004.0,ABN,150.0,6.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
W04LH5Al5fg,2023-01-18,-0.9977937936782836,2742.0,TV9,363.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZsVaBV7wYng,2023-01-19,0.9887614846229552,4825.0,ABN,305.0,14.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BbSiV0bhIv4,2023-01-19,0.98689866065979,2417.0,TV9,385.0,1.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y3trDYuPbzc,2023-01-19,0.9957135915756226,1388.0,TV9,387.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LG4_1UREWuA,2023-01-20,0.9979189038276672,1023.0,TV9,300.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IOkIJY8fbgM,2023-01-20,-0.989989161491394,7150.0,TV9,167.0,12.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2zeL09n8XqA,2023-01-20,-0.9900040030479432,4936.0,TV9,190.0,14.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
bF1pU8N1pzU,2023-01-20,0.998381733894348,3281.0,Sakshi,283.0,10.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
H5-6gBV0NNY,2023-01-21,0.9988584518432616,2528.0,TV9,316.0,1.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTIl1x1jZFk,2023-01-22,0.9973893761634828,4031.0,TV9,565.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sa74GHO_4kI,2023-01-23,-0.9976997971534728,4114.0,TV9,267.0,21.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4KcvFLLgN_Y,2023-01-23,-0.9967323541641236,1840.0,Sakshi,117.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hu9EyijLx9g,2023-01-24,0.9938732385635376,64951.0,TV5,228.0,39.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uPmra4ThSVc,2023-01-24,0.993916928768158,5712.0,TV9,370.0,4.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aV89BrGhcHA,2023-01-24,0.9980065226554872,1815.0,TV9,358.0,1.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WsH6OiQrysU,2023-01-24,0.9597681760787964,4264.0,Sakshi,132.0,6.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
F-cgIBe1I74,2023-01-24,-0.9993457198143004,71169.0,TV9,59.0,83.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U1c8TyEBorU,2023-01-25,-0.99497389793396,1340.0,TV9,380.0,4.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
iCB_U7QMDTU,2023-01-26,0.9944376945495604,8532.0,Sakshi,502.0,21.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F4LZ7fGaTHM,2023-01-26,-0.9865342378616332,85984.0,TV5,197.0,84.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ANmxC9cDIvM,2023-01-26,0.9884123206138612,1467.0,TV9,332.0,8.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r9C9aB2oSRs,2023-01-27,-0.9907129406929016,5719.0,TV9,387.0,6.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dy-lg1N05a4,2023-01-28,0.9980732202529908,975.0,TV9,308.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rqo6LJuPyn0,2023-01-30,0.9932146072387696,764.0,TV9,198.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hLPc9ZHKg3Q,2023-01-30,0.997961401939392,159293.0,Sakshi,431.0,520.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LePUzqegPC8,2023-02-01,0.9985305070877076,3921.0,Sakshi,570.0,21.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QdadfhLEjH8,2023-02-02,-0.9928901195526124,5527.0,TV9,165.0,17.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3C5a-FzURHM,2023-02-02,-0.9992746710777284,722.0,TV9,316.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bJ98WGfNGnQ,2023-02-02,0.9949917197227478,899.0,TV9,332.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HCA9LQ0mc8c,2023-02-02,0.98814195394516,127024.0,Sakshi,330.0,252.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
urzHH0Sh21E,2023-02-02,-0.9984924793243408,590.0,TV9,323.0,1.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VhXOD--4r5s,2023-02-02,0.997218370437622,300.0,TV9,320.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e6xiKVyPbw0,2023-02-02,-0.9994958639144896,454.0,TV9,331.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
EsLsS8cJI2k,2023-02-02,-0.9965284466743468,11972.0,TV9,299.0,16.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c-Uan-vmSM,2023-02-02,0.9936710596084596,379.0,TV9,336.0,1.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HG-DjVM4hrs,2023-02-04,0.9980136156082152,65002.0,Sakshi,185.0,85.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
zIsmd6BBgFk,2023-02-05,-0.992300510406494,10988.0,TV9,222.0,3.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
JtLSLU8YBU8,2023-02-06,-0.9970567226409912,1060.0,TV9,175.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Q9SJVCb1XM,2023-02-06,0.9884244203567504,10577.0,Sakshi,503.0,29.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vVM9jhdfbvU,2023-02-07,0.9931333661079408,3082.0,TV5,174.0,0.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
Yh4lrWmIGhk,2023-02-07,0.996900200843811,40426.0,Sakshi,487.0,54.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19HadTXiNCQ,2023-02-07,-0.9980124235153198,792.0,ABN,277.0,4.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oilrj3sY8Uc,2023-02-09,-0.9975528120994568,7121.0,Sakshi,146.0,4.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
RJDC0vM3tFQ,2023-02-10,0.9758967161178588,3022.0,ABN,175.0,2.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wsMekqfs3eE,2023-02-10,0.99491149187088,26333.0,TV9,181.0,28.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uElJh9ssmG0,2023-02-10,-0.9991268515586852,3875.0,ABN,230.0,5.0,vijayawada_l.png,Kesineni Srinivas,TDP,Vijayawada,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
