ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,tdp pattabhi,ap employees,ap assembly session today,alliance,polavaram,visakha,byreddy siddharth reddy
a7CUf-oXnDI,2023-02-07,0.984172821044922,2321.0,TV9,365.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
li8WoDBEeDY,2023-02-07,-0.9983482360839844,1243.0,ABN,337.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M61_QTL9oF4,2023-02-07,-0.9770010113716124,19952.0,TV9,560.0,41.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SEIWLLI5E5k,2023-02-07,-0.9984664916992188,130753.0,ABN,119.0,101.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s7ls4BN4lcw,2023-02-07,-0.9968811273574828,42555.0,TV5,164.0,339.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6e1NijBwaN0,2023-02-08,0.9984655380249025,6866.0,Sakshi,416.0,11.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q8lARzewKZw,2023-02-08,-0.998254120349884,3887.0,Sakshi,500.0,5.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4vCdNpCknmI,2023-02-09,0.9975692629814148,29111.0,TV9,507.0,63.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s4M1BzMviMQ,2023-02-09,-0.9924282431602478,13693.0,TV9,362.0,38.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
f7HS_gmsHiU,2023-02-09,0.9961416125297546,9175.0,Sakshi,325.0,6.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5gIOPasOVWQ,2023-02-09,0.9783771634101868,5375.0,TV9,360.0,18.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ey6jSWmoofk,2023-02-09,-0.973291516304016,5868.0,TV9,362.0,10.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
f3kCqGyX6U0,2023-02-10,0.9980766773223876,1865.0,TV9,246.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vGZUfzKE57c,2023-02-12,-0.9934577345848083,4526.0,Sakshi,187.0,15.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0
prsEewzUorY,2023-02-12,0.997655153274536,5897.0,Sakshi,503.0,25.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2tybiZrCTio,2023-02-13,-0.9989149570465088,893.0,TV9,252.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oT2SH2On7yY,2023-02-15,-0.9994414448738098,780.0,TV9,317.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73RweXIhlfg,2023-02-16,-0.9968174695968628,3539.0,TV9,326.0,2.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3NbU-utF7U,2023-02-16,0.9975957274436952,4024.0,Sakshi,165.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QfjuhCunuw0,2023-02-17,-0.997934341430664,2597.0,TV9,279.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uGzHtyBB9Sg,2023-02-17,0.8967893719673157,1828.0,ABN,520.0,6.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q3rJXTLYQU8,2023-02-17,-0.9994644522666932,3718.0,TV5,215.0,21.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
nYxkx1XqUFc,2023-02-17,0.98036926984787,2056.0,ABN,183.0,8.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4Ajw2q6Lbk,2023-02-18,-0.9983680844306946,1387.0,TV9,247.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EVfwgp2hkKo,2023-02-19,-0.998382568359375,3265.0,TV9,336.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hzc4ZrFOaK0,2023-02-19,0.9940833449363708,1228.0,TV9,288.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c-evJEltya8,2023-02-20,0.9985876083374025,735.0,TV9,81.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1iBCDIF-Zmc,2023-02-20,0.9958121180534364,1489.0,TV9,228.0,6.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PLUwDgr5os0,2023-02-21,-0.9992271661758424,281930.0,TV9,306.0,213.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0
cTc4ZD3OYL0,2023-02-25,-0.9984753727912904,2597.0,Sakshi,245.0,18.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
M7iOff6o13g,2023-02-26,0.9983193278312684,4371.0,TV9,198.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kKXofjDzlnQ,2023-02-26,0.9865304827690125,664.0,TV9,53.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aY-N8MSaDD4,2023-02-26,-0.9966344237327576,3694.0,TV9,136.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-fBZw5eYEkM,2023-02-26,0.984990656375885,24566.0,TV9,288.0,29.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e6PYpuKGhps,2023-02-28,-0.99020516872406,466.0,TV5,164.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8EOwgRFpEW8,2023-03-02,-0.994458556175232,2562.0,TV5,85.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165WyNuueJk,2023-03-02,-0.9978681802749634,572.0,TV9,265.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sj-5A7tftvA,2023-03-02,-0.9990872144699096,89332.0,TV9,190.0,110.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h_3MJvlyzic,2023-03-04,0.998496413230896,493.0,TV9,300.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
JIaoAYHefJY,2023-03-05,-0.6409664154052734,4569.0,TV9,285.0,6.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-scaXvd2hLE,2023-03-10,0.9949359893798828,4897.0,TV9,199.0,11.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
id7YvTUNHgw,2023-03-11,0.9951423406600952,1130.0,TV9,42.0,7.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
d_kQgjs4Z5Q,2023-03-12,0.9946238994598388,712.0,TV9,270.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2sIk4Jdb-i8,2023-03-13,-0.99749493598938,6726.0,TV9,168.0,24.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ViNDjUi0WAY,2023-03-13,0.9981073141098022,17160.0,Sakshi,290.0,13.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Oewjje_bFh8,2023-03-13,-0.9986728429794312,11785.0,Sakshi,131.0,66.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
ckDeljTVpb8,2023-03-15,0.9906604886054992,37384.0,TV9,315.0,50.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SrvzdQrt9TY,2023-03-16,0.9980992674827576,10139.0,Sakshi,208.0,5.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
IxKe9la-87U,2023-03-17,0.998814582824707,1223.0,Sakshi,299.0,2.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1
bWvcorfwnmY,2023-03-17,-0.998847246170044,1342.0,TV9,269.0,2.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
yG5yAUcUCdI,2023-03-17,-0.9987720847129822,576.0,TV9,115.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JFlzMN2eLwM,2023-03-18,0.9970767498016356,1183.0,TV9,357.0,2.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bBTdad77zgE,2023-03-19,-0.995240330696106,19688.0,TV9,331.0,51.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0
rpEHTSs1HgI,2023-03-19,0.9968825578689576,6224.0,TV5,191.0,2.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gUrAq3XYrFQ,2023-03-22,-0.9976275563240052,2891.0,ABN,198.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gouBVlCIETw,2023-03-22,-0.96718829870224,24456.0,ABN,195.0,29.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Y7VOaQV-Ijg,2023-03-23,0.9849972724914552,14437.0,TV9,221.0,8.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
4scFvqVXUvg,2023-03-25,-0.998607575893402,1031.0,TV5,225.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UxELPHKQDH0,2023-03-25,0.9935139417648317,176002.0,Sakshi,171.0,232.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VwRPGgDv2hA,2023-03-26,-0.9962324500083924,7962.0,TV9,358.0,10.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NIunzkts6CM,2023-03-26,-0.9983997941017152,715.0,TV9,324.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MsoHDqdb7bY,2023-03-26,-0.9979448914527892,1143.0,TV9,186.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6mDibn6XsR0,2023-03-26,-0.9990109205245972,2354.0,TV9,136.0,8.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7hEjfmCfK8g,2023-03-31,0.9987284541130066,303.0,TV9,69.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFbbDQNutk8,2023-03-31,0.992295503616333,3697.0,Sakshi,304.0,13.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
sn0IwYA0leA,2023-03-31,-0.9980680346488952,4065.0,Sakshi,206.0,33.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
bAiKkoI3238,2023-04-04,0.9737901091575624,6434.0,TV5,253.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
gq_8fjkqPBg,2023-04-05,-0.997125804424286,1147.0,TV5,225.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12pZxqHlFQs,2023-04-05,0.9870302081108092,1135.0,TV5,300.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haJrKtV2bjA,2023-04-06,0.9985550045967102,2657.0,TV9,120.0,4.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3fP486p0Kw,2023-04-07,0.99616938829422,14267.0,Sakshi,142.0,16.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fF9sPguSUOw,2023-04-08,0.9979159235954284,1343.0,TV5,251.0,1.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rv0BhJPXl28,2023-04-08,0.9958184361457824,94287.0,TV9,234.0,11.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FokPjnUNQCo,2023-04-10,-0.970304012298584,834.0,TV9,272.0,0.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kiyc7ScdnyU,2023-04-13,-0.996719777584076,73623.0,TV5,329.0,44.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
VywzNPUbt-E,2023-04-14,-0.9929433465003968,1240.0,Sakshi,74.0,3.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
hzOVPXyWObY,2023-04-15,0.9987554550170898,1924.0,TV9,190.0,8.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
lb71hl178VY,2023-04-16,-0.9962504506111144,38212.0,ABN,213.0,18.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0
rmeeRnT_fkU,2023-04-17,0.993571400642395,7844.0,TV9,306.0,12.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
12ludGlwQ0Q,2023-04-17,-0.9985180497169496,9338.0,TV9,318.0,55.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CyIfErT3XlY,2023-04-21,0.9958227872848512,1548.0,Sakshi,276.0,6.0,chandragiri.png,Chevireddy Bhaskar Reddy,YSRCP,Chandragiri,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
