ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,gandhar_nellore.png,kodur.png,venkatagiri.png,alur.png,kakinada.png,narsapuram_l.png,palakollu.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,vizianagaram.png,tekkali.png,pawan.png
osBgEr3YB4E,2022-09-21,209.0,5.0,6223.0,-0.99433171749115,Sakshi,cpi narayana,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
gZh5GoJGlgY,2023-02-20,65.0,0.0,4873.0,-0.9946836829185486,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goMMF4_uaiM,2022-10-09,142.0,1.0,830.0,0.998406708240509,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z8Q8bwr0180,2022-10-07,84.0,0.0,2570.0,0.9984191656112672,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vsr2DHkPCIc,2023-04-02,182.0,11.0,8162.0,0.9983080625534058,Sakshi,cpi narayana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kbU1YUnZucA,2023-01-06,150.0,0.0,1322.0,0.9717001914978028,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WfyTt0u1Vh4,2023-02-25,252.0,0.0,2298.0,-0.9956464171409608,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mCz-3VIhk-k,2023-03-13,283.0,1.0,3289.0,-0.9967034459114076,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ni7k2PFxp9g,2023-04-10,255.0,8.0,5048.0,-0.9894652366638184,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UucL7LvEngk,2022-11-26,209.0,0.0,1542.0,-0.9947562217712402,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jYPehpZm9I0,2023-04-12,181.0,9.0,3408.0,0.9934489130973816,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmVT0UGnTao,2023-01-03,180.0,0.0,1002.0,0.992833375930786,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WZYgcv3GiYI,2023-03-28,218.0,3.0,5769.0,-0.9901540875434875,TV5,cpi narayana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RH4kFdWCNXE,2022-06-10,313.0,1.0,4677.0,0.9969985485076904,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kylk87jieic,2023-04-22,204.0,113.0,173749.0,-0.9976189732551576,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L9rHDy70ffk,2023-03-31,56.0,1.0,683.0,0.9965201616287231,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fuCW8vmRyfg,2022-11-21,216.0,0.0,1932.0,0.9969797134399414,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JDogX2ChqyQ,2023-02-16,113.0,3.0,2876.0,0.9974687099456788,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jyiGl4zcr9I,2023-03-23,202.0,49.0,44579.0,0.9916381239891052,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PtqO7s-Cxo8,2022-11-25,64.0,0.0,670.0,0.9983805418014526,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rkTqtHgHyoc,2022-12-24,218.0,10.0,135440.0,0.9916057586669922,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nfTQDqO5KaU,2022-11-08,93.0,20.0,4336.0,0.9927858114242554,Sakshi,cpi narayana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1D1ff3M2das,2022-12-16,83.0,1.0,1542.0,-0.997747838497162,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xlya-34Dk0U,2023-04-02,63.0,53.0,17915.0,0.9957642555236816,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aOAK-t3LjlM,2023-01-28,70.0,3.0,3176.0,0.9987252354621888,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58uIwz5h5Rg,2022-12-25,260.0,0.0,1300.0,0.9984531402587892,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mO3lZuIv62E,2023-01-13,379.0,0.0,2306.0,-0.9906378984451294,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bDcu8Z8ugks,2022-10-11,204.0,0.0,421.0,-0.992724359035492,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tX1fT1-5TxA,2022-09-12,155.0,1.0,688.0,-0.9820043444633484,TV5,cpi narayana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0r7DDsBHmM,2023-02-25,202.0,0.0,1842.0,0.9962230920791626,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KzD3MgOHLHI,2023-04-17,169.0,4.0,2751.0,-0.9973481893539428,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KF-22sprZWo,2023-03-27,342.0,12.0,1387.0,-0.9936645030975342,TV9,cpi narayana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rOqPhSQOq-Q,2023-03-03,165.0,1.0,8200.0,-0.985983908176422,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AnVar3INO0Y,2023-03-31,283.0,2.0,1674.0,0.9944884777069092,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bQZNKqlC-K8,2022-10-30,332.0,12.0,1567.0,-0.9987228512763976,ABN,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
jZLHYoFyF7Q,2023-03-07,268.0,6.0,477.0,-0.9981938004493712,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qv1lTHKuzys,2023-03-25,205.0,32.0,9977.0,0.9924853444099426,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_YJj0cnltMw,2021-02-15,326.0,0.0,3108.0,0.994706928730011,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I_CKWidaYV0,2022-10-28,94.0,8.0,1289.0,0.9943088889122008,Sakshi,cpi narayana,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
9BhLlzujxGQ,2023-03-30,351.0,0.0,1002.0,0.9980759620666504,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2TiAQF3UkNs,2022-11-10,245.0,2.0,2975.0,-0.9985180497169496,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIcnpmlLF4c,2023-04-21,173.0,0.0,862.0,-0.9940780401229858,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4VCcvi8iFrM,2023-03-03,296.0,4.0,1630.0,0.9972668886184692,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTrMWkdTLJ8,2023-03-27,271.0,476.0,163841.0,0.9953540563583374,Sakshi,cpi narayana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6Tr_2GPcxhk,2023-03-30,143.0,6.0,2089.0,-0.9974192380905152,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zjVsZUsh0mo,2022-11-11,46.0,0.0,5288.0,-0.9968624114990234,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wC_TMrnfgiA,2023-04-06,125.0,3.0,1392.0,0.996306538581848,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2KfUVi9ZMKE,2023-01-30,253.0,1.0,3752.0,-0.9982224106788636,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qoYhJjn2ym0,2022-09-08,120.0,101.0,85484.0,0.9736103415489196,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZTWQuBQmJEA,2022-11-17,127.0,71.0,6588.0,-0.9920191168785096,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9E7JpMLdWtk,2022-12-01,41.0,1.0,850.0,0.9973995685577391,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VbHr2u6b2_U,2022-07-30,245.0,34.0,12228.0,-0.9935582280158995,Sakshi,cpi narayana,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
oRM4H7eV2js,2023-04-13,215.0,1.0,1265.0,-0.997567653656006,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lzb4uRB-7UQ,2023-03-11,127.0,9.0,1807.0,-0.9967479705810548,TV9,cpi narayana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uNP-2InpahU,2022-12-10,174.0,0.0,2867.0,-0.9954234957695008,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61Hywc0eKAk,2023-02-20,83.0,2.0,2539.0,-0.9979179501533508,ABN,cpi narayana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7XKwG_6yO-s,2023-02-09,210.0,15.0,12907.0,-0.9981083869934082,TV5,cpi narayana,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
L971Gb0svvY,2022-12-27,82.0,0.0,1082.0,-0.9961256384849548,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jlXfjqajzmk,2022-10-20,83.0,8.0,1274.0,-0.9941967725753784,ABN,cpi narayana,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7GJh9M73orM,2022-04-04,402.0,146.0,70215.0,-0.9981983304023744,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vtPNs-YpUxY,2022-06-30,492.0,3.0,2989.0,-0.9970909357070924,Sakshi,cpi narayana,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
DD_ALrnzYyQ,2022-11-26,206.0,1.0,519.0,-0.9991708993911744,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7SXq74_CfLQ,2023-03-31,178.0,43.0,5965.0,-0.9925029277801514,Sakshi,cpi narayana,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
u_UfG2PUvUA,2022-08-28,305.0,34.0,10596.0,0.9928457140922546,TV5,cpi narayana,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5C8u93fO7PI,2022-08-10,171.0,5.0,2297.0,-0.996813952922821,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zZ3p28SaB8,2023-01-12,201.0,3.0,21637.0,-0.9978329539299012,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u3Dintt6T5E,2023-04-09,261.0,2.0,2668.0,-0.9878968000411988,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l48wECnKYYg,2023-03-03,294.0,2.0,4080.0,0.9887323379516602,TV9,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
_E1WEDDdxiE,2023-01-30,142.0,149.0,180197.0,0.9986989498138428,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EaFL1jTEv0U,2022-12-31,239.0,2.0,36144.0,-0.9927859902381896,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rC-9d86lZgc,2023-04-21,307.0,4.0,6736.0,0.992490828037262,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nbg6FRRYHsg,2022-09-27,83.0,11.0,841.0,-0.9935309290885924,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGxLvppdhfs,2022-11-26,172.0,2.0,1052.0,0.9962521195411682,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_sD5HGBfG3o,2023-04-02,239.0,10.0,5983.0,-0.9901726245880128,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RQvxVJANWdU,2022-11-19,245.0,2.0,8183.0,-0.9985560774803162,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cfYv-BV6-JI,2022-11-25,200.0,0.0,10629.0,-0.991374671459198,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jkg2EUQw2fY,2023-02-04,350.0,15.0,8072.0,-0.9921066761016846,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0sMLIKlXTs,2022-11-16,34.0,3.0,1492.0,-0.9913414120674132,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Kvdj2i_GSQ,2023-03-02,179.0,2.0,554.0,-0.9985597729682922,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qFOxJHY3ywg,2023-04-09,214.0,0.0,2803.0,0.9955409169197084,TV9,cpi narayana,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
n6pn0GBvFZY,2022-12-14,227.0,4.0,2219.0,0.9907053112983704,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1pfnmC6W1zg,2023-04-09,302.0,25.0,921.0,-0.9980345368385316,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
rFM8FCFOQsE,2023-04-13,265.0,0.0,1939.0,-0.9985440969467164,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
QosbWD6jyGg,2022-12-04,230.0,5.0,6793.0,-0.9891895055770874,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8Ja42le_aw,2022-10-13,355.0,0.0,476.0,0.9772788882255554,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daYTmXY09d4,2022-12-07,197.0,3.0,1237.0,-0.6340252757072449,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAlCpAlP8rM,2022-11-27,176.0,1.0,684.0,-0.9975969195365906,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zJi8FB2MH0U,2023-03-28,98.0,15.0,6641.0,-0.9787567257881165,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
qH6JAN3NEvE,2023-04-06,224.0,6.0,1803.0,-0.999339520931244,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmdcfnwMsAc,2022-11-23,178.0,6.0,2223.0,-0.998723804950714,TV9,cpi narayana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tBDA3FCrvCI,2022-10-17,110.0,0.0,2120.0,-0.998640239238739,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PTrePsh2SSU,2023-03-10,222.0,0.0,2290.0,0.9987114667892456,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6CWbZanZ74,2022-12-11,208.0,2.0,719.0,0.9914634823799132,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U0BDOqRt3mo,2023-02-24,237.0,5.0,2365.0,-0.9938557744026184,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fDdQFuYIIls,2023-01-20,108.0,2.0,1307.0,-0.9764786958694458,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w31rzj3d2Lw,2021-12-26,291.0,6.0,2964.0,0.9978517293930054,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yQ52GPNoYXc,2022-11-26,227.0,3.0,39366.0,-0.991336464881897,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5nkaU4dQ2tk,2022-10-11,275.0,5.0,5481.0,0.9934125542640686,ABN,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eQGse_CsRlw,2023-01-25,309.0,0.0,831.0,0.9970331192016602,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CqN-p-RSBwE,2022-12-11,125.0,5.0,2724.0,0.9785917401313782,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R5dg6fQOTTA,2022-12-19,312.0,3.0,1456.0,-0.9980154037475586,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SEwGOH38nkY,2022-12-11,72.0,1.0,692.0,-0.9642635583877563,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIk5dYAObVc,2023-01-30,382.0,0.0,2183.0,0.987363874912262,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zasvLgTprZQ,2022-10-23,314.0,1.0,1183.0,0.9982607960700988,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YpXsMYRBqi0,2022-11-18,228.0,3.0,33617.0,-0.9658622145652772,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7UbGBG4FtM0,2023-03-02,172.0,16.0,33068.0,-0.9963544607162476,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OeOg-9MWbfs,2022-10-07,280.0,105.0,29477.0,-0.9387742877006532,TV5,cpi narayana,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sfcrWswRYjY,2023-01-31,407.0,2.0,3498.0,-0.9924426078796388,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ae1o4wfOf0I,2023-04-15,184.0,7.0,4017.0,0.9970880150794984,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kQ3Ho_Tubkg,2023-03-23,83.0,1.0,802.0,0.9970731735229492,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JFd3B29xkMg,2022-08-31,42.0,1.0,701.0,0.9987549781799316,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MrLP55nR5Vc,2023-03-17,93.0,2.0,1992.0,0.9982590079307556,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meyOEjJmhIg,2022-09-12,70.0,23.0,14866.0,0.9986421465873718,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dI1R0gIU4v4,2022-11-22,220.0,3.0,34300.0,-0.9954896569252014,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KUyIe6HaTxU,2023-03-22,37.0,1.0,288.0,0.9987682700157166,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eVZ2psEeYnk,2022-09-28,191.0,1.0,940.0,-0.9993785619735718,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kW60ea1GePA,2023-01-05,316.0,19.0,4831.0,0.9801733493804932,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-UMzYSkvcKk,2023-02-11,300.0,471.0,581384.0,-0.9979122281074524,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4AS8kTGacBE,2022-07-07,222.0,3.0,1769.0,0.9982396364212036,Sakshi,cpi narayana,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0
wVvF6NZuE84,2023-04-10,335.0,1.0,979.0,-0.9978596568107604,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EY1kcehnaQU,2022-09-23,239.0,134.0,186580.0,0.9981001019477844,Sakshi,cpi narayana,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uMrdCvg9HKM,2022-05-31,220.0,16.0,5760.0,-0.9884424805641174,Sakshi,cpi narayana,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
dB1WDXzCeIY,2023-04-19,121.0,4.0,2776.0,-0.9993975162506104,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xiE9sOnSf0k,2023-01-12,287.0,6.0,4673.0,-0.9980915188789368,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hCssi2Q9d4o,2022-12-06,186.0,0.0,2173.0,-0.9985461235046388,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q2SIIMCg_zE,2022-12-25,169.0,2.0,1763.0,0.9976868629455566,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5qXWworyf_0,2022-09-13,87.0,27.0,23210.0,0.921152114868164,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eUR_SboBoq8,2023-04-14,299.0,2.0,1103.0,0.994587540626526,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1VZEBoW0KFE,2023-03-07,274.0,7.0,2227.0,-0.9989641904830932,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VMa6Ylq0aR8,2022-10-15,112.0,1.0,598.0,-0.9972503781318665,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d-FJ5GRjJ5s,2023-03-26,189.0,85.0,88417.0,-0.9992043375968932,TV9,cpi narayana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4TvsV4yTeeM,2022-11-29,82.0,1.0,541.0,0.9980791807174684,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,cpi narayana,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kTF4v7yB7cQ,2023-03-15,346.0,13.0,6374.0,-0.99576735496521,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LVrpjHcffg0,2023-01-11,161.0,5.0,713.0,-0.9854390621185304,TV5,cpi narayana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7T8mW1WJF0Q,2022-09-27,95.0,10.0,1926.0,0.9956327080726624,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VYfBX4EYj40,2022-09-06,224.0,0.0,570.0,-0.9977134466171264,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8FP7N6BkaI,2022-11-15,68.0,1.0,493.0,0.9965240359306335,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISeewEaQB24,2022-12-07,345.0,128.0,183127.0,0.9955669045448304,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUWHZF-Es9g,2023-04-11,46.0,6.0,567.0,-0.9971008896827698,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sMhSgPQ07q8,2021-12-30,211.0,200.0,75395.0,-0.9973616003990172,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42o5U2kdwYM,2023-03-09,253.0,72.0,9203.0,-0.9965218305587769,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eqPJUZtY5BY,2023-02-27,101.0,1.0,2775.0,0.9938026666641236,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W7lnEJPOpaA,2022-08-30,160.0,4.0,2963.0,-0.9932416677474976,TV5,cpi narayana,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
eclgO3ifOuk,2022-12-09,197.0,13.0,3352.0,0.9968271851539612,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YuL_hSVaTn0,2023-04-15,86.0,0.0,1622.0,-0.5002647042274475,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uNIb_aqKHsk,2022-09-03,266.0,2.0,2425.0,0.699282705783844,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xuvx62uJFH0,2021-11-24,75.0,10.0,5360.0,-0.9993846416473388,Sakshi,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
gy8tRG69vvo,2023-03-15,266.0,25.0,6959.0,-0.9865872263908386,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRs0C0oFkOo,2023-04-08,230.0,0.0,1486.0,-0.9964152574539183,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dHGj2MavTsw,2023-03-02,175.0,3.0,567.0,0.99305659532547,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDlPesWkQXU,2022-11-30,85.0,1.0,1375.0,-0.9983410835266112,ABN,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UoTJxdORrrU,2023-03-07,264.0,8.0,681.0,-0.9992873072624208,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pT9CX6H167I,2022-10-08,71.0,0.0,781.0,0.9955143332481384,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IcX8FmLMKEY,2023-03-09,126.0,1.0,1290.0,-0.998847723007202,TV5,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-aaSeHU9lc,2022-11-26,89.0,16.0,2939.0,-0.999065101146698,TV9,cpi narayana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p1Y_-6GcOfs,2022-11-27,212.0,4.0,1762.0,-0.9862337112426758,TV9,cpi narayana,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
