ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,kakinada.png,pulivendula.png,kalayan_durg.png,sattenapalli.png,tekkali.png
ldgdfWHI1GI,2022-12-14,265.0,2.0,3900.0,-0.999294638633728,ABN,vidya deevena ,0,0,0,0,0
SNM8y48-yP0,2023-01-20,167.0,45.0,53750.0,-0.9993557333946228,TV5,vidya deevena ,0,0,0,0,0
EbRNHVVwGlM,2023-01-21,147.0,3.0,2761.0,0.9983497858047484,TV5,vidya deevena ,0,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,vidya deevena ,0,0,0,0,0
MwDXLtUtufc,2023-01-30,144.0,16.0,8203.0,-0.9974443912506104,TV5,vidya deevena ,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,vidya deevena ,0,0,0,0,0
k8DaycH9nHg,2022-10-12,225.0,7.0,25885.0,-0.9918001294136048,TV5,vidya deevena ,0,0,0,0,0
lU0MZwys_ho,2021-12-30,203.0,13.0,3574.0,0.9987323880195618,Sakshi,vidya deevena ,0,1,0,0,0
sXrnlpTXNAo,2022-12-29,299.0,8.0,2768.0,-0.998120367527008,TV5,vidya deevena ,0,0,1,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,vidya deevena ,0,0,0,0,0
wGaUqv5nCuA,2023-02-01,81.0,0.0,380.0,-0.9993065595626832,TV5,vidya deevena ,0,0,0,0,0
B8plmMjYgpE,2022-11-28,203.0,14.0,3931.0,-0.9991198182106018,TV5,vidya deevena ,0,0,0,0,0
McDmqMM_yn4,2022-04-08,180.0,557.0,323233.0,0.9618068337440492,Sakshi,vidya deevena ,0,1,0,0,0
b_P4WaYPe9Q,2022-12-13,131.0,0.0,2304.0,0.9984784722328186,TV5,vidya deevena ,0,0,0,0,0
cHPfRdE9FiI,2023-02-06,320.0,0.0,606.0,0.9927757978439332,TV5,vidya deevena ,0,0,0,0,0
qw6A0OnZeds,2023-03-19,6141.0,79.0,327678.0,0.9960442781448364,Sakshi,vidya deevena ,0,0,0,0,0
QbUqY0Vy46k,2022-05-05,484.0,236.0,64610.0,0.9980326294898988,Sakshi,vidya deevena ,0,0,0,1,0
wM5RhSeRwGY,2022-03-10,439.0,1.0,3566.0,0.991710901260376,Sakshi,vidya deevena ,0,0,0,0,0
0ZLdXkMlT1g,2022-12-20,70.0,0.0,818.0,0.99677175283432,TV9,vidya deevena ,0,0,0,0,0
XaLwO29UF-w,2023-02-03,110.0,2.0,1947.0,0.9847223162651062,Sakshi,vidya deevena ,0,1,0,0,0
E0DFPW0Bytw,2023-03-04,52.0,0.0,1601.0,0.9962536096572876,ABN,vidya deevena ,0,0,0,0,0
7bpIsF-1E0g,2023-02-28,328.0,0.0,224.0,-0.8711227178573608,TV5,vidya deevena ,0,0,0,0,0
2PLlMevNuvM,2023-01-27,55.0,20.0,83952.0,-0.9977446794509888,TV9,vidya deevena ,0,0,0,0,0
HSFwLtVpuQw,2022-09-10,250.0,10.0,22079.0,-0.997161030769348,TV5,vidya deevena ,0,0,0,0,0
63WxlCXW2Pw,2023-04-04,86.0,2.0,1494.0,0.9971158504486084,TV9,vidya deevena ,0,0,0,0,0
qGw6vo3k-X0,2023-01-26,121.0,1.0,1099.0,0.9984543323516846,TV5,vidya deevena ,0,0,0,0,0
juVNE49PG78,2023-02-02,59.0,0.0,292.0,0.9987699389457704,TV5,vidya deevena ,0,0,0,0,0
cU5zKuhd5OE,2022-05-05,235.0,10.0,5839.0,0.992602288722992,Sakshi,vidya deevena ,0,1,0,0,0
j5Y0-UOI-n8,2023-02-03,219.0,4.0,2114.0,0.9977420568466188,TV9,vidya deevena ,0,1,0,0,0
D0jASYoDHKI,2022-10-25,203.0,72.0,23144.0,-0.9994431138038636,ABN,vidya deevena ,0,0,1,0,0
2wM_RpLF9vA,2022-11-30,266.0,4.0,2798.0,0.9874009490013124,TV9,vidya deevena ,0,1,0,0,0
p1Y_-6GcOfs,2022-11-27,212.0,4.0,1762.0,-0.9862337112426758,TV9,vidya deevena ,0,0,0,0,0
SFAeY4VMSTQ,2022-12-08,380.0,24.0,17962.0,0.9839625954627992,TV9,vidya deevena ,0,0,0,0,0
9qJrkeNezN8,2022-03-15,393.0,5.0,2625.0,0.9937106370925904,Sakshi,vidya deevena ,0,0,0,0,0
moUZRwRLpLM,2022-11-30,92.0,4.0,2348.0,0.9931372404098512,TV9,vidya deevena ,0,0,0,0,0
G_iwYo7cp0U,2021-11-30,309.0,12.0,1827.0,0.9971045851707458,Sakshi,vidya deevena ,0,1,0,0,0
iNtIjezwOHc,2023-02-06,255.0,1.0,2569.0,-0.9473716020584106,TV5,vidya deevena ,0,0,0,0,0
xSsz182qVg8,2023-02-27,254.0,2.0,999.0,-0.9993969202041626,TV5,vidya deevena ,0,0,0,0,0
SUOcu2hzMg0,2023-01-28,164.0,121.0,257596.0,0.9926214218139648,TV5,vidya deevena ,0,0,0,0,0
jzEtDLuJdxE,2021-11-30,508.0,4.0,2885.0,0.994226574897766,Sakshi,vidya deevena ,0,1,0,0,0
nIaKmUIPMpk,2022-12-23,246.0,1.0,2659.0,0.993658483028412,TV9,vidya deevena ,0,0,1,0,0
ks9CyGp1l9M,2023-04-17,197.0,0.0,1781.0,0.9913495779037476,TV9,vidya deevena ,0,0,0,0,0
Cy6ZAdiBx-o,2022-12-21,144.0,3.0,911.0,-0.9966943264007568,ABN,vidya deevena ,0,0,0,0,0
MGx5YvRUOMk,2022-03-15,236.0,40.0,44606.0,-0.9993267059326172,Sakshi,vidya deevena ,0,0,0,0,0
ZPRyaXuTWvY,2021-11-30,301.0,22.0,2517.0,0.99722158908844,Sakshi,vidya deevena ,0,0,0,0,0
1whlsPExCI8,2022-03-10,535.0,14.0,1339.0,0.9947020411491394,Sakshi,vidya deevena ,0,0,0,0,0
dElQfjwfRGw,2022-03-15,228.0,0.0,1468.0,0.9987794756889344,Sakshi,vidya deevena ,0,0,0,0,0
XkNJZ8NJ7-A,2022-03-15,424.0,8.0,5998.0,0.9941492080688475,Sakshi,vidya deevena ,0,0,0,0,0
