ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,gannavaram_vamsi.png,machillipatnam.png,tenali.png,kodur.png,venkatagiri.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,eluru.png,palakollu.png,gudivada.png,myudukur.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,paderu.png,sambasivarao.png,tekkali.png
UXjvwFpYdq0,2023-02-25,104.0,1.0,1853.0,0.9965420365333556,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1sZRcGYLXT0,2023-03-09,295.0,2.0,1150.0,-0.9956169128417968,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
pfq3867G6BA,2023-03-14,208.0,3.0,896.0,-0.9949200749397278,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TelCCiQ2UGg,2023-01-29,143.0,21.0,12625.0,-0.9981793165206908,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-bqgaB0lJX0,2023-04-13,183.0,0.0,725.0,0.997776210308075,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRl6hd_b7A8,2023-03-05,250.0,101.0,66746.0,-0.9785929918289183,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jxn3wWRFPmk,2022-12-12,384.0,23.0,2350.0,-0.9990979433059692,Sakshi,Machilipatnam,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
vuuhTw-T4CU,2023-04-12,100.0,0.0,1269.0,-0.9989226460456848,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dgXheC0QKII,2022-09-25,228.0,6.0,2081.0,0.9984101057052612,Sakshi,Machilipatnam,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PQNGKHjUwpw,2023-03-03,300.0,10.0,2537.0,0.9967156648635864,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kERwPAQ1h6E,2023-03-27,269.0,0.0,1507.0,-0.9979180693626404,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yg2Pfp02AW8,2023-03-29,66.0,30.0,47453.0,0.9986288547515868,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JYoCGUBTM1k,2022-08-26,189.0,10.0,4794.0,0.9981803894042968,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eNK2w34btbg,2022-04-27,155.0,45.0,20749.0,-0.9956698417663574,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
aPwchAJc8TU,2023-04-14,311.0,0.0,1163.0,-0.9884519577026368,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
a4plS5TycDQ,2023-03-14,161.0,4.0,3459.0,0.9987308382987976,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fQN6wsDktuM,2023-04-12,147.0,5.0,5643.0,0.992026388645172,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-TzpZgXwpXQ,2023-03-15,265.0,0.0,1241.0,0.9987962245941162,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNRr0WOd5Nk,2022-12-17,184.0,8.0,5632.0,0.9373818635940552,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_ZDx640l-mc,2022-09-26,330.0,624.0,326783.0,0.9977095127105712,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AAR-p_81-hw,2023-03-14,98.0,2.0,1878.0,0.9238226413726808,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yGwpkv2N8YY,2023-03-13,301.0,17.0,8293.0,-0.9978806972503662,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jCbeA6wjOCw,2023-04-13,512.0,50.0,24542.0,0.9915381669998168,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDt_vLJde0I,2023-03-24,230.0,10.0,14148.0,-0.9927929639816284,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V-Cm7gUXtdc,2023-03-14,177.0,10.0,2036.0,0.9956058859825134,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B9iOT1Hefc,2023-03-13,40.0,0.0,3236.0,0.9988161325454712,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2sZyLZ5jzKw,2023-03-14,228.0,22.0,5516.0,-0.99592387676239,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bDKk9IaJdz4,2023-03-15,217.0,10.0,1377.0,-0.9992465972900392,TV9,Machilipatnam,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cZx0buJvYNA,2023-04-14,302.0,0.0,561.0,-0.9987778067588806,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2V1Em3z-LiE,2023-04-12,205.0,10.0,4165.0,-0.9923864603042604,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dep5_sUh5ig,2022-09-14,392.0,39.0,15791.0,0.9748342037200928,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6j7DY3Ww6Bc,2023-03-15,226.0,1.0,625.0,0.9955008625984192,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_-yizpq58-g,2023-03-14,239.0,6.0,1056.0,0.9972463846206664,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIzmrKKE0hM,2023-03-14,80.0,1.0,1660.0,0.9960512518882751,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LfH1agmy0mU,2019-12-25,356.0,7.0,6157.0,0.9981901049613952,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AsVjdMklvw4,2023-04-03,190.0,1.0,2563.0,-0.9951985478401184,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y2yu9bD6IXk,2023-03-03,295.0,2.0,3446.0,0.9978729486465454,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z2WI8fP0Pco,2022-11-12,70.0,1.0,2243.0,0.9984435439109802,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kUT4VCXoO2Q,2022-07-05,247.0,52.0,33996.0,0.9983962178230286,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1skbtHqTM_k,2023-02-14,279.0,3.0,1587.0,0.9904725551605223,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbtANNzzAew,2021-02-25,250.0,2.0,3890.0,0.9977091550827026,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cjXL0jCheE4,2023-03-05,205.0,0.0,1044.0,0.9917157292366028,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VrTkI3rLOpQ,2023-03-14,205.0,2.0,961.0,0.9977537989616394,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTlqbR19ONQ,2023-03-16,74.0,0.0,798.0,0.9956735968589784,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5x1lFnsVo8,2022-03-05,139.0,18.0,15662.0,-0.997678816318512,Sakshi,Machilipatnam,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lQdbM022_Co,2023-03-14,263.0,3.0,2032.0,0.9950650334358216,TV9,Machilipatnam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK-4EvDnQV4,2023-03-14,347.0,0.0,1752.0,0.995725154876709,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pio7DnC6CkQ,2023-03-14,20780.0,38.0,330862.0,0.9938477873802184,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2s8x9ZEP4Eg,2023-03-14,12705.0,17.0,52649.0,0.9964214563369752,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U55M98goGl0,2023-04-13,200.0,3.0,1813.0,-0.9934065341949464,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6mS1simSNIQ,2023-03-14,218.0,4.0,129480.0,-0.9930213093757628,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HteccKVO0KI,2023-04-06,339.0,14.0,19456.0,-0.9908928871154784,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8UlgIVVV0gA,2022-03-09,292.0,121.0,69994.0,-0.9959775805473328,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MMmhgbzXGcE,2023-03-14,523.0,5.0,10027.0,0.9979060888290404,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lwFMEJqsDLI,2022-10-19,336.0,19.0,3425.0,-0.9970136880874634,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
l9LRRT3zXlw,2023-03-21,334.0,1.0,4791.0,-0.9919002056121826,ABN,Machilipatnam,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0Rv_mQtZsz0,2023-03-15,246.0,1.0,1003.0,-0.9993863105773926,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00rnqBUw4Aw,2023-03-14,306.0,8.0,5213.0,0.9967461824417114,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kzeNwFn_zfI,2023-03-27,90.0,1.0,765.0,-0.990546703338623,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-zbcxqK0hMs,2023-04-21,302.0,2.0,3245.0,-0.9984616041183472,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nf4QHLhzK6E,2023-03-04,155.0,30.0,19249.0,0.998714804649353,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I2nIoh5FIyw,2023-03-14,427.0,180.0,12470.0,0.9938727617263794,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-I2ne0kCkk,2023-04-09,304.0,4.0,1297.0,-0.9993231296539308,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D5QTFsx1AvM,2023-03-15,6019.0,1.0,4723.0,0.9984772801399232,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IqleMOubwhA,2022-10-23,100.0,22.0,6007.0,-0.9988025426864624,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iMVkhk50Jjw,2023-04-12,179.0,2.0,9549.0,0.9979662895202636,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U5gb89RNww0,2023-03-14,181.0,17.0,12993.0,0.9982594847679138,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pZDg2A39xyQ,2023-04-15,325.0,52.0,31823.0,0.9928348064422609,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVpv-kZu2uY,2023-03-14,130.0,0.0,1373.0,0.9980701804161072,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0lpKqNpGAYo,2023-03-10,81.0,39.0,7384.0,-0.996423065662384,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr6oaxXr3Wc,2022-12-19,298.0,90.0,11951.0,-0.9942771792411804,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MeTQEkr-Oc4,2022-10-19,132.0,3.0,3820.0,-0.9888582229614258,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rggd5XV7-qw,2022-10-01,204.0,76.0,3697.0,-0.9795762300491332,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6Jf-uHlLhTc,2023-03-14,355.0,5.0,4954.0,0.9847787022590636,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3mg3oZighc,2023-03-14,300.0,0.0,849.0,-0.9910076260566713,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xB-d_dpDGoY,2023-03-17,330.0,39.0,66342.0,-0.995071828365326,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed5_9vJiiPo,2022-08-26,110.0,3.0,2072.0,-0.9994838237762452,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XAmlFd5XpH4,2023-03-14,380.0,24.0,7195.0,0.9946706891059875,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MyW4Mt0X0EA,2023-03-14,1780.0,5.0,1510.0,0.9910520911216736,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aDWK0IyjgEE,2023-02-12,69.0,2.0,504.0,-0.9994924068450928,TV9,Machilipatnam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z3HyIkI1oBE,2023-04-13,325.0,4.0,9290.0,-0.9994271993637084,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vT6GOJj8F3Y,2023-03-09,340.0,0.0,436.0,-0.9874337315559388,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ykqFExwpOzs,2023-01-24,210.0,151.0,132864.0,-0.9940640330314636,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bQZNKqlC-K8,2022-10-30,332.0,12.0,1567.0,-0.9987228512763976,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
yLl1_tLGSwo,2022-12-31,215.0,12.0,7434.0,0.9984439015388488,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
ERCgAd7O_Ls,2023-03-18,345.0,6.0,8754.0,-0.9985010623931884,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fMNUG6snqgo,2023-03-14,312.0,5.0,3210.0,0.9954119324684144,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4CWYY2LDn8s,2022-09-12,337.0,44.0,165624.0,-0.9987909197807312,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fu8oYDEWY8o,2023-04-01,106.0,1.0,1117.0,-0.9992095232009888,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFfpTqyc2NA,2023-03-08,165.0,1.0,1431.0,-0.9969141483306884,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mIP-qVv0TkY,2023-03-17,95.0,3.0,6836.0,-0.98966646194458,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NVY8oSvq2vI,2023-03-14,170.0,11.0,8092.0,-0.9981643557548524,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bAgU65NyYZQ,2022-12-30,68.0,37.0,8293.0,0.996531069278717,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UYWYGOiVKSw,2022-12-14,175.0,3.0,3054.0,-0.9994614720344543,ABN,Machilipatnam,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
T8QKYPLopBY,2023-03-24,321.0,1.0,2819.0,0.998407542705536,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yrtA1L9MR00,2023-04-14,182.0,3.0,12480.0,0.9980244636535645,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zu7kxMV2PwU,2022-11-26,144.0,19.0,12072.0,0.9982978701591492,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iZpgqodEPC0,2022-12-21,201.0,26.0,23097.0,0.9977020621299744,Sakshi,Machilipatnam,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
_TsFvVXhMpY,2023-03-14,210.0,971.0,406926.0,0.9962074756622314,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qi7N9DeaWuo,2022-05-29,399.0,138.0,66175.0,0.9922637939453124,Sakshi,Machilipatnam,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BsfILK3Z9kk,2022-12-17,534.0,33.0,20251.0,-0.9832558631896972,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XOnzTNrSbRs,2023-03-05,230.0,7.0,10453.0,-0.9986464381217957,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Xoa5yOwYM,2022-08-18,301.0,167.0,85940.0,-0.9981752634048462,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
qboKCT7hEeg,2022-12-26,329.0,3.0,2010.0,-0.9986578226089478,TV9,Machilipatnam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8W56_AdGWjw,2022-11-19,188.0,4.0,27135.0,-0.9925554394721984,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7wEQ0ktG2dM,2023-03-09,190.0,4.0,2505.0,-0.9994874000549316,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
VbHr2u6b2_U,2022-07-30,245.0,34.0,12228.0,-0.9935582280158995,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7V3umiJD7cs,2023-03-14,265.0,2.0,2365.0,0.829173743724823,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UcHX_A3enj4,2023-02-16,163.0,1.0,2589.0,-0.9964202642440796,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nGNRSJljcMg,2023-03-04,57.0,2.0,906.0,-0.995287537574768,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KG4TeeTOIEc,2023-03-14,275.0,1.0,1985.0,0.9973055124282836,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bnrfzqUuo6Y,2023-03-14,256.0,22.0,29420.0,0.9949159622192384,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWrSCD_v9Vw,2023-01-09,184.0,19.0,5997.0,-0.8808268308639526,TV9,Machilipatnam,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
YzprVCuqmQs,2023-03-28,100.0,107.0,102672.0,0.9949880838394164,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0NfQy2jTi10,2022-10-21,145.0,2.0,2281.0,-0.9981879591941832,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ZvMZetpF9g,2023-03-14,185.0,9.0,12227.0,0.9921522736549376,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPoPdNFnZe0,2023-03-14,290.0,93.0,79119.0,-0.9977387189865112,ABN,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CshW9eHDa90,2023-03-25,192.0,53.0,42110.0,-0.9791485071182252,Sakshi,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHTOpAszPJo,2023-04-13,64.0,3.0,1438.0,-0.997919499874115,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8WTTeY_1VXM,2022-11-20,382.0,0.0,749.0,0.9987308382987976,TV9,Machilipatnam,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPlI1lrQxSw,2023-02-13,315.0,1.0,1661.0,-0.9944420456886292,ABN,Machilipatnam,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DrUVCTqszhY,2023-03-03,137.0,0.0,575.0,-0.9988504648208618,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V8zDF5Cxhxc,2023-02-18,333.0,4.0,3147.0,-0.9955158829689026,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qSNrK9m9g38,2023-03-14,2220.0,43.0,737358.0,0.9977090358734132,TV9,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P9h9-KNKyjo,2023-03-23,330.0,129.0,73769.0,0.9902026653289796,TV5,Machilipatnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
