ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,penukonda.png,vizianagaram_.png,Srungavarapukota.png,tenali.png,kodur.png,srikakulam_.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,eluru.png,venkat_krishna.png,palakollu.png,penamaluru.png,myudukur.png,pulivendula.png,kanigiri.png,kalayan_durg.png,murthy.png,madugula.png,unguturu.png,repalle.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,rayachoti.png,nandyal_l.png,nandikotkur.png,tekkali.png,jammalamadugu.png,denduluru.png,pawan.png
1ypxuJexXoc,2022-12-19,154.0,3.0,6898.0,-0.9956958293914796,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1r4kcsSlR7o,2023-04-06,132.0,1.0,2664.0,-0.9966817498207092,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OzGmlR_r044,2023-03-18,92.0,15.0,5714.0,-0.9409197568893432,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gzIUQ1_Tl5U,2023-03-11,221.0,0.0,1554.0,0.9917246699333192,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6E0Vs-XmH38,2023-03-02,62.0,1.0,909.0,0.9939640164375304,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kUT4VCXoO2Q,2022-07-05,247.0,52.0,33996.0,0.9983962178230286,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KvuTqkvD6zY,2023-03-13,216.0,59.0,18425.0,-0.9970071911811828,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vp-3DW-kZPA,2023-03-15,145.0,0.0,2710.0,0.9949474334716796,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
iBuVXtP_sEM,2021-02-17,240.0,1.0,9928.0,0.9971060156822203,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eYi1biiAWu4,2023-03-14,228.0,82.0,118270.0,-0.991043210029602,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sThZuaVxyLY,2022-12-30,270.0,2.0,2710.0,-0.9897996187210084,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k1Bm6Os77Eg,2023-04-21,199.0,8.0,1122.0,-0.9984399676322936,ABN,election commission,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R3Qb6czxscU,2023-03-16,314.0,19.0,68760.0,0.9970676302909852,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z97MquMgexw,2023-03-08,355.0,2.0,2374.0,-0.9978920817375184,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGubY6tLEkU,2023-04-10,135.0,1.0,1541.0,-0.996896266937256,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BQ9TelvDfNU,2021-02-15,171.0,0.0,716.0,-0.9915741086006165,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0dddbGxsqPY,2023-03-19,295.0,6.0,3252.0,-0.9814020991325378,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FpZPCGAbEME,2023-03-23,50.0,0.0,7275.0,0.9933941960334778,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UMeIyDwwHhM,2022-11-24,295.0,5.0,1617.0,-0.6009125113487244,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
JV2Zpz6yGbg,2023-03-23,305.0,19.0,12305.0,0.9970631003379822,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P7IBnzwDWmw,2021-02-16,223.0,1.0,2113.0,0.9950441122055054,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dPiCQNk4wtc,2023-01-05,252.0,2.0,2684.0,0.9942210912704468,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nzrULptfbSM,2023-04-12,460.0,11.0,4326.0,0.9947742819786072,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3sQwd_lp4w,2023-03-26,246.0,3.0,2770.0,-0.9921606183052064,TV9,election commission,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahiWl9Nqryc,2023-03-29,259.0,1.0,3164.0,-0.865324854850769,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2rO01eRO4dA,2023-03-13,228.0,3.0,3221.0,-0.997438669204712,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
l9cPGjbY1o8,2022-10-10,282.0,1.0,478.0,-0.9938691854476928,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DySY9XgLwpg,2021-02-15,224.0,0.0,2383.0,-0.991324543952942,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FDXOeaY-2kU,2023-03-19,215.0,14.0,19098.0,-0.9983187913894652,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mPl40z-j7OA,2022-10-11,200.0,3.0,1084.0,-0.9963018894195556,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qu9TysVjKBQ,2023-01-16,279.0,2.0,2345.0,0.9963470101356506,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBto9i3Q4Y0,2022-11-05,124.0,29.0,21069.0,-0.99842631816864,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yFknW0UjurY,2023-03-16,173.0,0.0,1904.0,0.9910798668861388,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DQlrpiF0KAw,2023-01-09,33.0,2.0,919.0,-0.9958206415176392,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azDsEDiwvrc,2022-05-20,353.0,4.0,2884.0,0.9939367175102234,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zNxtPVjTy_U,2023-03-02,319.0,0.0,1445.0,0.9980212450027466,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P0njuSsFkCU,2022-12-13,125.0,4.0,2670.0,0.986628532409668,ABN,election commission,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BnLnxqc8fts,2022-12-01,123.0,0.0,929.0,0.9981789588928224,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uQZH1ITuPVg,2020-03-07,1800.0,1.0,7776.0,0.9958910942077636,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TdPVm4JbCds,2021-11-12,313.0,20.0,7270.0,-0.9953160285949708,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yR-UB6OY-4c,2023-04-18,148.0,0.0,926.0,-0.9980983138084412,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XiJ7Gdcw0wI,2023-04-03,203.0,5.0,7882.0,0.9894312620162964,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC3k4z2DX9k,2021-11-15,318.0,1.0,3488.0,0.9971492886543274,Sakshi,election commission,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Z_xJ_dCSxbo,2022-10-21,263.0,4.0,1206.0,-0.9978001713752748,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uMknyBjoGBg,2023-04-15,154.0,2.0,1271.0,-0.9743923544883728,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_NkFLsKm2S0,2023-02-22,201.0,2.0,768.0,-0.9983484745025636,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kI9w7CN0R6Q,2022-10-05,332.0,1.0,3227.0,0.9959859251976012,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nsbi931axQA,2021-02-16,267.0,0.0,418.0,0.9967024922370912,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A_sKCU2Fzk,2021-12-31,309.0,2.0,1644.0,0.9977861642837524,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8w8mpmnMjRU,2022-10-14,595.0,0.0,317.0,0.9928724765777588,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5FjMfYlUvOA,2022-08-26,245.0,24.0,9278.0,-0.9976728558540344,TV5,election commission,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADZ7tIWB5bU,2020-03-16,365.0,72.0,116684.0,-0.9994410872459412,Sakshi,election commission,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uzG5SZQqw0I,2023-03-13,331.0,6.0,2400.0,-0.9981867671012878,TV5,election commission,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dgKR9kyntHs,2023-03-23,203.0,14.0,13936.0,-0.9950475692749025,TV5,election commission,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_YJj0cnltMw,2021-02-15,326.0,0.0,3108.0,0.994706928730011,Sakshi,election commission,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
DD9-dersgbA,2023-03-24,257.0,2.0,1088.0,-0.965487003326416,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7CQDfixJ0-A,2022-11-24,315.0,6.0,1297.0,-0.9973799586296082,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
bIfeCjHBQ2o,2023-04-11,274.0,8.0,8758.0,-0.9960513710975648,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mIP-qVv0TkY,2023-03-17,95.0,3.0,6836.0,-0.98966646194458,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIuyk06TmAk,2022-10-20,287.0,0.0,1132.0,-0.996817946434021,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b3_glcHrs4,2022-10-20,444.0,1.0,2048.0,-0.9993829727172852,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jVVBDYVa97c,2023-03-21,40.0,1.0,1796.0,-0.9994308352470398,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1hlcJNDVSYw,2023-03-18,280.0,365.0,304540.0,0.9897848963737488,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O5PY2V1WZkY,2022-10-30,63.0,0.0,476.0,-0.998015522956848,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5zG50J_LRWU,2021-02-15,195.0,0.0,477.0,0.995690643787384,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6IId5GpK0k,2023-02-22,339.0,0.0,1004.0,-0.9985363483428956,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kdVWiBb5tDM,2023-01-03,357.0,28.0,12355.0,-0.997343361377716,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oCkU_jZhiiU,2020-03-06,861.0,0.0,1195.0,0.9944703578948976,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v4Egv8gJ4hE,2022-11-24,211.0,0.0,1582.0,-0.993871808052063,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aPoneb5-jh0,2020-03-09,685.0,103.0,200600.0,0.9894348978996276,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9E7JpMLdWtk,2022-12-01,41.0,1.0,850.0,0.9973995685577391,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lToCyNlO87A,2022-10-20,70.0,0.0,5918.0,-0.986221969127655,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Bx_D9cKDH8,2023-03-18,192.0,14.0,14761.0,-0.985312521457672,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z5t4WcMAtPY,2023-03-14,302.0,60.0,13841.0,-0.9993740916252136,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_bVt83Cfdcw,2022-12-09,322.0,0.0,1111.0,0.995631456375122,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HtI05t_rEBI,2023-03-25,59.0,13.0,14310.0,-0.9984847903251648,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d0vLHae6vrU,2022-10-20,213.0,0.0,923.0,-0.9780129790306092,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3eVe2lUn_I,2022-12-08,306.0,7.0,4053.0,-0.9985641837120056,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BJxtQdZibOw,2021-02-15,192.0,0.0,2580.0,0.997225821018219,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xemojdRQ0eg,2023-03-07,294.0,2.0,769.0,0.997011661529541,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IZHmJVRANDg,2023-03-12,213.0,0.0,1579.0,0.9971777200698853,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V1ABiyx-1IM,2021-02-16,73.0,6.0,10137.0,0.9980700612068176,Sakshi,election commission,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86ZSiQ4w1uY,2023-04-03,340.0,11.0,7654.0,0.9962024092674256,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vtPNs-YpUxY,2022-06-30,492.0,3.0,2989.0,-0.9970909357070924,Sakshi,election commission,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TWzm9-UiyL0,2021-11-10,331.0,6.0,4232.0,0.6767442226409912,Sakshi,election commission,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1
KevbWzWEx9Q,2023-03-27,240.0,1.0,2974.0,-0.9988642930984496,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
P9h9-KNKyjo,2023-03-23,330.0,129.0,73769.0,0.9902026653289796,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vwGJWy9EpNk,2020-03-14,178.0,2.0,3453.0,0.9979320764541626,Sakshi,election commission,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LlNf7KTNTxU,2023-04-12,555.0,15.0,26474.0,0.9962520003318788,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cBhBtj7RH7g,2022-09-14,232.0,18.0,2618.0,-0.9972021579742432,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rmeeRnT_fkU,2023-04-17,306.0,12.0,7844.0,0.993571400642395,TV9,election commission,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4AjE3SOs5c,2023-03-14,246.0,1.0,1557.0,0.998253047466278,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
z3PIuyreR0o,2021-02-21,184.0,9.0,12031.0,0.9984667897224426,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FuAEBeQMusQ,2022-11-01,106.0,1.0,2243.0,-0.997517228126526,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TYfdRCQfuQE,2021-11-06,175.0,5.0,7749.0,0.9948171973228456,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W3MhhkexB8o,2022-11-21,41.0,0.0,368.0,0.9976074695587158,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xy9UGsZzOMg,2022-11-02,214.0,1.0,840.0,0.9892675280570984,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIHZOkOUnag,2023-04-12,290.0,15.0,6353.0,-0.9994755387306212,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bGQpiU-kSsQ,2022-11-24,210.0,32.0,20662.0,-0.9816317558288574,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9y366khUOVc,2023-02-05,264.0,0.0,545.0,0.9953077435493468,TV9,election commission,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7jSQC4js3RU,2022-11-06,255.0,0.0,433.0,0.9976792931556702,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSqEuyEGIlQ,2022-11-06,209.0,4.0,4233.0,-0.9994789958000184,ABN,election commission,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yoK-MnLBvYM,2023-02-27,85.0,0.0,1181.0,0.9915321469306946,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
taQxItoGDYY,2023-02-17,137.0,6.0,3636.0,-0.9974671602249146,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J5ZOJR64dlI,2023-03-04,171.0,4.0,2783.0,0.9962551593780518,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0Dr38tKBtrY,2023-03-14,145.0,2.0,1256.0,-0.999414324760437,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TU5w-acnWyE,2021-08-05,296.0,3.0,2070.0,0.9960946440696716,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P-fO2QB5fXo,2022-10-12,379.0,0.0,529.0,-0.9868175983428956,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lQkh5MRNthw,2023-03-29,66.0,0.0,784.0,0.9954221844673156,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2iycHKq7g28,2021-02-16,121.0,0.0,1593.0,0.990461766719818,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SbJrFBFi7oQ,2023-02-15,143.0,2.0,2643.0,-0.9994704127311708,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gkV0Mue0TCM,2021-02-17,188.0,4.0,7398.0,0.9907476902008056,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uHQ0HpmO-jc,2023-03-12,244.0,0.0,1528.0,0.9976176619529724,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GYpo70Tya9U,2022-11-19,254.0,0.0,397.0,0.9986409544944764,TV9,election commission,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
4i2iPsXDrLc,2020-03-16,287.0,8.0,1755.0,-0.9994370341300964,Sakshi,election commission,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
