ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,penukonda.png,vizianagaram_.png,Srungavarapukota.png,tenali.png,kodur.png,srikakulam_.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,eluru.png,venkat_krishna.png,palakollu.png,penamaluru.png,myudukur.png,pulivendula.png,kanigiri.png,kalayan_durg.png,murthy.png,madugula.png,unguturu.png,repalle.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,rayachoti.png,nandyal_l.png,nandikotkur.png,tekkali.png,jammalamadugu.png,denduluru.png,pawan.png
AYHmMDVTQoI,2021-02-21,189.0,0.0,1079.0,0.9984619617462158,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ON8aVIYhn60,2021-09-17,170.0,17.0,15662.0,0.9917579293251038,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wJmNyLJchuc,2023-03-29,132.0,1.0,1483.0,0.9959436058998108,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qQfx3M0thv8,2022-12-19,401.0,5.0,10348.0,-0.9961588382720948,TV5,election commission,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
_c0f9APtnC0,2023-03-19,425.0,28.0,24032.0,-0.9975141286849976,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wXfP7f86Cd8,2023-01-16,201.0,2.0,1697.0,-0.985098361968994,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3hS5TKOGfM0,2022-07-08,94.0,12.0,24384.0,0.9972442388534546,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aB2qwGhHlig,2023-04-10,42.0,12.0,16382.0,-0.997344434261322,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5p6wKn2a4-Q,2023-03-18,345.0,15.0,8465.0,-0.9959419369697572,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zrRwuCuQymc,2023-03-05,204.0,0.0,3598.0,0.9934380650520324,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uDTi4Sj_imU,2021-08-14,286.0,3.0,2936.0,0.9944728016853333,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ne9fFiZ0UJc,2022-11-04,190.0,0.0,405.0,0.9945043325424194,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgIjjNnMUZo,2023-03-23,257.0,70.0,154678.0,-0.9915653467178344,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JpqwbLX1ask,2022-10-28,413.0,2.0,3066.0,-0.998468816280365,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0SfS5NcXPlc,2023-03-19,309.0,3.0,4955.0,-0.997895359992981,TV5,election commission,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J38hER0E85Y,2023-04-10,157.0,2.0,851.0,-0.9968360662460328,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-uaYxBWAVc,2021-02-21,222.0,0.0,1051.0,0.9949585795402528,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ptuFYeIG-PY,2022-11-04,211.0,2.0,959.0,0.9977788329124452,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2U7XfBG4kQc,2020-03-16,132.0,9.0,2622.0,-0.999486207962036,Sakshi,election commission,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
WJp37HZt-uQ,2023-03-13,178.0,24.0,21770.0,-0.9985707998275756,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vva-B1EBGu8,2022-11-01,85.0,1.0,957.0,-0.9558596611022948,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCglyuX8gUM,2022-11-23,123.0,3.0,1524.0,-0.9984468817710876,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDlSWjoLn-Q,2022-12-04,255.0,53.0,40648.0,-0.9863161444664,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yREbzNg3h1Y,2023-03-17,119.0,13.0,5253.0,-0.9606441855430604,TV5,election commission,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hS7rI8oH0qw,2023-03-02,330.0,0.0,141.0,0.9874846339225768,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wda42vu7p9E,2020-03-16,287.0,8.0,2711.0,-0.9994864463806152,Sakshi,election commission,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
NLBbsjoxDyA,2021-02-16,303.0,0.0,1582.0,0.9893118739128112,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
na7B1w42qsY,2022-10-07,341.0,2.0,985.0,0.990932822227478,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HBRttrwb0eA,2022-11-02,174.0,0.0,653.0,-0.9912782311439514,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73sHRSE5OmE,2023-03-14,97.0,1.0,1148.0,0.9957634210586548,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Nm72MmHXAs,2020-03-12,237.0,2.0,517.0,0.9946832060813904,Sakshi,election commission,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLBzM46bljY,2023-03-18,290.0,7.0,11218.0,-0.997051239013672,ABN,election commission,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
UXbgH8EyuuM,2023-04-12,390.0,121.0,86435.0,-0.9972990155220032,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p3tSdL3vI8w,2023-03-06,87.0,1.0,456.0,-0.9981232285499572,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xB06um1UhEU,2023-04-12,395.0,83.0,50610.0,-0.989216446876526,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hl0xHMSI2Cg,2022-10-31,155.0,11.0,6963.0,0.9921011328697203,TV5,election commission,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L2gfHJIfh-c,2022-11-06,250.0,2.0,1827.0,0.9978874325752258,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WXgcaK7lhA0,2023-03-19,70.0,36.0,46490.0,0.9934141039848328,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myxLlJ8vRW0,2021-02-16,200.0,0.0,1474.0,0.9917044639587402,Sakshi,election commission,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
rSpRZnWs9rk,2023-03-16,128.0,39.0,125227.0,-0.991548478603363,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SkZ1hkg2F4Q,2022-11-26,68.0,0.0,760857.0,-0.9994964599609376,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oOWv1u5ugMw,2023-03-16,124.0,19.0,128643.0,0.9954019784927368,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AtDvRkW2bMw,2023-02-13,43.0,0.0,423.0,-0.6227743029594421,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAXT5Utp_G4,2022-10-19,129.0,0.0,617.0,-0.996290683746338,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m0awqUqIeTs,2023-03-02,135.0,10.0,10624.0,0.9873472452163696,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWd7Pa7tAkw,2020-03-10,266.0,5.0,2501.0,-0.9982008934020996,Sakshi,election commission,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L8Dis4bVUuU,2022-11-01,80.0,1.0,958.0,-0.9973952770233154,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h1cgF54SNJo,2021-02-21,303.0,4.0,25177.0,0.9986677169799804,Sakshi,election commission,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8qOjrDE3ErA,2022-11-24,295.0,1.0,1956.0,0.993834376335144,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
sRzeebj2eoE,2021-09-18,54.0,2.0,3186.0,0.9978140592575072,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SfYUZ0pKM3s,2023-02-20,524.0,42.0,54449.0,0.9927016496658324,Sakshi,election commission,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XWBAE5E_LRQ,2023-03-17,252.0,80.0,173558.0,0.9973117113113404,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W2r7qf7Zso0,2023-02-27,276.0,3.0,1013.0,-0.9984618425369264,TV9,election commission,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8XOUrdjoPps,2023-03-30,253.0,2.0,1617.0,0.9964800477027892,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kxw9wft48QA,2023-03-16,78.0,1.0,32393.0,-0.9955516457557678,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpayKQ_4Ycc,2023-02-27,126.0,0.0,919.0,0.9923669695854188,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zxlwfRKcviA,2023-03-19,269.0,6.0,1147.0,-0.9982448816299438,TV9,election commission,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SpRGwFhIsqs,2023-04-19,73.0,8.0,2844.0,0.9972562193870544,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q688L8q99bA,2023-03-09,248.0,1.0,2230.0,-0.9981738328933716,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QMoBLxb5Tsc,2022-08-28,75.0,1.0,1624.0,0.9968588352203368,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_vnR6nnUPY,2022-10-26,329.0,0.0,934.0,-0.998935878276825,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FtDRFm6CTTQ,2022-11-29,338.0,0.0,892.0,-0.9975074529647828,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPdKKoDXtcw,2023-03-05,269.0,9.0,8718.0,-0.9871702790260316,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WkKlI4kmFLY,2020-03-06,184.0,2.0,11452.0,0.995424211025238,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryMDj62lfmo,2023-01-06,251.0,1.0,1283.0,0.9889945387840272,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ApDM1uxxks,2021-02-21,148.0,1.0,2736.0,0.9980862140655518,Sakshi,election commission,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ve_aJmGTJfs,2020-03-16,371.0,2.0,7801.0,-0.9785955548286438,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kCf-z-Kd7eY,2023-03-05,179.0,3.0,2622.0,0.993331253528595,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dafYYQeezjw,2022-11-03,102.0,1.0,679.0,0.9899718761444092,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wMfyks0dFuw,2022-07-18,574.0,22.0,56437.0,0.9946030974388124,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e021pyH0DkA,2021-02-17,248.0,1.0,4559.0,0.9938405752182008,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cP6OpnsfLEY,2023-04-03,215.0,5.0,735.0,-0.9970388412475586,TV5,election commission,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zIhgYybonVo,2023-04-18,246.0,0.0,1045.0,-0.9842570424079896,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z7iRVYa3zH8,2022-12-31,319.0,115.0,117925.0,-0.99105304479599,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_09BPW99Aw,2021-02-18,240.0,9.0,18811.0,-0.997835338115692,Sakshi,election commission,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
H3j-gxALdLw,2023-03-20,175.0,1.0,1022.0,-0.9970492720603944,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b7JQs_Ty2c,2023-04-20,325.0,14.0,39686.0,-0.9976477026939392,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dZLQGBEYybU,2023-03-12,236.0,16.0,9825.0,-0.9975724816322328,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V5qdLcYRRzc,2023-03-18,37.0,9.0,21545.0,0.99518883228302,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WFE9gJVBvTM,2022-11-24,107.0,3.0,1622.0,-0.9948888421058656,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6XgrjTBNziQ,2020-03-16,92.0,12.0,4251.0,-0.9980040192604064,Sakshi,election commission,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o_zH3SYdJSU,2023-01-16,108.0,0.0,793.0,0.9880890250205994,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XucBx0keeE4,2020-03-16,4165.0,145.0,117330.0,-0.995984673500061,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lSpszrUGVKw,2022-11-05,146.0,0.0,532.0,0.9972991347312928,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HmuKaNl4kYc,2023-02-10,105.0,168.0,193980.0,-0.9918124675750732,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bGDpiJZqJlk,2022-12-19,146.0,13.0,11601.0,-0.998734176158905,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JD8Lpn_eJRM,2023-01-06,32.0,0.0,807.0,0.997217297554016,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G7cVMiJ3BAY,2023-03-09,332.0,1.0,458.0,-0.9897704124450684,ABN,election commission,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
gh88fsax3w4,2023-03-25,286.0,6.0,11060.0,-0.9988719820976256,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X6ahFBO1xqw,2022-11-07,180.0,77.0,35073.0,0.9962784647941588,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K5j4G8hUxRA,2022-09-30,255.0,1.0,2590.0,-0.9958866238594056,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iOL4jaRtnAI,2021-02-15,233.0,3.0,6367.0,0.9954023361206056,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y8rdNXKFZ1w,2023-03-02,300.0,10.0,6421.0,0.9862536191940308,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_xREfOEqVE0,2022-10-20,198.0,3.0,2236.0,-0.9767271876335144,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lNsX1FC9wSM,2019-12-25,29.0,0.0,303.0,0.9936283230781556,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VdCXXfawmuo,2023-03-27,301.0,4.0,1419.0,0.9982141256332396,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46WrT4iY0B4,2023-03-19,140.0,116.0,127990.0,-0.9951500296592712,TV5,election commission,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eYsSyfas6bA,2022-10-20,135.0,3.0,942.0,-0.9930418729782104,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cgnH6QdGMA,2020-03-16,252.0,126.0,85315.0,-0.9977300763130188,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdc1d93-Tsw,2023-03-02,831.0,0.0,336.0,0.9864168167114258,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HbvXDUfKSk8,2022-11-24,220.0,2.0,1228.0,-0.98996502161026,ABN,election commission,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2bL1uLYdFw,2023-03-16,146.0,2.0,3370.0,0.9972745776176452,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s-G3gk2dj_s,2023-03-02,70.0,8.0,2495.0,-0.9860897064208984,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ySyRkdukXfE,2022-10-04,265.0,1.0,1763.0,0.9869379997253418,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r7CCHWuUFV0,2023-03-29,553.0,1.0,1777.0,0.9907515048980712,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nVnkB8t0vfA,2020-03-15,1543.0,32.0,9151.0,-0.9986324906349182,Sakshi,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4hXamH4718,2023-03-14,230.0,2.0,2104.0,-0.9984557628631592,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNh6lRaSo54,2023-04-18,270.0,0.0,675.0,-0.9992043375968932,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4SROWZQ-588,2022-09-03,285.0,2.0,1601.0,-0.9960914254188538,TV5,election commission,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ubU2JjhuT0I,2023-04-10,164.0,3.0,7341.0,0.9404506087303162,TV9,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bha6hbQ1IfI,2020-03-16,235.0,1.0,991.0,-0.9993836879730223,Sakshi,election commission,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1
SOOgTU8kEiM,2023-02-24,283.0,0.0,672.0,-0.9921267032623292,TV9,election commission,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lmkH6aEjxe8,2022-10-29,280.0,1.0,981.0,-0.9530035853385924,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N1M0l_oP6vo,2023-02-09,91.0,0.0,1013.0,0.9962051510810852,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unz9dkzMRms,2022-11-24,223.0,112.0,76328.0,-0.9942635893821716,TV5,election commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3HHh9c3bVk,2023-03-27,185.0,4.0,3612.0,-0.9968749284744264,ABN,election commission,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nw44pmvj8PQ,2023-03-29,283.0,0.0,4586.0,0.9961405396461488,TV9,election commission,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
