ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,gannavaram_vamsi.png,machillipatnam.png,jaggayyapeta.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,palakollu.png,rajinikanth.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,repalle.png,sattenapalli.png,paturi_nagabhusnam.png,rayachoti.png,paderu.png,nandikotkur.png,vizianagaram.png,tekkali.png,pawan.png
-yHzjwyP0-g,2022-10-18,270.0,12.0,3673.0,-0.9937998652458192,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vhpryuBqkZU,2022-11-11,276.0,1.0,972.0,-0.9982641339302064,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D58KwcJ2giY,2021-02-20,986.0,10.0,5072.0,0.9846389889717102,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wjFlabrAyfo,2021-02-14,132.0,0.0,884.0,0.9982799291610718,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfdMoQpyj5Q,2023-01-14,492.0,8.0,39446.0,-0.9678807854652404,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wcFVRLUiR7c,2022-10-14,339.0,2.0,3444.0,-0.9953773021697998,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7DrXKKMuwDc,2022-11-07,301.0,1.0,1896.0,0.9880310893058776,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7ApXfZEdbbc,2023-01-11,351.0,34.0,20722.0,-0.9941022992134094,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3efKgPByqOQ,2021-02-20,467.0,15.0,9894.0,0.9910104274749756,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y8DP-u7fcM8,2022-06-21,232.0,8.0,7648.0,-0.9952405691146852,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ti19hZgMVY8,2022-10-17,242.0,41.0,6074.0,0.9887077808380128,Sakshi,vizag steel plant,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZsCh9MHz1m0,2022-09-16,220.0,290.0,371854.0,0.9921836256980896,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
iWuaf9VAwkU,2021-12-10,278.0,0.0,540.0,-0.9825326204299928,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3m8NkQk_Qm8,2022-11-24,166.0,1.0,889.0,0.9956871867179872,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Y1YcrnKGFhs,2023-01-02,241.0,87.0,16233.0,-0.9854544401168824,TV9,vizag steel plant,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sSJr4tjL7wM,2023-01-18,305.0,1.0,1100.0,-0.84039306640625,ABN,vizag steel plant,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
h0R-_y0Y8Ug,2021-02-13,3131.0,8.0,12354.0,0.988703429698944,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sKHNl206as8,2019-12-21,104.0,0.0,503.0,0.9984605312347412,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L5B1_Z_TcHc,2022-11-11,290.0,0.0,1945.0,0.9933395981788636,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0w7qROa-xTQ,2021-02-20,238.0,2.0,1080.0,-0.9926543235778807,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66Fm-EgrXqk,2021-12-13,620.0,11.0,1513.0,-0.9821895360946656,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hqgFt48ELLw,2021-02-20,167.0,3.0,3114.0,0.99690979719162,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
o9-F7I7i5q8,2022-12-08,362.0,36.0,20652.0,-0.9964115023612976,TV9,vizag steel plant,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
VAIhJ6W6Xk4,2022-11-10,272.0,0.0,267.0,-0.998525083065033,ABN,vizag steel plant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F0KkkRIs4JI,2022-10-10,206.0,2.0,4245.0,0.9907700419425964,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
niP-y-Qac2A,2023-04-10,300.0,2.0,1915.0,0.9953691363334656,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wnP84WRPqVs,2022-11-12,433.0,14.0,2739.0,-0.9775506854057312,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MpJnVkNEGig,2022-11-11,337.0,119.0,26167.0,0.9981473684310912,Sakshi,vizag steel plant,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
sUdx2DLI7J8,2023-04-11,127.0,2.0,1747.0,-0.9911155700683594,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o_xoQEynBVw,2021-12-10,254.0,12.0,1824.0,-0.9968923926353456,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3QfYEmhN_4I,2023-04-15,180.0,42.0,45100.0,-0.998406708240509,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SinljMesiCM,2023-04-13,172.0,4.0,1564.0,-0.9902483820915222,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jkpWtAI01ns,2019-12-23,132.0,9.0,12585.0,0.9981725215911864,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rvC2HAm-lBQ,2020-03-10,253.0,16.0,17279.0,0.9947039484977722,Sakshi,vizag steel plant,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lXw44H_uR4M,2023-03-16,260.0,5.0,3076.0,-0.9984886646270752,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gDmlQuGsUlQ,2023-04-12,169.0,0.0,3079.0,-0.995919406414032,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Xa9bg4gNHtw,2023-04-15,253.0,1.0,1092.0,-0.9939963817596436,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nXpFQnezy3g,2023-04-13,259.0,5.0,1536.0,0.9901043772697448,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zlEgWEI1nHg,2023-04-15,57.0,36.0,37934.0,-0.9904387593269348,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r13J8QDNxpE,2021-02-16,2509.0,8.0,7947.0,-0.9984239339828492,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h16C8gqw-W8,2023-03-09,215.0,4.0,718.0,-0.998111128807068,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kuGpL3Qm3-o,2023-03-05,265.0,21.0,8412.0,-0.9900904893875122,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-mjcTzdQrw8,2022-10-16,212.0,26.0,16284.0,0.9982422590255736,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HePZ5-8lp3A,2023-04-11,281.0,2.0,473.0,-0.9994484782218932,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
e5MV1IYxJ8s,2023-04-12,571.0,2.0,808.0,-0.976268231868744,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afQIyiZlRTs,2023-04-13,78.0,1.0,800.0,0.9880359768867492,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anvxvi4vS30,2023-04-02,149.0,39.0,2389.0,-0.9931713342666626,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tWZcawz8q_E,2023-04-13,100.0,9.0,1530.0,-0.9828391671180724,Sakshi,vizag steel plant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0IS1hKib_Bw,2023-04-21,58.0,1.0,11617.0,0.9927080273628236,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Bm74wQzCcA,2023-04-12,158.0,1.0,1940.0,-0.9915090799331664,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DuL_4jZzFf4,2023-03-28,271.0,11.0,6453.0,0.99601811170578,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z1aiFX3cNPU,2023-04-09,6775.0,4.0,11376.0,0.9918042421340942,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUG2U3tzjJQ,2023-04-15,144.0,17.0,28724.0,-0.9974929094314576,ABN,vizag steel plant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-FH-hsErDHk,2023-04-11,345.0,9.0,7201.0,-0.9938761591911316,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhecyJzzlYQ,2023-04-17,220.0,7.0,33402.0,-0.9979484677314758,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WKiMQJks8eU,2023-04-12,82.0,5.0,1793.0,0.9961583018302916,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeJJLafGBIU,2023-04-13,79.0,2.0,2526.0,-0.9913819432258606,ABN,vizag steel plant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0sOQA9-6n18,2022-08-30,295.0,219.0,231880.0,0.9859628081321716,TV5,vizag steel plant,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rStPc41MXyE,2023-04-11,185.0,2.0,1656.0,-0.990659773349762,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15hkKcTGKfY,2021-12-13,992.0,23.0,4734.0,0.950188934803009,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOM0hUj5aHg,2023-04-15,112.0,1.0,1378.0,-0.9983577132225036,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h1RYtqc4bg0,2021-02-19,209.0,8.0,6816.0,0.9923498034477234,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,vizag steel plant,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ms2QYJucdOk,2021-02-20,129.0,2.0,426.0,0.995482325553894,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
omC0SH-7-_g,2023-04-16,302.0,0.0,3242.0,-0.9965860843658448,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khBvNvnY7co,2023-04-12,430.0,0.0,857.0,-0.9982467889785768,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2LlVaYeyFw0,2023-04-13,217.0,12.0,3821.0,0.9975479245185852,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c5nuyq7uRs,2023-04-10,252.0,2.0,680.0,-0.994290828704834,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5x4J5sssCsc,2021-02-20,425.0,3.0,1336.0,0.9733669757843018,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O5HEjb73WSE,2021-02-19,194.0,2.0,3623.0,0.9952057003974916,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbacQ77spio,2023-03-13,219.0,11.0,29839.0,-0.9994353652000428,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,vizag steel plant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55r5GNPAL-g,2023-04-20,119.0,2.0,1099.0,0.9975351095199584,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aYuyWrl440Q,2022-11-14,305.0,46.0,4348.0,-0.9966834187507628,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jf1IL-Ek-LI,2023-04-13,1115.0,295.0,96472.0,0.989241063594818,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6eefUKPGh_0,2023-04-11,53.0,5.0,6254.0,-0.9895477294921876,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8tJg3HvCb_c,2022-10-07,240.0,1.0,2400.0,-0.9988321661949158,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dVZTQdQbeOA,2023-04-21,301.0,7.0,14174.0,0.9863329529762268,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WS2C2YLlork,2023-04-10,157.0,3.0,562.0,-0.991738259792328,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IxKe9la-87U,2023-03-17,299.0,2.0,1223.0,0.998814582824707,Sakshi,vizag steel plant,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4mbmywWF4Y,2023-03-22,252.0,4.0,3192.0,0.9973052740097046,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MqffLDAapB4,2023-04-14,86.0,3.0,1521.0,0.9845606088638306,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Uy_ENNKlNs,2022-12-05,187.0,2.0,3455.0,-0.9993317723274232,TV9,vizag steel plant,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rYRU5D8m_ao,2021-02-20,197.0,0.0,1659.0,0.9957483410835266,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8RiBOsiGyZw,2023-04-13,253.0,1.0,905.0,-0.9913923740386964,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGG28mOuI6w,2023-04-04,220.0,38.0,35403.0,0.9959285855293274,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYIr6A3muY0,2023-01-27,298.0,404.0,102123.0,-0.997269570827484,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSJBom_SKJM,2022-11-09,403.0,3.0,1888.0,-0.9964022636413574,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RerIY7zocw8,2022-01-03,152.0,15.0,14715.0,0.9978553652763368,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ks5msFl0mk0,2022-11-11,271.0,1.0,632.0,-0.9933905601501464,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHu6II9qfgQ,2021-02-18,259.0,9.0,4534.0,-0.9990240335464478,Sakshi,vizag steel plant,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E7M9LzXo-AY,2023-04-13,211.0,2.0,1332.0,-0.992816686630249,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s9SzHIoRE_o,2023-04-13,338.0,9.0,870.0,-0.9971965551376344,Sakshi,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QOnQ5wRQ47g,2023-04-12,299.0,12.0,7991.0,-0.9931975603103638,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SwQYmJhXBUo,2022-12-21,235.0,11.0,2271.0,-0.9970744848251344,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gsyT8U3V1nY,2022-11-12,352.0,1.0,1536.0,-0.9983654618263244,ABN,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sJSrHFn_zKo,2023-03-21,325.0,54.0,32582.0,-0.9987221360206604,TV5,vizag steel plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
