ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,gandhar_nellore.png,kakinada.png,palakollu.png,gudivada.png,pulivendula.png,kalayan_durg.png,sattenapalli.png,Venkata_Mahesh.png,tekkali.png,pawan.png,Narasannapeta.png
m4sMPUArMBM,2022-07-29,277.0,48.0,50018.0,0.9971790313720704,Sakshi,bonda uma ,0,0,0,0,1,0,0,0,0,0,0
AJTko3r05Tc,2023-03-08,53.0,2.0,2632.0,-0.9824478030204772,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
7kikXDfJOgk,2022-10-11,305.0,7.0,2698.0,-0.998343586921692,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
1AoaJfKBih0,2023-04-20,37.0,2.0,1442.0,0.9955323934555054,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
oE-_v1JqFxo,2023-03-07,100.0,0.0,403.0,0.9988563060760498,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
1D1ff3M2das,2022-12-16,83.0,1.0,1542.0,-0.997747838497162,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
MIheyPAbjCY,2022-11-30,120.0,8.0,3392.0,0.998297393321991,TV9,bonda uma ,0,0,0,0,1,0,0,0,0,0,0
BnLnxqc8fts,2022-12-01,123.0,0.0,929.0,0.9981789588928224,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
bQ6RFBPh4zc,2023-02-06,254.0,8.0,5705.0,-0.997901439666748,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
9s9bOfl6Bno,2023-02-09,173.0,2.0,2851.0,-0.998469889163971,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
W61C2CU6eh8,2023-02-07,410.0,2.0,520.0,0.9981391429901124,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
aDWK0IyjgEE,2023-02-12,69.0,2.0,504.0,-0.9994924068450928,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
N4AOi_OuSAE,2022-01-25,430.0,15.0,5510.0,-0.9770379066467284,Sakshi,bonda uma ,0,0,0,1,0,0,0,0,0,0,0
QUWpT1GKW_U,2022-10-25,169.0,2.0,766.0,-0.998369038105011,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
KXcgBFovSA8,2022-04-16,127.0,124.0,396494.0,0.9975752234458924,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ykqFExwpOzs,2023-01-24,210.0,151.0,132864.0,-0.9940640330314636,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
_K0s9RkaU0E,2022-11-07,339.0,0.0,2469.0,-0.9984782338142396,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
motHb4n8ix4,2022-11-08,64.0,4.0,1519.0,0.9936023354530334,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
9BhLlzujxGQ,2023-03-30,351.0,0.0,1002.0,0.9980759620666504,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ToikmYy9_-A,2023-04-01,92.0,22.0,57086.0,0.9828709363937378,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
P1M9r4atZGU,2022-11-12,45.0,7.0,5317.0,0.99566251039505,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
OTrMWkdTLJ8,2023-03-27,271.0,476.0,163841.0,0.9953540563583374,Sakshi,bonda uma ,0,1,0,0,0,0,0,0,0,0,0
XOHLe2qIrJE,2022-11-13,115.0,0.0,316.0,-0.992007613182068,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
NE3mZLt9wCw,2023-04-01,50.0,47.0,22559.0,-0.9983813762664796,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
xmCfZi7RN2Q,2023-02-26,51.0,18.0,3428.0,-0.9983900785446168,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
CJWBhl9PPkg,2023-02-25,278.0,3.0,647.0,-0.9988985061645508,TV9,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
9E7JpMLdWtk,2022-12-01,41.0,1.0,850.0,0.9973995685577391,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
p5LEgITbIo8,2023-04-06,81.0,14.0,6091.0,-0.9923741221427916,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
RgTBObndDu4,2022-12-06,156.0,9.0,5181.0,-0.9917231202125548,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
FQWxIsZb42w,2023-02-23,225.0,9.0,8125.0,0.9880270957946776,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
ULmyXVgRHf4,2022-12-19,220.0,17.0,14981.0,0.997160792350769,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
N2xeyr8n_pc,2023-03-17,220.0,2.0,894.0,-0.9982383251190186,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
psvQ6XwPHEo,2023-01-23,52.0,7.0,1935.0,0.994284689426422,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
qRLrINvbkag,2022-11-24,152.0,0.0,632.0,-0.9869111776351928,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
hqFoxtH02J8,2022-10-13,149.0,16.0,12584.0,-0.993129312992096,Sakshi,bonda uma ,0,0,0,1,0,0,0,0,0,0,0
B55o_LNsGiM,2023-01-02,49.0,2.0,1489.0,0.9974714517593384,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
k4uR6jpT5AQ,2023-03-26,201.0,15.0,7919.0,-0.979358971118927,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
b0OioOd1TyU,2023-02-10,344.0,9.0,3882.0,-0.9965596795082092,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
FFJTyThSx9o,2022-12-15,356.0,2.0,3997.0,0.9960516095161438,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
9MWo9wTm8AI,2023-04-07,75.0,2.0,2196.0,0.9986801743507384,TV5,bonda uma ,0,0,0,0,0,0,0,0,1,0,0
6Hk-g9Bzi0E,2023-04-19,70.0,0.0,1887.0,-0.9910596013069152,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
gbANEamEswU,2023-03-25,277.0,11.0,1781.0,-0.9981837868690492,TV9,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
8sRs0bHnaEA,2022-10-18,291.0,4.0,4685.0,0.9983772039413452,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,1,0
7m5F8oK7CUE,2023-04-03,375.0,1.0,2362.0,0.9977649450302124,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
_E1WEDDdxiE,2023-01-30,142.0,149.0,180197.0,0.9986989498138428,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
koVMLwnQ_b8,2023-02-19,187.0,8.0,16895.0,0.9982842803001404,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
NLa4jiaWKdo,2023-01-22,55.0,1.0,522.0,-0.9981879591941832,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
1yYuIDl1Hc8,2022-04-09,346.0,196.0,165683.0,-0.9924203753471376,Sakshi,bonda uma ,0,0,1,0,0,0,0,0,1,0,0
aFMGzhakD5Q,2023-04-03,3730.0,0.0,4848.0,0.9966623783111572,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
UUPgr_lu-Os,2023-04-18,110.0,8.0,22433.0,-0.9983502626419068,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
gGtPGK6qOOE,2023-03-23,195.0,32.0,9338.0,-0.998382806777954,TV5,bonda uma ,0,0,0,0,0,0,0,0,1,0,0
R97JvEIc1UM,2023-02-07,150.0,161.0,20097.0,-0.9958817958831788,TV5,bonda uma ,0,0,1,0,0,0,0,0,0,0,0
hNSPh80YMms,2023-01-13,98.0,6.0,4560.0,-0.9992645382881165,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
XAtjEWU4xwY,2022-11-17,2159.0,0.0,2795.0,0.996088981628418,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
49dFkOUFMoM,2023-01-30,124.0,0.0,1765.0,0.9945381283760072,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
KD4J5zeUJUI,2023-03-12,51.0,0.0,604.0,-0.9943282008171082,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
UGhgG8xWMFo,2023-02-07,49.0,0.0,1533.0,0.9929608702659608,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
O1WbqZ2TnnI,2023-01-25,54.0,12.0,13140.0,0.9972259402275084,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
VFuNnimBGOE,2023-01-02,174.0,3.0,2172.0,-0.990512192249298,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
cL83zegXpXc,2022-12-12,32.0,5.0,18160.0,0.9981691837310792,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
mEp6ZVbN3WI,2022-10-23,60.0,1.0,625.0,-0.9977856874465942,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
voQpzJS3DlE,2022-12-29,6885.0,2.0,7503.0,0.9964549541473388,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
DtrGlqaMGyU,2023-03-27,296.0,9.0,8200.0,0.9810556769371032,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
1eOd-2bs3FY,2022-11-28,78.0,1.0,1548.0,-0.9988512992858888,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
QAlCpAlP8rM,2022-11-27,176.0,1.0,684.0,-0.9975969195365906,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
zKFle0Hvsx4,2023-02-21,103.0,8.0,2183.0,-0.9972090125083924,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
UwsyOGvroGo,2022-05-25,124.0,16.0,67813.0,0.9987321496009828,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
fDdQFuYIIls,2023-01-20,108.0,2.0,1307.0,-0.9764786958694458,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
jXlgHhviaf0,2023-02-08,134.0,1.0,2760.0,0.9973299503326416,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
oDEVJzAPdRQ,2022-10-15,200.0,2.0,2115.0,-0.996160626411438,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
h1D-s9Zreto,2022-12-07,184.0,11.0,3277.0,0.998729646205902,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
lLI2WZNXMSg,2023-04-15,48.0,0.0,696.0,0.9972979426383972,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
tkTQ0czC-Bs,2023-03-26,283.0,7.0,2397.0,-0.99579656124115,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
5Zzzqa7E2Os,2022-01-22,344.0,262.0,78134.0,0.9955920577049256,Sakshi,bonda uma ,0,0,0,1,0,0,0,0,0,0,0
cBLFgv5NCvY,2023-02-08,304.0,3.0,957.0,0.9986534118652344,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
AUc1ZSkajDc,2023-02-07,63.0,0.0,1396.0,-0.9978901743888856,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
YpXsMYRBqi0,2022-11-18,228.0,3.0,33617.0,-0.9658622145652772,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
I8N3nUZHqk8,2021-12-03,115.0,165.0,79365.0,0.9987497329711914,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
yB_bRdKX_XA,2023-02-21,260.0,4.0,1513.0,-0.9994159936904908,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
0P5_9hkRHac,2022-12-30,460.0,2.0,2346.0,0.9975436329841614,ABN,bonda uma ,1,0,0,0,1,0,0,1,0,0,1
THLhZayj6EU,2022-09-18,80.0,0.0,2401.0,0.9925946593284608,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
lAAEJieOMyk,2023-04-17,343.0,6.0,10791.0,-0.9980514049530028,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
oCuDVp6Fo_E,2023-04-01,218.0,2.0,2281.0,-0.9946208000183104,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
VK6-ksSNfOE,2023-01-28,65.0,3.0,5243.0,0.9984459280967712,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
rC-gKkhhhzI,2023-03-23,278.0,0.0,882.0,0.993059515953064,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
YpEFVp6_RB8,2022-10-26,250.0,2.0,761.0,-0.9989632368087769,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
10U9QnWwsl0,2022-04-18,156.0,37.0,44084.0,0.9987517595291138,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
KfLxM_SbUBI,2022-09-08,94.0,10.0,13632.0,0.9936851859092712,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
-0F-t3eXJaY,2022-10-18,319.0,6.0,8392.0,-0.9905226826667786,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,1,0
myRrFaRVjes,2023-01-11,71.0,16.0,18826.0,0.9923738837242126,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Vx_hlOXdQns,2023-01-11,255.0,12.0,5171.0,-0.9984332919120787,TV5,bonda uma ,0,0,0,0,0,0,1,0,0,0,0
kW60ea1GePA,2023-01-05,316.0,19.0,4831.0,0.9801733493804932,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
EY1kcehnaQU,2022-09-23,239.0,134.0,186580.0,0.9981001019477844,Sakshi,bonda uma ,0,0,0,0,1,0,0,0,0,0,0
6oirPVIcDwA,2023-02-11,80.0,1.0,2188.0,-0.9975594282150269,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
c9seCPvyDGs,2023-02-02,122.0,39.0,31244.0,-0.9962032437324524,TV5,bonda uma ,0,0,0,0,0,0,1,0,1,0,0
6Dk3y1q35wY,2022-09-14,70.0,3.0,3297.0,-0.9931600093841552,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
WCvUzGqKIx0,2023-04-03,170.0,0.0,2013.0,-0.9763226509094238,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Arfbfb0aqPQ,2023-03-14,52.0,8.0,15034.0,0.9984112977981568,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
fykr4ZDsnNA,2023-04-01,200.0,0.0,696.0,-0.9987126588821412,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
SNM8y48-yP0,2023-01-20,167.0,45.0,53750.0,-0.9993557333946228,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
EbRNHVVwGlM,2023-01-21,147.0,3.0,2761.0,0.9983497858047484,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
4TvsV4yTeeM,2022-11-29,82.0,1.0,541.0,0.9980791807174684,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
poMCaB-aoSs,2023-02-21,305.0,25.0,17967.0,-0.9986242055892944,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Z8NLUD6IxiQ,2022-11-13,127.0,1.0,792.0,-0.9952778816223145,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
k8DaycH9nHg,2022-10-12,225.0,7.0,25885.0,-0.9918001294136048,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
uZOABs5pkqY,2019-12-21,52.0,0.0,221.0,0.9978256821632384,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Y_OoN3ftOy4,2022-11-29,140.0,1.0,494.0,-0.99753075838089,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
v6zHH5_m9os,2023-02-23,207.0,8.0,3539.0,-0.9914875030517578,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
sXGIeLxXP34,2023-01-05,347.0,3.0,2202.0,-0.9902572631835938,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
b_P4WaYPe9Q,2022-12-13,131.0,0.0,2304.0,0.9984784722328186,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
cHPfRdE9FiI,2023-02-06,320.0,0.0,606.0,0.9927757978439332,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Ut1nGPDHBaI,2023-03-10,170.0,2.0,2365.0,-0.9994205236434937,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
qpt84QPh4JA,2022-10-22,308.0,7.0,2849.0,-0.9985126852989196,ABN,bonda uma ,0,0,0,0,0,0,1,0,0,0,0
Nl0or9qP668,2023-02-06,205.0,0.0,928.0,-0.999289870262146,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
gy8tRG69vvo,2023-03-15,266.0,25.0,6959.0,-0.9865872263908386,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
jPEp7zesaLI,2023-02-25,297.0,0.0,270.0,-0.9967607855796814,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
7bpIsF-1E0g,2023-02-28,328.0,0.0,224.0,-0.8711227178573608,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
cTPugemZwak,2022-10-07,121.0,14.0,5206.0,0.9931427240371704,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
KCl26D9nxPI,2022-12-06,155.0,3.0,2552.0,-0.9980335831642152,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
qGw6vo3k-X0,2023-01-26,121.0,1.0,1099.0,0.9984543323516846,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
OieHvcdsb2I,2022-12-15,327.0,3.0,608.0,-0.9920175075531006,ABN,bonda uma ,1,0,1,0,0,0,0,0,1,1,0
3rHxQfc0f-8,2023-01-23,170.0,3.0,481.0,-0.9932422041893004,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
lN7VUrDiXpM,2022-10-25,44.0,0.0,162.0,-0.9981244206428528,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
eQELaqAaucM,2023-02-23,189.0,4.0,1786.0,-0.986546754837036,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
82KcotJH_bc,2022-11-29,175.0,1.0,336.0,-0.99591726064682,ABN,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
p1Y_-6GcOfs,2022-11-27,212.0,4.0,1762.0,-0.9862337112426758,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
1RuA67NjjAI,2022-12-01,112.0,1.0,4462.0,-0.9953330159187316,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
vWZpSzMi-Ow,2023-03-01,1545.0,0.0,861.0,0.9944334626197816,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
k4bnnPmY0t8,2021-02-18,262.0,6.0,21928.0,-0.997831404209137,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
SFAeY4VMSTQ,2022-12-08,380.0,24.0,17962.0,0.9839625954627992,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
RvxNeYyZDrE,2022-09-10,200.0,649.0,518077.0,-0.9988791346549988,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
26b8WXctm7Y,2023-04-03,185.0,11.0,4427.0,-0.9987908005714417,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Ld7T8YVsWv0,2023-03-22,201.0,0.0,4446.0,-0.9235842227935792,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
DxTrFjrVacY,2023-01-20,330.0,1.0,40742.0,0.997605562210083,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
mt5h0DnbTbw,2023-04-19,86.0,1.0,617.0,0.9962614178657532,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
xTizBgBKMnw,2022-11-03,285.0,6.0,2475.0,-0.9990035891532898,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
gvPveHrEXmY,2022-12-02,66.0,4.0,2091.0,-0.997904658317566,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,1
WRYslOGR9W0,2022-08-29,280.0,9.0,2474.0,-0.9839269518852234,TV5,bonda uma ,1,0,0,0,0,0,0,0,0,0,0
8hQTYl33eXk,2023-02-21,53.0,9.0,7620.0,-0.9990492463111876,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
LpPA6nlyQuo,2023-04-03,124.0,11.0,3456.0,-0.9987725615501404,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
nIaKmUIPMpk,2022-12-23,246.0,1.0,2659.0,0.993658483028412,TV9,bonda uma ,0,0,0,0,0,1,0,0,0,0,0
ks9CyGp1l9M,2023-04-17,197.0,0.0,1781.0,0.9913495779037476,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
A5XyCunGHFs,2023-01-06,100.0,1.0,2518.0,0.9970499277114868,ABN,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
9ykqwArEL-s,2022-12-30,811.0,170.0,101652.0,-0.9884520173072816,Sakshi,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
Lz9W8_DRCww,2023-04-12,70.0,1.0,479.0,0.9983554482460022,TV9,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
mr2OKvAV0Rk,2023-04-01,4341.0,0.0,3535.0,0.997399926185608,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
wkapL8vplWw,2022-10-07,125.0,4.0,1041.0,0.9850399494171144,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
2aOnKl5c8Z8,2022-10-11,205.0,3.0,1652.0,-0.9992958307266236,TV5,bonda uma ,0,0,0,0,0,0,0,0,0,0,0
