ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,kodur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,puthalapattu.png,chintalapudi.png,eluru.png,palakollu.png,penamaluru.png,myudukur.png,Rajam.png,jaggampeta.png,kanigiri.png,Pendurthi.png,kalayan_durg.png,pedana.png,kaikuluru.png,Etcherla.png,tekkali.png
PAZjw-t0hzU,2022-11-03,115.0,3.0,2584.0,-0.9972834587097168,TV5,ayyanna patrudu ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MyXmSjU3CCI,2022-10-12,295.0,8.0,4057.0,-0.996426522731781,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OAzkvHkU_P8,2022-11-03,95.0,4.0,2676.0,-0.9960790276527404,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o7Hw8HJrsrg,2022-12-07,263.0,0.0,655.0,-0.9899584650993348,TV9,ayyanna patrudu ,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
aq3Lno54eLo,2022-11-23,275.0,40.0,4149.0,0.9968563318252563,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
J0lCDfU6_JQ,2023-01-30,201.0,3.0,5489.0,0.9853771328926086,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OAbN0EPQgYw,2022-05-16,250.0,251.0,78785.0,-0.9909275770187378,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4kcq0mk_FQs,2022-06-25,221.0,225.0,82758.0,0.9755613207817078,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6EesuUwVaH0,2022-10-28,242.0,12.0,2734.0,-0.9862450361251832,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
QKGIJS9VFws,2022-12-06,546.0,4.0,2095.0,-0.9985598921775818,ABN,ayyanna patrudu ,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ecBgpOdNHWo,2022-11-08,4145.0,1.0,5850.0,0.992878258228302,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GM7fE4kqeRs,2022-02-09,164.0,11.0,2690.0,-0.9991081357002258,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nIyUSRRjYrU,2022-10-28,120.0,1.0,1179.0,0.984197199344635,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
MxWW-Dsqiz4,2022-11-04,140.0,19.0,26862.0,0.9953123331069946,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USU7jTwy4BE,2022-06-19,322.0,25.0,5360.0,-0.984667181968689,Sakshi,ayyanna patrudu ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RXbR9KA0aac,2022-11-03,375.0,6.0,7347.0,-0.9984136819839478,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MsIflgVfLq4,2022-10-01,102.0,49.0,47623.0,-0.9962059259414672,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-IDVbAHg_8,2022-11-10,50.0,37.0,161029.0,-0.9909319877624512,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vza8EKkidtk,2022-11-23,350.0,3.0,2470.0,-0.998401701450348,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
F8uHqZ_70bE,2023-02-17,237.0,174.0,87249.0,0.9861437082290648,Sakshi,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fqR0HeL0SJs,2022-11-03,12645.0,2.0,64339.0,-0.9931342601776124,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sl2Ah0OkPxg,2022-12-30,235.0,8.0,3417.0,0.9957083463668824,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEiobLVO-hM,2023-03-10,300.0,0.0,1098.0,0.9648596048355104,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ocMb7ea6_M,2022-12-13,123.0,0.0,563.0,-0.9987323880195618,ABN,ayyanna patrudu ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xTizBgBKMnw,2022-11-03,285.0,6.0,2475.0,-0.9990035891532898,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hrcdWzo6piQ,2022-11-19,260.0,29.0,12572.0,-0.99929940700531,TV5,ayyanna patrudu ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajE31LkSfVM,2023-03-22,105.0,0.0,635.0,0.9985016584396362,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lHiQ4E76-MA,2022-10-11,225.0,1.0,5799.0,0.9835823774337769,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RbWxMyA7pYQ,2023-03-10,205.0,0.0,470.0,-0.99882572889328,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ju45QvesZA4,2022-11-03,283.0,1.0,1057.0,-0.9981725215911864,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-lNsZ9_1ff8,2022-01-23,359.0,62.0,29956.0,0.9952449202537536,Sakshi,ayyanna patrudu ,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bLro2ClCvLk,2022-11-03,375.0,107.0,73345.0,-0.9925497770309448,TV5,ayyanna patrudu ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DWcwWs3YtNQ,2022-08-10,767.0,228.0,102165.0,0.9974785447120668,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l0EXugF4-kc,2022-10-28,360.0,8.0,2527.0,-0.9963956475257874,Sakshi,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NwgYiSqQQSs,2023-03-10,140.0,1.0,1156.0,-0.9992846846580504,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jO-QPpHea4M,2022-11-05,408.0,12.0,2744.0,-0.9941667318344116,Sakshi,ayyanna patrudu ,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
5jscwB4Krhk,2023-01-19,98.0,23.0,4077.0,0.9909398555755616,TV9,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WAIHVWvfq74,2022-11-05,535.0,50.0,89075.0,-0.9802416563034058,TV5,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nnT3apjI-zQ,2022-12-12,42900.0,6.0,66164.0,-0.9971991777420044,ABN,ayyanna patrudu ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
