ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,banaganapalle.png,penukonda.png,vizianagaram_.png,vijayawada_l.png,jaggayyapeta.png,kodur.png,venkatagiri.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,venkat_krishna.png,palakollu.png,cheepurupali.png,gajapathinagram.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,kalayan_durg.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,kadiri.png,pawan.png
8yMZAQpPtLo,2022-11-18,197.0,10.0,3858.0,-0.9987599849700928,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2im6AMOucwQ,2022-11-27,215.0,77.0,20119.0,0.9959983825683594,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kxge8asEM64,2023-02-08,368.0,1.0,1774.0,-0.988509476184845,TV5, Botsa ,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0
unmFJzPhqE0,2022-12-16,185.0,2.0,669.0,0.9981176853179932,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMC7TyJVB7U,2023-04-21,145.0,9.0,4972.0,0.9977020621299744,Sakshi, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7e1MhY3ILXQ,2023-04-07,67.0,11.0,1725.0,-0.9979923963546752,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LlktDDeU1gw,2022-09-27,209.0,3.0,1844.0,-0.999445140361786,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JoXQJj0VXlE,2023-02-23,309.0,7.0,10399.0,0.9984190464019777,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45F7wNkWDZ0,2021-11-17,388.0,6.0,2876.0,-0.9966899156570436,Sakshi, Botsa ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3gsDGt7lZcM,2022-08-21,85.0,0.0,2012.0,0.9976363182067872,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7SckRmxG9zk,2022-05-06,69.0,38.0,11767.0,-0.9971056580543518,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2eW4K6qY7I,2023-03-23,341.0,2.0,23474.0,-0.9911110401153564,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vzSPEpZrrgc,2023-04-10,223.0,1.0,5446.0,-0.9979732632637024,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6snoiavZ1LI,2022-11-01,494.0,16.0,1427.0,0.9930976033210754,Sakshi, Botsa ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jtxxyNNwxIk,2022-07-01,1610.0,3.0,2118.0,0.9937953948974608,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lhy32Hrkg2c,2022-11-01,4625.0,13.0,13040.0,0.98979389667511,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_CDdlciux98,2023-01-26,10055.0,13.0,10106.0,0.9913930892944336,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8-xs_dC6Cls,2023-04-07,299.0,2.0,458.0,-0.9985166192054749,TV9, Botsa ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74BskhnhPEo,2023-02-02,368.0,2.0,2881.0,-0.9958706498146056,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-PQ6QYPtw10,2023-04-17,258.0,0.0,2012.0,-0.9914892911911012,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1iqkwjtz6tw,2023-01-26,720.0,34.0,6667.0,0.9918304085731506,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6hoTbMM_Sts,2022-09-25,10700.0,0.0,17600.0,0.9947969317436218,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1PjcVASiRUc,2022-10-19,272.0,44.0,9919.0,-0.9947786331176758,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5TM_vtqKxmk,2023-04-07,152.0,0.0,937.0,0.997452676296234,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
LrffGO2SeFs,2023-03-15,105.0,1.0,1437.0,0.982179582118988,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
csVnmnpqmWE,2022-10-31,340.0,95.0,31323.0,0.9978766441345216,TV5, Botsa ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JYz67drMG-I,2023-02-07,67.0,6.0,2306.0,-0.998422384262085,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KUs23mQqXNg,2023-01-26,327.0,20.0,3039.0,-0.997209370136261,TV9, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZP7Tnc0AwR0,2022-10-20,120.0,521.0,154566.0,-0.9971402883529664,ABN, Botsa ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OWmr-vIFlrM,2023-03-03,113.0,2.0,4773.0,0.9955716133117676,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRvfLI0WpWU,2022-11-10,365.0,1.0,2875.0,0.9956307411193848,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
swov_LXxdNI,2023-03-17,72.0,0.0,463.0,-0.9959343671798706,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gt8-Uw1sAKY,2021-09-27,344.0,72.0,17353.0,-0.9993070363998412,Sakshi, Botsa ,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wXNIFuI8tk8,2023-02-07,61.0,50.0,14193.0,-0.9715512990951538,TV5, Botsa ,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
DhwjmOWFhiU,2022-10-06,2719.0,25.0,20269.0,0.9955667853355408,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mazH0SbN2ok,2023-01-27,148.0,2.0,1506.0,-0.997312307357788,TV5, Botsa ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
d2f_Swa4BUg,2023-01-26,330.0,4.0,1581.0,0.9758934378623962,TV9, Botsa ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jx_HfQ9vrTo,2023-03-17,270.0,0.0,565.0,0.99044668674469,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W2r7qf7Zso0,2023-02-27,276.0,3.0,1013.0,-0.9984618425369264,TV9, Botsa ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
rPyTmqLBTU4,2022-11-12,6110.0,14.0,14182.0,0.9911583065986632,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-tWzG10Zkc,2023-03-14,224.0,0.0,2750.0,0.9971852898597716,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
qeKu-W-_MiQ,2023-01-06,134.0,3.0,5764.0,0.9977533221244812,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D1XVgoOjT_E,2023-04-03,37.0,4.0,6744.0,0.9961692690849304,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qRNaiXyiSUM,2022-12-13,189.0,40.0,50767.0,0.9943185448646544,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26bsU5o3ErQ,2021-11-16,475.0,91.0,17845.0,0.9936255216598512,Sakshi, Botsa ,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
fnhLIiS5p4w,2023-04-01,103.0,140.0,144368.0,-0.9992049336433412,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YB-d8fgDn58,2022-11-30,75.0,1.0,433.0,0.9987793564796448,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDz20spy6UM,2022-12-16,1180.0,5.0,4711.0,0.9869158267974854,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIVu0A2o_cU,2022-11-14,489.0,3.0,704.0,-0.9899543523788452,Sakshi, Botsa ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qFu42G2kQV8,2023-02-06,161.0,1.0,1381.0,-0.990630567073822,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZxjGrzwEpFo,2023-04-07,64.0,3.0,1671.0,-0.9977151155471802,TV9, Botsa ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OsK6hGk_H-s,2022-05-17,649.0,78.0,36949.0,0.9935752749443054,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cSZ2iXfNNr8,2022-12-06,360.0,27.0,13662.0,-0.9971430897712708,ABN, Botsa ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cJfeamQBgss,2022-10-10,360.0,12.0,9308.0,-0.9972779154777528,TV5, Botsa ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
x2qtPJyy61A,2023-02-06,285.0,14.0,5643.0,0.9977464079856871,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpvT13GbtL8,2022-12-03,223.0,0.0,1260.0,0.996736228466034,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-Y4Ham6Lv5c,2023-03-16,317.0,0.0,1096.0,-0.9937844276428224,ABN, Botsa ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
XztNxJ5S7Do,2022-11-28,410.0,3.0,3822.0,-0.9921689629554749,ABN, Botsa ,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
dYmoJ4iVtoA,2022-12-14,42900.0,10.0,303668.0,-0.997714638710022,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEXEzy_5Avo,2022-10-16,713.0,115.0,42690.0,0.9986590147018432,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R-7tMwzstkY,2022-10-08,272.0,1.0,3014.0,0.9880154728889464,TV5, Botsa ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rHHka9wnVz0,2023-04-06,61.0,33.0,51708.0,-0.9993385672569276,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vZ_EbnOeYCk,2022-12-09,125.0,11.0,8526.0,-0.9965655207633972,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
t29RnobaBFk,2022-10-01,1361.0,32.0,10031.0,0.9954001307487488,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pbd4cRlC36E,2022-08-22,196.0,2.0,807.0,-0.998203992843628,TV5, Botsa ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lCT6amK2rlI,2023-03-13,90.0,4.0,742.0,-0.9978827834129332,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZH4GaP6Blog,2022-10-20,108.0,1.0,604.0,-0.9970462918281556,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VgEClQxhFcs,2023-03-12,270.0,3.0,591.0,-0.9987836480140686,TV9, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4pv1fRrke4,2023-03-27,315.0,3.0,11615.0,0.985112726688385,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z8Y4TAxFEuw,2023-03-17,95.0,25.0,8063.0,-0.9980664849281312,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fUDdCtfxIgY,2022-12-10,225.0,16.0,15996.0,-0.8290144205093384,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Re8Bl0bUheg,2022-12-07,110.0,1.0,492.0,0.9960259199142456,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O1qayP-sk4w,2023-02-08,2039.0,3.0,4013.0,0.9081189632415771,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qWi-Rp7CQok,2022-12-16,1495.0,3.0,5563.0,0.9891830682754515,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s3BaBDLwyzg,2023-01-10,189.0,7.0,5875.0,-0.9951422214508056,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_ri-NKlIYw,2023-02-27,268.0,1.0,925.0,0.9862087965011596,TV9, Botsa ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5CxNDLak3lk,2022-09-29,10410.0,10.0,37869.0,-0.996189534664154,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3waMg5BTFdk,2023-03-16,23.0,5.0,16347.0,-0.9972647428512572,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zDZZphEOFgk,2022-09-05,42896.0,2.0,21046.0,0.98979389667511,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JTz4Fed2o9A,2022-10-10,1551.0,24.0,7078.0,0.9899644255638124,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2BidxLJHMk8,2023-04-01,43.0,0.0,1499.0,-0.9977610111236572,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6zcRNFSQcXI,2023-01-26,138.0,1.0,1113.0,-0.9876610040664672,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MABFxKF2gJA,2021-02-14,791.0,2.0,11583.0,0.9942299127578736,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rPxD029-1HI,2022-12-24,63.0,0.0,1209.0,-0.9989368319511414,TV9, Botsa ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
AOTGE8b3IEo,2023-02-07,69.0,10.0,1877.0,-0.9963415265083312,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kd5zPgnFcbM,2023-04-01,124.0,2.0,827.0,0.9852111339569092,TV9, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zpCNmjaxH_s,2023-04-09,56.0,3.0,2167.0,0.9887199997901917,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTDkqS1pDfg,2022-10-13,328.0,0.0,2922.0,-0.9941108822822572,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbYsY61AVDs,2023-03-01,75.0,2.0,1321.0,0.8826290369033813,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmW-PdGnJ5w,2023-04-11,305.0,2.0,820.0,0.9985918402671814,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
LkkZxCCx_7M,2022-08-24,84.0,6.0,4722.0,-0.9910414814949036,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vTP_ETuaOe8,2023-03-03,130.0,4.0,1974.0,-0.999272882938385,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tErDwKNfBOc,2022-11-12,494.0,28.0,5355.0,-0.9980852603912354,Sakshi, Botsa ,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
VVc-SJjChxw,2023-04-13,326.0,5.0,3409.0,0.9944369792938232,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z6NWDYT3FFM,2023-03-12,3915.0,6.0,8530.0,0.9896960258483888,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7sjgG9rbg9Q,2021-04-26,1705.0,56.0,17917.0,0.9895461201667786,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FlUGXypL22E,2022-09-28,238.0,22.0,5271.0,-0.9981701374053956,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hlGdZ0YRd5E,2022-02-19,34321.0,0.0,31728.0,0.992967128753662,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NqdR7cwvOwg,2023-03-08,285.0,25.0,17188.0,0.9734148383140564,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IuhQ8Z84T_c,2022-11-13,3290.0,7.0,3773.0,-0.5569182634353638,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_S2ATkAosPI,2023-03-14,75.0,0.0,669.0,-0.9961321353912354,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMx1VOfwpS4,2023-01-14,53.0,0.0,1615.0,0.9987797141075134,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KhnIGhy22co,2023-03-01,141.0,62.0,12444.0,-0.9951772689819336,TV9, Botsa ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-GVO81P4Jb8,2021-12-06,2683.0,3.0,11186.0,0.9907795190811156,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k4598Bnf2sk,2023-03-30,122.0,0.0,840.0,0.9976218342781068,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
eN2AJcaQhjA,2023-02-05,396.0,0.0,378.0,-0.986954629421234,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCe_BjXBRh0,2023-02-05,110.0,2.0,772.0,-0.9980200529098512,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISgADYzLBCk,2022-10-06,7585.0,1.0,12283.0,0.9901907444000244,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-bX92MwgmM,2023-02-16,471.0,14.0,5374.0,0.9961663484573364,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QheKIGnQ4CI,2023-04-09,55.0,7.0,28758.0,-0.997474491596222,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IlDLu0TM8sY,2022-10-06,237.0,27.0,6969.0,-0.9979578256607056,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDpfYI7jStQ,2022-11-01,1590.0,1.0,2586.0,0.9915973544120787,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YzyiYnV85bg,2023-02-16,184.0,6.0,1392.0,-0.9987444877624512,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Gx_B4upN5tw,2022-11-01,2625.0,2.0,1840.0,0.9913334250450134,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38lZ4SMpwN4,2021-08-06,309.0,18.0,4655.0,-0.995069146156311,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kHzjXh-BUHU,2022-12-23,60.0,1.0,2448.0,-0.9971188306808472,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQ9fSsBbdik,2022-10-11,58.0,2.0,1807.0,-0.9983383417129515,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bBAoKDdUVWk,2023-02-28,185.0,7.0,1009.0,0.9937334656715392,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fb1OdRIGBko,2021-11-17,348.0,29.0,3755.0,-0.999416708946228,Sakshi, Botsa ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
