ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,rajahmundry_rural.png,venkat_krishna.png,pulivendula.png,kanigiri.png,kalayan_durg.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,tekkali.png,jammalamadugu.png,denduluru.png
31iWICcgHI4,2022-09-15,285.0,122.0,75894.0,-0.9967949986457824,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bQsL8Xr32LI,2023-02-21,248.0,2.0,1437.0,-0.9921518564224244,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7bpIsF-1E0g,2023-02-28,328.0,0.0,224.0,-0.8711227178573608,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EO78sk6OLGI,2022-09-19,310.0,11.0,8012.0,-0.9969366788864136,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dh4DLjVgrvk,2022-11-05,303.0,0.0,1215.0,0.9975011944770812,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHGAB0Jis4Q,2021-02-21,272.0,1.0,15505.0,0.9874677658081056,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bxh13xhLDns,2022-10-30,250.0,11.0,5978.0,-0.987782061100006,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cqSHAKOMajs,2022-11-26,63.0,1.0,491.0,0.998332679271698,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ge0Kz7Cgmds,2022-11-29,174.0,3.0,1138.0,-0.9982786178588868,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9x4JboNkAlU,2022-08-26,4260.0,0.0,7440.0,0.9975009560585022,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qzKM-mtUJNs,2023-01-07,327.0,3.0,1191.0,-0.9994441866874696,TV9,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FtDScWDru6w,2022-08-26,105.0,20.0,12725.0,-0.9979630708694458,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p1Y_-6GcOfs,2022-11-27,212.0,4.0,1762.0,-0.9862337112426758,TV9,butchaiah chowdary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SFAeY4VMSTQ,2022-12-08,380.0,24.0,17962.0,0.9839625954627992,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7cYpnmZ2KdY,2023-03-09,159.0,0.0,594.0,-0.998081922531128,TV5,butchaiah chowdary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9BH-vpte5nE,2022-11-02,280.0,0.0,905.0,-0.9955745935440063,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oql096Xxfzc,2023-02-21,265.0,0.0,1107.0,-0.9966411590576172,TV9,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cuo7oA8lV28,2022-10-13,110.0,0.0,1707.0,-0.9980446100234984,TV5,butchaiah chowdary,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HM85XkwTt1w,2022-12-02,398.0,2.0,2505.0,-0.9984951019287108,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6Ur4IZ2f2GQ,2022-12-01,41.0,1.0,665.0,0.998715877532959,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jJzVNY8fISY,2022-09-19,218.0,2.0,1923.0,-0.9983073472976683,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Ykhy17QfDo,2021-02-15,267.0,2.0,2518.0,0.9796199202537536,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EXS3pM5y_Gg,2022-12-01,343.0,42.0,64270.0,-0.9940395355224608,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ks9CyGp1l9M,2023-04-17,197.0,0.0,1781.0,0.9913495779037476,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XIOq_VPzfR0,2022-12-30,158.0,5.0,7007.0,0.9950652718544006,TV9,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZPVRIgZ3OWY,2023-03-16,29.0,11.0,15643.0,-0.9982132911682128,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yqxKrqZLo5o,2022-08-26,233.0,0.0,1262.0,-0.997759222984314,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pp3IW6JBEU8,2023-03-29,310.0,13.0,17461.0,0.9949776530265808,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qmHC0lKwI4I,2023-03-15,224.0,0.0,1569.0,0.9975737929344176,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qypBfKTF2rQ,2023-03-18,180.0,36.0,63934.0,0.997726023197174,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33-D8YRcnJI,2022-10-11,256.0,2.0,2282.0,-0.9982399940490724,ABN,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HgR38yGQdRE,2022-01-29,201.0,26.0,13529.0,0.9947457313537598,Sakshi,butchaiah chowdary,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
OcEaVvaZg2o,2021-10-25,227.0,3.0,2305.0,-0.9948045611381532,Sakshi,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUDl5g1A7G4,2023-03-19,3100.0,0.0,4451.0,-0.9965006113052368,TV5,butchaiah chowdary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
