ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,banaganapalle.png,penukonda.png,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,Srungavarapukota.png,tenali.png,kodur.png,srikakulam_.png,venkatagiri.png,urvakonda.png,Advocate _Sravan Kumar.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,puthalapattu.png,tadikonda.png,eluru.png,venkat_krishna.png,palakollu.png,cheepurupali.png,penamaluru.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,vinukonda.png,kalayan_durg.png,kaikuluru.png,murthy.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,bhimavaram.png,pamarru.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,kadiri.png,denduluru.png,pawan.png,Narasannapeta.png
FHrsCyR-jt0,2022-09-27,70.0,0.0,2063.0,-0.9876781105995178,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xUIUNiCX044,2023-04-05,187.0,0.0,290.0,-0.9988849759101868,TV9,tdp leaders arrest,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4R-WNIVKAXQ,2022-08-26,345.0,5.0,6595.0,-0.9962050318717957,TV5,tdp leaders arrest,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wir4r7ra8p4,2023-01-31,200.0,38.0,54015.0,-0.990871250629425,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
wGP2jTcAses,2023-01-24,110.0,5.0,2586.0,-0.9990801811218262,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pa884qN9Nd4,2022-11-04,425.0,11.0,7260.0,-0.9914310574531556,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6ARcdQKuyY,2023-04-05,159.0,17.0,3107.0,-0.99943608045578,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RiKu78KYNtM,2022-09-07,177.0,12.0,6027.0,-0.9878794550895692,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QhVZjZYPnYE,2022-10-29,280.0,1.0,680.0,-0.995808482170105,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34L7MSof0wQ,2023-02-22,144.0,0.0,978.0,-0.9978858828544616,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrotWAjsgUw,2023-03-04,313.0,0.0,1490.0,-0.99840646982193,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OL_JGnjRELc,2022-10-17,352.0,1.0,1651.0,-0.9984182119369508,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blGSkUVSuYs,2022-10-20,353.0,3.0,2389.0,0.9971415400505066,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_4da0SpH3s,2022-11-29,313.0,5.0,1894.0,-0.9671930074691772,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zLbzVL1tvU0,2022-12-23,59.0,2.0,4276.0,-0.9959995746612548,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17brvD4G2Uo,2023-02-21,254.0,12.0,6904.0,-0.9978519678115844,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UtRBw0S4Cl4,2022-09-28,324.0,2.0,2496.0,-0.996268391609192,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qr_gLnpfO_E,2023-03-01,274.0,1.0,2301.0,-0.6861288547515869,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bVHbv6G2gVk,2022-11-29,298.0,2.0,3448.0,-0.9817973375320436,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qoYhJjn2ym0,2022-09-08,120.0,101.0,85484.0,0.9736103415489196,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
I8AYweNOHVg,2022-08-23,184.0,6.0,3552.0,-0.9978692531585692,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fGwzJ-KVku4,2022-10-20,234.0,7.0,4506.0,-0.9878209233283995,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yvF2xX6N7zY,2023-04-05,173.0,4.0,4076.0,-0.9975087642669678,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jxyuBLBzh24,2022-11-04,365.0,28.0,11667.0,-0.9928396940231324,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4y8Td1_ZRq0,2023-04-22,194.0,5.0,5337.0,-0.9931556582450868,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80Jxj-A9RmE,2023-03-04,233.0,8.0,1696.0,0.9968591928482056,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rgPkqGvidu0,2023-03-14,305.0,38.0,32892.0,-0.9967881441116332,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Zj16c8LqVro,2023-01-31,72.0,0.0,893.0,-0.9977887868881226,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2kYAhssU1zs,2023-02-18,323.0,39.0,11850.0,-0.9977084398269652,Sakshi,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
hbF4uWcoGzM,2022-11-28,227.0,1.0,1310.0,-0.9980518817901612,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M0G8R9-rvUk,2023-04-01,320.0,10.0,4500.0,-0.9982709884643556,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5zf7lP9CR3g,2023-03-08,192.0,2.0,6345.0,-0.9902661442756652,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n0xBDUMaSxQ,2022-11-30,280.0,2.0,1166.0,-0.9992637038230896,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z5t4WcMAtPY,2023-03-14,302.0,60.0,13841.0,-0.9993740916252136,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xb_n-xNBW_I,2023-04-18,65.0,0.0,443.0,-0.9882928729057312,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aNShHwW0bcA,2023-03-22,107.0,2.0,634.0,0.9782092571258544,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dKyx_wHXsvo,2023-01-05,281.0,10.0,7338.0,-0.9992319345474244,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5VfbTXhTcdU,2022-12-17,399.0,3.0,21002.0,-0.9983225464820862,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryIa15_abhg,2023-02-27,227.0,1.0,1605.0,-0.9973170161247252,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EvM6zpVO54U,2023-02-21,276.0,73.0,80394.0,-0.997771680355072,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWtPR7yDVr4,2023-03-16,272.0,1.0,3412.0,-0.9966493248939514,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lHCoQywvZEs,2023-01-30,129.0,1.0,1188.0,-0.999483585357666,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co-tP05ReLA,2022-11-03,87.0,12.0,2479.0,-0.9976964592933656,TV5,tdp leaders arrest,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KUwOda9A5OY,2022-11-30,330.0,35.0,38529.0,-0.992400288581848,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_bV4xPADCaI,2023-01-10,205.0,3.0,2601.0,-0.997633457183838,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wYujn4UBf_I,2023-02-21,189.0,7.0,8026.0,-0.995187759399414,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g4v5bGsZEO0,2023-01-24,112.0,0.0,1658.0,0.9818655848503112,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsv7s2Ivl7c,2022-04-28,147.0,35.0,18179.0,-0.9926469326019288,Sakshi,tdp leaders arrest,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RzzoTfLYn_Q,2023-02-11,192.0,0.0,1455.0,-0.9971394538879396,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGwCTIF1aIs,2022-12-05,90.0,0.0,1045.0,0.8687803745269775,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCFGTStygAM,2023-02-22,267.0,0.0,595.0,0.9909682869911194,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cqH0Vqc5ais,2023-04-05,186.0,1.0,1235.0,-0.9985068440437316,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHNUr8LfPs4,2022-11-10,70.0,1.0,779.0,0.9405540823936462,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
etS9AB6TI0E,2022-11-20,243.0,54.0,22525.0,-0.9983201622962952,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XSN_87BzP1c,2023-04-05,323.0,1.0,2506.0,-0.9970880150794984,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ElSEd8zFftQ,2023-03-04,77.0,6.0,7854.0,0.9984108209609984,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bATQ2yM_Q0c,2023-02-22,224.0,2.0,969.0,-0.9858010411262512,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U_TgdbRiU1k,2022-12-06,160.0,6.0,4381.0,-0.9979047775268556,ABN,tdp leaders arrest,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
J0Pf6ZlB2xs,2023-01-04,380.0,28.0,11148.0,-0.9706812500953674,ABN,tdp leaders arrest,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
piX5LDPjJqA,2022-11-28,193.0,0.0,932.0,0.9954707622528076,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSu8Kal2nXU,2022-08-27,161.0,108.0,51955.0,-0.9921086430549622,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4lMdgZJ8mgw,2022-11-11,280.0,11.0,5069.0,-0.997282862663269,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_VTu6XQUZV0,2022-11-03,175.0,9.0,2950.0,-0.99928879737854,TV5,tdp leaders arrest,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mkrBnF8Tiuw,2023-02-09,310.0,1.0,1068.0,-0.9965742826461792,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8RJ433yCVcU,2023-03-10,264.0,10.0,1219.0,-0.9983312487602234,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u_UfG2PUvUA,2022-08-28,305.0,34.0,10596.0,0.9928457140922546,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CZj_cyFJ-xA,2022-11-11,222.0,0.0,1078.0,-0.999487042427063,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wZ7cl3uiris,2023-01-28,260.0,11.0,9429.0,-0.9980711340904236,ABN,tdp leaders arrest,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
bCPZCiW-zp8,2023-02-17,280.0,0.0,1476.0,-0.9981191754341124,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D4FYBcvVFz8,2023-02-06,77.0,0.0,1844.0,-0.9965850114822388,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NquRzbmST28,2023-04-19,202.0,1.0,942.0,-0.9985905289649964,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VwkWRuW_Adg,2022-10-14,55.0,32.0,43002.0,-0.9985735416412354,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gysL9WM_2do,2023-02-07,195.0,0.0,2152.0,-0.998239517211914,TV5,tdp leaders arrest,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wvEBfDV3tF8,2023-03-10,249.0,0.0,999.0,-0.9929609894752502,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UX7LDmjPu78,2022-11-21,225.0,4.0,2869.0,-0.9988046884536744,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LwEFMdVUJrk,2023-02-21,123.0,0.0,3729.0,-0.9974307417869568,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UXY1Ax7Xt1g,2023-03-25,270.0,12.0,3815.0,-0.9977680444717408,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4NlLcDdrY_4,2023-03-09,115.0,20.0,15472.0,-0.9940430521965028,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
G8EfOxq3MQ4,2023-03-16,324.0,0.0,625.0,-0.9979469180107116,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prJ-Fo3FL9g,2022-11-04,280.0,1.0,2842.0,0.9909504652023317,ABN,tdp leaders arrest,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0F4chdvTsrk,2023-04-16,185.0,22.0,9800.0,0.9853598475456238,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0VN1sfOMt4E,2023-03-22,211.0,16.0,23984.0,-0.9967237114906312,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si4pRg7fiNs,2023-04-10,305.0,10.0,12773.0,-0.9985752105712892,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xVAGgMa0ZgM,2023-04-05,303.0,0.0,1153.0,-0.9991369843482972,ABN,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stNSS17CcIo,2022-09-20,31.0,3.0,2656.0,0.9965140223503112,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TxJAnO7XdFU,2022-11-03,54.0,3.0,2631.0,-0.998044490814209,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oJoEObkJ6vM,2023-01-06,147.0,1.0,665.0,-0.9982181191444396,ABN,tdp leaders arrest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MgyD9BeWALw,2023-04-05,321.0,17.0,2450.0,-0.9968520998954772,TV9,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6r9RNhuzaCw,2023-02-15,490.0,21.0,18029.0,-0.989951193332672,ABN,tdp leaders arrest,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DknvYb3Q5sw,2023-04-06,226.0,2.0,599.0,0.99630606174469,TV5,tdp leaders arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
