ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,machillipatnam.png,Srungavarapukota.png,srikakulam_.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,palakollu.png,rajinikanth.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,sattenapalli.png,Venkata_Mahesh.png,nandikotkur.png,tekkali.png,kadiri.png
tk60uWpapag,2022-08-16,191.0,60.0,29005.0,0.9984993934631348,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dseJ0ddyKqg,2022-12-07,106.0,3.0,3351.0,-0.9943811297416688,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZfMh5ap7FqM,2023-02-15,120.0,0.0,419.0,0.9971690773963928,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j4WcF7Nt2PY,2021-02-20,248.0,5.0,2204.0,0.993498921394348,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uQ4U306fLDQ,2022-11-21,141.0,1.0,980.0,-0.996269941329956,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9DLAeBG7lsc,2021-02-16,3314.0,7.0,5591.0,0.9835520386695862,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OL3CRw136wE,2022-11-11,300.0,0.0,720.0,-0.9887391328811646,TV5,privatization,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fnCd_kGUz0w,2021-02-20,330.0,60.0,34767.0,0.9932714104652404,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SfRKyVMElzk,2022-11-30,305.0,16.0,6941.0,-0.9994131326675416,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ewZDHaSiKhc,2021-02-20,129.0,14.0,3717.0,-0.998089611530304,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWYnnuuTmwk,2022-09-13,265.0,2.0,2352.0,-0.9977856874465942,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2VpEU_QkPek,2021-02-20,142.0,1.0,2157.0,0.9987389445304872,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ejj5o5XPryo,2021-02-20,199.0,2.0,591.0,0.9966912269592284,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
7oNIV0gTI6k,2022-11-09,225.0,1.0,950.0,-0.9937917590141296,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FXBkjxXIRDU,2022-09-22,177.0,4.0,1099.0,-0.998571515083313,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WaOofG-fZxA,2022-12-21,456.0,0.0,3586.0,-0.999357521533966,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7sHqhhRcMlM,2021-02-20,149.0,0.0,1588.0,0.9936983585357666,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gxuhvxKtxBc,2021-02-20,166.0,2.0,1520.0,0.9984897375106812,Sakshi,privatization,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WaeDMXyUTeQ,2022-06-20,136.0,244.0,129878.0,-0.9994196891784668,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W4mET8eDT50,2022-12-07,253.0,4.0,1988.0,-0.997967541217804,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4auiiHDWjnA,2022-12-16,375.0,11.0,7484.0,0.9807536005973816,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PreZxjd4UkQ,2021-02-20,640.0,2.0,2686.0,-0.9794501066207886,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
izgzYu5fnQU,2022-11-25,254.0,3.0,2138.0,-0.9935176372528076,TV5,privatization,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kHCEZ16vb7g,2022-11-11,266.0,9.0,5831.0,0.9697660207748412,TV5,privatization,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
qNcZwO_HIIc,2022-10-18,205.0,122.0,10569.0,-0.9986446499824524,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tx2HdpwVqhQ,2021-09-29,321.0,1.0,2303.0,0.9968902468681335,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DsCkgLtB0xw,2021-02-18,603.0,12.0,3708.0,0.9981135129928588,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aM962i7umek,2022-06-26,331.0,57.0,19218.0,-0.998606264591217,Sakshi,privatization,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
BHXvAhzVwpw,2023-01-09,42.0,0.0,277.0,-0.9552045464515686,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VHBNx1Ai2Is,2022-11-12,332.0,19.0,3382.0,-0.9982117414474488,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q0838qUe3CE,2023-01-18,286.0,3.0,1294.0,-0.9965685606002808,TV9,privatization,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
D58KwcJ2giY,2021-02-20,986.0,10.0,5072.0,0.9846389889717102,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8cOGqYogzT4,2023-01-09,67.0,62.0,16556.0,-0.9889402985572816,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OtMBi3BN_Jo,2022-11-19,254.0,0.0,883.0,0.9975799322128296,TV9,privatization,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
zLUScfqqXBs,2023-04-16,295.0,52.0,15557.0,-0.9925886392593384,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9Mlb7Y81DE,2022-11-29,303.0,5.0,3981.0,-0.9989147186279296,ABN,privatization,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
su5dFL4W3TE,2022-10-27,280.0,6.0,1890.0,0.9873831868171692,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVI-RhNHAEU,2022-11-19,244.0,0.0,630.0,0.9932331442832948,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pj-9XYTxr08,2022-06-13,291.0,158.0,60931.0,-0.9994338154792786,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wjFlabrAyfo,2021-02-14,132.0,0.0,884.0,0.9982799291610718,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfdMoQpyj5Q,2023-01-14,492.0,8.0,39446.0,-0.9678807854652404,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xl6AZ9pn-x4,2022-11-19,51.0,0.0,1153.0,0.9960405826568604,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jCYKFQbEvGY,2023-01-09,62.0,30.0,6677.0,-0.9913551211357116,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7DrXKKMuwDc,2022-11-07,301.0,1.0,1896.0,0.9880310893058776,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9vu19NIKGig,2023-01-10,122.0,1.0,317.0,0.9953261613845824,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3efKgPByqOQ,2021-02-20,467.0,15.0,9894.0,0.9910104274749756,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qjv9O24xlQg,2022-01-23,99.0,3.0,3946.0,0.9986706972122192,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dYTISeaSCDE,2023-01-06,369.0,7.0,4191.0,-0.9914484024047852,ABN,privatization,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
KzvHgy0u7-o,2022-03-07,202.0,34.0,15451.0,-0.9946216344833374,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LYuF4vt2eyU,2022-11-22,330.0,1.0,434.0,-0.9914870262145996,ABN,privatization,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AEDL2FI8q5M,2023-02-03,233.0,6.0,3123.0,-0.99748033285141,ABN,privatization,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZsCh9MHz1m0,2022-09-16,220.0,290.0,371854.0,0.9921836256980896,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sw36Ee_8WMQ,2022-10-20,218.0,1.0,1762.0,-0.992280125617981,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wVyQpRR4jeM,2023-02-12,299.0,0.0,854.0,-0.9903372526168824,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iWuaf9VAwkU,2021-12-10,278.0,0.0,540.0,-0.9825326204299928,Sakshi,privatization,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DR0gzoNEVCg,2022-12-12,280.0,1.0,2490.0,-0.998083472251892,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05E5OJIh4Ys,2023-01-27,150.0,3.0,1753.0,-0.9791794419288636,TV9,privatization,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ZdBvh7YjkXg,2022-10-08,160.0,20.0,3132.0,-0.99553382396698,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACmL8RWoSA4,2022-11-14,184.0,3.0,10463.0,0.9925987720489502,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hNzyeLGN1M0,2022-07-02,242.0,2.0,2273.0,0.9872556924819946,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3m8NkQk_Qm8,2022-11-24,166.0,1.0,889.0,0.9956871867179872,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
iPIMUsRA3YE,2019-12-21,29.0,5.0,14669.0,-0.9787944555282592,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9Ek_71PZLSw,2023-02-01,290.0,14.0,8576.0,0.998565137386322,TV9,privatization,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S53uKqDtVVk,2022-10-25,182.0,27.0,11934.0,-0.9967054724693298,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y1YcrnKGFhs,2023-01-02,241.0,87.0,16233.0,-0.9854544401168824,TV9,privatization,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XjK6_FFS8VY,2022-12-29,86.0,0.0,516.0,-0.9928550124168396,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h0R-_y0Y8Ug,2021-02-13,3131.0,8.0,12354.0,0.988703429698944,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lrcoP9NFZt0,2022-10-12,307.0,0.0,1041.0,0.9963924288749696,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hpJwU4peR5M,2022-11-10,250.0,16.0,2287.0,-0.9978561997413636,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sKHNl206as8,2019-12-21,104.0,0.0,503.0,0.9984605312347412,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9EjCI5IhqHc,2022-09-18,200.0,8.0,5862.0,-0.9950097799301147,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joYOy_9d6rs,2022-11-02,160.0,0.0,1578.0,-0.991018772125244,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q_5i9t66hfg,2023-04-04,211.0,2.0,3696.0,-0.9918972253799438,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0w7qROa-xTQ,2021-02-20,238.0,2.0,1080.0,-0.9926543235778807,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aN_VpsrvfDU,2023-02-21,246.0,10.0,6135.0,-0.9985645413398744,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hqgFt48ELLw,2021-02-20,167.0,3.0,3114.0,0.99690979719162,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VAIhJ6W6Xk4,2022-11-10,272.0,0.0,267.0,-0.998525083065033,ABN,privatization,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sUdx2DLI7J8,2023-04-11,127.0,2.0,1747.0,-0.9911155700683594,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-fa2LrjX68U,2023-04-10,264.0,155.0,106283.0,0.9741937518119812,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o_xoQEynBVw,2021-12-10,254.0,12.0,1824.0,-0.9968923926353456,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3QfYEmhN_4I,2023-04-15,180.0,42.0,45100.0,-0.998406708240509,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SinljMesiCM,2023-04-13,172.0,4.0,1564.0,-0.9902483820915222,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1V2ElI2MDTs,2022-09-24,105.0,1.0,1525.0,-0.998678982257843,TV5,privatization,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1zm9D-JcJfk,2022-10-02,199.0,1.0,642.0,0.9987370371818542,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gDmlQuGsUlQ,2023-04-12,169.0,0.0,3079.0,-0.995919406414032,TV9,privatization,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Xa9bg4gNHtw,2023-04-15,253.0,1.0,1092.0,-0.9939963817596436,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTes7mEfduE,2023-03-16,72.0,0.0,861.0,-0.9909584522247314,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zlEgWEI1nHg,2023-04-15,57.0,36.0,37934.0,-0.9904387593269348,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r13J8QDNxpE,2021-02-16,2509.0,8.0,7947.0,-0.9984239339828492,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boKZi-QU6gQ,2023-02-28,304.0,1.0,407.0,0.9968289732933044,ABN,privatization,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
e5MV1IYxJ8s,2023-04-12,571.0,2.0,808.0,-0.976268231868744,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xyh43sPSlpE,2019-12-21,121.0,0.0,862.0,0.9977524876594543,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anvxvi4vS30,2023-04-02,149.0,39.0,2389.0,-0.9931713342666626,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tWZcawz8q_E,2023-04-13,100.0,9.0,1530.0,-0.9828391671180724,Sakshi,privatization,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gKylejaHzXk,2021-09-06,325.0,2.0,3158.0,0.996112048625946,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAYkYUOU2EI,2023-01-02,265.0,8.0,2075.0,0.998630940914154,TV9,privatization,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
hMxDqaRr8j8,2023-01-10,238.0,0.0,588.0,0.9943289160728456,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0IS1hKib_Bw,2023-04-21,58.0,1.0,11617.0,0.9927080273628236,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-W_KJBLyuew,2022-11-09,112.0,0.0,520.0,0.9963952898979188,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wmUav_FkJAM,2023-03-07,188.0,2.0,3061.0,0.989367425441742,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SZOW1jf5wW4,2023-03-15,181.0,173.0,200554.0,-0.998810887336731,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-FH-hsErDHk,2023-04-11,345.0,9.0,7201.0,-0.9938761591911316,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yua_x4k0voA,2022-11-08,100.0,0.0,5024.0,-0.989933431148529,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0WyH-y-PN0k,2023-04-13,206.0,4.0,19032.0,-0.9983022212982178,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAi_N8xLL4o,2023-02-05,288.0,0.0,1022.0,-0.9907782077789308,TV9,privatization,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WKiMQJks8eU,2023-04-12,82.0,5.0,1793.0,0.9961583018302916,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBsse6OMyCw,2022-11-14,239.0,5.0,6399.0,-0.9994677901268004,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lxqrH-iy-mI,2022-12-02,204.0,1.0,1692.0,0.9742489457130432,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rStPc41MXyE,2023-04-11,185.0,2.0,1656.0,-0.990659773349762,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15hkKcTGKfY,2021-12-13,992.0,23.0,4734.0,0.950188934803009,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOM0hUj5aHg,2023-04-15,112.0,1.0,1378.0,-0.9983577132225036,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h1RYtqc4bg0,2021-02-19,209.0,8.0,6816.0,0.9923498034477234,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bGJBF7KoLZM,2023-04-07,278.0,3.0,1368.0,-0.995624840259552,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lNSTo2q7iGw,2023-04-21,72.0,0.0,380.0,-0.9968841671943665,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9,privatization,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5js36CROZE4,2022-12-25,207.0,6.0,11014.0,0.9948561191558838,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iRlVIXj6RD0,2021-02-17,883.0,7.0,5731.0,0.9861924052238464,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-uKk_jl268w,2022-12-04,80.0,4.0,3929.0,-0.6073750257492065,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z8TdE0Ui06M,2022-09-08,282.0,3.0,2350.0,-0.996945321559906,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5gtLUqvZ5E0,2022-11-13,115.0,5.0,877.0,-0.997979462146759,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
omC0SH-7-_g,2023-04-16,302.0,0.0,3242.0,-0.9965860843658448,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fJtFS-cwNyc,2023-04-13,123.0,3.0,1217.0,-0.9976847171783448,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4gNrGrt-UHw,2023-04-11,262.0,6.0,4993.0,-0.998449444770813,TV9,privatization,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
8c5nuyq7uRs,2023-04-10,252.0,2.0,680.0,-0.994290828704834,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5x4J5sssCsc,2021-02-20,425.0,3.0,1336.0,0.9733669757843018,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O5HEjb73WSE,2021-02-19,194.0,2.0,3623.0,0.9952057003974916,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WRzFxiRTOf4,2022-11-19,286.0,96.0,57324.0,-0.9914711117744446,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X4KvKflXcyY,2023-03-21,308.0,2.0,1840.0,0.9903069734573364,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N7v4YOgagpI,2023-02-05,374.0,5.0,4597.0,0.991722285747528,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7dT4Q97jGQ,2023-03-11,250.0,7.0,2978.0,-0.9992733597755432,TV9,privatization,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9,privatization,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
qkmwDxQe2No,2023-04-13,283.0,11.0,4206.0,-0.99183452129364,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dh0nE7pwKas,2023-04-07,125.0,0.0,381.0,-0.9959956407546996,TV5,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55r5GNPAL-g,2023-04-20,119.0,2.0,1099.0,0.9975351095199584,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6FrsKGN2-1w,2023-02-09,189.0,0.0,429.0,-0.998225748538971,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJ4_4yloHB8,2022-12-03,71.0,5.0,2154.0,-0.9991167187690736,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gxc8so_lfHg,2021-02-16,967.0,3.0,2473.0,0.9944696426391602,Sakshi,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6eefUKPGh_0,2023-04-11,53.0,5.0,6254.0,-0.9895477294921876,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dVZTQdQbeOA,2023-04-21,301.0,7.0,14174.0,0.9863329529762268,ABN,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TatdCCIifzM,2023-03-08,288.0,1.0,1607.0,0.9880689978599548,TV9,privatization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
