ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,tenali.png,venkatagiri.png,eluru.png,venkat_krishna.png,palakollu.png,vinukonda.png,kalayan_durg.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,tekkali.png,jammalamadugu.png
NSlogXb40Fc,2023-02-13,195.0,3.0,4742.0,0.9924591183662416,ABN,undavalli arun kumar,0,0,0,0,1,0,0,0,0,1,0,1
SUe4DhsDOoE,2023-03-24,134.0,10.0,22225.0,0.9943872690200806,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
uWhwrPHPZCc,2022-11-04,266.0,11.0,5657.0,0.9948871731758118,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
AL1qa_l4IUQ,2021-02-16,318.0,0.0,707.0,0.9975283741950988,Sakshi,undavalli arun kumar,1,0,0,0,1,1,1,0,0,0,1,0
QRcq-Xoxn6E,2022-08-22,105.0,174.0,62824.0,-0.9593811631202698,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
g4mbmywWF4Y,2023-03-22,252.0,4.0,3192.0,0.9973052740097046,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
774mOK6PxIw,2023-03-25,320.0,15.0,9063.0,-0.997334599494934,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
qnSxllO1SQE,2019-12-26,143.0,0.0,452.0,0.9781021475791932,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
3zAoCE_QmT8,2023-04-18,293.0,245.0,136814.0,-0.9954786896705629,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
Xk4MT1ih3cY,2022-12-17,280.0,13.0,3877.0,-0.9947003126144408,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
tIW-4vOMazw,2023-04-04,192.0,283.0,177550.0,-0.9949036836624146,Sakshi,undavalli arun kumar,0,0,1,1,0,0,1,0,0,0,0,1
Wo43EsB1hhY,2023-03-25,219.0,10.0,154499.0,0.992953598499298,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
L6SZcLkCPbQ,2022-11-03,216.0,0.0,1136.0,0.9968630075454712,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
hfMyioXUEh4,2023-01-05,177.0,5.0,49964.0,-0.985933482646942,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
mzhOS3gXHvE,2022-10-17,253.0,52.0,10896.0,-0.982958734035492,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
5pfwGntiaLQ,2022-11-13,63.0,0.0,3732.0,-0.996024489402771,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
08m2yzXeQIQ,2023-02-28,286.0,3.0,1499.0,-0.998744249343872,TV9,undavalli arun kumar,0,0,0,0,0,0,1,0,0,0,0,0
4WedlqdT-As,2022-12-07,340.0,6.0,2770.0,-0.9817201495170592,TV9,undavalli arun kumar,0,0,1,0,0,0,1,0,0,0,0,0
vkjMouWToAY,2022-12-08,305.0,5.0,2281.0,-0.9888127446174622,TV9,undavalli arun kumar,1,0,0,0,0,0,0,0,1,0,0,0
qwufNUYZLJ8,2022-12-09,457.0,5.0,5613.0,0.9836734533309937,Sakshi,undavalli arun kumar,0,0,1,0,0,0,1,0,0,0,0,0
RwMbrFqGgQY,2022-11-08,181.0,2.0,630.0,-0.9990543723106384,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
oNfgmxuBNb8,2023-01-12,195.0,4.0,2783.0,0.993112862110138,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
he0JuivXTiU,2022-12-07,300.0,0.0,1413.0,-0.9986055493354796,ABN,undavalli arun kumar,0,0,0,0,1,1,0,0,0,1,1,0
LkyDLEH1QxE,2023-03-30,271.0,4.0,2970.0,-0.998319447040558,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,1,0
eQYwa2dXaOE,2022-12-24,254.0,1.0,711.0,0.998772919178009,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
StsisD4KVLk,2023-04-17,211.0,16.0,8454.0,-0.9993886947631836,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
A2G2WHn-yCc,2023-02-18,361.0,2.0,495.0,-0.9986977577209472,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
50cW-USveGo,2023-04-04,310.0,75.0,22161.0,-0.9851762056350708,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
IXaf4DnCdoE,2023-04-04,317.0,117.0,31290.0,-0.9970071911811828,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
iwuKXyRUvjo,2022-08-23,100.0,9.0,5924.0,-0.99800044298172,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
LAqEm4CqsIU,2023-04-11,70.0,3.0,1190.0,-0.7866506576538086,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
outi6mVAf20,2023-04-04,334.0,5.0,1812.0,-0.9983136653900146,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
IBV0YmDtri8,2022-12-10,83.0,0.0,1062.0,-0.993655800819397,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
hXsniZNwDEk,2022-09-01,258.0,1.0,3618.0,-0.9886856079101562,TV5,undavalli arun kumar,1,0,0,0,0,0,0,0,1,0,0,0
orUUHwnn9g0,2023-02-21,210.0,13.0,7442.0,-0.9984800219535828,ABN,undavalli arun kumar,1,0,0,0,0,0,0,0,0,0,0,0
aKhhYvn3gRY,2022-11-26,102.0,1.0,978.0,0.837120532989502,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
NfGW-7YXB18,2023-04-11,77.0,3.0,11152.0,0.9881795644760132,ABN,undavalli arun kumar,0,1,0,1,0,0,0,0,0,0,0,0
myxLlJ8vRW0,2021-02-16,200.0,0.0,1474.0,0.9917044639587402,Sakshi,undavalli arun kumar,1,0,0,0,0,0,0,0,0,0,0,0
BNwrwVxuQlw,2022-12-18,386.0,1.0,2266.0,-0.9939162135124208,TV9,undavalli arun kumar,0,1,0,0,0,0,0,0,0,0,0,0
W-qT-nr91hs,2023-04-18,343.0,457.0,196827.0,0.9911600947380066,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
SxGSLsGA190,2022-10-30,90.0,4.0,643.0,-0.9949190020561218,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
M6MA9RjDhmM,2023-03-24,320.0,18.0,21286.0,0.99832683801651,ABN,undavalli arun kumar,0,1,0,1,1,1,0,0,0,1,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
Csotndt83xA,2023-04-04,308.0,5.0,1253.0,-0.9888606667518616,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
2yfPYr6biIE,2023-04-07,302.0,3.0,3290.0,-0.99836927652359,TV9,undavalli arun kumar,0,0,0,0,0,1,0,0,0,0,0,0
mWZlzE6_vyk,2023-02-18,268.0,0.0,591.0,0.996601700782776,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
ULdxJCGjOwI,2023-04-01,223.0,7.0,1841.0,0.9941200613975524,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
cpayKQ_4Ycc,2023-02-27,126.0,0.0,919.0,0.9923669695854188,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
ZNGHXsjSsfE,2023-03-19,235.0,1.0,1014.0,0.9985924363136292,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
dfrD7Y16sIo,2023-04-04,124.0,81.0,42911.0,-0.9925023317337036,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
p_vnR6nnUPY,2022-10-26,329.0,0.0,934.0,-0.998935878276825,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
3aDgkG5LRvQ,2023-03-14,306.0,10.0,6968.0,0.9960113763809204,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
xcyc0lq_2fU,2023-04-09,87.0,3.0,940.0,-0.9947945475578308,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
w8OiHvqv5T0,2022-12-09,218.0,5.0,2049.0,-0.9992722868919371,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
a3mRkEF7e10,2023-02-28,135.0,109.0,75077.0,-0.9948967099189758,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
e021pyH0DkA,2021-02-17,248.0,1.0,4559.0,0.9938405752182008,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
vH3bJA8sVN4,2023-03-15,590.0,48.0,38320.0,-0.9758715033531188,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
3_09BPW99Aw,2021-02-18,240.0,9.0,18811.0,-0.997835338115692,Sakshi,undavalli arun kumar,1,1,0,0,0,0,0,0,0,0,0,0
79AsHo4cyMY,2023-03-29,75.0,0.0,743.0,-0.9989135265350342,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
kkYfEztMtq0,2021-12-08,82.0,2.0,4153.0,0.9963638186454772,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
S3WbEWbxEyc,2021-12-01,61.0,5.0,5078.0,0.9982627034187316,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
mQUVfuZccWY,2022-11-19,346.0,85.0,47608.0,-0.9848774671554564,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
s6nL2aTFE5c,2022-12-07,240.0,3.0,2041.0,-0.996880292892456,ABN,undavalli arun kumar,0,1,0,0,1,0,0,0,0,1,0,0
7eMTGANX3sY,2023-03-18,224.0,14.0,254220.0,-0.9947413206100464,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
nxdLE9ME1lg,2023-04-09,61.0,1.0,623.0,0.998243808746338,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
1Ex5qN7d4Xw,2023-04-01,146.0,2.0,1132.0,-0.9937089681625366,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
zUW3JOj_vpg,2023-04-10,555.0,369.0,156619.0,0.9980422258377076,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
I-eXgJXX04M,2021-11-26,77.0,12.0,14886.0,0.9978625178337096,Sakshi,undavalli arun kumar,1,0,0,0,0,0,0,0,0,0,0,0
-F0lfLuR8GM,2023-02-18,298.0,43.0,17129.0,-0.9003996849060059,TV9,undavalli arun kumar,0,0,1,0,0,0,0,0,0,0,0,1
n_KpI83r3AI,2021-02-14,192.0,0.0,3221.0,0.9951104521751404,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,1,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
MjUKznUB7Uw,2023-01-10,270.0,8.0,3036.0,-0.998596727848053,TV9,undavalli arun kumar,0,0,0,0,0,0,0,1,0,0,0,0
r1vG0ta9Pzk,2022-10-17,51.0,0.0,4737.0,0.9987277388572692,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
kp3T2hTM37M,2023-03-20,179.0,1.0,2623.0,-0.9960983991622924,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
MsoHDqdb7bY,2023-03-26,186.0,0.0,1143.0,-0.9979448914527892,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,1,0
e0aMLWbiftI,2022-12-07,450.0,1.0,972.0,-0.9796151518821716,ABN,undavalli arun kumar,0,1,1,1,1,0,0,0,0,0,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
0tRVJsIfpXw,2023-01-16,190.0,2.0,68914.0,0.9967324733734132,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
7LxhdJXoZaA,2022-12-03,330.0,0.0,508.0,-0.9973425269126892,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
Md2MbcJhmTM,2022-12-15,220.0,13.0,2452.0,0.9890967607498168,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
4pvJEmUaHr4,2022-10-23,245.0,0.0,734.0,0.9988057613372804,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
e3a81jjkwKU,2022-12-07,445.0,28.0,31525.0,-0.993691086769104,ABN,undavalli arun kumar,0,1,0,1,1,0,0,0,0,0,0,0
2Z7T9Xq-Bks,2023-03-13,40.0,253.0,283425.0,0.9988480806350708,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
jBAjWNQXrZA,2023-03-28,330.0,0.0,1017.0,0.9777516722679138,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
VHzx0OYJ1Eo,2021-02-16,274.0,2.0,3615.0,0.9959558248519896,Sakshi,undavalli arun kumar,0,0,0,0,0,1,0,0,0,0,1,0
OhwVV-o1a94,2022-09-26,115.0,15.0,4852.0,0.9930568933486938,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
lK4IEhMPOSk,2023-04-04,414.0,17.0,4696.0,-0.9980271458625792,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
qSdUkVIMg50,2021-09-06,136.0,2.0,10251.0,0.9886904954910278,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
Bj_ecjWfgIs,2022-12-20,112.0,0.0,1076.0,0.995693564414978,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
g3L9vWKkk9Q,2022-11-19,155.0,2.0,1914.0,0.9856281280517578,Sakshi,undavalli arun kumar,0,0,1,1,0,0,1,0,0,1,0,0
cbz3jfZecNQ,2021-02-15,134.0,0.0,847.0,0.9981093406677246,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
Hjv_deoWzWo,2023-01-18,327.0,12.0,5819.0,0.9977787137031556,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
dMOB3wJWVv8,2022-12-07,310.0,97.0,53499.0,-0.9971545934677124,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
uF_S4ygSw78,2023-04-11,285.0,149.0,18340.0,-0.9984121322631836,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
Hy6K2G68mZw,2023-02-05,63.0,2.0,756.0,-0.9972195625305176,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
hbFOREkr7JU,2023-02-28,77.0,1.0,5934.0,0.9976661205291748,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
ytP6h_xQRr8,2023-04-04,272.0,12.0,2246.0,-0.9991838335990906,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
sIA32UaxlUc,2022-10-14,199.0,2.0,2064.0,-0.996513307094574,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
uXqkkpHkCOw,2023-02-06,119.0,1.0,395.0,-0.991613507270813,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
yZGXw99gC4k,2023-02-18,293.0,3.0,2605.0,-0.998249053955078,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
X7_KM0R_0tc,2022-09-14,225.0,0.0,993.0,-0.9677715301513672,TV5,undavalli arun kumar,0,0,0,0,0,0,0,1,0,0,0,0
lfzz-5V93MY,2022-12-17,255.0,7.0,1904.0,-0.9899492263793944,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
ACp9YtOkAMA,2023-03-14,487.0,225.0,196127.0,0.9967870712280272,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
u_AynWG43NQ,2022-12-17,228.0,4.0,69530.0,-0.9956639409065248,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
6QDiwfs_228,2022-12-07,240.0,6.0,1270.0,-0.9935052394866944,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
e5l61zG0e5M,2023-03-10,244.0,1.0,1326.0,0.9804739952087402,TV5,undavalli arun kumar,0,0,0,0,0,0,0,1,0,0,0,0
olSEPzHADM8,2023-03-14,277.0,1.0,832.0,-0.9990610480308532,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,1
YfloBOFjzY0,2023-04-22,87.0,42.0,7068.0,-0.9985274076461792,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
PIOihCzjesg,2022-12-07,495.0,6.0,2691.0,-0.9986359477043152,ABN,undavalli arun kumar,0,1,1,0,1,0,0,0,0,0,0,0
gSTg8GO7UZU,2023-04-05,59.0,0.0,594.0,0.998626470565796,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
jtnGGOG0hgU,2023-04-04,511.0,93.0,70294.0,-0.9656818509101868,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
oLNkJBZKMsY,2023-03-22,279.0,21.0,3001.0,-0.9925423860549928,TV9,undavalli arun kumar,0,0,0,0,0,0,0,1,0,0,0,0
ps4eFF1nSZc,2023-01-23,146.0,7.0,6150.0,0.9955849647521972,Sakshi,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
imx50_LSmks,2023-03-08,206.0,1.0,3141.0,-0.9955400824546814,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
w3JiAZgqKU4,2023-03-13,131.0,0.0,3115.0,0.9983201622962952,TV5,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
mpX32kWocFk,2022-12-07,35485.0,0.0,41082.0,-0.9721661806106568,ABN,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,undavalli arun kumar,0,0,0,0,0,0,0,0,0,0,0,0
