ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,tadikonda.png,eluru.png,venkat_krishna.png,pulivendula.png,kanigiri.png,kalayan_durg.png,sattenapalli.png,tekkali.png
SnfOD-eMUIY,2023-02-13,249.0,0.0,1248.0,-0.9926894307136536,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cL83zegXpXc,2022-12-12,32.0,5.0,18160.0,0.9981691837310792,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2So7uIpec8Q,2022-11-07,71.0,1.0,3553.0,-0.9878271222114564,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mEp6ZVbN3WI,2022-10-23,60.0,1.0,625.0,-0.9977856874465942,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBf8kT_gtKA,2023-03-01,298.0,34.0,10879.0,-0.9934897422790528,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XbQ38IS_b-c,2022-10-16,65.0,1.0,3847.0,0.9967215657234192,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x-gNPJ3US_I,2023-04-05,321.0,1.0,2983.0,-0.995684027671814,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8Ja42le_aw,2022-10-13,355.0,0.0,476.0,0.9772788882255554,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAlCpAlP8rM,2022-11-27,176.0,1.0,684.0,-0.9975969195365906,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q7UPFKstjtI,2022-11-12,445.0,4.0,3351.0,-0.998798370361328,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i2CHYinkFBc,2023-02-04,228.0,7.0,11305.0,-0.9994457364082336,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fDdQFuYIIls,2023-01-20,108.0,2.0,1307.0,-0.9764786958694458,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w31rzj3d2Lw,2021-12-26,291.0,6.0,2964.0,0.9978517293930054,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i8q2giSRIO4,2023-04-15,272.0,0.0,4925.0,0.9903990030288696,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IP4NtMZGIRw,2023-04-20,262.0,14.0,12454.0,-0.9986446499824524,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1cRik-HtCGo,2023-01-12,301.0,0.0,982.0,0.9974735379219056,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rcsiTrg9d4g,2022-02-20,370.0,184.0,86783.0,-0.9994491934776306,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cBLFgv5NCvY,2023-02-08,304.0,3.0,957.0,0.9986534118652344,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUc1ZSkajDc,2023-02-07,63.0,0.0,1396.0,-0.9978901743888856,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YpXsMYRBqi0,2022-11-18,228.0,3.0,33617.0,-0.9658622145652772,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9rWP4I3swxI,2023-03-31,297.0,538.0,141520.0,0.9982798099517822,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lqPUcHdowlY,2023-04-09,230.0,17.0,2937.0,-0.9967601895332336,TV9,bhuma akhila priya,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
S1GSFR-UctQ,2022-09-05,95.0,0.0,1029.0,0.9671708345413208,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zkRlUwDLkNY,2023-04-14,79.0,0.0,295.0,0.9976180195808412,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xKif1ZAtd3A,2023-03-31,292.0,48.0,2770.0,-0.997731864452362,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8fesjP0Sps,2022-11-26,291.0,1.0,3511.0,0.997450053691864,TV9,bhuma akhila priya,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OYnzVgpuubg,2023-01-11,115.0,1.0,570.0,0.998690664768219,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dI1R0gIU4v4,2022-11-22,220.0,3.0,34300.0,-0.9954896569252014,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-IXF4CD8T7o,2023-02-13,270.0,5.0,4282.0,0.9984591007232666,TV5,bhuma akhila priya,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lNGXPSGXVDg,2022-12-22,229.0,1.0,69964.0,-0.9928659200668336,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0F-t3eXJaY,2022-10-18,319.0,6.0,8392.0,-0.9905226826667786,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XmmG5vvYNAw,2023-02-06,204.0,0.0,1556.0,0.95671409368515,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dFu7ZAyTxOE,2023-04-05,193.0,5.0,851.0,-0.997231900691986,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kW60ea1GePA,2023-01-05,316.0,19.0,4831.0,0.9801733493804932,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G4gV_Pirp4k,2022-12-19,192.0,116.0,17117.0,-0.9934244155883788,Sakshi,bhuma akhila priya,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
0AcZ4Ra4oec,2023-03-05,241.0,7.0,16400.0,0.9965800642967224,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PVCWC1K16hM,2023-01-04,335.0,5.0,928.0,0.9940696954727172,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EvEsh26fmU0,2022-09-17,164.0,146.0,51380.0,0.9868524670600892,TV5,bhuma akhila priya,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
EY1kcehnaQU,2022-09-23,239.0,134.0,186580.0,0.9981001019477844,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
wJyEvwiNXLE,2023-02-13,329.0,3.0,3052.0,-0.9910474419593812,Sakshi,bhuma akhila priya,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JAaA9Xqn29c,2022-11-18,218.0,9.0,1505.0,-0.998283624649048,ABN,bhuma akhila priya,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5TSsAczF2tM,2023-04-10,343.0,1.0,2518.0,-0.9991362690925598,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24VJZaXiE8,2023-03-16,245.0,13.0,49929.0,0.9974986910820008,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PnbvQdcCa8o,2022-08-27,215.0,0.0,1311.0,-0.9897848963737488,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ksd1BRa-bxs,2022-12-25,266.0,0.0,531.0,-0.9934226870536804,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sf4pPadq2dE,2022-12-29,224.0,2.0,950.0,-0.9993292093276978,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imQenRy7LcE,2023-01-21,148.0,37.0,7244.0,-0.9978272318840028,Sakshi,bhuma akhila priya,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8_CvWPUdRkY,2023-02-02,19.0,2.0,5388.0,-0.9824960231781006,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4TvsV4yTeeM,2022-11-29,82.0,1.0,541.0,0.9980791807174684,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,bhuma akhila priya,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
kTF4v7yB7cQ,2023-03-15,346.0,13.0,6374.0,-0.99576735496521,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5mqnWKzON0,2023-02-03,73.0,0.0,746.0,-0.998652160167694,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pQj6nsLxxgA,2023-03-21,324.0,79.0,74176.0,-0.9994163513183594,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Vvo9s4X_RQ,2022-12-17,154.0,3.0,1195.0,0.9975774884223938,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1UQ1TbVGr8U,2023-02-25,307.0,0.0,281.0,-0.9937665462493896,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SwXrwI4xGag,2022-12-24,120.0,2.0,2094.0,0.9956319332122804,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b_P4WaYPe9Q,2022-12-13,131.0,0.0,2304.0,0.9984784722328186,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0eewhif45kU,2023-03-05,156.0,0.0,773.0,-0.9977350234985352,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g09wNswVCr8,2023-04-08,254.0,8.0,2183.0,-0.988705575466156,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8BYwxYx093M,2023-01-25,164.0,5.0,4529.0,0.9981538653373718,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aZ1Rjwi_IVQ,2023-04-07,210.0,0.0,480.0,-0.9941366910934448,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cHPfRdE9FiI,2023-02-06,320.0,0.0,606.0,0.9927757978439332,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3Y5iWu2QhZY,2022-12-16,311.0,0.0,1014.0,0.9951363205909728,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gy8tRG69vvo,2023-03-15,266.0,25.0,6959.0,-0.9865872263908386,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dHGj2MavTsw,2023-03-02,175.0,3.0,567.0,0.99305659532547,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LT6rabZ5UCU,2022-11-07,140.0,2.0,2397.0,0.996435523033142,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7bpIsF-1E0g,2023-02-28,328.0,0.0,224.0,-0.8711227178573608,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pT9CX6H167I,2022-10-08,71.0,0.0,781.0,0.9955143332481384,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dh4DLjVgrvk,2022-11-05,303.0,0.0,1215.0,0.9975011944770812,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tM360Sb0Fb4,2022-10-29,175.0,3.0,569.0,-0.9979052543640136,ABN,bhuma akhila priya,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RFPXw3y7ZLA,2022-11-14,114.0,2.0,11355.0,0.9814374446868896,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tq7nzplgMa4,2023-01-25,71.0,4.0,2874.0,-0.9967777132987976,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gZ44qkcV2D0,2022-12-29,271.0,2.0,681.0,0.9973306655883788,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHGAB0Jis4Q,2021-02-21,272.0,1.0,15505.0,0.9874677658081056,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRvcWYdfOVw,2023-02-04,327.0,16.0,13938.0,0.9948335886001588,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bxh13xhLDns,2022-10-30,250.0,11.0,5978.0,-0.987782061100006,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K3Ek2KXSj_s,2022-10-16,187.0,8.0,14838.0,-0.9994250535964966,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P8U2i9ToI_c,2022-09-01,85.0,2.0,1565.0,-0.9756851196289062,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FD2n09X_iCQ,2022-11-19,230.0,2.0,1413.0,-0.9923980832099916,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1Ca0YxpX6zk,2022-12-26,229.0,4.0,57483.0,0.9852489829063416,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p1Y_-6GcOfs,2022-11-27,212.0,4.0,1762.0,-0.9862337112426758,TV9,bhuma akhila priya,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
zN4SdsB3trA,2023-04-14,109.0,0.0,1059.0,0.9984734654426576,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5jpf_48xQLo,2022-12-15,45.0,3.0,6944.0,0.9987176656723022,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SFAeY4VMSTQ,2022-12-08,380.0,24.0,17962.0,0.9839625954627992,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hc1AwTzO6bw,2021-06-30,327.0,15.0,3117.0,0.9969496130943298,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R7OV20Onf68,2023-03-25,329.0,6.0,2097.0,-0.9990941286087036,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9BH-vpte5nE,2022-11-02,280.0,0.0,905.0,-0.9955745935440063,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LnL895NUevE,2023-02-04,243.0,0.0,6308.0,0.9851055145263672,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HM85XkwTt1w,2022-12-02,398.0,2.0,2505.0,-0.9984951019287108,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WgeZtZBUZeU,2022-11-24,213.0,1.0,1240.0,-0.99464213848114,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J7lMbCF8K3s,2023-01-14,79.0,21.0,1600.0,-0.9950309991836548,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gE42qqX1K28,2023-03-19,130.0,0.0,469.0,0.9988332390785216,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4SJcqchgxoM,2022-10-13,304.0,0.0,671.0,-0.9966927766799928,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arzNRRcjVw8,2023-03-19,321.0,0.0,4751.0,0.9350298047065736,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1Ykhy17QfDo,2021-02-15,267.0,2.0,2518.0,0.9796199202537536,Sakshi,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sml3dCGwRdY,2022-10-31,93.0,14.0,6045.0,-0.9989025592803956,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nIaKmUIPMpk,2022-12-23,246.0,1.0,2659.0,0.993658483028412,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ks9CyGp1l9M,2023-04-17,197.0,0.0,1781.0,0.9913495779037476,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cy6ZAdiBx-o,2022-12-21,144.0,3.0,911.0,-0.9966943264007568,ABN,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
irMPP1HQmmk,2022-10-16,3952.0,40.0,31243.0,-0.9504191875457764,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pfJaTk3VoxM,2022-09-27,279.0,4.0,937.0,0.9985002279281616,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lz9W8_DRCww,2023-04-12,70.0,1.0,479.0,0.9983554482460022,TV9,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rWJoPqNLVLA,2023-03-06,202.0,0.0,494.0,0.9934608936309814,TV5,bhuma akhila priya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
