ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,penukonda.png,vizianagaram_.png,jaggayyapeta.png,Srungavarapukota.png,tenali.png,kodur.png,venkatagiri.png,urvakonda.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,eluru.png,palakollu.png,pulivendula.png,kanigiri.png,kalayan_durg.png,madugula.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,prathipadu.png,paturi_nagabhusnam.png,rayachoti.png,paderu.png,nandikotkur.png,tadepalligudem.png,tekkali.png,jammalamadugu.png,pawan.png
Ujyqc5cvTBQ,2023-03-31,218.0,1.0,65489.0,-0.997199535369873,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NjsYtTwgEmI,2022-11-19,92.0,0.0,1125.0,-0.9915457367897034,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PjJYm6d8JzA,2020-03-17,485.0,201.0,152567.0,0.9930545687675476,Sakshi,Corona,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9WBsETnzRh4,2022-12-25,155.0,1.0,6892.0,0.9903429746627808,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
gfSnb1v19hY,2023-03-18,125.0,0.0,602.0,0.9849549531936646,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bUexJ7_R5sw,2022-11-14,309.0,4.0,2781.0,-0.999344527721405,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nFPvKp9TDFo,2023-01-01,66.0,3.0,3069.0,-0.9955429434776306,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kXGQBHhJGMs,2020-03-17,310.0,1.0,6551.0,-0.997688055038452,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddc2UuAYfqo,2023-01-03,281.0,2.0,1642.0,-0.9961442947387696,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db3idcMhtb4,2022-11-27,93.0,1.0,2227.0,-0.992839217185974,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57aHUfaEYLE,2023-04-13,23217.0,6.0,151774.0,0.9946081638336182,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc3ouChRpok,2023-04-21,87.0,3.0,1642.0,-0.996534824371338,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CbLKnVtg2-c,2020-03-03,313.0,2.0,1592.0,-0.7855595350265503,Sakshi,Corona,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JsxHsGoZq-k,2022-12-21,155.0,1.0,2484.0,-0.9907211065292358,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVUwuqYb7Gw,2023-04-18,171.0,4.0,5979.0,-0.9959549903869628,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ve_aJmGTJfs,2020-03-16,371.0,2.0,7801.0,-0.9785955548286438,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oqscFAGTeig,2020-03-12,117.0,4.0,3828.0,0.9830804467201232,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3oppclKpVI,2021-12-10,304.0,10.0,1388.0,0.9942025542259216,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dGqakQee5LE,2023-03-03,287.0,23.0,6302.0,0.99782133102417,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCbocZmJFXw,2023-03-05,199.0,0.0,1038.0,-0.9726387858390808,TV9,Corona,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
q5q3vV8t6f4,2022-12-29,156.0,1.0,1049.0,-0.9856380820274352,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bpx8yee9V1o,2023-04-14,315.0,1.0,534.0,-0.939014196395874,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7R3UVQ5en6s,2023-03-13,140.0,0.0,1819.0,-0.9980369210243224,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDZOFUrJ6Dc,2021-10-26,123.0,255.0,161459.0,0.9984889030456544,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mm1se2vtvFM,2023-04-10,248.0,3.0,741.0,0.937676966190338,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KVIN2URdimg,2023-02-10,107.0,0.0,321.0,-0.9981957077980042,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
t_ywMPCpUtY,2023-03-20,343.0,4.0,6393.0,-0.992872953414917,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eqVy_tiK978,2022-11-24,66.0,0.0,523.0,-0.9975436329841614,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3yfxFVGfPK8,2022-12-27,12477.0,1.0,18497.0,-0.995896816253662,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9L9thsbIx1I,2022-07-25,65.0,8.0,2407.0,0.9893993139266968,Sakshi,Corona,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7HkjzNzHMOM,2022-12-15,725.0,4.0,774.0,-0.9972073435783386,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UHThjdN4TWo,2020-03-05,238.0,2.0,1921.0,-0.9987611770629884,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6XgrjTBNziQ,2020-03-16,92.0,12.0,4251.0,-0.9980040192604064,Sakshi,Corona,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
317R_wfexhc,2021-02-19,177.0,7.0,12274.0,-0.9979326725006104,Sakshi,Corona,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIjoPUlZww,2023-03-16,45.0,2.0,5855.0,-0.9957461953163148,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W3iPh0YyyMc,2023-01-26,269.0,2.0,1028.0,-0.996647298336029,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MvlHUAI7maE,2023-04-10,55.0,0.0,1366.0,0.980656921863556,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IAAOdZL_zyg,2023-03-06,251.0,0.0,2537.0,-0.9704282879829408,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eeQB9GpOSL0,2023-03-19,139.0,19.0,2388.0,0.9957905411720276,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JWCKinty6Ao,2021-09-16,208.0,4.0,662.0,0.9946643114089966,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
EpnSSn5yf40,2023-04-13,191.0,5.0,2126.0,-0.9924048781394958,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
YAajpEp4sv0,2023-03-29,240.0,0.0,1820.0,-0.9955229759216307,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GrNW73P7ZFg,2023-04-22,116.0,1.0,1688.0,-0.993561625480652,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dtr7we8IJBE,2022-12-16,179.0,3.0,56727.0,-0.9936175346374512,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWQNcdItdpQ,2023-03-06,133.0,3.0,999.0,0.9980394244194032,TV9,Corona,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Uh50MHxvSj0,2023-03-17,219.0,10.0,85076.0,-0.9980682730674744,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTUP6tAkZ9Y,2023-01-12,320.0,13.0,13706.0,-0.9991673231124878,ABN,Corona,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
hQ9uyY2DQ18,2022-12-20,173.0,23.0,22810.0,-0.9884157180786132,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3BAoeYrssc,2022-12-25,13990.0,5.0,148859.0,-0.9914042949676514,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hiq3hnwZqmA,2022-11-19,295.0,11.0,7798.0,-0.9954289197921752,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eFNDVxN67z8,2022-04-11,281.0,0.0,1330088.0,0.9965257048606871,Sakshi,Corona,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rMlQ5wEx98A,2023-04-18,5290.0,9.0,38953.0,0.9978366494178772,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DQSU87EyvLs,2023-03-30,284.0,0.0,2050.0,0.9985902905464172,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t_PuEde6AjI,2023-01-23,334.0,34.0,17006.0,-0.9993435740470886,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yGYMhbHlzjo,2023-02-27,320.0,2.0,730.0,-0.99710875749588,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4cgnH6QdGMA,2020-03-16,252.0,126.0,85315.0,-0.9977300763130188,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6VOsx2r-nc,2022-12-03,520.0,0.0,681.0,-0.9985941052436828,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O_B0V-DGmn4,2022-12-21,33.0,0.0,20892.0,-0.9953452944755554,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wRYohD0qINI,2023-02-07,329.0,2.0,3232.0,-0.9993621706962584,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uL1quj_Dnoc,2022-12-29,273.0,0.0,1898.0,-0.9934821724891664,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2JRuPibVYKQ,2023-03-17,109.0,0.0,654.0,0.9985978007316588,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CfmYuvuAJ3k,2022-11-27,95.0,0.0,1066.0,-0.9880890250205994,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OlX2fffExUI,2023-04-02,299.0,5.0,1675.0,-0.9127513766288756,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MjUKznUB7Uw,2023-01-10,270.0,8.0,3036.0,-0.998596727848053,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
LnD3mfz8xkM,2023-03-22,98.0,5.0,3530.0,0.99782133102417,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hHJXcJ0eTFY,2020-03-03,332.0,1.0,4819.0,0.9964595437049866,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EZ6szBqQEwo,2023-01-05,104.0,15.0,19544.0,-0.9938386082649232,TV9,Corona,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRBuTzwPYMc,2023-01-27,99.0,0.0,634.0,-0.9992283582687378,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-LLZvZK7TZM,2022-12-27,286.0,2.0,2895.0,-0.9951377511024476,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tv2HboPqDsI,2022-10-26,70.0,0.0,1030.0,0.9918286204338074,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVDlwafNALU,2022-02-10,327.0,995.0,381655.0,0.916272521018982,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zJ7nJj_yNSU,2023-04-06,200.0,3.0,459.0,-0.9879883527755736,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-dmgyekO138,2022-12-06,298.0,0.0,2713.0,0.9937511086463928,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iP8LPdEalCQ,2023-02-28,304.0,2.0,1495.0,0.996977686882019,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2zXmt6UB7ss,2023-01-12,316.0,18.0,7770.0,0.9956539869308472,Sakshi,Corona,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FNuJgEX1BnE,2022-12-21,42895.0,4.0,120741.0,-0.9919622540473938,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mtZybbug84k,2022-12-22,4190.0,4.0,38919.0,0.9563758969306946,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCjlRYKSRuQ,2022-10-12,285.0,5.0,547.0,-0.9939044117927552,ABN,Corona,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dyFB31573Ws,2023-02-26,69.0,0.0,385.0,0.997869610786438,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcjljv9rE64,2022-09-02,309.0,4.0,1779.0,0.990661919116974,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sFNBILsFXOk,2022-12-30,306.0,0.0,2002.0,-0.9799240827560424,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v5FewsVGbtI,2022-06-21,346.0,34.0,31902.0,0.9964334964752196,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wRdYFVTN6j4,2022-12-23,292.0,0.0,1246.0,-0.9982424974441528,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tw3KrfWz5-M,2021-08-04,283.0,5.0,2824.0,0.9931418299674988,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_0VnGLaHky8,2020-03-05,349.0,1.0,3800.0,-0.9952287673950196,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RZhMoiWciSY,2020-03-12,275.0,0.0,17414.0,0.9969580173492432,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xnEQedeNkYQ,2023-04-08,136.0,2.0,3060.0,-0.9929898977279664,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZjGp_Cimatw,2020-03-13,55.0,0.0,1513.0,-0.9909060001373292,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cCSGlfWrJaM,2023-04-06,105.0,0.0,803.0,-0.994944155216217,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gae3Z2YmrOM,2023-03-27,102.0,1.0,3406.0,-0.993460178375244,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8mzdTVn00tE,2021-11-16,350.0,9.0,2436.0,-0.9918796420097352,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4v7xqIkBIkc,2021-07-30,135.0,20.0,6671.0,0.984933853149414,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3h6Rc-eIyb0,2022-12-24,437.0,3.0,18473.0,0.9977235198020936,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69FxL6oFL-k,2021-08-22,305.0,3.0,4181.0,0.9889804124832152,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uHi5FOXFM48,2023-01-09,424.0,2.0,1826.0,-0.9974403381347656,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1LAK8aiFv4,2023-03-25,55.0,24.0,87203.0,-0.9562031030654908,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_J1cEU0is9Y,2021-02-15,68.0,8.0,10425.0,-0.9980564713478088,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7lvN49YIvWc,2023-03-04,155.0,0.0,745.0,-0.9956201910972596,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5x8QEdX8vw,2023-03-27,876.0,15.0,534609.0,-0.985706627368927,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94rAS5JMfqM,2022-11-26,8640.0,2.0,44324.0,-0.9948221445083618,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41i6a6YZIQA,2021-02-19,232.0,0.0,1105.0,0.9989027976989746,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-sdFDt9oRF4,2023-01-04,237.0,1.0,2398.0,-0.9729251265525818,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kub8gJU-sOM,2023-04-08,196.0,3.0,1282.0,0.9981684684753418,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pKrUDXsCxz8,2023-04-22,72.0,1.0,994.0,0.9921940565109252,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XG0QfYh9s-Q,2023-04-19,2171.0,3.0,145190.0,0.9961069226264954,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jKfOc_QpiqA,2022-12-22,130.0,0.0,2982.0,-0.8879406452178955,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFf5pXb5788,2023-04-06,144.0,1.0,1572.0,-0.996866762638092,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zOGKOoJHH50,2021-08-07,188.0,1.0,1083.0,0.9988176226615906,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kCLhMFzob1Y,2023-04-17,178.0,1.0,920.0,-0.9991826415061952,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PKBUTYHGHIo,2022-10-24,143.0,4.0,4444.0,0.9961752891540528,TV5,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ckWDYUX6PeA,2022-12-24,295.0,0.0,1211.0,-0.9981617331504822,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aqO16bRLbiQ,2020-03-05,176.0,0.0,441.0,-0.981389820575714,Sakshi,Corona,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JVBWIPDGa68,2023-03-18,105.0,0.0,610.0,0.9653460383415222,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xkuISQGh6AI,2023-04-01,230.0,13.0,6035.0,0.9828414916992188,ABN,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t5uS8x2ZdZ8,2022-06-03,136.0,53.0,58122.0,0.9978469610214232,Sakshi,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JNWfQZXpayk,2023-03-06,127.0,3.0,4462.0,0.98654305934906,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMaXcF8d7Ks,2020-03-05,78.0,0.0,1572.0,-0.9992339611053468,Sakshi,Corona,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1LgLslQETuI,2022-12-21,86.0,16.0,9676.0,-0.9979357719421388,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xssU5mYQHnk,2023-04-15,168.0,0.0,1399.0,-0.9948195815086364,ABN,Corona,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RFHfSBD1GhQ,2023-04-08,307.0,6.0,4158.0,-0.9980681538581848,TV9,Corona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
